,First author,Year,Title,Journal,Abstract
10,"Mueller, M",Mar 2013 ,The effects of stream substratum texture on interstitial conditions and bacterial biofilms: Methodological strategies,LIMNOLOGICA,"Hyporheic substrates play a key role in aquatic ecosystems, and increasing loads of fine sediment are considered one of the major threats to stream ecosystems. Knowledge concerning the interaction of stream substratum properties with habitat quality and microbial community structure is essential for a comprehensive understanding of the functionality of the hyporheic zone. To date, there is a lack of optimal field sampling methods for hyporheic microbial communities in streams. We systematically tested the effects of defined substratum textures on the physicochemical properties of interstitial water and on bacterial communities utilising T-RFLP fingerprinting. We also tested the representativeness of different methodological approaches of investigating bacterial diversity comparing sampling of substratum, interstitial water, and exposed coupons made of granite, carbonate and glass. The temporal development of physicochemical habitat characteristics in the interstitial zone, especially of fish-toxic nitrogen compounds and oxygen supply, significantly depended on substratum texture and was strongly correlated with bacterial community composition. Multivariate analyses of bacterial community data indicated strong differences in community composition between direct (substratum samples) and indirect (interstitial water samples, coupons) sampling strategies. Substratum samples yielded highest richness of operational taxonomic units (OTUs) and the most pronounced temporal dynamics of bacterial community composition, Consequently, this technique appears most representative for assessing bacterial community structure and diversity in hyporheic habitats. The observed couplings between substratum texture, physicochemical habitat conditions and bacterial community structure expand current knowledge of previously described negative effects of fine sediments on taxa from higher levels of biological organization. (C) 2012 Elsevier GmbH. All rights reserved.Show less"
11,"Drummond, JD",Apr 28 2022 ,Modeling Contaminant Microbes in Rivers During Both Baseflow and Stormflow,GEOPHYSICAL RESEARCH LETTERS,"Rivers transport contaminant microorganisms (including fecal indicator bacteria and human pathogens) long distances downstream of diffuse and point sources, posing a human health risk. We present a mobile-immobile model that incorporates transport as well as immobilization and remobilization of contaminant microbes and other fine particles during baseflow and stormflow. During baseflow conditions, hyporheic exchange flow causes particles to accumulate in streambed sediments. Remobilization of stored particles from streambed sediments occurs slowly during baseflow via hyporheic exchange flow, while remobilization is vastly increased during stormflow. Model predictions are compared to observations over a range of artificial and natural flood events in the dairy contaminated Topehaehae Stream, New Zealand. The model outputs closely matched timing and magnitude of E. coli and turbidity observations through multiple high-flow events. By accounting for both state-of-flow and hyporheic exchange processes, the model provides a valuable framework for predicting particle and contaminant microbe behavior in streams.Show less"
12,"Huybrechts, N",Mar 2013 ,Coupled estimation of the energy slope and associated sand-silt transport during high stream power events in alluvial rivers,INTERNATIONAL JOURNAL OF SEDIMENT RESEARCH,"A coupled routing for the transport capacity and the energy slope is introduced through the definition of the control factor m whose value is linked to the bed form configuration. The coupling aims to further incorporate the interactions occurring in alluvial rivers and thus enhance the prediction of the fine sediment fluxes, especially during high stream power events. Based on a predictive rule for the control factor m that only involves water depth, velocity and bedform constitutive texture, the novel method is confronted to observations collected in one of the most strongly dynamic alluvial river namely the Lower Yellow River. Comparisons between time series of measured and computed concentrations illustrate that during high velocity events the main dynamics of the sediment transport is correctly reproduced. The main advantage of the present approach is to supply consistent time evolutions of sediment concentrations without making use of any detailed shear information.Show less"
13,"Fuller, CC",Apr 1 2000 ,"Reactive uptake of trace metals in the hyporheic zone of a mining-contaminated stream, Pinal Creek, Arizona",ENVIRONMENTAL SCIENCE & TECHNOLOGY,"Significant uptake of dissolved metals occurred by interaction of groundwater and surface water with hyporheic-zone sediments during transport in Final Creek, AZ. The extent of trace metal uptake was calculated by mass balance measurements made directly within the hyporheic zone. A conservative salute tracer injected into the stream was used to quantify hydrologic exchange with the stream and groundwater. Fractional reactive uptake of dissolved metals entering the hyporheic zone was determined at 29 sites and averaged 52 +/- 25, 27 +/- 19, and 36 +/-: 24% for Co, Ni, and Zn, compared with Mn uptake of 22 +/- 19%. First-order rate constants (lambda(h)) Of metal uptake in the hyporheic zone were determined at seven sites using the exchange rate of water derived from tracer arrival in the streambed. Reaction-time constants (1/lambda(h)) averaged 0.41, 0.84, and 0.38 h for Co, Ni, and Zn, respectively, and 1.3 h for Mn. In laboratory experiments with streambed sediments, metal uptake increased with preexisting Mn oxide concentration, supporting our interpretation that Mn oxides in the hyporheic zone enhance trace metal uptake. Reach-scale mass-balance calculations that include groundwater metal inputs indicated that decreases in metal loads ranged from 12 to 68% over the 7-km perennial reach depending on the metal. The decreases in metal loads are attributed to uptake of trace metals by Mn oxides in the hyporheic zone that is enhanced because of ongoing Mn oxide formation. Analysis of dissolved-metal streambed profiles and conservative solute tracers provide a valuable tool for quantifying metal uptake or release in the hyporheic zone of contaminated streams.Show less"
14,"Meyer, JL",Feb 2007 ,The contribution of headwater streams to biodiversity in river networks,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,"The diversity of life in headwater streams (intermittent, first and second order) contributes to the biodiversity of a river system and its riparian network. Small streams differ widely in physical, chemical, and biotic attributes, thus providing habitats for a range of unique species. Headwater species include permanent residents as well as migrants that travel to headwaters at particular seasons or life stages. Movement by migrants links headwaters with downstream and terrestrial ecosystems, as do exports such as emerging and drifting insects. We review the diversity of taxa dependent on headwaters. Exemplifying this diversity are three unmapped headwaters that support over 290 taxa. Even intermittent streams may support rich and distinctive biological communities, in part because of the predictability of dry periods. The influence of headwaters on downstream systems emerges from their attributes that meet unique habitat requirements of residents and migrants by: offering a refuge from temperature and flow extremes, competitors, predators, and introduced species; serving as a source of colonists; providing spawning sites and rearing areas; being a rich source of food; and creating migration corridors throughout the landscape. Degradation and loss of headwaters and their connectivity to ecosystems downstream threaten the biological integrity of entire river networks.Show less"
15,"Newcomer, ME",Mar 2018 ,Influence of Hydrological Perturbations and Riverbed Sediment Characteristics on Hyporheic Zone Respiration of CO2 and N-2,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,"Rivers in climatic zones characterized by dry and wet seasons often experience periodic transitions between losing and gaining conditions across the river-aquifer continuum. Infiltration shifts can stimulate hyporheic microbial biomass growth and cycling of riverine carbon and nitrogen leading to major exports of biogenic CO2 and N-2 to rivers. In this study, we develop and test a numerical model that simulates biological-physical feedback in the hyporheic zone. We used the model to explore different initial conditions in terms of dissolved organic carbon availability, sediment characteristics, and stochastic variability in aerobic and anaerobic conditions from water table fluctuations. Our results show that while highly losing rivers have greater hyporheic CO2 and N-2 production, gaining rivers allowed the greatest fraction of CO2 and N-2 production to return to the river. Hyporheic aerobic respiration and denitrification contributed 0.1-2g/m(2)/d of CO2 and 0.01-0.2g/m(2)/d of N-2; however, the suite of potential microbial behaviors varied greatly among sediment characteristics. We found that losing rivers that consistently lacked an exit pathway can store up to 100% of the entering C/N as subsurface biomass and dissolved gas. Our results demonstrate the importance of subsurface feedbacks whereby microbes and hydrology jointly control fate of C and N and are strongly linked to wet-season control of initial sediment conditions and hydrologic control of seepage direction. These results provide a new understanding of hydrobiological and sediment-based controls on hyporheic zone respiration, including a new explanation for the occurrence of anoxic microzones and large denitrification rates in gravelly riverbeds.Plain Language Summary River systems are important components of our landscape that help to degrade contaminants, support food webs, and transform organic matter. In this study, we developed and tested a model that could help reveal the role of the riverbed for these ecosystem services. We used the model to explore how different riverbed conditions eventually control the fate of carbon and nitrogen. Our results show that carbon and nitrogen transformations and the potential suite of microbial behaviors are dependent on the riverbed sediment structure and the water table conditions in the local groundwater system. The implications of this are that the riverbed sediments and the cumulative effect of water table conditions can control hyporheic processing. Under future river discharge conditions, assuming reduced river flows and siltation of riverbeds, reductions in total hyporheic processing may be observed.Show less"
16,"Briggs, MA",May 30 2014 ,Residence time control on hot moments of net nitrate production and uptake in the hyporheic zone,HYDROLOGICAL PROCESSES,"The retention capacity for biologically available nitrogen within streams can be influenced by dynamic hyporheic zone exchange, a process that may act as either a net source or net sink of dissolved nitrogen. Over 5 weeks, nine vertical profiles of streambed chemistry (NO3- and NH4+) were collected above two beaver dams along with continuous high-resolution vertical hyporheic flux data. The results indicate a non-linear relation of net NO3- production followed by net uptake in the hyporheic zone as a function of residence time. This Lagrangian-based relation is consistent through time and across varied morphology (bars, pools, glides) above the dams, even though biogeochemical and environmental factors varied. The empirical continuum between net NO3- production and uptake and residence time is useful for identifying two crucial residence time thresholds: the transition to anaerobic respiration, which corresponds to the time of peak net nitrate production, and the net sink threshold, which is defined by a net uptake in NO3- relative to streamwater. Short-term hyporheic residence time variability at specific locations creates hot moments of net production and uptake, enhancing NO3- production as residence times approach the anaerobic threshold, and changing zones of net NO3- production to uptake as residence times increase past the net sink threshold. The anaerobic and net sink thresholds for beaver-influenced streambed morphology occur at much shorter residence times (1.3 h and 2.3 h, respectively) compared to other documented hyporheic systems, and the net sink threshold compares favorably to the lower boundary of the anaerobic threshold determined for this system with the new oxygen Damkohler number. The consistency of the residence time threshold values of NO3- cycling in this study, despite environmental variability and disparate morphology, indicates that NO3- hot moment dynamics are primarily driven by changes in physical hydrology and associated residence times. Copyright (C) 2013 John Wiley & Sons, Ltd.Show less"
17,"Zhou, YQ",Mar-apr 2014 ,The Influence of Streambed Heterogeneity on Hyporheic Flow in Gravelly Rivers,GROUNDWATER,"Deposits of open-framework gravel occurring in gravelly streambeds can exert a significant influence on hyporheic flow. The influence was quantified using a numerical model of the hyporheic zone. The model included open-framework gravel stratasets represented with commonly observed characteristics including a volume fraction of about one-third of the streambed sediment, a hydraulic conductivity two orders of magnitude greater than other strata present, and a spatial connectivity forming preferential-flow pathways. The influence of open-framework gravel stratasets on hyporheic flow was much greater than the influence of the channel morphology including meanders, point bars, dunes, and ripples. Seventy percent of the total hyporheic exchange occurred across 30% of the channel boundary at locations of open-framework gravel stratasets. The maximum local interfacial flux rates occurred at these locations, and were orders of magnitude greater than those at other locations. The local flux rates varied by six orders of magnitude over the channel boundary. The composite flow rate through the model with open-framework gravel stratsets was an order of magnitude greater than that through an equivalent but homogeneous model.Show less"
18,"Stevaux, JC",Oct 2013 ,"Connectivity processes and riparian vegetation of the upper Parana River, Brazil",JOURNAL OF SOUTH AMERICAN EARTH SCIENCES,"In fluvial systems, the relationship between a dominant variable (e.g. flood pulse) and its dependent ones (e.g. riparian vegetation) is called connectivity. This paper analyzes the connectivity elements and processes controlling riparian vegetation for a reach of the upper Parana River (Brazil) and estimates the future changes in channel-vegetation relationship as a consequence of the managing of a large dam. The studied reach is situated 30 km downstream from the Porto Primavera Dam (construction finished in 1999). Through aerial photography (1:25,000, 1996), RGB-CBERS satellite imagery and a previous field botany survey it was possible to elaborate a map with the five major morpho-vegetation units: 1) Tree-dominated natural levee, 2) Shrubby upper floodplain, 3) Shrub-herbaceous mid floodplain, 4) Grass-herbaceous lower floodplain and 5) Shrub-herbaceous flood runoff channel units. By use of a detailed topographic survey and statistical tools each morpho-vegetation type was analyzed according to its connectivity parameters (frequency, recurrence, permanence, seasonality, potamophase, limnophase and FCQ index) in the pre- and post-dam closure periods of the historical series. Data showed that most of the morpho-vegetation units were predicted to present changes in connectivity parameters values after dam closing and the new regime could affect, in different intensity, the river ecology and particularly the riparian vegetation. The methods used in this study can be useful for dam impact studies in other South American tropical rivers. (C) 2012 Elsevier Ltd. All rights reserved.Show less"
19,"Jin, GQ",Nov 16 2011 ,Hyporheic flow under periodic bed forms influenced by low-density gradients,GEOPHYSICAL RESEARCH LETTERS,"Small density variations across streambeds due to low solute concentrations in stream water exist commonly in streams and rivers. Using laboratory experiments and numerical modeling, we demonstrated that even small density variations can influence hyporheic flow in streambeds with periodic bed forms. The circulating pore water flow patterns in the bed were modified constantly as the solute front moved downward. Density-induced head gradients eventually overwhelmed the regional hydraulic gradient and drove the circulating flow below a hydraulic divide that would have existed without the density influence. The density-modified hyporheic flow provided a relatively fast solute transport mechanism and enhanced the overall mass exchange between the stream and bed. These results highlight the important role of weak, upward density gradients in modulating hyporheic flow. Citation: Jin, G., H. Tang, L. Li, and D. A. Barry (2011), Hyporheic flow under periodic bed forms influenced by low-density gradients, Geophys. Res. Lett., 38, L22401, doi: 10.1029/2011GL049694.Show less"
20,"Jaeger, A",Jun 22 2021 ,Transformation of organic micropollutants along hyporheic flow in bedforms of river-simulating flumes,SCIENTIFIC REPORTS,"Urban streams receive increasing loads of organic micropollutants from treated wastewaters. A comprehensive understanding of the in-stream fate of micropollutants is thus of high interest for water quality management. Bedforms induce pumping effects considerably contributing to whole stream hyporheic exchange and are hotspots of biogeochemical turnover processes. However, little is known about the transformation of micropollutants in such structures. In the present study, we set up recirculating flumes to examine the transformation of a set of micropollutants along single flowpaths in two triangular bedforms. We sampled porewater from four locations in the bedforms over 78 days and analysed the resulting concentration curves using the results of a hydrodynamic model in combination with a reactive transport model accounting for advection, dispersion, first-order removal and retardation. The four porewater sampling locations were positioned on individual flowpaths with median solute travel times ranging from 11.5 to 43.3 h as shown in a hydrodynamic model previously. Highest stability was estimated for hydrochlorothiazide on all flowpaths. Lowest detectable half-lives were estimated for sotalol (0.7 h) and sitagliptin (0.2 h) along the shortest flowpath. Also, venlafaxine, acesulfame, bezafibrate, irbesartan, valsartan, ibuprofen and naproxen displayed lower half-lives at shorter flowpaths in the first bedform. However, the behavior of many compounds in the second bedform deviated from expectations, where particularly transformation products, e.g. valsartan acid, showed high concentrations. Flowpath-specific behavior as observed for metformin or flume-specific behavior as observed for metoprolol acid, for instance, was attributed to potential small-scale or flume-scale heterogeneity of microbial community compositions, respectively. The results of the study indicate that the shallow hyporheic flow field and the small-scale heterogeneity of the microbial community are major controlling factors for the transformation of relevant micropollutants in river sediments.Show less"
