,First author,Year,Title,Journal,Abstract
10,"Wohl, E",Dec 2018 ,Geomorphic context in rivers,PROGRESS IN PHYSICAL GEOGRAPHY-EARTH AND ENVIRONMENT,"Geomorphic context refers to the geomorphic setting of a river reach, which is defined as a length of river with consistent valley and channel geometry. Context includes spatial dimensions of geometry, location within a drainage basin, and location within a global context. Context also includes temporal dimensions of the frequency and duration of specific processes influencing the river reach and the historical sequence of natural and human-induced processes that continue to influence process and form in the river reach. These spatial and temporal characteristics interact to create a geomorphic context that governs the contemporary form of the river corridor, the rates and processes by which diverse materials move through the corridor, and the adjustments of form and process in response to disturbances. Context matters for both basic understanding and effective management of river corridors. Examples of widely used formal articulations of geomorphic context include a bedform-based classification of mountain streams, geomorphic process domains, and river styles. Each has been applied to understanding and predicting longitudinal variations in stream power, sediment budgets, habitat and biotic communities, resilience to disturbance, and other characteristics of rivers. The three Cs of rivers-complexity (or spatial heterogeneity), connectivity, and context-provide a conceptual framework for river research and management.Show less"
11,"Lusardi, RA",Oct 2018 ,Stream macrophytes increase invertebrate production and fish habitat utilization in a California stream,RIVER RESEARCH AND APPLICATIONS,"Stable flow and thermal regimes, coupled with geologically derived nutrients, are drivers of enhanced productivity in volcanic spring-fed rivers. However, little information exists on biotic mechanisms or species interactions contributing to elevated productivity at higher trophic levels. In a California stream, juvenile steelhead trout were observed to preferentially select macrophyte habitat at a rate three times greater, on average, than five other habitat types. To understand the potential rearing benefits associated with macrophytes, we conducted a manipulative experiment to determine how macrophytes affect invertebrate prey availability and stream water velocity. Macrophytes supported up to nine times greater abundance of invertebrates than adjacent open gravel habitats. They also doubled invertebrate drift rates and reduced water velocity by up to 42-fold. The results show that aquatic macrophytes are an important stream habitat feature that may be bioenergetically more favourable for rearing salmonids than more traditional lotic habitats. We suggest that macrophytes have the potential to enhance growth rates of juvenile salmonids when compared with other habitat types. Habitats that confer growth and size advantages may ultimately improve fitness and contribute to conservation of imperilled salmonids.Show less"
12,"Tabacchi, E",Workshop on River in the Landscape: Riparian and Groundwater Ecology,"Development, maintenance and role of riparian vegetation in the river landscape",FRESHWATER BIOLOGY,
13,"Ferencz, SB",Nov 2019 ,Analysis of the Effects of Dam Release Properties and Ambient Groundwater Flow on Surface Water-Groundwater Exchange Over a 100-km-Long Reach,WATER RESOURCES RESEARCH,"Hydroelectric dams often create highly dynamic downstream flows that promote surface water-groundwater (SW-GW) interactions including bank storage, the temporary storage of river water in the riverbank. Previous research on SW-GW exchanges in dammed rivers has primarily been at single study sites, which has limited the understanding of how these exchanges evolve as dam releases travel downstream. This study evaluates how dam releases affect SW-GW exchange continuously over a 100-km distance. This is accomplished by longitudinally routing water releases through a synthetic river and modeling bed and bank fluid and solute exchange across transverse transects spaced along the reach. Peak and square dam release hydrograph shapes with three magnitudes (0.5, 1.0, and 1.5 m) were considered. The effect of four ambient groundwater flow conditions (very slightly losing, neutral, and two gaining from the perspective of the river) was evaluated for each dam release scenario. Both types of dam release shapes cause SW-GW interaction over the entire 100-km distance, and our results show that square type releases cause bank storage exchange well beyond this distance. Strongly gaining conditions reduce the amount of exchange and allow flushing of river-sourced solute out of the bank after the dam pulse has passed. Both neutral and losing conditions have larger fluid and solute flux into the bank and limit the amount of solute that returns to the river. Our results support that river corridors downstream of dams have increased river-aquifer connectivity and that this enhanced connectivity can extend at least 100 km downstream.Show less"
14,"Valois, R",May-jun 2018 ,Characterizing Stream-Aquifer Exchanges with Self-Potential Measurements,GROUNDWATER,"Characterizing the interactions between streams and aquifers is a major challenge in hydrology. Electrical self-potential (SP) is sensitive to groundwater flow through the electrokinetic effect, which is proportional to Darcy velocity. SP surveys have been extensively used for the characterization of seepage flow in a variety of contexts. But to our knowledge, a model coupling SP and groundwater flow has never been implemented for the study of stream-aquifer interactions. To address the issue, we first implemented a two-dimensional model to a synthetic stream-aquifer cross section. Results underline the very distinct nature of SP profiles in gaining or losing stream conditions. Second, we presented a field application in a transect crossing a stream in losing conditions. The coupled model successfully reproduced the observed SP profile. This inverse modeling of the SP signal provides quantitative data on hydrodynamic parameters (hydraulic conductivity, hydraulic heads) and geophysical parameters (coupling coefficient). Nevertheless, all relevant parameters cannot be uniquely estimated without precise prior information on at least some of these parameters. Our results confirm the potential of SP surveys on the characterization of stream-aquifer exchanges. Recommendations on the collection of high-quality data are also provided, along with a description of the contexts in which the methodology is likely to perform well.Show less"
15,"Greet, J",Feb 15 2022 ,Restored river-floodplain connectivity promotes riparian tree maintenance and recruitment,FOREST ECOLOGY AND MANAGEMENT,"Riparian forest loss and degradation due to river-floodplain disconnection is a global problem. Prospects for the maintenance and recruitment of riparian trees via restored flooding can be uncertain, in part due to competition from understorey vegetation and limited availability of tree propagules. In a field-based trial, we assessed the response of a keystone riparian tree to restored flooding, reduced competition and seed addition.We built diversion weirs to reconnect floodplains supporting riparian forest. Using a multiple controlintervention-reference study design with two restored flooding (intervention) sites, two naturally-engaged (reference) and two dry (control) sites, we assessed seedling recruitment of the dominant tree, Eucalyptus camphora, with and without clearance of understorey vegetation and with and without seed addition. We also assessed the growth of extant trees using dendrometers and seedfall using funnel traps at all six sites.Our weirs resulted in extensive flooding of the adjacent floodplain, while control sites remained dry. Flooding increased seed germination, seedling establishment, tree growth and seedfall. However, seed germination benefits were only realised where understorey vegetation was cleared and seed was added. Seedling establishment was also limited by dry summer conditions, except where flooding duration was longest (similar to 6 months cf. < 3 months).Restored flooding via river-floodplain reconnection is likely to promote the rehabilitation of riparian forests degraded by flow regulation or stream modification through benefits at multiple tree life-history stages. However, widespread tree recruitment may require complementary works that reduce competition via clearing of understorey vegetation and alleviate seed limitation by direct seeding or planting.Show less"
16,"Ren, J",2021 ,A Comparison of Su and Lu Modeling of Hydro-Thermal Coupling Model Using Field Temperature Records,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,"The transport of materials and energy between rivers and riparian zones are driven by lateral hyporheic exchange and plays a vital role in regulating the ecological health of rivers. Owing to the limitations of models and methods, prior research has mainly focused on vertical hyporheic exchange in river systems. Combined with the collected riparian zone temperature and water level data, a 2D hydrothermal coupling model of the riparian zone was developed using the thermal conductivity model, and the fitting effects of the Lu et al. (2007) model and Su et al. (2016) model on temperature variations in riparian zone comparatively analyzed. Then, the dynamic variation characteristics of the riparian zone temperature and the lateral hyporheic exchange recharge pattern were investigated by the constructed models. The calibrated model could reasonably illustrate the variations in the riparian zone temperature, and the sensitivity analysis revealed that the hydraulic conductivity (K-s) is the most sensitive factor to the temperature variations.Show less"
17,"Pugh, MW",Mar 2021 ,Influences of in-stream habitat and upstream land-use on site occupancy of the Kanawha darter (Etheostoma kanawhae): A narrowly distributed species from the New River (Upper Kanawha Basin),AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,"Freshwater communities are threatened by the conversion of natural landscapes for urban and agricultural purposes. Changes to land use may disrupt stream nutrient and geomorphological processes and reduce water quality, increase sedimentation, and decrease habitat heterogeneity eventually leading to species loss and decreases in ecosystem productivity. Endemic species are frequently at greater risk of habitat-mediated fragmentation and extirpation due to their constrained distributions.The Kanawha darter (Etheostoma kanawhae) is an understudied fish endemic to the New River Drainage in North Carolina and Virginia, USA. To investigate the potential effect(s) of land-use change on Kanawha darters, naive occupancy was modelled using instream habitat characteristics and upstream forest cover.Generalized linear models revealed that instream habitat and forest cover are reliable predictors of Kanawha darter site occupancy. Specifically, models demonstrated that occupancy increased in reaches with reduced stream width, velocity, and bedrock substrate but higher concentrations of coarse woody material. Kanawha darter occupancy was also positively associated with the extent of forest cover in upstream catchments.Although Kanawha darters are not currently considered imperilled, most populations occurred in isolated reaches separated by large sections of unoccupied habitat. Continuing ex-urban development in riparian zones is likely to be the primary threat to Kanawha darters and other endemic species in this catchment. Resource managers and stakeholders should preserve forest cover in headwaters and occupied tributaries and protect or restore riparian zones along the main-stem South and North Forks of the New River to preserve high-quality habitat and enhance connectivity among isolated Kanawha darter populations.As human populations in montane regions continue to grow, there is a need to understand how land-use change affects endemic freshwater species. This study further supports the importance of retaining forest cover as an effective strategy for protecting and restoring populations of endemic fishes in high-gradient streams.Show less"
18,"EDWARDS, T",INTERNATIONAL CONF ON CHEMICAL ANALYSIS OF NATURAL WATERS IN ENVIRONMENTAL RESEARCH : ANALYTICAL SOLUTIONS TO CURRENT PROBLEMS,PRELIMINARY INVESTIGATION ON THE USE OF ION-EXCHANGE RESINS FOR MONITORING RIVER WATER COMPOSITION,SCIENCE OF THE TOTAL ENVIRONMENT,
19,"Naganna, SR",Nov 2017 ,Factors influencing streambed hydraulic conductivity and their implications on stream-aquifer interaction: a conceptual review,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,"The estimation and modeling of streambed hydraulic conductivity (K) is an emerging interest due to its connection to water quality, aquatic habitat, and groundwater recharge. Existing research has found ways to sample and measure K at specific sites and with laboratory tests. The challenge undertaken was to review progress, relevance, complexity in understanding and modeling via statistical and geostatistical approaches, literature gaps, and suggestions toward future needs. This article provides an overview of factors and processes influencing streambed hydraulic conductivity (K) and its role in the stream-aquifer interaction. During our synthesis, we discuss the influence of geological, hydrological, biological, and anthropogenic factors that lead to variability of streambed substrates. Literature examples document findings to specific sites that help to portray the role of streambed K and other interrelated factors in the modeling of hyporheic and groundwater flow systems. However, studies utilizing an integrated, comprehensive database are limited, restricting the ability of broader application and understanding. Examples of in situ and laboratory methods of estimating hydraulic conductivity suggest challenges in acquiring representative samples and comparing results, considering the anisotropy and heterogeneity of fluvial bed materials and geohydrological conditions. Arriving at realistic statistical and spatial inference based on field and lab data collected is challenging, considering the possible sediment sources, processes, and complexity. Recognizing that the K for a given particle size group includes several to many orders of magnitude, modeling of streambed K and groundwater interaction remain conceptual and experimental. Advanced geostatistical techniques offer a wide range of univariate or multi-variate interpolation procedures such as kriging and variogram analysis that can be applied to these complex systems. Research available from various studies has been instrumental in developing sampling options, recognizing the significance of fluvial dynamics, the potential for filtration, transfer, and storage of high-quality groundwater, and importance to aquatic habitat and refuge during extreme conditions. Efforts in the characterization of natural and anthropogenic conditions, substrate materials, sediment loading, colmation, and other details highlight the great complexity and perhaps need for a database to compile relevant data. The effects on streambed hydraulic conductivity due to anthropogenic disturbances (in-stream gravel mining, contaminant release, benthic activity, etc.) are the areas that still need focus. An interdisciplinary (hydro-geo-biological) approach may be necessary to characterize the magnitude and variability of streambed K and fluxes at local, regional scales.Show less"
20,"Milt, AW",Jun 2017 ,LOCAL-SCALE BENEFITS OF RIVER CONNECTIVITY RESTORATION PLANNING BEYOND JURISDICTIONAL BOUNDARIES,RIVER RESEARCH AND APPLICATIONS,"Conservation planning aims to optimize outcomes for select species or ecosystems by directing resources toward high-return sites. The possibility that local benefits might be increased by directing resources beyond the focal area is rarely considered. We present a case study of restoring river connectivity for migratory fish of the Great Lakes Basin by removing dams and road crossings within municipal jurisdictions versus their broader watersheds. We found that greater river connectivity could often be achieved by considering both intra-jurisdictional and extra-jurisdictional barriers. Focusing on jurisdictional barriers alone generally forfeited <20% (median = 0%) of habitat gains for those who value solely habitat gains within the jurisdiction, but > 75% (median = 100%) for planners who value larger-scale habitat gains. Similarly, cost savings tended to be between -50% and +50%, but in some cases were very negative. Our study underscores the local-scale benefits of broadening restoration investments, especially for decision makers of the Great Lakes Basin and contributes to a discussion of appropriate and efficient scales of conservation planning. Copyright (C) 2017 John Wiley & Sons, Ltd.Show less"
21,"Ortiz-Rodriguez, AJ",Oct 2017 ,Flow connectivity in active volcanic areas: Use of index of connectivity in the assessment of lateral flow contribution to main streams,CATENA,"Connectivity analysis is an important geomorphological and hydrologic tool that can be used to identify spaces that are prone to removal of primary sediments which are eventually assimilated into granular flows and related epiclastic processes. Studies of connectivity have been made in various areas, but to date, not in active volcanic areas, where such studies can be very useful due to the constant presence of loose volcanic material easily removed by epiclastic processes. Mobilization of loose pyroclastic sediments can trigger phenomena such as lahars, which are among the most dangerous in nature.In this study, the index of connectivity (IC) (Borselli et al. 2008) was calculated by obtaining a weight coefficient (W) combining two elements: the coefficient C related to the universal soil loss equation and the revised universal soil loss equation (USLE-RUSLE) proposed by Borselli et al. (2008) for areas with vegetation cover or crops, and the roughness index (RI) developed by Cavalli et al. (2013), which characterizes bare soil areas. Combining both methods, we propose a new joint index of connectivity (ICJ) that does not overestimate the degree of connectivity in bare areas, while areas with vegetation cover are characterized based on their well recognized hydrologic impedance properties. This methodology may enable better characterization in highly dynamic environments such as active volcanic areas.We also propose a new lateral hydrological efficiency index (LHEI) that increases the ability to identify watersheds that supply major amounts of sediment to main streams in ravines.The application of this methodology in the active volcanic area of Volcan de Colima, the most active volcano in Mexico, is of great importance, because of the constant supply of new pyroclastic material from the top of the edifice, the high dynamicity of geomorphological processes, and the widespread presence of bare soil areas consisting of loose materials easily sourced, or assimilated, into epiclastic processes.Show less"
22,"Chelgren, ND",Jul 2015 ,Connectivity and conditional models of access and abundance of species in stream networks,ECOLOGICAL APPLICATIONS,"Barriers to passage of aquatic organisms at stream road crossings are a major cause of habitat fragmentation in stream networks. Accordingly, large investments have been made to restore passage at these crossings, but often without estimation of population-level benefits. Here, we describe a broad-scale approach to quantifying the effectiveness of passage restoration in terms interpretable at population levels, namely numbers of fish and length of stream gained through restoration, by sampling abundance in a study design that accounts for variable biogeographic species pools, variable stream and barrier configurations, and variable probabilities of capture and detectability for multiple species. We modified an existing zero-inflated negative-binomial model to estimate the probability of site access, abundance conditional on access, and capture probability of individual fish. Therein, we modeled probability of access as a function of gradient, stream road-crossing type, and downstream access by fish simultaneously with a predictive model for abundance at sites accessible to fish. Results indicated that replacement of barriers with new crossing designs intended to allow for greater movement was associated with dramatically higher probability of access for all fishes, including migratory Pacific salmon, trout, sculpin, and lamprey. Conversely, existing non-replaced crossings negatively impacted fish distributions. Assuming no downstream constraints on access, we estimated the potential length of stream restored by the program ranged between 7.33 (lamprey) and 15.28 km (small coastal cutthroat and rainbow trout). These contributions represented a fraction of the total length available upstream (187 km) of replaced crossings. When limited ranges of species were considered, the estimated contributions of culvert replacement were reduced (1.65-km range for longnose dace to 12.31 km for small coastal cutthroat and rainbow trout). Numbers of fish contributed ranged from less than 500 (longnose dace) to greater than 100000 (sculpin). Although our framework can address the question of effectiveness in a broad array of stream and crossing configurations, much stronger inferences would be possible if future restoration efforts were designed to address the limitations we encountered in this study, particularly the lack of available information on crossings and species presence prior to restoration, and nonrandom selection of crossings to be replaced.Show less"
23,"Kitheka, JU",3rd Scientific Symposium on Promoting Marine Science for Management in Eastern Africa,"River discharge, sediment transport and exchange in the Tana Estuary, Kenya",ESTUARINE COASTAL AND SHELF SCIENCE,
24,"Abdi, R",Mar 15 2020 ,A model to integrate urban river thermal cooling in river restoration,JOURNAL OF ENVIRONMENTAL MANAGEMENT,"River water quality and habitats are degraded by thermal pollution from urban areas caused by warm surface runoff, lack of riparian forests, and impervious channels that transfer heat and block cool subsurface flows. This study updates the i-Tree Cool River model to simulate restoration of these processes to reverse the urban river syndrome, while using the HEC-RAS model water surface profiles needed for flood hazard analysis in restoration planning. The new model was tested in a mountain river within the New York City drinking water supply area (Sawmill, SM, Creek), and then used for base case and restoration scenarios on the 17.5 km reach of the Los Angeles (LA) River where a multi-million dollar riverine restoration project is planned. The model simulated the LA River average temperature in the base case decreased from 29.5 degrees C by 0.3 degrees C when warm surface inflows were converted to cooler groundwater inflows by terrestrial green infrastructure; by 0.7 degrees C when subsurface hyporheic exchange was increased by removal of armoring and installation of riffle-pool bedforms; by 3.6 degrees C when riparian forests shaded the river; and by 6.4 degrees C when floodplain forests were added to riparian forests to cool surface reservoirs and local air temperatures. Applying all four restoration treatments lowered river temperature by 7.2 degrees C. The simulated decreases in river temperature lead to increased saturated dissolved oxygen levels, reaching 8.7 mg/L, up from the 7.6 mg/L in the base case scenario, providing improved fish habitat and reducing eutrophication and hypoxic zones. This study evaluating the performance of environmental management scenarios could help managers control the thermal pollution in rivers.Show less"
