,First author,Year,Title,Journal,Abstract
10,"Cheng, FY",Jun 2021 ,"Nevertheless, They Persisted: Can Hyporheic Zones Increase the Persistence of Estrogens in Streams?",WATER RESOURCES RESEARCH,"The presence of estrogens has been linked to adverse ecological effects in surface waters downstream of agricultural and domestic wastewater sources. While laboratory studies suggest that these estrogens should not persist because of fast degradation rates, elevated concentrations in surface waters impacted by agricultural activities are commonly observed. Using a combination of measured data and a stream-hyporheic zone (HZ) model applied to a 100 km reach in a tile-drained catchment, we show that the HZ can increase the persistence of estrogens. Field data reveal high concentrations of sorbed estrogens in sediments and elevated in-stream concentrations during low-flow summer months, suggesting that the HZ acts as a source of estrogens when transport into the streams is minimal. Model results provide further insight into the underlying mechanisms that enable sustained estrogen concentrations in streams, with the HZ acting as a source of dissolved estrogens for 95% of the year. We show that stream water interactions with the HZ may lead to overall suppression of degradation processes and an increase in the persistence of estrogens. Results suggest that when the model considered exchange in the HZ, approximately 28%-49% of estrogen mass remained in the stream ecosystem, while all estrogen mass was degraded in a 100-km reach in the model without the HZ. The remaining mass increased with increasing estrogen sorption coefficient, and this would potentially increase the lag time for lowering estrogen concentrations in surface water bodies even when inputs have ceased. Our findings highlight the importance of including HZ dynamics in estrogen transport models.Show less"
11,"Zachara, JM",Feb 2020 ,Kilometer-Scale Hydrologic Exchange Flows in a Gravel Bed River Corridor and Their Implications to Solute Migration,WATER RESOURCES RESEARCH,"A well-characterized field site along a major, gravel bed river corridor was used to investigate the dynamic pathways and impacts of subsurface hydrogeologic structure on kilometer-scale hydrologic exchange flows between river water and groundwater. An aqueous uranium (U-aq) plume exists within a hyporheic alluvial aquifer at the site that discharges to the Columbia River. We performed temporally intensive monitoring of specific conductance (SpC) and U-aq concentrations within the plume for a 2-year period at varying distances from the river shoreline, both within and outside a presumed subsurface pathway of lateral hydrologic exchange. SpC and U-aq were utilized as in situ tracers of hydrologic exchange and associated groundwater-surface water mixing. Seasonal river stage variations by more than 2 m caused distinct events of river water intrusion and retreat from the nearshore, hyporheic alluvial aquifer, resulting in highly dynamic SpC and U-aq patterns in monitoring wells. Simulations of hydrologic exchange and mixing were performed with PFLOTRAN to understand the observed SpC and U-aq behaviors linked to predominant flow directions and velocities in the river corridor as influenced by river stage dynamics and variable aquitard topography. By coupling robust monitoring with numerical flow and transport modeling, we demonstrate complicated multidirectional flow behaviors at the kilometer scale that strongly influenced plume dynamics. Therefore, hyporheic aquifer must be frequently monitored under different flow conditions if water quality is of concern. The resulting hydrologic understanding enables improved interpretation of hydrogeochemical data from this site and other large gravel bed river corridors in the United States and elsewhere.Show less"
12,"Mojarrad, BB",Feb 2019 ,Fragmentation of the Hyporheic Zone Due to Regional Groundwater Circulation,WATER RESOURCES RESEARCH,"By use of numerical modeling and field observations, this work quantified the effects of catchment-scale upwelling groundwater on the hyporheic (below stream) fluxes over a wide range of spatial scales. A groundwater flow model was developed that specifically accounted for the hydrostatic and dynamic head fluctuations induced by the streambed topography. Although the magnitudes and relative importance of these streambed-induced fluxes were found to be highly sensitive to site-specific hydromorphological properties, we showed that streambed topographic structures exert a predominant control on the magnitude of hyporheic exchange fluxes in a Swedish boreal catchment. The magnitude of the exchange intensity evaluated at the streambed interface was found to be dominated by the streambed-induced hydraulic head across stream order. However, the catchment-scale groundwater flow field substantially affected the distribution of groundwater discharge points and thus decreased the fragmentation of the hyporheic zone, specifically by shifting the cumulative density function toward larger areas of coherent upwelling at the streambed interface. This work highlights the spectrum of spatial scales affecting the surface water-groundwater exchange patterns and resolves the roles of key mechanisms in controlling the fragmentation of the hyporheic zone.Show less"
13,"Dick, JJ",Jun 2018 ,Role of riparian wetlands and hydrological connectivity in the dynamics of stream thermal regimes,HYDROLOGY RESEARCH,"Stream temperature is a fundamental physical characteristic of rivers, influencing biological productivity and water quality. Given the implications of climate warming for stream thermal regimes, it is an important consideration in river management plans. Energy exchanges at the water-air interface, channel geomorphology, riparian vegetation and advective heat transport from the different sources of discharge can all influence stream temperature. A simple mixing equation was used to investigate heat transport and to estimate daily mean and maximum stream temperatures on the basis of mixing groundwater and near-surface flows from riparian wetlands as end-members in a peatland catchment. The resulting data were evaluated against energy balance components and saturation extent to investigate the importance of riparian wetlands in determining stream temperatures. Data fit was generally good in periods with extensive saturation and poorest in dry periods with less hydrological connectivity, when reduced saturation and low flows increased the relative influence of energy exchange at the stream-atmosphere interface. These findings have implications in terms of climate change and land management, where the planting of riparian buffer strips to moderate water temperatures may be less effective when saturation area is extensive and hydrological connectivity is high.Show less"
14,"Briggs, MA",Jun 2013 ,"Relating hyporheic fluxes, residence times, and redox-sensitive biogeochemical processes upstream of beaver dams",FRESHWATER SCIENCE,"Small dams enhance the development of patchy microenvironments along stream corridors by trapping sediment and creating complex streambed morphologies. This patchiness drives intricate hyporheic flux patterns that govern the exchange of O-2 and redox-sensitive solutes between the water column and the stream bed. We used multiple tracer techniques, naturally occurring and injected, to evaluate hyporheic flow dynamics and associated biogeochemical cycling and microbial reactivity around 2 beaver dams in Wyoming (USA). High-resolution fiber-optic distributed temperature sensing was used to collect temperature data over 9 vertical streambed profiles and to generate comprehensive vertical flux maps using 1-dimensional (1-D) heat-transport modeling. Coincident with these locations, vertical profiles of hyporheic water were collected every week and analyzed for dissolved O2, pH, dissolved organic C, and several conservative and redox-sensitive solutes. In addition, hyporheic and net stream aerobic microbial reactivity were analyzed with a constant-rate injection of the biologically sensitive resazurin (Raz) smart tracer. The combined results revealed a heterogeneous system with rates of downwelling hyporheic flow organized by morphologic unit and tightly coupled to the redox conditions of the subsurface. Principal component analysis was used to summarize the variability of all redox-sensitive species, and results indicated that hyporheic water varied from oxic-stream-like to anoxic-reduced in direct response to the hydrodynamic conditions and associated residence times. The anaerobic transition threshold predicted by the mean O-2 Damko ""hler number seemed to overestimate the actual transition as indicated by multiple secondary electron acceptors, illustrating the gradient nature of anaerobic transition. Temporal flux variability in low-flux morphologies generated a much greater range in hyporheic redox conditions compared to high-flux zones, and chemical responses to changing flux rates were consistent with those predicted from the empirical relationship between redox condition and residence time. The Raz tracer revealed that hyporheic flow paths have strong net aerobic respiration, particularly at higher residence time, but this reactive exchange did not affect the net stream signal at the reach scale.Show less"
15,"Trauth, N",Jan 2017 ,Single discharge events increase reactive efficiency of the hyporheic zone,WATER RESOURCES RESEARCH,"In this study, we investigate the impact of single stream discharge events on water exchange, solute transport, and reactions in the hyporheic zone below a natural in-stream gravel bar. We set up a reactive transport groundwater model with streamflow scenarios that vary by event duration and peak discharge. A steady ambient groundwater flow field is assumed that results in losing, neutral, or gaining stream conditions depending on the stream stage. Across the streambed dissolved oxygen, organic carbon, and nitrate are transported into the subsurface. Additional nitrate is received from upwelling groundwater. Aerobic respiration and denitrification are simulated for scenarios with different stream solute concentrations. Results show that hyporheic exchange flux, solute transport, and consumption increase during events. However, their intensities depend highly on the interplay between event characteristics and ambient groundwater conditions. During events where reversals in the hydraulic gradient occur stream water and solutes infiltrate deeper into the aquifer where they have more time to react. For those events, the reactive efficiency of the hyporheic zone (solute consumption as fraction of influx) for aerobic respiration and denitrification is up to 2.7 and 10 times higher compared to base flow conditions. The fraction of stream nitrate load consumed in the hyporheic zone increases with stream discharge (up to 150 mg/m(2)/h), but remains below the value under base flow conditions for weak events. Events also increase denitrification of groundwater borne nitrate, but groundwater nitrate flux to the stream decreases by up to 33% due to temporary gradient reversals.Show less"
16,"Ward, AS",Dec 20 2019 ,Spatial and temporal variation in river corridor exchange across a 5th-order mountain stream network,HYDROLOGY AND EARTH SYSTEM SCIENCES,"Although most field and modeling studies of river corridor exchange have been conducted at scales ranging from tens to hundreds of meters, results of these studies are used to predict their ecological and hydrological influences at the scale of river networks. Further complicating prediction, exchanges are expected to vary with hydrologic forcing and the local geomorphic setting. While we desire predictive power, we lack a complete spatiotemporal relationship relating discharge to the variation in geologic setting and hydrologic forcing that is expected across a river basin. Indeed, the conceptual model of Wondzell (2011) predicts systematic variation in river corridor exchange as a function of (1) variation in baseflow over time at a fixed location, (2) variation in discharge with location in the river network, and (3) local geomorphic setting. To test this conceptual model we conducted more than 60 solute tracer studies including a synoptic campaign in the 5th-order river network of the H. J. Andrews Experimental Forest (Oregon, USA) and replicate-intime experiments in four watersheds. We interpret the data using a series of metrics describing river corridor exchange and solute transport, testing for consistent direction and magnitude of relationships relating these metrics to discharge and local geomorphic setting. We confirmed systematic decrease in river corridor exchange space through the river networks, from headwaters to the larger main stem. However, we did not find systematic variation with changes in discharge through time or with local geomorphic setting. While interpretation of our results is complicated by problems with the analytical methods, the results are sufficiently robust for us to conclude that space-for-time and time-for-space substitutions are not appropriate in our study system. Finally, we suggest two strategies that will improve the interpretability of tracer test results and help the hyporheic community develop robust datasets that will enable comparisons across multiple sites and/or discharge conditions.Show less"
17,"Briggs, MA",Jun 22 2010 ,Surface and hyporheic transient storage dynamics throughout a coastal stream network,WATER RESOURCES RESEARCH,"Transient storage of stream water and associated solutes is expected to vary along stream networks in response to related changes in stream hydraulic conditions and morphologic gradients. These spatial changes are relevant to a wide variety of processes (e. g., biogeochemical cycling), yet data regarding these dynamics are limited and almost exclusively confined to the general storage terms of transient storage models with a single-storage zone (1-SZ). We used a transient storage model with two-storage zones (2-SZ) to simulate field data from conservative solute injections conducted in a coastal stream network in Massachusetts to separately quantify surface transient storage (STS) and hyporheic transient storage (HTS). Solute tracer additions were performed at basin-wide, low-flow conditions, and results were compared with respect to stream size. Strong positive relationships with reach contributing area indicated that the size of the main channel and the size and residence time in surface and hyporheic storage zones all increased from small to large streams. Conversely, longitudinal dispersion and the storage zone exchange coefficients had no consistent trends downstream. The influence of storage exchange on median transport time (F-MED(200)) was consistently large for STS and negligible for HTS. When compared to 1-SZ model estimates, we found that the general 1-SZ model storage terms did not consistently describe either STS or HTS exchange. Overall our results indicated that many zone-specific (STS and HTS) storage dynamics were sensitive to the combination of hydraulic and morphologic gradients along the stream network and followed positive trends with stream size.Show less"
18,"Bakke, PD",Feb 2020 ,Hyporheic Process Restoration: Design and Performance of an Engineered Streambed,WATER,"Stream restoration designed specifically to enhance hyporheic processes has seldom been contemplated. To gain experience with hyporheic restoration, an engineered streambed was built using a gravel mixture formulated to mimic natural streambed composition, filling an over-excavated channel to a minimum depth of 90 cm. Specially designed plunge-pool structures, built with subsurface gravel extending down to 2.4 m, promoted greatly enhanced hyporheic circulation, path length, and residence time. Hyporheic process enhancement was verified using intra-gravel temperature mapping to document the distribution and strength of upwelling and downwelling zones, computation of vertical water flux using diurnal streambed temperature patterns, estimation of hyporheic zone cross section using sodium chloride tracer studies, and repeat measurements of streambed sand content to document evolution of the engineered streambed over time. Results showed that vertical water flux in the vicinity of plunge -pool structures was quite large, averaging 89 times the pre -construction rate, and 17 times larger than maximum rates measured in a pristine stream in Idaho. Upwelling and downwelling strengths in the constructed channel were larger and more spatially diverse than in the control. Streambed sand content showed a variety of response over time, indicating that rapid return to an embedded, impermeable state is not occurring.Show less"
19,"Uzarski, DG",May 2004 ,The importance of hyporheic sediment respiration in several mid-order Michigan rivers: comparison between methods in estimates of lotic metabolism,HYDROBIOLOGIA,"Metabolism was measured in four Michigan streams, comparing estimates made using a flow-through chamber designed to include the hyporheic zone to a 20 cm depth and a traditional closed chamber that enclosed to a 5 cm depth. Mean levels of gross primary productivity and community respiration were consistently greater in the flow-through chamber than the closed chamber in all streams. Ratios of productivity to respiration (P/R) were consistently greater in the closed chambers than the flow-through chambers. P/R ratios were consistently <1 in all streams when estimated with flow-through chambers, suggesting heterotrophic conditions. Maintenance of stream ecosystem structure and function therefore is dependent on subsidies either from the adjacent terrestrial system or upstream sources. Our results suggest that stream metabolism studies that rely on extrapolation of closed chambers to the whole reach will most likely underestimate gross primary productivity and community respiration.Show less"
20,"Branco, P",Oct 2014 ,Prioritizing barrier removal to improve functional connectivity of rivers,JOURNAL OF APPLIED ECOLOGY,"1. Freshwater systems are severely impacted by connectivity reduction due to the construction of dams and weirs. The breach of this longitudinal connectivity imperils freshwater fish species world-wide. There is thus an increasing need for numerical tools that help decision-makers correctly allocate resources to prioritize restoration actions.2. This study provides a methodology for prioritizing the removal of barriers. It is based on spatial graphs, which represent structural units as nodes and relationships between nodes as links, and uses habitat suitability modelling (Boosted Regression Trees) to weight nodes. To exemplify the application of this procedure, we used the Tagus River network and evaluated the impact of the dams (29 built between 1928 and 2004) on the occurrence of each of two fish species (Iberian barbel Luciobarbus bocagei - representing large potamodromous fish; and southern Iberian chub Squalius pyrenaicus - representing small water-column residents) and on the combination of both.3. Results show that dam construction on the Tagus was responsible for a 48.4-54.4% reduction in river connectivity for different fish species. Actions to promote connectivity in just seven of the dams would increase connectivity by 35.0-37.2%.4. The removal of a single barrier chosen through prioritization had a greater overall connectivity increase than the random removal of seven barriers.5. Synthesis and applications. The proposed prioritization method, using spatial graphs and habitat suitability modelling, makes it possible to model the impact of the removal or placement of an insurmountable barrier on the overall functional connectivity of a river network, facilitating resource allocation and minimizing the impact of new barrier implementation.Show less"
21,"Marmonier, P",Mar 2010 ,Relevance of large litter bag burial for the study of leaf breakdown in the hyporheic zone,HYDROBIOLOGIA,"Particulate organic matter is the major source of energy for most low-order streams, but a large part of this litter is buried within bed sediment during floods and thus become poorly available for benthic food webs. The fate of this buried litter is little studied. In most cases, measures of breakdown rates consist of burying a known mass of litter within the stream sediment and following its breakdown over time. We tested this method using large litter bags (15 x 15 cm) and two field experiments. First, we used litter large bags filled with Alnus glutinosa leaves (buried at 20 cm depth with a shovel) in six stations within different land-use contexts and with different sediment grain sizes. Breakdown rates were surprisingly high (0.0011-0.0188 day(-1)) and neither correlate with most of the physico-chemical characteristics measured in the interstitial habitats nor with the land-use around the stream. In contrast, the rates were negatively correlated with a decrease in oxygen concentrations between surface and buried bags and positively correlated with both the percentage of coarse particles (20-40 mm) in the sediment and benthic macro-invertebrate richness. These results suggest that the vertical exchanges with surface water in the hyporheic zone play a crucial role in litter breakdown. Second, an experimental modification of local sediment (removing fine particles with a shovel to increase vertical exchanges) highlighted the influence of grain size on water and oxygen exchanges, but had no effect on hyporheic breakdown rates. Burying large litter bags within sediments may thus not be a relevant method, especially in clogged conditions, due to changes induced through the burial process in the vertical connectivity between surface and interstitial habitats that modify organic matter processing.Show less"
22,"Bencala, KE",Mar 26 2011 ,Rethinking hyporheic flow and transient storage to advance understanding of stream-catchment connections,WATER RESOURCES RESEARCH,"Although surface water and groundwater are increasingly referred to as one resource, there remain environmental and ecosystem needs to study the 10 m to 1 km reach scale as one hydrologic system. Streams gain and lose water over a range of spatial and temporal scales. Large spatial scales (kilometers) have traditionally been recognized and studied as river-aquifer connections. Over the last 25 years hyporheic exchange flows (1-10 m) have been studied extensively. Often a transient storage model has been used to quantify the physical solute transport setting in which biogeochemical processes occur. At the longer 10mto 1 km scale of stream reaches it is now clear that streams which gain water overall can coincidentally lose water to the subsurface. At this scale, the amounts of water transferred are not necessarily significant but the exchanges can, however, influence solute transport. The interpretation of seemingly straightforward questions about water, contaminant, and nutrient fluxes into and along a stream can be confounded by flow losses which are too small to be apparent in stream gauging and along flow paths too long to be detected in tracer experiments. We suggest basic hydrologic approaches, e. g., measurement of flow along the channel, surface and subsurface solute sampling, and routine measurements of the water table that, in our opinion, can be used to extend simple exchange concepts from the hyporheic exchange scale to a scale of stream-catchment connection.Show less"
23,"Wang, P",Dec 2017 ,Estimating groundwater-ephemeral stream exchange in hyper-arid environments: Field experiments and numerical simulations,JOURNAL OF HYDROLOGY,"Surface water infiltration from ephemeral dryland streams is particularly important in hyporheic exchange and biogeochemical processes in arid and semi-arid regions. However, streamflow transmission losses can vary significantly, partly due to spatiotemporal variations in streambed permeability. To extend our understanding of changes in streambed hydraulic properties, field investigations of streambed hydraulic conductivity were conducted in an ephemeral dryland stream in north-western China during high and low streamflow periods. Additionally, streamflow transmission losses were numerically estimated using combined stream and groundwater hydraulic head data and stream and streambed temperature data. An analysis of slug test data at two different river flow stages (one test was performed at a low river stage with clean water and the other at a high river stage with muddy water) suggested that sedimentation from fine-grained particles, i.e., physical clogging processes, likely led to a reduction in streambed hydraulic properties. To account for the effects of streambed clogging on changes in hydraulic properties, an iteratively increasing total hydraulic resistance during the slug test was considered to correct the estimation of streambed hydraulic conductivity. The stream and streambed temperature can also greatly influence the hydraulic properties of the streambed. One-dimensional coupled water and heat flux modelling with HYDRUS-1D was used to quantify the effects of seasonal changes in stream and streambed temperature on streamflow losses. During the period from 6 August 2014 to 4 June 2015, the total infiltration estimated using temperature-dependent hydraulic conductivity accounted for approximately 88% of that using temperature-independent hydraulic conductivity. Streambed clogging processes associated with fine particle settling/wash up cycles during flow events, and seasonal changes in streamflow temperature are two considerable factors that affect water infiltration in ephemeral dryland streams. Our results show that time series measurements of stream and sediment temperature and surface and groundwater head can be used to effectively determine the seasonal dynamics of streambed water exchange. Such combined heat and head monitoring at field sites is useful for calibrating regional surface-groundwater models. The results of this study may provide insights into hyporheic exchange in ephemeral dryland streams. (C) 2017 Elsevier B.V. All rights reserved.Show less"
