,First author,Year,Title,Journal,Abstract
10,"Farah-Perez, A",Oct 2020 ,An analysis of river fragmentation by dams and river dewatering in Costa Rica,RIVER RESEARCH AND APPLICATIONS,"Hydropower development is accelerating in the tropics, especially construction of small dams. Small dams are often classified as those lower than 15 m in height or with reservoir capacity less than 3 x 10(6) m(3). Small dams frequently operate with water diversions from the main river channel, thereby affecting river connectivity through the creation of a dewatered reach. However, the extent and impact of dewatered reaches have been overlooked in most analyses of river fragmentation and dams to date. In Costa Rica, small dam development increased during the 1990s, ahead of current trends in other tropical regions. This study examined the effects of dams and their dewatered reaches on river connectivity at a national scale in Costa Rica. We adapted the Dendritic Connectivity Index and applied it to the four basins where over 80% of hydropower development has occurred. Our results showed that in two basins, the Sarapiqui and San Carlos, dewatered reaches contributed most to river fragmentation. In the Tarcoles and Reventazon basins, dams and dewatered reaches had similar effects on river fragmetnation. These different patterns can be explained by the spatial arrangement of dams in the individual river networks. We also found that dewatered reaches extended the elevation range of rivers affected by hydropower activity; this expansion was most significant in cases with interbasin water transfers. We discuss the implications of our findings on connectivity losses from dams for fishes whose range overlaps with hydropower activity. Our study may provide insights for other tropical countries with ongoing and future small dam development.Show less"
11,"Marzadri, A",Aug 16 2014 ,A hydrologic model demonstrates nitrous oxide emissions depend on streambed morphology,GEOPHYSICAL RESEARCH LETTERS,"Rivers are hot spots of nitrous oxide (N2O) emissions due to denitrification. Although the key role of rivers in transforming reactive inorganic nitrogen is widely recognized, the recent estimates of N2O emissions by the Intergovernmental Panel on Climate Change (IPCC) may be largely underestimated. This denotes a lack of reliable and robust methodologies to upscale denitrification, and other biogeochemical processes, from the local to the network scale. Here we demonstrate that stream hydromorphology strongly influences N2O emissions. We provide an integrative methodology for upscaling local biogeochemical processes to the catchment scale with a Damkohler number, which accounts for the complex interplay between stream hydromorphology and biogeochemical characteristics of streambed sediments. Application of this theoretical framework to the large data set collected as part of the second Lotic Intersite Nitrogen eXperiment (LINXII) demonstrates that stream morphology is a key factor controlling emissions of N2O from streams.Show less"
12,"Liu, Z",Jul 2020 ,A stream cipher algorithm based on 2D coupled map lattice and partitioned cellular automata,NONLINEAR DYNAMICS,
13,"O'Driscoll, MA",Sep 30 2006 ,Stream-air temperature relations to classify stream-ground water interactions,JOURNAL OF HYDROLOGY,"Stream-ground water interactions in karst vary from complete losses through swallow holes, to reemergences from springs. Our study objective was to compare stream-air temperature and energy exchange relationships across various stream-ground water relationships in a carbonate watershed. It was hypothesized that ground water-fed stream segments could be distinguished from perched/losing segments using stream-air temperature relationships. Two types of computations were conducted: (1) comparisons of stream-air temperature relationships for the period of October 1999-September 2002 at 12 sites in the Spring Creek drainage and (2) detailed energy budget computations for the same period for ground water-dominated Thompson Run and Lower Buffalo Run, a stream with negligible ground water inputs. Weekly average air temperatures and stream temperatures were highly correlated, but slopes and intercepts of the relationship varied for the 12 sites. Slopes ranged from 0.19 to 0.67 and intercepts ranged from 3.23 to 9.07 degrees C. A two-component mixing model with end members of ground water and actual stream temperatures indicated that the slope and intercept of the stream-air temperature relationship was controlled by ground water inputs. Streams with large ground water inputs had greater intercepts and lesser slopes than streams that were seasonally losing, perched, and/or distant from ground water inputs. Energy fluxes across the air-water interface were greatest for the ground water-fed stream due to increased longwave, latent, and sensible heat losses from the stream in winter when large temperature and vapor pressure differences existed between the stream and air. Advection of ground water was an important source and sink for heat in the ground water-fed stream, depending on season. In contrast, along the seasonally losing stream reach, advection was of minimal importance and stream temperatures were dominated by energy exchange across the air-water interface. Overall, results showed that stream temperatures and energy exchange in this carbonate watershed were strongly related to stream-ground water interactions. (c) 2006 Elsevier B.V. All rights reserved.Show less"
14,"Germain, D",Dec 15 2020 ,"Multidisciplinary approach to sediment connectivity between debris-flow channel network and the Dolra River, Mazeri Valley, Southern Caucasus, Georgia",GEOMORPHOLOGY,"The Mazeri Valley in the southern Caucasus Mountains, Georgia, is characterized by a highly dynamic landscape with several active mass-wasting processes. The spatial and temporal dynamics of these geomorphic processes have, over time, resulted in the formation of large cones and fans. In this context, the coupling between the hill -slope and the channel plays a fundamental role in controlling the catchment sediment dynamics. The sediment produced at higher altitudes on hillslopes may occasionally reach the debris-flow channel network, and downstream propagation may have significant effects on the fluvial environment and create potential hazards for the population and infrastructure. In this regard, we report a tree-ring-based chronology of the debris-flow activity on a large cone to shed light on sediment connectivity and better understand the coupling between the main debris-flow channel and a bedload river in this remote area under global climate change and glacial retreat. The 161 sampled trees demonstrated the appearance of 12 significant events over the last 65 years, with all of the events involving possible sediment input into the stream system of the Dolra River. These successional events, with a return interval of 5.4 years, have partially destabilized the fluvial system and locally induced a switch in the channel style to a braided channel. Surficial sedimentary characteristics, such as morphometric indices, have enabled the discrimination between sediments from the debris-flow activity and river dynamics (alluvium inputs). Finally, most of the reconstructed event-years are characterized by at least one month of above-average rainfall. (c) 2020 Elsevier B.V. All rights reserved.Show less"
15,"Caldas, B",Jan 2023 ,Identifying the current and future status of freshwater connectivity corridors in the Amazon Basin,CONSERVATION SCIENCE AND PRACTICE,"The Amazon Basin features a vast network of healthy, free-flowing rivers, which provides habitat for the most biodiverse freshwater fauna of any basin globally. However, existing and future infrastructure developments, including dams, threaten its integrity by diminishing river connectivity, altering flows, or changing sediment regimes, which can impact freshwater species. In this study, we assess critical rivers that need to be maintained as freshwater connectivity corridors (FCCs) for selective freshwater species-long-distance migratory fishes and turtles (both with migrations > 500 km) and river dolphins. We define FCCs as river stretches of uninterrupted river connectivity that provide important riverine and floodplain habitat for long-distance migratory and other species and that maintain associated ecosystem functions. We assessed more than 340,000 km of river, beginning with an assessment of the connectivity status of all rivers and then combining river status with models of occurrence of key species to map where FCCs occur and how they could be affected under a scenario of proposed dams. We identified that in 2019, 16 of 26 very long (> 1000 km) rivers are free-flowing but only 9 would remain free-flowing if all proposed dams are built. Among long and very long rivers (> 500 km), 93 are considered FCCs. Under the future scenario, one-fifth (18) of these long and very long FCCs-those that are of critical importance for long-distance migrants and dolphins-would lose their FCC status, including the Amazon, the Negro, Maranon, Napo, Ucayali, Preto do Igapo Acu, Beni, and Uraricoera rivers. To avoid impacts of poorly sited infrastructure, we advocate for energy and water resources planning at the basin scale that evaluates alternative development options and limits development that will impact on FCCs. The results also highlight where corridors could be designated as protected from future fragmentation.Show less"
16,"Villa, JA",May 1 2020 ,Methane and nitrous oxide porewater concentrations and surface fluxes of a regulated river,SCIENCE OF THE TOTAL ENVIRONMENT,"Greenhouse gas (GHG) emissions from rivers are a critical missing component of current global GHG models. Their exclusion is mainly due to a lack of in-situ measurements and a poor understanding of the spatiotemporal dynamics of GHG production and emissions, which prevents optimal model parametrization. We combined simultaneous observations of porewater concentrations along different beach positions and depths, and surface fluxes of methane and nitrous oxide at a plot scale in a large regulated river during three water stages: rising, falling, and low. Our goal was to gain insights into the interactions between hydrological exchanges and GHG emissions and elucidate possible hypotheses that could guide future research on the mechanisms of GHG production, consumption, and transport in the hyporheic zone (HZ). Results indicate that the site functioned as a net source of methane. Surface fluxes of methane during river water stages at three beach positions (shallow, intermediate and deep) correlated with porewater concentrations of methane. However, fluxes were significantly higher in the intermediate position during the low water stage, suggesting that low residence time increased methane emissions. Vertical profiles of methane peaked at different depths, indicating an influence of the magnitude and direction of the hyporheic mixing during the different river water stages on methane production and consumption. The site acted as either a sink or a source of nitrous oxide depending on the elevation of the water column. Nitrous oxide porewater concentrations peaked at the upper layers of the sediment throughout the different water stages. River hydrological stages significantly influenced porewater concentrations and fluxes of GHG, probably by influencing heterotrophic respiration (production and consumption processes) and transport to and from the HZ. Our results highlight the importance of including dynamic hydrological exchanges when studying and modeling GHG production and consumption in the HZ of large rivers. (C) 2020 Elsevier B.V. All rights reserved.Show less"
17,"Qian, C",2021 ,STUDY ON THE COORDINATION DEGREE OF REGIONAL ECONOMY-ECOLOGICAL ENVIRONMENT COUPLING IN THE YANGTZE RIVER ECONOMIC ZONE,FRESENIUS ENVIRONMENTAL BULLETIN,"In order to further understand the relationship between economic development and ecological environment protection along the Yangtze River, and to seek the future development direction of the region, this paper proposes a study on the coordination degree of regional economic-ecological environment coupling in the Yangtze River Economic Zone. Through the survey and statistics of 11 provinces (municipalities directly under the Central Government) in the Yangtze River Economic Belt, the mechanism of economic-ecological environment coupling coordination degree is defined, and the evaluation index system is constructed based on the scientific and typical characteristics of the Yangtze River region through comprehensive expert suggestions. To ensure the objectivity and accuracy of the evaluation results, based on the scores of ecological environment and economic development, we construct the Yangtze River Economic Belt regional economy-ecological environment coupling coordination model, use the indicators to calculate the economic-ecological environment coupling degree, and analyze the Yangtze River Economic Belt Economic-ecological coupling and coordination degree. The results of the study show that due to the influence of regions and comprehensive economic capabilities, the eastern provinces and cities in the coastal cities of the Yangtze River Economic Belt have the highest degree of coupling and coordination, and the western provinces and cities have the lowest degree of coupling and coordination. After comprehensive analysis, it is found that only sustainable development of ecological environment protection and long-term economic development can continuously optimize the Yangtze River Economic Belt.Show less"
18,"Ferreira, V",,Ecosystem services provided by small streams: an overview,HYDROBIOLOGIA,"Small streams constitute the majority of the water courses in a catchment and have specific characteristics that distinguish them from larger streams and rivers. Despite their small size and frequently remote locations, small streams contribute to ecosystem services that are important for humans. Here, we have identified 27 ecosystem services that small streams provide: seven supporting services, eight regulating services, five provisioning services and seven cultural services. Small streams are especially important for the maintenance of biodiversity, which is the basis of many ecosystem services. Small streams also support ecosystem services provided by larger streams and rivers due to longitudinal connectivity resulting in the downstream transference of energy, water, sediments, nutrients, organic matter and organisms. Small streams are, however, highly vulnerable to disturbances, which can compromise the ecosystem services they supply. We see a global need to effectively protect small streams to safeguard biodiversity and human wellbeing.Show less"
19,"Grant, EHC",Jun 2009 ,Salamander occupancy in headwater stream networks,FRESHWATER BIOLOGY,"1. Stream ecosystems exhibit a highly consistent dendritic geometry in which linear habitat units intersect to create a hierarchical network of connected branches.2. Ecological and life history traits of species living in streams, such as the potential for overland movement, may interact with this architecture to shape patterns of occupancy and response to disturbance. Specifically, large-scale habitat alteration that fragments stream networks and reduces connectivity may reduce the probability a stream is occupied by sensitive species, such as stream salamanders.3. We collected habitat occupancy data on four species of stream salamanders in first-order (i.e. headwater) streams in undeveloped and urbanised regions of the eastern U.S.A. We then used an information-theoretic approach to test alternative models of salamander occupancy based on a priori predictions of the effects of network configuration, region and salamander life history.4. Across all four species, we found that streams connected to other first-order streams had higher occupancy than those flowing directly into larger streams and rivers. For three of the four species, occupancy was lower in the urbanised region than in the undeveloped region.5. These results demonstrate that the spatial configuration of stream networks within protected areas affects the occurrences of stream salamander species. We strongly encourage preservation of network connections between first-order streams in conservation planning and management decisions that may affect stream species.Show less"
20,"Wang, Q",May 2014 ,Flocking control for multi-agent systems with stream-based obstacle avoidance,TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL,"The problems of flocking with both connectivity maintenance and obstacle avoidance for the network of dynamic agents are addressed. In the case where the initial network is connected, a decentralized flocking control protocol is proposed to enable the group to asymptotically achieve the desired stable flocking motion using artificial potential functions combined with stream functions, which could not only maintain the network connectivity of the dynamic multi-agent systems for all time but also make all the agents avoid obstacles smoothly without trapping into local minima. Finally, nontrivial simulations and experiments are worked out to verify the effectiveness of the theoretical methods.Show less"
21,"Casanova, SMC",Dec 2009 ,"Rotifer abundance, biomass, and secondary production after the recovery of hydrologic connectivity between a river and two marginal lakes (Sao Paulo, Brazil)",LIMNOLOGICA,"Rotifera density, biomass, and secondary production on two marginal lakes of Paranapanema River were compared after the recovery of hydrologic connectivity with the river (Sao Paulo State, Brazil). Daily samplings were performed in limnetic zone of both lakes during the rainy season immediately after lateral inflow of water and, in the dry period, six months after hydrologic connectivity recovery. In order to identify the factors that affect rotifer population dynamics, lake water level, volume, depth, temperature, transparency, dissolved oxygen, pH, alkalinity, conductivity, suspended solids, nutrients, and chlorophyll-a were determined. Variations of water physical and chemical factors that affect rotifer population were related to the lake-river degree of connection and to water level rising after drought. The water lateral inflow from the river resulted in an increase in lake water volume, depth, and transparency and a decrease in water pH, alkalinity, and suspended solids. The lake with the wider river connection, more frequent biota exchange, and larger amount of particulate and dissolved materials was richer and more diverse, while rotifer density, biomass, and productivity were lower in both periods studied. Density, biomass, and secondary production were higher in the lake with the smaller river connection and the higher physical and chemical stability. Our results show that the connectivity affects the limnological stability, associated to seasonality. Stable conditions, caused by low connectivity in dry periods, were related with high density, biomass and secondary production. Conversely, instability conditions in rainy periods were associated to elevated richness and diversity values, caused by exchange biota due to higher connectivity. (C) 2008 Elsevier GmbH. All rights reserved.Show less"
22,"Welsh, MK",2020 ,IMPACT OF RIPARIAN AND STREAM RESTORATION ON DENITRIFICATION IN GEOMORPHIC FEATURES OF AGRICULTURAL STREAMS,TRANSACTIONS OF THE ASABE,"Agricultural land use, channel modifications, and riparian vegetation composition can affect instream denitrification by altering geomorphic features, such as sediment texture, organic matter, retention time, and hyporheic exchange. Stream and riparian restoration is widely implemented in agricultural watersheds to mitigate excess nutrient export to sensitive downstream waters; however, the cumulative impact of channel reconstruction and altered channel and near-stream morphology on nitrogen dynamics remains poorly understood. We measured denitrification enzyme activity (DEA) and environmental variables (e.g., water chemistry, sediment texture, and organic matter) in different geomorphic features in agriculturally influenced streams in North Carolina with varied channel and riparian zone characteristics. Our results indicate that denitrification is primarily influenced by increased transport of nitrate (NO3-) to the streams in wetter months. Secondarily, structural factors, including riparian vegetation and stream geomorphology, impact denitrification by controlling the distribution of sediment texture and organic carbon. In the newly restored stream, we observed coarser streambed sediments and low sediment organic carbon, especially in scour pools constructed downstream from cross-vanes. Lower DEA was observed in restored pools (39.1 ng N g(-1) dry mass h(-1)) compared to naturally occurring pools (70.7 to 278.1 ng N g(-1) dry mass h(-1)). These results highlight the need for restoration strategies to be directed at increasing organic carbon and residence times through complex flowpaths (e.g., meanders, root wads, artificial woody debris dams).Show less"
