,First author,Year,Title,Journal,Abstract
10,"Liu, XW",Sep 2019 ,"Persistence and migration of tetracycline, sulfonamide, fluoroquinolone, and macrolide antibiotics in streams using a simulated hydrodynamic system",ENVIRONMENTAL POLLUTION,"The potential persistence and migration of 14 antibiotics comprising sulfonamides, fluoroquinolones, macrolides and tetracyclines were conducted using a 50-d recirculating flume study supported by batch attenuation experiments with spiked concentrations. The study demonstrated that photodegradation was the dominant attenuation process for these antibiotics in the water environment. The half-lives of 2 -26 d were in order of sulfadiazine > sulfadimethoxine > sulfamerazine > sulfamethoxazole > sulfamethazine > sulfathiazole > ofloxacin > enrofloxacin > norfloxacin > ciprofloxacin > erythromycin > tetracycline > roxithromycin > oxytetracycline. These modest half-lives meant that the antibiotics were predicted to travel 30-400 km down a typical river before half the concentration would be lost. All antibiotics were detected on the surface sediment in the flume study. Under hyporheic exchange, some of them continually migrated into the deeper sediment and also the sediment pore water. All fluoroquinolones were detected in the sediments. The sulfonamides were detected in the pore water with relatively high concentrations and frequencies. Sulfadiazine, sulfamethazine and sulfathiazole in the upper layer pore water were found to be approaching equilibrium with the surface water. The high presence of sulfonamides in the pore water indicated that their high mobility and persistence potentially pose a risk to hyporheic zone. (C) 2019 Elsevier Ltd. All rights reserved.Show less"
11,"Truchy, A",Jun 2020 ,"Habitat patchiness, ecological connectivity and the uneven recovery of boreal stream ecosystems from an experimental drought",GLOBAL CHANGE BIOLOGY,"Ongoing climate change is increasing the occurrence and intensity of drought episodes worldwide, including in boreal regions not previously regarded as drought prone, and where the impacts of drought remain poorly understood. Ecological connectivity is one factor that might influence community structure and ecosystem functioning post-drought, by facilitating the recovery of sensitive species via dispersal at both local (e.g. a nearby habitat patch) and regional (from other systems within the same region) scales. In an outdoor mesocosm experiment, we investigated how impacts of drought on boreal stream ecosystems are altered by the spatial arrangement of local habitat patches within stream channels, and variation in ecological connectivity with a regional species pool. We measured basal ecosystem processes underlying carbon and nutrient cycling: (a) algal biomass accrual; (b) microbial respiration; and (c) decomposition of organic matter, and sampled communities of aquatic fungi and benthic invertebrates. An 8-day drought event had strong impacts on both community structure and ecosystem functioning, including algal accrual, leaf decomposition and microbial respiration, with many of these impacts persisting even after water levels had been restored for 3.5 weeks. Enhanced connectivity with the regional species pool and increased aggregation of habitat patches also affected multiple response variables, especially those associated with microbes, and in some cases reduced the effects of drought to a small extent. This indicates that spatial processes might play a role in the resilience of communities and ecosystem functioning, given enough time. These effects were however insufficient to facilitate significant recovery in algal growth before seasonal dieback began in autumn. The limited resilience of ecosystem functioning in our experiment suggests that even short-term droughts can have extended consequences for stream ecosystems in the world's vast boreal region, and especially on the ecosystem processes and services mediated by algal biofilms.Show less"
12,"Lobera, G",Jan 20 2021 ,Responses of resources and consumers to experimental flow pulses in a temporary Mediterranean stream,SCIENCE OF THE TOTAL ENVIRONMENT,"Determining the resistance and resilience of resources and benthic invertebrates connected to instream refuges and species re-colonization in post-flood periods may help to elucidate mechanisms behind community recovery. This experiment simulated flow pulses in a small temporary stream in an extremely wet year, using upstream control and downstream flooded reaches at three sites in order to assess community resistance and resilience (benthos and drift), and analyse resources (periphyton and benthic organic matter) and invertebrates at pre- and post-flood time periods. The hyporheos was sampled in order to explore species exchanges with benthos. Fewer resources and benthic invertebrates at the beginning of the experiment were found than in previous studies when base flow conditions prevailed. Resource stocks and benthic invertebrates showed high resistance to the flow pulse. Interestingly, there was low resilience of benthic organic matter to natural seasonal flooding. Chlorophyll a did not recover after experimental floods; instead, it was reduced after floods, despite the more benign flow conditions and non-limiting irradiance levels, pointing to top-down control by consumers. Additionally, the experimental flood significantly disturbed only the invertebrate composition in the groundwater-fed stream, which was inhabited by the fewest adapted-to-flood-disturbances macroinvertebrates. Despite the low resilience observed, richness and densities of benthos increased during the study, evidencing progressive colonization. Around 50-60% of macroinvertebrates were present in both benthos and hyporheos. Richness increased after flooding, suggesting that the hyporheic zone could be the main source of colonizers. Three species traits characterized the hyporheos: small size, cocoons and feeders of microorganisms within the fine sediment matrix. The main results indicate that longer-than-normal flood periods in early spring may constrain invertebrate succession before the next summer drought in temporary streams. This study underscores the importance of hyporheic fauna as a significance source of colonizers, highlighting the importance of connectivity to the groundwater. (C) 2020 Elsevier B.V. All rights reserved.Show less"
13,"Bobeldyk, AM",2005 ,Secondary spread of zebra mussels (Dreissena polymorpha) in coupled lake-stream systems,ECOSCIENCE,"We postulated that dispersal through streams is an important factor in the spread of nonindigenous aquatic species to uninvaded lakes. We tested this hypothesis with zebra mussels (Dreissena polymorpha), whose plank-tonic larvae are particularly prone to transport through streams. To examine this potential mechanism of spread, we (1) assessed populations of zebra mussels in 2000 and 2003 in coupled lake-stream systems of the St. Joseph River basin (Indiana and Michigan, USA) and (2) examined the interconnectedness of lake-stream systems by evaluating all invaded inland lakes and reservoirs in the United States. We compared observed patterns in zebra mussel populations in 2000 and 2003 to patterns predicted by two proposed models of spread: the static source-sink model and the progressive downstream-march model. Adult zebra mussel densities in lake outflows declined with distance downstream of invaded lakes. Maximum downstream occurrences of adults were variable over the years surveyed, but did not increase through time, suggesting that the source-sink model best fit zebra mussel distributions in these lake-stream couplets. For the conterminous US, we examined the connectedness of inland lakes in close proximity to invaded takes to determine if stream connections were related to invasions. We also measured the distances between invaded lakes and downstream lakes that were potential recipients of colonists to examine the importance of stream distance in relation to zebra mussel invasions. Lakes connected to invaded lakes were more likely to be invaded than non-connected lakes, and the probability of becoming invaded increased with the proximity between lakes. Our results suggest that a better understanding of the role that streams play as pathways for new biological invasions is crucial for directing management and prevention efforts.Show less"
14,"Lorion, CM",Aug 2011 ,"Altitudinal gradients in stream fish diversity and the prevalence of diadromy in the Sixaola River basin, Costa Rica",ENVIRONMENTAL BIOLOGY OF FISHES,"Landscape-scale patterns of freshwater fish diversity and assemblage structure remain poorly documented in many areas of Central America, while aquatic ecosystems throughout the region have been impacted by habitat degradation and hydrologic alterations. Diadromous fishes may be especially vulnerable to these changes, but there is currently very little information available regarding their distribution and abundance in Central American river systems. We sampled small streams at 20 sites in the Sixaola River basin in southeastern Costa Rica to examine altitudinal variation in the diversity and species composition of stream fish assemblages, with a particular focus on diadromous species. A set of environmental variables was also measured in the study sites to evaluate how changes in fish assemblage structure were related to gradients in stream habitat. Overall, fish diversity and abundance declined steeply with increasing elevation, with very limited species turnover. The contribution of diadromous fishes to local species richness and abundance increased significantly with elevation, and diadromous species dominated assemblages at the highest elevation sites. Ordination of the sampling sites based on fish species composition generally arranged sites by elevation, but also showed some clustering based on geographic proximity. The dominant gradient in fish community structure was strongly correlated with an altitudinal habitat gradient identified through ordination of the environmental variables. The variation we observed in stream fish assemblages over relatively small spatial scales has significant conservation implications and highlights the ecological importance of longitudinal connectivity in Central American river systems.Show less"
15,"Phillips, CB",Dec 2019 ,"Fine-Particle Deposition, Retention, and Resuspension Within a Sand-Bedded Stream Are Determined by Streambed Morphodynamics",WATER RESOURCES RESEARCH,"Fine-particle dynamics occupy an integral role in nutrient, contaminant, and pathogen transport in rivers. Due to low settling velocities, fine particles are often treated as if they pass through the river without interacting significantly with bed sediments. However, fine particles are advected toward and into the bed by turbulence and hyporheic exchange, leading to deposition by filtration. Extensive remobilization of fine particles is commonly observed during high flow conditions, but these dynamics are not well understood. Here we analyze the remobilization of fine tracer particles within the context of sediment morphodynamics during an experimental flood. Field data collected within Clear Run, a sand-bedded stream, by Harvey et al. (2012, ) represent subsurface and water column time series of solute and fine particulate tracers. Overhead time lapse photography of the motion and growth of bed forms during the flood are used to extract and quantify morphodynamics, which we relate to the resuspension of fine particles by transforming bed form wavelength statistics into scour depth through a set of geometric relations derived from laboratory experiments. Particles deposited near the bed surface such that scour from larger bed forms remobilized the majority of particles within the streambed (>72%) accounting for the increase in resuspended fine particles during the flood. This analysis demonstrates that the inclusion of bed form dynamics and scour is necessary for understanding the remobilization of fine particles in Clear Run and that interpreting fine-particle dynamics during and beyond the event scale requires coupling with bed morphodynamics.Show less"
16,"Rodriguez-Lloveras, X",Apr 2020 ,"Impacts of sediment connectivity on Holocene alluvial records across a Mediterranean basin (Guadalentin River, SE-Spain)",CATENA,"Two contiguous alluvial valleys (Maria and Guadalupe sectors) of the upper Guadalentin River (SE Spain) show distinct Holocene alluvial architecture (cut-and-fill, nested and stepped fill terraces), revealing a strong control of valley morphology and bedrock barriers on sediment delivery, storage and preservation. The headwater valley (Maria sector) preserves four morphosedimentary alluvial units corresponding to two palaeogeographic stages. Morphosedimentary unit (MSU1), the most extensive, is a major depositional valley infill dominated by sand and silt texture, showing three stratigraphic sets dated 9000-8500, 5300-4800, 4000-3000 cal BP. This vertically stacked alluvial accumulation occurs upstream of a narrow bedrock channel, that limited sediment connectivity with the downstream Guadalupe sector. Between 3000 and 2350 cal BP, a 15-m deep incision on MSU1 occurred, and subsequent cut-and-fill cycles generated three alluvial terraces dated at 2350-1900 cal BP (MSU2), 1800-700 cal BP (MSU3), and post-400 years (MSU4). In the downstream valley (Guadalupe sector), six flights of alluvial terraces (MSUg1 to MSUg6) were formed by episodic aggradation and quasi-continuous incision, in response to baselevel changes of the lower Guadalentin River during the Holocene. Alluvial chronologies in these two contiguous valleys show out-of-phase sedimentation periods under low connectivity conditions (9-3 ka), and in-phase cut-and-fill cycles after valley re-connection (post-3.0 ka). The late Holocene alluvial activity periods also coincide with morpho-stratigraphic data from the lower Guadalentin, indicating that fluvial connectivity throughout the catchment was only completed in the late Holocene.Show less"
17,"Gonzalez-Pinzon, R",Sep 2014 ,Quantifying spatial differences in metabolism in headwater streams,FRESHWATER SCIENCE,"Stream functioning includes simultaneous interaction among solute transport, nutrient processing, and metabolism. Metabolism is measured with methods that have limited spatial representativeness and are highly uncertain. These problems restrict development of methods for up-scaling biological processes that mediate nutrient processing. We used the resazurin-resorufin (Raz-Rru) tracer system to estimate metabolism at different spatial scales (habitat, subreach, and reach) in 2 headwater streams of the H. J. Andrews Experimental Forest (Oregon, USA), and present a mathematical framework for its application. We investigated the relationship between metabolism and hydrodynamics, i.e., geomorphic units (e.g., pool-riffle, pool-cascade), bed materials (i.e., alluvium vs bedrock channels), and type of transient storage (i.e., pure hyporheic exchange, pure surface transient storage, and a combination of both). The metabolic hotspots detected by the Raz-Rru system in both watersheds were related to hydrodynamic conditions known to increase biological processing. Higher respiration rate coefficients were found in subreaches with extensive hyporheic flow and flow through large woody-debris complexes, and higher reaeration rate coefficients were found in subreaches with intensive respiration activity and higher flow velocities. Because such hydrodynamic conditions and their effects on stream processing are difficult to quantify in headwater streams without the use of tracer techniques, the Raz-Rru system proved to be a good integrator of solute transport and stream metabolism processes.Show less"
18,"Robinson, SJ",Dec 2015 ,Statistical description of wetland hydrological connectivity to the River Murray in South Australia under both natural and regulated conditions,JOURNAL OF HYDROLOGY,"The effect of river regulation on the connectivity of the South Australian River Murray to its floodplain wetlands was examined using unregulated 'natural' and 'regulated' river flow data simulated between the years 1895 to 2009. A sample of 185 wetlands was used to calculate a range of connectivity statistics under both simulation scenarios. These statistics summarised the timing and duration of both connection and disconnection, as well as inundated area. Wetlands ranged from being permanently inundated, connected multiple times per year due to both small fluctuations in river level and the annual flood pulse, to flooded with diminishing frequency depending on the size of the annual flood pulse and their position on the floodplain. Under the natural scenario a wide range of wetland connectivity profiles were recorded whereas under the regulated scenario wetlands tended to be either permanently inundated or infrequently flooded. Under natural conditions wetlands that required higher flow before connecting were less frequently connected and for shorter periods. Under regulated conditions a larger proportion of wetland area was permanently connected than under natural conditions, however the annual flood pulse connected a larger area of wetlands under natural conditions. The information derived from this analysis can be used to design wetland management plans for individual wetlands within a river-wide management regime restoring lost hydrological variability. (C) 2015 Elsevier B.V. All rights reserved,Show less"
19,"Tao, J",Dec 2022 ,"Cross-County Characteristics of Water-Ecology-Economy Coupling Coordination in the Wuding River Watershed, China",LAND,"Investigating the coupling coordination relationship between water resources, ecology and the economy is the basis process for watershed governing to achieve sustainable development. Taking the Wuding River watershed (one of the largest tributaries of the Yellow River) as an example, we used the coupling coordination model to analyze the coupling coordination relationship of the water-ecology-economy system between 2001 and 2020, and then used grey correlation and partial correlation analyses to explore the main influencing factors and cross-county characteristic of the coupling coordination. The results show that the water, ecology and economy subsystems changed slightly before 2007. After 2007, the economy developed rapidly, while the water and ecology increased for a short time and then decreased after 2013. The water-ecology-economy coupling coordination was on the verge of dysfunctional decline. Water and ecology were the main influencing factors on the coupling coordination. The coupling coordination showed a cross-county characteristic. Water and ecology in upstream counties had significant positive correlations with the coupling coordination in downstream counties. The economy subsystem in upstream counties, however, had significant negative correlations with water and ecology in downstream counties. Our findings provide an empirical mode to measure transregional characteristics of coupling coordination and could support the construction of a coordination governance mode in the Wuding River watershed.Show less"
20,"de Lima, GG",Jul-sep 2021 ,"Fluvial connectivity in Araripe sedimentary plateau, Brazilian semi-arid",REVISTA BRASILEIRA DE GEOMORFOLOGIA,"This study aimed to characterize the different settings of fluvial connectivity in a semi-arid watershed, in the northeastern portion of the Araripe sedimentary plateau, to the south of the state of Ceara. The proposed models emphasize morphologies and adjustments in a historical scale, using inherited surface covers, climatic dynamics, lithology and land use transformations as controls, coupled with landscape intrinsic hydrological processes. Fluvial impediments were mapped, followed by their classification, based on the distribution between landscape compartments and connection processes. The first-order tributaries of the Salamanca River rise from the entrenchment of sedimentary deposits at the base of the escarpment or downstream of talus deposits, resulting in different hollow filling configurations and different paleoconectivity evolution scenarios. Gorge valley stretches, downstream, lead to the confinement of the flow, accelerating connectivity, with a predominance of vertical erosion. The most expressive disconnection element of anthropogenic origin in the Salamanca River watershed is an artificial canal, part of the project for transposing the waters of the Sao Francisco River to smaller watersheds in the state of Ceara. The raceway borders the sedimentary plateau, modifying or obstructing the flow of lower order drainages and obliterating the laminar flow hillslopes to their base levels. In the Peripheral Depression (Vale do Cariri), fluvial morphologies alternate sequences of arroyos (channeled stretches) and floodouts (non-channeled stretches), controlled by the ""cut and fill"" dynamics prevalent in alluvial plains. Among the environmental controls operating in the analyzed scenarios some stand out, such as the lithology of the sedimentary basin, which reflects itself in the high availability of sediments and the spatial distribution of continuous and discontinuous floodplains; the ""cut and fill"" dynamics associated with the semiarid hydrological regime; and changes in land use, with the replacement of traditional agricultural practices, expansion of urban areas and construction of water works to watershed transposition.Show less"
21,"Ding, JP",Sep 2022 ,Coupling coordination analysis of water-energy-food-ecology in the Yangtze River Delta,WATER SUPPLY,"Water, energy, food, and ecology are essential for human survival and development. The Yangtze River Delta is one of the most important regions for China's sustainable development. It is of great significance to study the coupling coordinated development level of water-energy-food-ecology in the Yangtze River Delta for sustainable development. In this study, we establish the water-energy-food-ecology (WEFE) coupling and coordination development index system. Then, we analyze the degree of coupling coordination (DCC) of WEFE based on the coupling coordination evaluation model and projection pursuit model. The results show that the DCC of WEFE in the Yangtze River Delta shows obvious spatial-temporal characteristics. From the temporal view, the DCC in the Yangtze River Delta has shown an upward trend; from the spatial view, the DCC of Jiangsu, Anhui, and Zhejiang is higher than that of Shanghai.Show less"
