,First author,Year,Title,Journal,Abstract
10,"Storey, RG",Nov 2004 ,Spatial responses of hyporheic invertebrates to seasonal changes in environmental parameters,FRESHWATER BIOLOGY,"1. Spatial relationships between hyporheic invertebrates and subsurface water flow patterns, sediment characteristics, water physicochemical parameters and several possible food sources were compared over three seasons at one site beneath a riffle. Measures of food sources included particulate organic matter (POM), bacterial activity (aerobic respiration, nitrate respiration and mineralisation of organic nitrogen) and microbial abundance.2. Patterns of water flow changed significantly over the 9-month study period, from predominantly upwelling beneath the entire riffle in spring, to distinct differentiation between downwelling and upwelling zones in summer and autumn. Water physicochemical parameters changed accordingly, showing gradually weaker correlations with depth and stronger correlations with zone between spring and autumn.3. Despite these changes, depth remained the strongest predictor of invertebrate richness, density and taxon composition throughout the study period. However, invertebrate distributions were secondarily correlated with water physicochemical parameters, and a minor gradient in invertebrate distributions between downwelling and upwelling zones became stronger from spring to summer.4. The correlations between invertebrates and physicochemical parameters changed in both magnitude and direction with season. In spring, invertebrates showed a negative correlation with surface water infiltration, whereas in summer and autumn, the correlation was positive. Correlations were strongest in summer, when interstitial dissolved oxygen concentrations were lowest.5. No relationships were found between hyporheic invertebrates and POM, microbial abundance or activity. This suggests that at this site, proximity to the streambed surface and physicochemical variables are more important than the abundance of food in controlling invertebrate distributions.Show less"
11,"Kunz, JV",Dec 2017 ,"Hyporheic Passive Flux Meters Reveal Inverse Vertical Zonation and High Seasonality of Nitrogen Processing in an Anthropogenically Modified Stream (Holtemme, Germany)",WATER RESOURCES RESEARCH,"Transformation and retention of nitrogen and other biologically reactive solutes in the hyporheic zones of running water contribute to an essential ecosystem service. However, the synoptic impact of intense agricultural or urban land-uses, elevated nutrient loading, flow alterations, riparian clear-cutting, and channelization on the source-sink behavior of solutes in hyporheic zones remains largely uncharacterized and unquantified. Therefore, we studied nutrient dynamics in a hydromorphologically and chemically modified stream reach using a new monitoring approach allowing the simultaneous measurement of nutrient and water flux through a screened area in the subsurface of rivers (hyporheic passive flux meter, HPFM). With HPFMs we directly assessed time-integrated lateral hyporheic nitrate fluxes during early spring and midsummer covering different temperature and discharge regimes. Contrary to our expectations, higher stream discharge coincided with substantially lower hyporheic exchange rates. While in streams featuring a natural morphology, bed form induced exchange commonly increases with surface flow, the influence of groundwater level was dominant in this reach. Furthermore, in contrast to less impacted environments, where progressive substrate depletion with depths reduces metabolic rates in the subsurface, we identified not the upper, but the intermediate layer of the hyporheic zone as hot spot of nutrient turnover. Overall, the hyporheic zone at the study site functioned partly as nitrate source, partly as a sink. Neither of the commonly used determinants redox state and residence time could explain this source or sink function. Our results give clear evidence to carefully transfer the knowledge of hyporheic zone processes from ""natural'' systems to anthropologically modified streams.Show less"
12,"Chestnut, TJ",Jun 2000 ,"C and N dynamics in the riparian and hyporheic zones of a tropical stream, Luquillo Mountains, Puerto Rico",JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,"Hydrologic and chemical characteristics were determined for both riparian and hyporheic subsurface flow along a 100-m reach of a sandy-bottom tributary of the Rio Icacos in the Luquillo Experimental Forest, Puerto Rico. Hydrologic data (vertical hydraulic gradient and hydraulic conductivity of streambed sediments) and the topographic and morphological features of the watershed indicated diffuse inputs of groundwater from the near-stream riparian zone along this site. Cumulative groundwater discharge, determined by tracer dilution techniques, was similar to 1.5 L/s or 10% of the total stream discharge. Spatial heterogeneity in hydrologic and chemical properties of riparian and hyporheic sediments was large. Hydraulic conductivity explained much of the variation in NH4-N and dissolved organic carbon (DOC) concentrations, with highest concentrations in sites having low conductivity. A mass-balance approach was used to examine the influence of the near-stream zone on nutrient transport and retention. Outwelling riparian groundwater had the potential to increase stream N concentrations by up to 84% and DOC concentrations by up to 38% along our 100-m reach. Because stream concentrations were constant downstream despite this input, we conclude that significant N and C retention or loss were occurring in the near-stream zone. Lotic ecosystems and their associated riparian groundwater can have a quantitatively significant impact on the nutrient budgets of tropical headwater catchments.Show less"
13,"Weber, MD",Jul 16 2013 ,Dynamic ice formation in channels as a driver for stream-aquifer interactions,GEOPHYSICAL RESEARCH LETTERS,"This research introduces and provides evidence of a novel mechanism of stream-aquifer exchange caused by dynamic ice formation on streams. At a stream site in southwestern Wisconsin, we document a significant fluctuation in stream depth and the potentiometric surface in the adjacent aquifer during periods of ice formation, suggesting that stream-aquifer interactions may be influenced by these transient events. Four years of winter stream data document that dynamic ice formation (1) causes an average increase in stream depth of 106%, (2) affects stream depth on 20% of days from December through February, and (3) substantially alters stream-aquifer interactions by reducing the hydraulic gradient toward the channel during ice formation events. Dynamic ice formation represents a potentially widespread mechanism for altering stream-aquifer interactions and associated biogeochemical transformations. The sensitivity of this process to air temperature indicates a need for further research on the impacts of climate warming.Show less"
14,"Dole-Olivier, MJ",Aug 1998 ,Surface water-groundwater exchanges in three dimensions on a backwater of the Rhone River,FRESHWATER BIOLOGY,"1. Hydrological exchange between the surface stream and the hyporheic zone is well documented in the main channel of rivers, especially at the reach scale. Hydrological processes of advection/convection occur at different scales, and in secondary channels of large rivers little is known about these exchanges in the hyporheic zone on a broad scale (i.e. kilometres). This work studied exchanges of water and biota in a secondary channel on a large scale (4 km), using a three-dimensional framework.2. The exchanges of water were described using physicochemical indicators of surface and groundwaters. Samples of water and biota were taken in three dimensions: (i) vertically from benthic (i.e. 0.20 m below the surface of the substratum) to hyporheic (0.50 m) and deep interstitial (1.0 m) zones; (ii) laterally from the right to the left bank (i.e. right, middle and left positions); and (iii) longitudinally from upstream to downstream (seven stations regularly distributed along the channel).3. The physicochemical indicators clearly revealed hydrological heterogeneity in the longitudinal and vertical dimensions, whereas lateral variability was not significant.4. Spatial distribution of biota exhibited strong longitudinal variations that were not gradual as predicted by an upstream/downstream continuum, but patchy and discontinuous. No significant differences were found between the three positions across the channel.5. Analyses of both physicochemical and faunal data sets produced matched ordination of samples and stations, indicating that interstitial-surface flow relationships appear to be an important governing factor in the distribution of interstitial biota at this broad scale.6. Results are discussed in relation to the hypothetical three-dimensional models of the hyporheic zone in rivers. Contrasting with other observations on the main channel (where advection/convection patterns are dominated by morphological changes of the river-bed morphology), it is proposed that water exchanges in backwaters are more likely to be related to local modifications of stream-bed porosity.Show less"
15,"Gartner, JD",May 15 2012 ,Time and depth scales of fine sediment delivery into gravel stream beds: Constraints from fallout radionuclides on fine sediment residence time and delivery,GEOMORPHOLOGY,"Particles of fine sediment can clog interstitial pore spaces of coarser grained sediment in river beds and thereby impede the exchange of water, dissolved constituents, and particulate matter with consequent ecological impacts. The extent to which fine sediment reduces connectivity between the stream bed and overlying channel is a function, in part, of sediment residence time. Short residence times imply frequent exchange of matter and reduced impact of fine sediment on stream bed habitat, while long residence times indicate that with respect to fine sediment delivery, the stream bed is more isolated from the overlying channel. Here we present a novel technique to quantify the residence time of river bed sediment at various depths over annual and decadal timescales using the fallout radionuclides (FRNs) Be-7 (t(1/2) = 53 days) and (210)pb(ex) (t(1/2) = 22.3 years). We placed mesh cylinders filled with Be-7-free sediment into a stream bed to quantify the capture of Be-7-tagged particles in the absence of scour and fill. We also took cores to the depth of refusal in alluvial sediment in unregulated and regulated rivers in Vermont and New Hampshire. Sampled watershed areas ranged from 29 to 410 km(2), and core depths ranged from 19 to 77 cm. The Pb-210(ex) activity profiles of cores show that bed sediment is exchanged to the depth of refusal at decadal timescales. In contrast, 7Be activity profiles indicate that fine sediment infiltrating into the bed had residence times ranging from 4 to >300 days in unregulated rivers. Cores from a regulated river are notably different-subsurface sediment residence times were always longer than in unregulated rivers at comparable depths, likely owing to restriction of bed mobilization and clogging of bed material by fine sediment. These results suggest that filtration can be an important component of bed material delivery to stream beds, but filtration does not deliver material as deeply into the bed as scour and fill. We find that fallout radionuclides provide direct measurements of time and depth scales of active exchange of particulate matter, which are key controls on hyporheic function. (C) 2012 Elsevier B.V. All rights reserved.Show less"
16,"Pitcher, LH",2019 ,Supraglacial Streams and Rivers,"ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES, VOL 47","Supraglacial meltwater channels that flow on the surfaces of glaciers, ice sheets, and ice shelves connect ice surface climatology with subglacial processes, ice dynamics, and eustatic sea level changes. Their important role in transferring water and heat across and into ice is currently absent from models of surface mass balance and runoff contributions to global sea level rise. Furthermore, relatively little is known about the genesis, evolution, hydrology, hydraulics, and morphology of supraglacial rivers, and a first synthesis and review of published research on these unusual features is lacking. To that end, we review their (a) known geographical distribution; (b) formation, morphology, and sediment transport processes; (c) hydrology and hydraulics; and (d) impact on ice sheet surface energy balance, heat exchange, basal conditions, and ice shelf stability. We conclude with a synthesis of key knowledge gaps and provide recommendations for future research.Supraglacial streams and rivers transfer water and heat on glaciers, connecting climate with subglacial hydrology, ice sliding, and global sea level.Ice surface melting may expand under a warming climate, darkening the ice surface and further increasing melt.Show less"
17,"Deng, P",Sep 2022 ,Evaluation of logistics and port connectivity in the Yangtze River Economic Belt of China,TRANSPORT POLICY,"The very uneven development of ports along the Yangtze River Economic Belt in China makes ports a specific case study of a general phenomenon in the analysis of inter-port connectivity. This study evaluates the actual connectivity of ports and logistics in the Yangtze River Economic Belt of China by developing a comprehensive model with an integrated index. This comprehensive model uses an improved gravity model to develop and extend from the analysis of port-water transport network connectivity to the port-inland hinterland logistics connectivity, and unearths the key factors that affect the port-water and port-hinterland connectivity. The results show that the port connectivity in the lower reaches of the Yangtze River is generally better than that of the middle and upper reaches, whether port-water or port-inland hinterland. Port connectivity has core-periphery characteristics, but Chongqing port is an exception in the results of port-water transport network connectivity. Because Chongqing port is in a leading position in the comprehensive development strength and hinterland economic development of ports in the upper reaches of the Yangtze River, but its water transport network connectivity is not the best. In the final analysis of the research results, this study presents some corresponding policy recommendations.Show less"
18,"Nagorski, SA",Nov 1999 ,Arsenic mobilization in the hyporheic zone of a contaminated stream,WATER RESOURCES RESEARCH,"Arsenic behavior was examined in a contaminated stream by sampling the dissolved (<0.45 mu m) arsenic and metals in surface water, shallow hyporheic zone water, and adjacent ground water. Surface water was oxic and slightly basic, and ground water was anoxic and acidic. Hyporheic zone water had pH values of 6-7, dissolved oxygen concentrations mostly between 0 and 3 mg L-1, and mean concentrations of most metals inbetween surface and ground water sample concentrations. However, arsenic and iron were enriched in the hyporheic zone. Most of the hyporheic zone dissolved arsenic was in the form of As(III), which is considered to be more toxic to some organisms than As(V). In the oxic surface water, 20% of the total dissolved As was found to occur in its reduced form. We hypothesize that upon burial and reduction of Fe-oxhydroxides in the streambed, sediment-bound arsenic is transferred into the dissolved phase as As(III), and it is subsequently released into the surface water, where it does not immediately reoxidize. A continual flux of reduced As to the surface water maintains Pb(III) concentrations above that expected in oxygenated surface waters.Show less"
19,"Birkel, C",Apr 2016 ,Heat-based hyporheic flux calculations in heterogeneous salmon spawning gravels,AQUATIC SCIENCES,"Groundwater-surface water interactions in rivers are a critically important factor for fish spawning, as streamwater downwelling or upwelling of low-oxygen groundwater can affect egg survival. Assessing such dynamics at the reach scale using distributed temperature measurements as a tracer proved reliable in determining flux rates and directions in the hyporheic zone in a number of studies. Here, we report heat-based vertical flux rates from a heterogeneous gravel-bed stream reach used by spawning Atlantic salmon in the Scottish Highlands. Results showed mostly small downwelling fluxes (similar to 0.3 m d(-1)), which were largely independent of discharge. Contrasting, and at times unusual flux-depth profiles (e.g., increasing flux with depth) were detected, consistent with the heterogeneous streambed material causing diverse hyporheic flow paths. This was tested in a numerical 2-D model setup attempting to reproduce such behavior with variable random hydraulic conductivity (K) fields. The 2-D model clearly demonstrated that strong deviations from the expected decrease of fluxes with depth can be explained by high heterogeneity coupled with relatively low K fields. This showed that using simple 1-D heat-based flux estimates in combination with 2-D models is a useful approach to testing hypotheses about the influence of variable streambed materials on groundwater-surface water exchange in an ecological context.Show less"
20,"Clilverd, HM",Nov 2016 ,Coupled Hydrological/Hydraulic Modelling of River Restoration Impacts and Floodplain Hydrodynamics,RIVER RESEARCH AND APPLICATIONS,"Channelization and embankment of rivers has led to major ecological degradation of aquatic habitats worldwide. River restoration can be used to restore favourable hydrological conditions for target species or processes. However, the effects of river restoration on hydraulic and hydrological processes are complex and are often difficult to determine because of the long-term monitoring required before and after restoration works. Our study is based on rarely available, detailed pre-restoration and post-restoration hydrological data collected from a wet grassland meadow in Norfolk, UK, and provides important insights into the hydrological effects of river restoration. Groundwater hydrology and climate were monitored from 2007 to 2010. Based on our data, we developed coupled hydrological/hydraulic models of pre-embankment and post-embankment conditions using the MIKE-SHE/MIKE 11 system. Simulated groundwater levels compared well with observed groundwater. Removal of the river embankments resulted in widespread floodplain inundation at high river flows (>1.7m(3)s(-1)) and frequent localized flooding at the river edge during smaller events (>0.6m(3)s(-1)). Subsequently, groundwater levels were higher and subsurface storage was greater. The restoration had a moderate effect on flood peak attenuation and improved free drainage to the river. Our results suggest that embankment removal can increase river-floodplain hydrological connectivity to form a more natural wetland ecotone, driven by frequent localized flood disturbance. This has important implications for the planning and management of river restoration projects that aim to enhance floodwater storage, floodplain species composition and biogeochemical cycling of nutrients. (c) 2016 The Authors. River Research and Applications Published by John Wiley & Sons Ltd.Show less"
21,"Boano, F",Jul 27 2010 ,A linear model for the coupled surface-subsurface flow in a meandering stream,WATER RESOURCES RESEARCH,"The interest about the exchange of water between streams and aquifers has been increasing among the hydrologic community because of the implications of the exchange of heat, solutes, and colloids for the water quality of aquatic environments. Unfortunately, our understanding of the relevance of the exchange processes is limited by the great number of coupled hydrological and geomorphological factors that interact to generate the complex spatial patterns of exchange. In this context, the present work presents a mathematical model for the surface-subsurface exchange through the streambed of a meandering stream. The model is based on the linearization of the equations that govern the hydrodynamics and the morphodynamics of the system, and it provides a first-order analytical solution of the coupled flow field of both the surface and the subsurface flows. The results show that stream curvature determines a characteristic spatial pattern of hyporheic exchange, with water upwelling and downwelling concentrated near the stream banks. The exchange can drive surface water deep into the sediments, thus keeping deep alluvium regions connected with the stream. The relationships between hyporheic exchange flux and the geometrical and hydrodynamical properties of the stream-aquifer system are also investigated.Show less"
22,"Marzadri, A",Nov 17 2011 ,A semianalytical three-dimensional process-based model for hyporheic nitrogen dynamics in gravel bed rivers,WATER RESOURCES RESEARCH,"We present a three-dimensional semianalytical process-based model of dissolved oxygen and dissolved inorganic nitrogen (DIN) transformation within the hyporheic zone of gravel bed rivers. Oxygen and multispecies solute transport is solved within a Lagrangian framework with transformation of DIN species modeled by linearized Monod's kinetics, with temperature-dependent reaction rate coefficients derived from field experiments. Our solutions, which are obtained under the assumptions of sediments with uniform hydraulic properties and negligible local dispersion, highlight the importance of morphological characteristics of the streambed on DIN transformations within the hyporheic zone. By means of this model we explore the effects of streambed topography and relative abundance of ammonium and nitrate in stream waters on the reactive nitrogen cycle in the hyporheic zone of gravel bed rivers with a pool and riffle morphology. Our model shows complex concentration dynamics within the hyporheic zone that may act as a source or a sink of nitrogen depending on the residence time distribution, which can be parameterized in terms of streambed morphology, and the ratio between the in-stream concentrations of ammonium and nitrate. Application of the model to seven natural streams shows good agreement between predicted and measured nitrous oxide emissions from their hyporheic zone.Show less"
23,"Li, AG",Feb 2021 ,Residence Time in Hyporheic Bioactive Layers Explains Nitrate Uptake in Streams,WATER RESOURCES RESEARCH,"The Tracer Additions for Spiraling Curve Characterization (TASCC) model has been rapidly adopted to interpret in-stream nutrient spiraling metrics over a range of concentrations from breakthrough curves (BTCs) obtained during pulse solute injection experiments. TASCC analyses often identify hysteresis in the relationship between spiraling metrics and concentration as nutrient concentration in BTCs rises and falls. The mechanisms behind these hysteresis patterns have yet to be determined. We hypothesized that differences in the time a solute is exposed to bioactive environments (i.e., biophysical opportunity) between the rising and falling limbs of BTCs causes hysteresis in TASCCs. We tested this hypothesis using nitrate data from Elkhorn Creek (CO, USA) combined with a process-based particle-tracking model representing travel times and transformations along each flow path in the water column and hyporheic zone, from which the bioactive zone comprised only a thin superficial layer. In-stream nitrate uptake was controlled by hyporheic exchange and the cumulative time nitrate spend in the bioactive layer. This bioactive residence time generally increased from the rising to the falling limb of the BTC, systematically generating hysteresis in the TASCC curves. Hysteresis decreased when nutrient uptake primarily occurred in the water column compared to the hyporheic zone, and with increasing the distance between the injection and sampling points. Hysteresis increased with the depth of the hyporheic bioactive layer. Our results emphasize that good characterization of spatial heterogeneity of surface-subsurface flow paths and bioactive hot spots within streams is essential to understanding the mechanisms of in-stream nutrient uptake.Show less"
