,First author,Year,Title,Journal,Abstract
10,"Tockner, K",Jan 2010 ,Multiple stressors in coupled river-floodplain ecosystems,FRESHWATER BIOLOGY,"1. Riverine floodplains are highly complex, dynamic and diverse ecosystems. At the same time they are among the world's most threatened ecosystems because of the pervasiveness of dams, levees and other factors such as rapid spreading of non-native species. Hence, floodplains are ideal systems to study ecological impacts of multiple stressors at the local, regional and catchment scale.2. Concepts such as the subsidy-stress hypothesis and the stress-induced community tolerance concept have been formulated to study the effect of stressors on aquatic and terrestrial ecosystems, as well as on their functional linkages.3. Riverine floodplains are pulsed ecosystems with distinct flow, sediment, resource and thermal pulses - thereby creating distinct 'windows of ecological opportunity'. Human modifications that truncate or amplify theses pulses will have cascading effects on river-floodplain interactions by shifting the thresholds of connectivity, resilience or resistance - causing drastic regime shifts.4. Most aquatic insects and pond-breeding amphibians have complex life cycles with aquatic and terrestrial stages. They are exposed to different stressors in their aquatic and terrestrial realm. Because most life history functions of aquatic insects are restricted to a short terrestrial period, we need to fully integrate the 'airscape' into the future management of river-floodplain ecosystems.5. Riverine floodplains integrate and accumulate multiple stressors at the catchment level, as reflected by distinct catchment fingerprints. Based on the European Catchment Data Base we provide spatially explicit information on multiple stressors; a key prerequisite for setting priorities in conservation and management planning.6. Thematic implications: the management of stressed river and floodplain ecosystems is a major challenge for the near future and water managers worldwide. Management approaches need to be adaptive and embedded within a catchment-wide concept to cope with upcoming pressures originating from global change.Show less"
11,"Lee, S",Mar 2012 ,Governance in a River Restoration Project in South Korea: The Case of Incheon,WATER RESOURCES MANAGEMENT,
12,"Hao, WL",Aug 2019 ,Spatiotemporal distilled dense-connectivity network for video action recognition,PATTERN RECOGNITION,"Two-stream convolutional neural networks show great promise for action recognition tasks. However, most two-stream based approaches train the appearance and motion subnetworks independently, which may lead to the decline in performance due to the lack of interactions among two streams. To overcome this limitation, we propose a Spatiotemporal Distilled Dense-Connectivity Network (STDDCN) for video action recognition. This network implements both knowledge distillation and dense-connectivity (adapted from DenseNet). Using this STDDCN architecture, we aim to explore interaction strategies between appearance and motion streams along different hierarchies. Specifically, block-level dense connections between appearance and motion pathways enable spatiotemporal interaction at the feature representation layers. Moreover, knowledge distillation among two streams (each treated as a student) and their last fusion (treated as teacher) allows both streams to interact at the high level layers. The special architecture of STDDCN allows it to gradually obtain effective hierarchical spatiotemporal features. Moreover, it can be trained end-to-end. Finally, numerous ablation studies validate the effectiveness and generalization of our model on two benchmark datasets, including UCF101 and HMDB51. Simultaneously, our model achieves promising performances. (C) 2019 Elsevier Ltd. All rights reserved.Show less"
13,"Elmer, S",Nov 2017 ,Functional connectivity in the dorsal stream and between bilateral auditory-related cortical areas differentially contribute to speech decoding depending on spectro-temporal signal integrity and performance,NEUROPSYCHOLOGIA,"Speech processing relies on the interdependence between auditory perception, sensorimotor integration, and verbal memory functions. Functional and structural connectivity between bilateral auditory-related cortical areas (ARCAs) facilitates spectro-temporal analyses, whereas the dynamic interplay between ARCAs and Broca's area (i.e., dorsal pathway) contributes to verbal memory functions, articulation, and sound-to-motor mapping. However, it remains unclear whether these two neural circuits are preferentially driven by spectral or temporal acoustic information, and whether their recruitment is predictive of speech perception performance and learning. Therefore, we evaluated EEG-based intracranial (eLORETA) functional connectivity (lagged coherence) in both pathways (i.e., between bilateral ARCAs and in the dorsal stream) while good- (GPs, N = 12) and poor performers (PPs, N = 13) learned to decode natural pseudowords (CLEAN) or comparable items (speech-noise chimeras) manipulated in the envelope (ENV) or in the fine-structure (FS). Learning to decode degraded speech was generally associated with increased functional connectivity in the theta, alpha, and beta frequency range in both circuits. Furthermore, GPs exhibited increased connectivity in the left dorsal stream compared to PPs, but only during the FS condition and in the theta frequency band. These results suggest that both pathways contribute to the decoding of spectro-temporal degraded speech by increasing the communication between brain regions involved in perceptual analyses and verbal memory functions. Otherwise, the left-hemispheric recruitment of the dorsal stream in GPs during the FS condition points to a contribution of this pathway to articulatory based memory processes that are dependent on the temporal integrity of the speech signal. These results enable to better comprehend the neural circuits underlying word-learning as a function of temporal and spectral signal integrity and performance.Show less"
14,"Perkin, JS",May 24 2013 ,Simulating fish dispersal in stream networks fragmented by multiple road crossings,ECOLOGICAL MODELLING,"Organisms inhabiting stream ecosystems are vulnerable to the effects of habitat fragmentation because of the inherent hierarchical structure of patches in riverscapes. Fragmentation caused by road-stream crossings contributes to alteration of stream organism distribution globally. We used principles of graph theory to develop three artificial riverscapes and test for network-scale changes in simulated fish dispersal caused by barriers that resembled the properties of road-stream crossings (semi-permeable; numerous within a network). Fish occupancy of nodes (habitat patches) declined in the presence of a single barrier when barrier permeability was <0.5, and fish with high dispersal experienced greater declines in occupancy compared to fish with low dispersal. Probability of extirpation (emigration without return) from fragments was greatest for nodes that mimicked headwater stream segments. We used a network-scale measure of habitat connectivity (the dendritic connectivity index; DCI) to measure changes in occupancy across all nodes and found the DCI predicted declines in occupancy as the number of barriers in the riverscape increased. Declines in occupancy were driven by threshold responses by fish to the occurrence of small fragments (<= 3 nodes). Our simulations identified three important properties of stream fish dispersal that are likely relevant to natural systems: (i) species dispersal affinities determine response to fragmentation; (ii) fragments that are too ""small"" for organism persistence drive declines in riverscape occupancy; and (iii) measurements of structural (habitat) connectivity used to draw inference on functional (population) connectivity require knowledge of organism dispersal affinity and dispersal-mediated response to barrier positioning. (C) 2013 Elsevier B.V. All rights reserved.Show less"
15,"Shamsuddin, MKN",Feb 2019 ,"Vertical hydraulic conductivity of riverbank and hyporheic zone sediment at Muda River riverbank filtration site, Malaysia",APPLIED WATER SCIENCE,"In analysing the stream-aquifer interactions and riverbank filtration (RBF) systems, it is very crucial to determine the vertical riverbank and streambed hydraulic conductivity. The riverbank and streambed focused in this investigation are a riverbank of six layers with depths of 38m and streambed with depths of 9m connected layers of sediments at 22 test locations and 4 test wells in the Muda River, Malaysia. In the analysis, there were a few tests involved to determine riverbank and hydraulic conductivity of vertical streambed, such as analysis of grain size, pumping test and in situ falling head standpipe permeability tests. The approximate K values of 114 samples and 15 samples taken from riverbanks and streambeds, respectively, were then calculated by employing empirical equation methods [Hazen, Hazen K (cm/s)=d10 (mm), Terzaghi, Beyer, Slichter, Sauerbrei, Kruger, Kozeny-Carman, Zunker, USBR, Zamarin, Barr, Alyamani and Sen, Chapuis, and Krumbein and Monk]. The geometric mean of K for six layers, namely the sandy silt (8.30m/day), silty sand (47.66m/day), gravelly sand (150.24m/day), sandy gravel layer (418.48m/day), gravelly sand (151.09m/day) and silty clay (9.36m/day) as identified characteristics by using grain-size analyses, was greater than the K of pumping test (geometric mean) (31.10m/day) and the mean obtained from K of permeability tests (7.03m/day). In general, the K values of upper layer of sediments of streambed were recorded to be larger in comparison with their respective lower layer of sediments. The K value for the upper layer of sediments from all tests located at the left, right and middle parts of the river ranged from 7.56 to 54.77m/day for upper layer, from 39.80 to 128.40m/day for middle layer and from 9.11 to 49.92m/day for lower layer, as described by the grain-size analysis. The value of K ranges based on permeability test indicated that the value of K was from 0.036 to 1.09m/day for the upper layer and 0.16 to 0.68m/day for the lower layer of hyporheic sediments zone. Based on the acquired results, the conclusion that the aquifer of the focused area shows possibility for RBF and has the potential to improve the water quality and quantity is referable.Show less"
16,"Duarte, G",Mar 20 2021 ,Damn those damn dams: Fluvial longitudinal connectivity impairment for European diadromous fish throughout the 20th century,SCIENCE OF THE TOTAL ENVIRONMENT,"River longitudinal connectivity is crucial for diadromous fish species to reproduce and grow, its fragmentation by large dams may prevent these species to complete their life cycle. This work aims to evaluate the impact of large dams on the structural longitudinal connectivity at the European scale, from a Diadromous fish species perspective, since the beginning of the 20th century until the early 21st century. Based on large dam locations and completion year, a multitude of river impairment metrics were calculated at three spatial scales for six European oceanic regions and 12 time periods. The number of basins affected by large dams is overall low (0.4%), but for large river basins, that cover 78% of Europe's area, 69.5% of all basins, 55.4% of the sub-basins and 68.4% of river length are impaired. River network connectivity impairment became increasingly significant during the second half of the 20th century and is nowadays spatially widespread across Europe. Except for the North Atlantic, all oceanic regions have over 50% of impacted river length. Considering large river basins, the Mediterranean (95.2%) and West Atlantic (84.6%) regions are the most affected, while the Black (92.1%) and Caspian (96.0%) regions stand out as those with most compromised river length. In 60 years, Europe has gone from reduced impairment to over two-thirds of its large rivers with structural connectivity problems due to large dams. The number of such barriers increased significantly in the second half of the 20th century, especially main stem dams with decreasing distance to the river mouth. Currently, the structural longitudinal connectivity of European river networks is severely impacted. This concerns all regions considered, and those in southern Europe will face even higher challenges, given that this will be a future hot spot for hydropower development and predictably more affected by climate change. (C) 2020 Elsevier B.V. All rights reserved.Show less"
17,"He, RY",May-jun 2018 ,Cross-Shelf Exchange Associated With the Gulf Stream in the South Atlantic Bight: Direct Observations Using an Autonomous Underwater Glider,MARINE TECHNOLOGY SOCIETY JOURNAL,"An autonomous underwater glider was deployed in March 2014 to sample the Gulf Stream and its adjacent shelf waters in the South Atlantic Bight, providing a new look at cross-shelf exchange associated with Gulf Stream dynamics. Observations collected over 4 weeks reveal significant cross-shelf exchange (up to 0.5 Sv) at the shoreward edge of the Gulf Stream, which was 2 orders of magnitude larger than estimates from long-term mean hydrographic conditions. Gulf Stream frontal eddies may have contributed to some of the largest fluxes of heat (0.5 degrees C Sv) and salt (0.03 Sv g/kg) onto the shelf. We estimate that the largest upwelling event during the mission could have brought nitrate concentrations over 20 pM to within 125 m of the surface. This study demonstrates clear capabilities of autonomous underwater gliders for sampling in and near fast moving boundary currents to obtain unique and critical in situ observations effectively.Show less"
18,"Masese, FO",Jan 2017 ,Influence of catchment land use and seasonality on dissolved organic matter composition and ecosystem metabolism in headwater streams of a Kenyan river,BIOGEOCHEMISTRY,"Headwater streams influence the biogeochemical characteristics of large rivers and play important roles in regional and global carbon budgets. The combined effects of seasonality and land use change on the biogeochemistry of headwater streams, however, are not well understood. In this study we assessed the influence of catchment land use and seasonality on the composition of dissolved organic matter (DOM) and ecosystem metabolism in headwater streams of a Kenyan river. Fifty sites in 34 streams draining a gradient of catchment land use from 100% natural forest to 100% agriculture were sampled to determine temporal and spatial variation in DOM composition. Gross primary production (GPP) and ecosystem respiration (ER) were determined in 10 streams draining primarily forest or agricultural catchments. Absorbance and fluorescence spectrophotometry of DOM reflected notable shifts in composition along the land use gradient and with season. During the dry season, forest streams contained higher molecular weight and terrestrially derived DOM, whereas agricultural streams were dominated by autochthonous production and low molecular weight DOM. During the rainy season, aromaticity and high molecular weight DOM increased in agricultural streams, coinciding with seasonal erosion of soils and inputs of organic matter from farmlands. Most of the streams were heterotrophic. However, GPP and ER were generally greater in agricultural streams, driven by higher dissolved nutrient (mainly TDN) concentrations, light availability (open canopy) and temperature compared with forest streams. There were correlations between freshly and autochthonously produced DOM, GPP and ER during both the dry and wet seasons. This is one of the few studies to link land-use with organic carbon dynamics and DOM composition. Measures of ecosystem metabolism in these streams help to affirm the role of tropical streams and rivers as important components of the global carbon cycle and demonstrate that even semi-intensive, smallholder agriculture can have measurable effects on riverine ecosystem functioning.Show less"
19,"Kulessa, B",Aug 15 2003 ,Cross-coupled flow modeling of coincident streaming and electrochemical potentials and application to subglacial self-potential data,JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH,"This study aims to demonstrate that self-potential measurements can yield unique information about subglacial drainage conditions, which has so far been doubtful. At the bed of warm-based glaciers arborescent and distributed drainage systems interact, and streaming and electrochemical potentials coincide. A key secondary aim of this study is, therefore, the development of a mathematical framework for the analysis of self-potentials generated by such interacting flow systems. We consider cross coupling between hydraulic, electrical, and chemical driving forces, and apply the resulting model solution to self-potential data recorded beneath Haut Glacier d'Arolla, Switzerland. We find that (1) the streaming and electrochemical contributions to the total self-potential signal can be separated mathematically, (2) streaming potentials directly reflect the direction of water flow at the glacier bed, (3) combination of streaming potentials with hydraulic conductivity estimates from slug tests allows estimation of in situ subglacial water flow velocities, (4) the subglacial zeta potential, calculated from estimated values of the streaming coupling coefficient, is small (similar to-0.022 V) due to systematic flushing of clay minerals from the channel area during the melt season, and (5) uncertainties in exact electrode location in the borehole are unlikely to produce self-potential noise. Self-potential measurements may therefore yield unique information about subglacial drainage conditions, and especially the direction and velocity of in situ subglacial water flow are difficult to obtain by other methods. We further anticipate that our mathematical framework will be applicable to other areas of subsurface hydrology, especially where spatially distributed seepage feeds preferential flow pathways.Show less"
20,"Nekouee, N",Dec 2015 ,A Coupled Empirical-Numerical Model for a Buoyant River Plume in Lake Michigan,WATER AIR AND SOIL POLLUTION,"A coupling technique is developed to predict the behavior of a buoyant river plume in a lake. The model incorporates a 3D hydrodynamic model (POMGL) and a 3D particle tracking model (Partic3D) for the far-field transport computations. The source conditions for the particle tracking model are obtained from a near-field model derived from the characteristics of the plume analyzed from extensive field studies on the Grand River plume, Lake Michigan. The empirical near-field model was developed to predict the geometry of the plume, dilution, and centerline trajectory near the river mouth, and to provide the concentration and location of the particles to be released in the far field. The coupled empirical-numerical model shows improved predictions in the near field versus the single numerical model. The present results strongly advocate the use of model combinations in order to improve coastal diffusion and transport processes. The primary application of the technique is in recreational water early-warning and forecasting systems that will estimate the immediate and short-term risk of exceeding pathogen indicator concentration criteria in lakes and coastal areas.Show less"
21,"Harrington, RA",Feb 2016 ,Aquatic insect -diversity is not dependent on elevation in Southern Rocky Mountain streams,FRESHWATER BIOLOGY,"1. Relatively high -diversity among aquatic insect communities inhabiting high-elevation streams is most commonly presumed to result from increased dispersal limitation between isolated mountaintop islands'. However, these elevational patterns of -diversity have been predominately drawn from observed changes in community composition along single-thread channels, where the downstream increase in habitat size and hydrologic connectivity provides potential alternative explanations.2. In this study, we applied an alternative conceptual tributary model' to ask whether patterns of aquatic insect -diversity in similar-sized, hydrologically disconnected streams showed a similar elevational gradient in diversity patterns as previously reported for conceptual mainstem model' studies. Aquatic insects were sampled from 24 low-order, montane streams that are tributaries to larger rivers in three adjacent catchments spanning c. 2000-3500m in elevation. We used relative abundance data to quantify two types of -diversity: (i) community turnover-, or the change in local diversity among adjacent streams along the elevational gradient within each catchment, and (ii) community variation-, or the change in local diversity among all streams within three elevation zones combined across catchments.3. Our results provided evidence of no relationship between -diversity and elevation in aquatic insect communities in small montane streams. Community turnover- was found to be consistently high among sites within catchments and displayed no significant trend across the elevational gradient for any catchment. Community variation- showed a nonlinear response to elevation, with sites in the high-elevation and low-elevation zones having similarly high community variation- compared to sites in the mid-elevation zone.4. Our tributary model' results provide the first evidence that -diversity among small, isolated streams can have similar turnover rates across broad elevational gradients. Our results also show similar patterns of -diversity among low- and high-elevation tributaries, suggesting that dispersal limitation is not restricted to high-elevation streams.Show less"
