,First author,Year,Title,Journal,Abstract
10,"Miracapillo, C",Sep 2014 ,Analytical solutions for stream-aquifer flow exchange under varying head asymmetry and river penetration: Comparison to numerical solutions and use in regional groundwater models,WATER RESOURCES RESEARCH,"An analytical approach is presented to characterize the local flow exchange conductance and boundary condition between a stream and a hydraulically connected aquifer. Due to the curvilinear nature of the flow pattern in the vicinity of the stream, with numerical procedures, very fine grids would have to be used in order to secure accurate results. This is a waste of numerical efforts when the solution can be obtained analytically. Here, we show that the local analytical procedure for the determination of the stream-aquifer flow exchange (SAFE) coefficient can be integrated within a regional numerical groundwater model through an original boundary condition. This is a very practical result. With this new approach, it is quite simple to calculate accurately the discharges on the two sides of the river when the heads are different. This is an important capability for example when wells are present near a river. The results show also that the extent of penetration of the stream is a factor in the estimation of the discharges. At the very least, the results can be used to choose a grid size that will yield correct estimates within an a priori selected acceptable level of accuracy.Show less"
11,"Glozier, NE",Mar 2012 ,"Occurrence of glyphosate and acidic herbicides in select urban rivers and streams in Canada, 2007",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,"Introduction Public and scientific concern has grown over the last decade in Canada over the cosmetic use of pesticides in urban centers. With this in mind, a national survey was designed to monitor eight commonly used herbicides in urban rivers and streams across Canada.Materials and methods To coordinate sample collections across the country, samples were collected monthly on one of two predetermined dates from April to September, 2007 from 19 sites within 16 watersheds, including 15 sites downstream of urban lands and two reference sites. Water samples were also collected approximately three times from each watershed during or after precipitation events. All samples were collected using a common sampling protocol and all were analyzed using the same analytical laboratories.Results and discussion The herbicides 2,4-D, mecoprop, dicamba, glyphosate and its major metabolite aminomethylphosphonic acid (AMPA) were most frequently detected. Using either herbicide concentrations upstream/downstream of urban centers or bromoxynil and clopyralid as indictors of agricultural inputs of herbicides to streams, it was clear that environmental concentrations of these herbicides downstream of urban areas were linked to urban use in Canada. Herbicide concentrations in streams draining urban areas were greater during or after significant rainfall events and, with the exception of glyphosate, were significantly greater in the Province of Ontario. Herbicide concentrations were not correlated to the proportion of the watersheds in urban land use. Also, there was no difference in seasonal patterns of herbicide concentrations across urban centers when grouped in five geographic areas. None of the herbicide concentrations measured exceeded existing Canadian Water Quality Guidelines for the protection of aquatic life.Conclusions This is the first time a national survey of pesticides in urban rivers has been carried out in a consistent fashion across Canada. Concentrations of 2,4-D, mecoprop, dicamba, glyphosate, and AMPA were linked to urban use and frequently detected in all geographic areas. However, geographic differences in concentration suggested differences in usage or stream connectivity patterns among urban centers. Some jurisdictions in Canada have recently restricted cosmetic use of pesticides and it would be interesting to determine whether such restrictions will lead to reduced pesticide concentrations in urban streams.Show less"
12,"Li, MJ",Jun 2020 ,Nitrate bioreduction dynamics in hyporheic zone sediments under cyclic changes of chemical compositions,JOURNAL OF HYDROLOGY,"Hyporheic zone (HZ) is the hotspot of contaminant biotransformation in ecosystems that affects water quality in both groundwater and river water. HZ is characterized by its dynamic changes in water flow direction that lead to the cyclic changes in aqueous chemical compositions such as dissolved oxygen (DO), nitrate, dissolved organic carbon, and their concentrations. Here we report a study on the effects of cyclic changes in the chemical conditions on the rates of nitrate bioreduction in sediments from a hyporheic zone, and the corresponding dynamics of the synthesis and decay of nitrate reductases. The results indicated that the rate of nitrate bioreduction in the second and third cycles was faster than that in the first one because the nitrate reductases produced in the first cycle still partially maintained their reactivity. The presence of DO significantly decreased the rates of nitrate reduction and nitrate reductase synthesis, but such an inhibition effect diminished in the later cycle. The coupled changes in nitrate concentrations and functional enzymes and genes abundances were generally consistent with an enzyme-based biogeochemical kinetic model. Overall the results indicated that enzyme growth dynamics and functions were complexly affected by the cyclic changes of environmental conditions, and implied that HZ sediments have a memory-type system behavior in reducing nitrate that would be affected by the frequency and magnitude of groundwater and river water exchanges, and chemical compositions in the groundwater and river water.Show less"
13,"Johnson, ZC",Oct 2015 ,A numerical investigation of the potential impact of stream restoration on in-stream N removal,ECOLOGICAL ENGINEERING,"Wastewater treatment plants are common point sources of nutrients to streams. Excess loading of nutrients, particularly nitrogen (N), can result in significant water quality degradation. Where stream loading cannot be increased by water quality trading with other point or nonpoint sources, stream restoration may be an alternative means for point sources to increase loading while maintaining or improving stream health by increasing in-stream N removal via denitrification. However, the primary drivers of nitrogen removal are currently not well understood and thus optimizing restoration efforts is difficult. A two-storage zone transport model with Michaelis-Menten uptake kinetics was applied to a river system based on the Truckee River of Nevada to simulate N removal for multiple restoration scenarios and different types of nitrogen loading. Rates of N removal were found to be most sensitive to the size of the hyporheic zone (AHTS) and maximum denitrification rate in the hyporheic zone (U'(max,HTS)), followed by the half-saturation concentration for denitrification (K-m,K-HTS). Graphs that incorporate the ranges of these three parameters indicate the potential effectiveness of restoration activities for increasing N removal. Combining restoration targets (e.g., increasing A(HTS), sinuosity, width-to-depth ratio, etc.) provided more N removal than the sum of N removal from the individual targets. The relative fractions of the three nitrogen species (dissolved organic-N, total ammonia-N, and nitrate-N) was found to significantly affect a stream's potential to remove N. Together, these results can be used to help guide stream restoration activities to increase a stream's N removal capacity. (C) 2015 Elsevier B.V. All rights reserved.Show less"
14,"Xia, XH",Feb 1 2017 ,Enhanced nitrogen loss from rivers through coupled nitrification-denitrification caused by suspended sediment,SCIENCE OF THE TOTAL ENVIRONMENT,"Present-day estimations of global nitrogen loss (N-loss) are underestimated. Commonly, N-loss from rivers is thought to be caused by denitrification only in bed-sediments. However, coupled nitrification-denitrification occurring in overlying water with suspended sediments (SPS) where oxic and anoxic/low oxygen zones may coexist is ignored for N-loss in rivers. Here the Yellow and Yangtze Rivers were taken as examples to investigate the effect of SPS, which exists in many rivers of the world, on N loss through coupled nitrification-denitrification with nitrogen stable (N-15) isotopic tracer simulation experiments and in-situ investigation. The results showed even when SPS was surrounded by oxic waters, there were redox conditions that transitioned from an oxic surface layer to anoxic layer near the particle center, enabling coupled nitrification-denitrification to occur around SPS. The production rate of N-15(2) from (NH4+)-N-15-N (R15N2-production) increased with increasing SPS concentration ([SPS]) as a power function (R15N2-production = a. [SPS](b)) for both the SPS-water and bed sediment-SPS-water systems. The power-functional increase of nitrifying and denitrifying bacteria population with [SPS] accounted for the enhanced coupled nitrification-denitrification rate in overlying water. SPS also accelerated denitrification, in bed-sediment due to increased NO3- concentration caused by SPS-mediated nitrification. For these two rivers, 1 g L-1 SPS will lead to N-loss enhancement by approximately 25-120%, and the enhancement increased with organic carbon content of SPS. Thus, we conclude that SPS in overlying water is a hot spot for nitrogen loss in river systems and current estimates of in-stream N-loss are underestimated without consideration of SPS; this may partially compensate for the current imbalance of global nitrogen inputs and sinks. (C) 2016 Elsevier B.V. All rights reserved.Show less"
15,"Brooks, AJ",Sep 2017 ,Do pools impede drift dispersal by stream insects?,FRESHWATER BIOLOGY,"1. Drift of stream insects is one of the most ubiquitous forms of downstream dispersal and thought to be a key factor influencing the persistence of local populations. Identifying the factors that limit drift dispersal between habitat patches is needed to understand the connectivity of insect populations along river channels.2. We determined whether insects drifting between riffle habitats (i.e. patches of suitable habitat) were impeded by natural, slow-moving pools (i.e. unsuitable habitat), limiting dispersal to the next downstream riffle, by estimating drift rates entering and exiting pools. We also investigated whether the frequency of drift dispersal between riffle habitats decreased with increasing pool size (length, width and depth), resulting from increasing areas of low or zero current velocity and/or distance between habitat patches.3. We found that for the majority of study taxa (7 of the 8 taxa), drift dispersal between riffles was significantly hindered by the intervening pool habitat, supporting our prediction that natural, large slow-moving pools impede the number of invertebrates drifting between riffle habitats. There were three taxa whose drift rates were significantly reduced by increasing pool depth or width-Off-adens hickmani, Austrophlebioides spp. and Austrosimulium spp., and weak relationships (p<.10) were also found for Coloburiscoides munionga and Asmicridea edwardsii. Drift was not associated with pool length for any species, suggesting that hydraulic conditions within a pool limit drift dispersal and not the total distance between riffle habitat patches.4. Overall, our results suggest drift dispersal seems unlikely to be a major mechanism of long distance dispersal, for at least some common insects. These findings indicate that drift may play a more limited role in stream insect dispersal than is commonly considered and that flying adults may therefore have much greater influence on connectivity among populations.Show less"
16,"Zielinski, DP",Oct 2020 ,Single-Stream Recycling Inspires Selective Fish Passage Solutions for the Connectivity Conundrum in Aquatic Ecosystems,BIOSCIENCE,"Barrier removal is a recognized solution for reversing river fragmentation, but restoring connectivity can have consequences for both desirable and undesirable species, resulting in a connectivity conundrum. Selectively passing desirable taxa while restricting the dispersal of undesirable taxa (selective connectivity) would solve many aspects of the connectivity conundrum. Selective connectivity is a technical challenge of sorting an assortment of things. Multiattribute sorting systems exist in other fields, although none have yet been devised for freely moving organisms within a river. We describe an approach to selective fish passage that integrates ecology and biology with engineering designs modeled after material recycling processes that mirror the stages of fish passage: approach, entry, passage, and fate. A key feature of this concept is the integration of multiple sorting processes each targeting a specific attribute. Leveraging concepts from other sectors to improve river ecosystem function may yield fast, reliable solutions to the connectivity conundrum.Show less"
17,"Wondzell, SM",Mar 1996 ,Seasonal and storm dynamics of the hyporheic zone of a 4th-order mountain stream .1. Hydrologic processes,JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,"The objective of this study was to quantify fluxes of ground water and advected channel water through the shallow aquifer adjacent to a 4th-order mountain stream. A network of wells was installed from 1989 to 1992. Water-table elevations were measured seasonally and during storms. These data were used to calibrate MODFLOW, a 2-dimensional groundwater flow model. The fluxes of water through the subsurface were estimated from the head distributions predicted by the model for 8 steady state model runs bracketing the observed range in baseflow conditions, and for 1 transient simulation of a large storm. The overall pattern of subsurface flow changed little over the course of the year, even though the relative flux of advected channel water and ground water changed among seasons and during storms. Apparently the longitudinal gradient of the main valley, the location of the stream, and the influence of secondary channels determined the pattern of subsurface flows. Subsurface fluxes through a gravel bar were dominated by advected channel water but fluxes through the floodplain were dominated by ground water. Flow rates were positively correlated to estimated stream discharge during base-flow periods, but decreased slightly during storms because of precipitation inputs to the aquifer. The mean residence time of water stored within the aquifer was approximately 10 d for the gravel bar and 30 d for the floodplain during baseflow periods. Even though precipitation during the simulated storm equaled 12% and 23% of the water stored in the gravel bar and the floodplain, respectively, the mean residence time of water remained long.Show less"
18,"Gibbins, CN",Feb 2016 ,Influence of groundwater chemistry on hyporheic invertebrate assemblages is revealed by fine-scale sampling,FUNDAMENTAL AND APPLIED LIMNOLOGY,"Relationships between hydrochemistry and invertebrate assemblages were assessed at fine spatial scales within the hyporheic zone of an upland stream. Eighteen stacked colonisation samplers were placed in the streambed and sampled regularly over an 8-month period. Each stack consisted of three individual sampling chambers, positioned at mean depths of 15, 30 and 45 cm below the bed surface. Each chamber had an internal volume of 600 cm(3) and was filled with sediment in the 2-8 mm (b-axis) size range. Water was extracted from each chamber at approximately fortnightly intervals, to characterise its hydrochemistry (dissolved oxygen concentration and alkalinity) and infer the presence of groundwater. Six randomly selected stacks were removed in each of three seasons (winter, spring and summer), with invertebrates present inside then identified and enumerated. Despite marked inter-sample differences in hydrochemistry and the variable presence of groundwater within the hyporheic zone, sampling locations were characterised by broadly similar invertebrate assemblages. Generalised linear mixed models indicated that inter-sample differences in assemblages were primarily related to depth beneath the streambed rather than local hydrochemical conditions, indicating only a limited effect of groundwater discharge on hyporheic communities in this stream. Overall, the chambers revealed finer spatial scale variation than methods used in previous published studies and allowed environmental and ecological characterisation at comparable spatial scales. Future studies using such chambers should seek to increase the number of measured covariates, to better understand the controls on invertebrate assemblages.Show less"
19,"Birnie-Gauvin, K",Jul 2018 ,River connectivity reestablished: Effects and implications of six weir removals on brown trout smolt migration,RIVER RESEARCH AND APPLICATIONS,"Today's river systems have been extensively modified, requiring us to rethink how we approach the management of these important ecosystems. We evaluated the effects of removing 6 weirs in River Villestrup (Jutland, Denmark) on the smolt run of brown trout (Salmo trutta) over the course of 12years. During 5 of these years, we evaluated the number, size, and timing of smolts during their downstream migration. We found an increase in smolt output following the weir removals, along with a decrease in average length and indications of an earlier peak migration. Our results suggest that barrier removal has led to an increase in spawning success by adults, fry survival, recruitment, and smolt migration success. Weir removal is therefore a viable management approach to restore connectivity in freshwater streams and rivers, which promotes the passage of smolts as they migrate to marine environments.Show less"
20,"Jaeger, A",Dec 1 2019 ,Using recirculating flumes and a response surface model to investigate the role of hyporheic exchange and bacterial diversity on micropollutant half-lives,ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS,"Enhancing the understanding of the fate of wastewater-derived organic micropollutants in rivers is crucial to improve risk assessment, regulatory decision making and river management. Hyporheic exchange and sediment bacterial diversity are two factors gaining increasing importance as drivers for micropollutant degradation, but are complex to study in field experiments and usually ignored in laboratory tests aimed to estimate environmental half-lives. Flume mesocosms are useful to investigate micropollutant degradation processes, bridging the gap between the field and batch experiments. However, few studies have used flumes in this context. We present a novel experimental setup using 20 recirculating flumes and a response surface model to study the influence of hyporheic exchange and sediment bacterial diversity on half-lives of the anti-epileptic drug carbamazepine (CBZ) and the artificial sweetener acesulfame (ACS). The effect of bedform-induced hyporheic exchange was tested by three treatment levels differing in number of bedforms (0, 3 and 6). Three levels of sediment bacterial diversity were obtained by diluting sediment from the River Erpe in Berlin, Germany, with sand (1 : 10, 1 : 1000 and 1 : 100 000). Our results show that ACS half-lives were significantly influenced by sediment dilution and number of bedforms. Half-lives of CBZ were higher than ACS, and were significantly affected only by the sediment dilution variable, and thus by bacterial diversity. Our results show that (1) the flume-setup is a useful tool to study the fate of micropollutants in rivers, and that (2) higher hyporheic exchange and bacterial diversity in the sediment can increase the degradation of micropollutants in rivers.Show less"
21,"Xu, ZX",2004 ,DEVELOPMENT OF COUPLED 1D-2D MATHEMATICAL MODELS FOR TIDAL RIVERS,JOURNAL OF HYDRODYNAMICS,"Some coupled 1D-2D hydrodynamic and water quality models depicting tidal water bodies with complex topography were presented. For the coupled models, finite element method was used to solve the governing equations so as to study tidal rivers with complex topography. Since the 1D and 2D models were coupled, the principle of model coupling was proposed to account appropriately for the factors of water level, flow and pollutant flux and the related dynamical behavior was simulated. Specifically the models were used to probe quantitative pollution contribution of receiving water from neighboring Jiangsu and Zhejiang Provinces to the pollution in the Huangpu River passing through Shanghai City. Numerical examples indicated that the developed coupled 1D-2D models are applicable in tidal river network region of Shanghai.Show less"
