,First author,Year,Title,Journal,Abstract
10,"Lehotsky, M",Apr 2018 ,Multitemporal assessment of coarse sediment connectivity along a braided-wandering river,LAND DEGRADATION & DEVELOPMENT,"The article presents the postflood period coarse sediment connectivity (CSC) assessment approach on the basis of the holistic ideas of the interpretation of the long-term CSC in river channels. Seven sets of remote sensing data (1949-2009) were used as the basic information sources to study the CSC along the braided-wandering Bela River by using the patch-graph approach for assessing the structural connectivity. The bar areas (patches), with 200m direct links between them, and the attribute of a deflection angle of a link to the flow direction were parameters used to estimate the integral index of connectivity (IIC) and bar area and bar link importance indices. The higher values of the IIC fit with a well-developed bar system. Conversely, the values of the IIC decrease because of the progressive degradation of the braided pattern. The potential functional CSC was inferred from the variability of the values obtained by the balance indices representing the balance of the channel-floodplain connectivity (B1) and the bar-bar connectivity (B2). Eight types of the potential functional CSC based on the balance indices and the deduction of processes that conditioned the channel-floodplain and in-channel CSC linkages were identified. In order to assess the development of the braidplain pattern in terms of the structural connectivity during the study time span, the linear trendline analysis of IIC associated with flood periods was applied. On the basis of the coefficient of determination, all reaches exhibit a decreasing trend in IIC values but different response to flood periods.Show less"
11,"Kibichii, S",2015 ,The influence of water quality on hyporheic invertebrate communities in agricultural catchments,MARINE AND FRESHWATER RESEARCH,"Despite knowing that agricultural practices affect river ecosystems, studies on water quality and associated hyporheic invertebrate communities are rare. Yet such knowledge is essential for sustainable use of agricultural and water resources. This study, carried out in the agricultural region of south-eastern Ireland in Spring 2007, examined the effect of water pollution on hyporheic fauna. Six river sites of known water quality were assigned to two treatments, namely, clean and polluted rivers. Two hyporheic habitats, below the wetted channel (hyporheic substream) and below the exposed gravel bank (parafluvial), were sampled within each treatment. Total invertebrate densities and richness, crustacean densities and richness, and densities of Ephemeroptera, Plecoptera and Trichoptera (EPT) were significantly reduced in polluted hyporheic and parafluvial habitats. A higher recorded concentration of nitrate in the polluted hyporheic substream habitats was a significant factor in determining the invertebrate assemblages, with reductions in total and crustacean densities, and EPT richness. Similarly, invertebrate density and richness were reduced in polluted parafluvial habitats, likely being related to agricultural intensity, management practices and reduced riparian buffering. This study highlights the direct effects of agricultural practices on the invertebrate communities of hyporheic habitats and emphasises the need for holistic management and conservation measures to ensure future protection.Show less"
12,"Janzen, K",Win 2011 ,Hyporheic Flows Along a Channelled Peatland: Influence of Beaver Dams,CANADIAN WATER RESOURCES JOURNAL,"Investigation into the effects of beaver darns on hyporheic fluxes in channelled peatlands is needed to better understand how biological processes drive stream-riparian area connections and thus nutrient export, and to improve our overall conceptual model of water storage and flow through peatlands. The objective of this study was to determine the influence of beaver dams on vertical and lateral hyporheic exchange. Hydrometric methods were used to determine subsurface flow pathways and estimate hyporheic water fluxes for a third-order stream draining a Canadian Rocky Mountain peatland in 2006 and 2007. Three sites were studied two contained small, in-channel beaver darns and the third was a control. Vertical hyporheic fluxes equaled or exceeded lateral hyporheic fluxes despite the fact that hydraulic conductivity of the stream bed tended to be lower than the banks, suggesting peat hydraulic properties were not the dominant factor in the development of hyporheic exchange in stream systems draining peatlands as has been reported for streams underlain by mineral substrates. Instead, vertical fluxes were partially influenced by the presence of a mineral lens similar to 0.65 in below the ground surface. As well, high riparian water tables in relation to stream stage were key to limiting lateral fluxes. Steep hydraulic gradients above the two darns created looping flow pathways beneath and around them. However, little water actually flowed along these pathways. Measures of larger fluxes of water to the riparian area above the dams than those returning to the stream below the darns suggests either that hyporheic flow paths are longer than those measured in other studies or that the beaver dams generated recharge to the groundwater flow system.Show less"
13,"Sawyer, AH",Aug 7 2009 ,Hyporheic flow and residence time distributions in heterogeneous cross-bedded sediment,WATER RESOURCES RESEARCH,"The permeability heterogeneity of cross-bedded sediment increases path lengths of river-groundwater mixing (hyporheic exchange) in riverbeds and modifies the distribution of residence times. For two case studies, we numerically simulated fluid flow and solute transport through immobile bed forms composed of heterogeneous sediment and equivalent homogeneous sediment in order to clarify how cross-bedded permeability structures impact hyporheic exchange. The two permeability fields are from the cross-bedded Massillon Sandstone and modern climbing ripple deposits of the Brazos River (Texas). In both cases, permeability heterogeneity creates long hyporheic exchange paths but only slightly increases the depth of exchange relative to equivalent homogeneous sediment. In the Massillon example, permeability heterogeneity increases the proportion of long hyporheic residence times (>3 days). In the Brazos example, permeability heterogeneity increases the proportion of short residence times (<17 h). We attribute the different responses in residence time distributions to differences in permeability patterns near the sediment-water interface. The tails of residence time distributions extend for tens of years and conform to a power law in both heterogeneous and homogeneous sediment. Current-bed form interactions are responsible for the long tails, as opposed to permeability heterogeneity.Show less"
14,"Ader, E",Mar 15 2021 ,Logjams as a driver of transient storage in a mountain stream,EARTH SURFACE PROCESSES AND LANDFORMS,"We use four stream segments along a wood-rich, pool-riffle mountain stream in the Southern Rockies of Colorado, USA to examine how spatial variations in wood load and variations in discharge during and after the snowmelt peak flow influence the magnitude of surface and subsurface transient storage. Segments range in complexity from a single channel with no large wood to an anabranching channel with closely spaced, channel-spanning logjams. Discharges at which transient storage was assessed range from base flow to snowmelt peak flow. To explore these relations, we used 10 geomorphic variables representing channel morphology and bed substrate, four wood-related variables representing wood load and associated backwater storage, and two measures of skewness from instream and bulk electrical conductivity breakthrough curves during tracer tests. Instream curves reflect surface and subsurface transient storage, whereas bulk curves primarily represent subsurface transient storage. Higher values of skewness indicate greater retention, and we used the values here as a metric of increased transient storage. Although limited sample size restricts the power of our results, our findings suggest that stream segments with greater instream large wood loads have more and larger pools, greater storage of fine sediment and particulate organic matter, and higher values of skew from instream conductivity. The results also suggest that the presence of instream wood, rather than changes in channel morphology associated with wood, is the most important driver of transient storage. This implies that river management designed to foster transient storage should focus on retaining instream large wood. We did not find significant correlations between geomorphic or wood-related variables and the skew estimated from bulk conductivity, which may reflect the relatively thin alluvium present in the field area and the prevalence of surface transient storage in this system.Show less"
15,"Shelley, F",Dec 2017 ,Enhanced hyporheic exchange flow around woody debris does not increase nitrate reduction in a sandy streambed,BIOGEOCHEMISTRY,"Anthropogenic nitrogen pollution is a critical problem in freshwaters. Although riverbeds are known to attenuate nitrate, it is not known if large woody debris (LWD) can increase this ecosystem service through enhanced hyporheic exchange and streambed residence time. Over a year, we monitored the surface water and pore water chemistry at 200 points along a similar to 50 m reach of a lowland sandy stream with three natural LWD structures. We directly injected N-15-nitrate at 108 locations within the top 1.5 m of the streambed to quantify in situ denitrification, anammox and dissimilatory nitrate reduction to ammonia, which, on average, contributed 85, 10 and 5% of total nitrate reduction, respectively. Total nitrate reducing activity ranged from 0 to 16 A mu M h(-1) and was highest in the top 30 cm of the stream bed. Depth, ambient nitrate and water residence time explained 44% of the observed variation in nitrate reduction; fastest rates were associated with slow flow and shallow depths. In autumn, when the river was in spate, nitrate reduction (in situ and laboratory measures) was enhanced around the LWD compared with non-woody areas, but this was not seen in the spring and summer. Overall, there was no significant effect of LWD on nitrate reduction rates in surrounding streambed sediments, but higher pore water nitrate concentrations and shorter residence times, close to LWD, indicated enhanced delivery of surface water into the streambed under high flow. When hyporheic exchange is too strong, overall nitrate reduction is inhibited due to short flow-paths and associated high oxygen concentrations.Show less"
16,"Wang, LF",Dec 2022 ,"Effect of water chemistry on nitrogen transformation, dissolved organic matter composition and microbial community structure in hyporheic zone sediment columns",ENVIRONMENTAL RESEARCH,"Controlled surface water systems, including those with dams lead to dynamic stage changes that alter the fluctuation directions of flow exchange in the hyporheic zones (HZ). However, the nitrogen transformation, dissolved organic matter (DOM) composition, and microbial community responding to variable scenarios of water source and hyporheic exchange are poorly studied. The present work investigated nitrogen transformation in HZ sediments, focusing on how microbial community structure and biological functions related to nitrogen transformation and sediment-attached DOM compositions. Upwelling of synthesized groundwater, downwelling of synthesized river water and exchangeable elution of both feed water created distinct microbial zonation and N-transformation processes. Mixing of river water and groundwater enhanced microbial diversity, microbial co-occurrence network complexity and N-transformation functions. In terms of the sediment-attached DOM prop-erties after hyporheic exchanges, humic fractions occupied the predominant chromophoric DOM. Correlation analysis implied that there were more DOM properties, e.g., tryptophan-like proteins, humic-like fractions, and the source of humic fractions, involved in affecting the microbial community under downwelling flow. Co-occurrence network analysis verified that fluorescent components, protein-like and lignin-like fractions in sediment-detached DOM were clustered with microbial communities in one module in downwelling column, implying closer interactions among microbial communities and DOM fractions. The strains of Nitrospinae, Dinghuibacter, and Lentimicrobium etc. were key species collaborating to metabolize both nitrogen and DOM in HZ sediments. The work provides insights into how the nitrogen transformation, DOM compositional changes, as well as the linkages between community structure and DOM factions, response to the changes in water chemistry, leading to valuable insights into hyporheic zone functions.Show less"
17,"Bardini, L",May 1 2012 ,Nutrient cycling in bedform induced hyporheic zones,GEOCHIMICA ET COSMOCHIMICA ACTA,"The hyporheic zone is an ecotone connecting the stream and groundwater ecosystem that plays a significant role for stream biogeochemistry. Water exchange across the stream-sediment interface and biogeochemical reactions in the streambed concur to affect subsurface solute concentrations and eventually nutrient cycling in the fluvial corridor. In this paper we investigate the interplay of hydrological and biogeochemical processes in a duned streambed and their effect on spatial distribution of solutes. We employ a numerical model to simulate the turbulent water flow and the pressure distribution over the dunes, and then to evaluate the flow field and the biogeochemical reactions in the hyporheic sediments. Sensitivity analyses are performed to analyze the influence of hydrological and chemical properties of the system on solute reaction rates. The results demonstrate the effect of stream velocity and sediment permeability on the chemical zonation. Changing sediment permeability as well as stream velocity directly affects the nutrient supply and the residence times in the streambed, thus controlling the reaction rates under the dune. Stream-water quality is also shown to influence the reactive behavior of the sediments. In particular, the availability of dissolved organic carbon determines whether the streambed acts as a net sink or source of nitrate. This study represents a step towards a better understanding of the complex interactions between hydrodynamical and biogeochemical processes in the hyporheic zone. (c) 2012 Elsevier Ltd. All rights reserved.Show less"
18,"Brosten, TR",Jul 15 2009 ,Estimating 3D variation in active-layer thickness beneath arctic streams using ground-penetrating radar,JOURNAL OF HYDROLOGY,"We acquired three-dimensional (3D) ground-penetrating radar (GPR) data across three stream sites on the North Slope, AK, in August 2005, to investigate the dependence of thaw depth on channel morphology. Data were migrated with mean velocities derived from multi-offset GPR profiles collected across a stream section within each of the 31) survey areas. GPR data interpretations from the alluvial-lined stream site illustrate greater thaw depths beneath riffle and gravel bar features relative to neighboring pool features. The peat-lined stream sites indicate the opposite; greater thaw depths beneath pools and shallower thaw beneath the connecting runs. Results provide detailed 3D geometry of active-layer thaw depths that can support hydrological studies seeking to quantify transport and biogeochemical processes that occur within the hyporheic zone. Published by Elsevier B.V.Show less"
19,"Liu, SN",Jun 2018 ,Impacts of different rainfall patterns on hyporheic zone under transient conditions,JOURNAL OF HYDROLOGY,"The hyporheic zone (HZ) plays an important role in stream ecology. Previous studies have mainly focused on the factors influencing the HZ in the steady state. However, the exchange between surface water and groundwater in the HZ can become transient during a storm. This study investigates the impacts of different rainfall patterns (varying in intensity and duration) on the HZ under transient conditions. A two-dimensional numerical model of a 10-m long and 2-m deep domain is developed, in which the streambed consists of a series of dunes. Brinkman-Darcy and Navier-Stokes equations are respectively solved for groundwater and surface water, and velocity and pressure are coupled at the interface (i.e., the streambed surface). To compare the results under different transient conditions, this study proposes two indicators, i.e., the influential time (IT, the time required for the HZ to return to its initial state once it starts to change) and the influential depth (ID, the maximum increment in the HZ depth). To detect the extent to which the HZ undergoes significant spatial changes, moving split-window and inflection point tests are conducted. The results indicate that rainfall intensity (RI) and rainfall duration (RD) both display logarithmic relationships with the IT and ID with high coefficients of determination, but only between certain lower and upper thresholds of the RI and RD. Moreover, the distributions of the IT and ID as a function of the RI and RD are mapped using the surface spline and kriging interpolation methods to facilitate future prediction of the IT and ID. In addition, it is observed that the IT has a linear negative correlation with the groundwater response while the ID is not affected by different groundwater responses. All of the derived relationships can be used to predict the impacts of a future rainfall event on the HZ.Show less"
20,"Claret, C",Oct 2003 ,Diel variation in surface and subsurface microbial activity along a gradient of drying in an Australian sand-bed stream,FRESHWATER BIOLOGY,"1. Microbes play key roles in nutrient transformation and organic matter mineralisation in the hyporheic zone but their short-term responses to diel variations in discharge and temperature are unknown. Rates of microbial esterase activity were hypothesised to vary vertically and along a gradient of moisture in a drying sand-bed stream where discharge fluctuated daily in response to evapotranspiration.2. At 'fully saturated', 'moist' and 'dry' locations in three sites along a drying Australian sand-bed stream, microbial activity at three depths ( surface, 10 and 30 cm) was assessed using fluorescein diacetate hydrolysis. Samples were collected in mid-summer in the late afternoon and again at dawn to assess diel variation in hydrolytic activity at each site and depth. Data loggers tracked diel variations in temperature at each depth.3. Hydrolytic activity was up to 10-fold greater in the surface sediments in late afternoon than at dawn in all habitats, and was correlated with surface sediment temperature. Diel differences in activity were not detected at 10 cm, although daily thermal cycles were evident at this depth. Unexpectedly, activity was marginally higher at dawn at 30 cm in all habitats, perhaps reflecting lags in temperature at that depth.4. Overall, microbial activity declined with depth, strongly correlated with vertical trends in total organic matter and concentrations of dissolved phosphorus. Particulate organic matter, probably buried during a flood 35 days earlier, appeared largely responsible for these vertical trends. On the other hand, there was little evidence for hydrological exchange between much of the hyporheic zone and the surface stream, implying that processes in the subsurface zone of this stream are effectively isolated during baseflow in mid-summer.5. Diel cycles of wetting and drying in the moist habitats did not enhance esterase activity relative to the dry or fully saturated habitats. Sediment moisture was not correlated with microbial activity, and mats of senescent algae appeared to inhibit water loss from surface sediments in the moist habitat. In this sand-bed stream, local diel fluctuations in water level appear to have less influence on microbial activity and mineralisation of organic matter in the sediments than occasional floods that bury leaf litter and renew many hyporheic zone functions. Subreach-scale processes seem to be the major driving force of microbial processes and nutrient cycling in this sand-bed river.Show less"
21,"Paillex, A",Feb 2009 ,Large river floodplain restoration: predicting species richness and trait responses to the restoration of hydrological connectivity,JOURNAL OF APPLIED ECOLOGY,"Floodplains are species-rich environments often strongly impacted by human activities. In particular, the negative effects of progressive and rapid disconnection of secondary channels have led to restoration programmes and a growing interest in restoration ecology.Current restoration strategies in large river floodplains focus on the macroinvertebrate response related to the increases in lateral connectivity of the secondary channels. We constructed a framework to assess a gradient of hydrological connectivity among 13 secondary channels and the main channel of a large river, and we modelled the response of a set of macroinvertebrate metrics to this gradient. Comparisons between predicted and observed metrics in restored channels allowed us to measure the effect of an increase in the hydrological connectivity on the biological characteristics of macroinvertebrate assemblages.The pre-restoration framework enabled a clear ordering of channels into three types according to levels of hydrological connectivity. Rarefied richness and species traits, responding to the connectivity gradient, showed a net difference between disconnected channels and the main river channel. We were able to highlight a predation-colonization trade-off along the gradient of hydrological connectivity with a maximum colonization potential in the most connected channels.Post-restoration sampling showed deviations of the restored channels from their expected ecological state. A large proportion of colonizers were favoured by the restoration operations and non-native species occurred in the restored channels.Synthesis and applications. Macroinvertebrate biodiversity in large river floodplains is shaped by lateral hydrological connectivity. Increasing hydrological connectivity led to an increase in colonization rate. One year after restoration, the increase in lateral connectivity had shifted the restored sites away from the predicted state. This unpredictability is, in part, a consequence of the rapid colonization by non-native species of new habitats created by the restoration measures. We recommend that floodplain-scale restoration should focus on diversification of the hydrological connectivity of channels, thereby conserving a maximum of functional characteristics in macroinvertebrate communities.Show less"
22,"Sahoo, S",Apr 30 2019 ,A geomorphology-based integrated stream-aquifer interaction model for semi-gauged catchments,HYDROLOGICAL PROCESSES,"Many of the existing stream-aquifer interaction models available in the literature are very complex with limited applicability in semi-gauged and ungauged catchments. In this study, to estimate the influent and effluent subsurface water fluxes under limited geo-hydrometeorological data availability conditions, a simple stream-aquifer interaction model, namely, the variable parameter McCarthy-Muskingum (VPMM) hillslopestorage Boussinesq (hsB) model, has been developed. This novel model couples the VPMM streamflow transport with the hsB groundwater flow transport modules in online mode. In this integrated model, the surface water-groundwater flux exchange process is modelled by the Darcian approach with the variable hydraulic heads between the river stage and groundwater table accounting for the rainfall forcing. Considering the exchange fluxes in the hyporheic zone and lateral overland flow contribution, this approach is field tested in a typical 48-km stretch of the Brahmani River in eastern India to simulate the streamflow and its depth with the minimum NashSutcliffe efficiency of 94% and 88%; the maximum root mean square error of 134 m3/s and 0.35 m; and the minimum index of agreement of 98% and 97%, respectively. This modelling approach could be very well utilized in data-scarce world-river basins to estimate the stream-aquifer exchange flux due to rainfall forcings.Show less"
23,"Zhao, JK",3rd International Conference on Environmental Science and Information Application Technology (ESIAT),Analysis on the Water Exchange between the Main Stream of the Yangtze River and the Poyang Lake,,
24,"Sharma, P",Sep 2018 ,Oscillating two-stream instability in strongly coupled plasma,LASER AND PARTICLE BEAMS,"Oscillating two-stream instability (OTSI) of a high amplitude laser or a plasma wave is investigated in plasmas with strongly coupled ions. It is shown that in some parameter regime, the pressure of strongly coupled ions becomes negative, which leads to enhance the bunching of ion and concomitant destabilization of OTSI. Applications of these results to ion accelerator and inertial confinement fusion experiments are discussed.Show less"
25,"Dittinger, E",Feb 2018 ,Increased functional connectivity in the ventral and dorsal streams during retrieval of novel words in professional musicians,HUMAN BRAIN MAPPING,"Current models of speech and language processing postulate the involvement of two parallel processing streams (the dual stream model): a ventral stream involved in mapping sensory and phonological representations onto lexical and conceptual representations and a dorsal stream contributing to sound-to-motor mapping, articulation, and to how verbal information is encoded and manipulated in memory. Based on previous evidence showing that music training has an influence on language processing, cognitive functions, and word learning, we examined EEG-based intracranial functional connectivity in the ventral and dorsal streams while musicians and nonmusicians learned the meaning of novel words through picture-word associations. In accordance with the dual stream model, word learning was generally associated with increased beta functional connectivity in the ventral stream compared to the dorsal stream. In addition, in the linguistically most demanding ""semantic task,"" musicians outperformed nonmusicians, and this behavioral advantage was accompanied by increased left-hemispheric theta connectivity in both streams. Moreover, theta coherence in the left dorsal pathway was positively correlated with the number of years of music training. These results provide evidence for a complex interplay within a network of brain regions involved in semantic processing and verbal memory functions, and suggest that intensive music training can modify its functional architecture leading to advantages in novel word learning.Show less"
