,First author,Year,Title,Journal,Abstract
10,"Packman, AI",9th International Symposium on the Interactions between Sediments and Water,Relative roles of stream flow and sedimentary conditions in controlling hyporheic exchange,HYDROBIOLOGIA,
11,"Boano, F",Jan 2007 ,Bedform-induced hyporheic exchange with unsteady flows,ADVANCES IN WATER RESOURCES,"The interaction between surface and subsurface water has a crucial influence on the biochemistry of stream environments. Even though the river discharge and the flow conditions can seldom be considered to be steady, the influence of this unsteadiness on the hyporheic exchange has often been neglected. In this work, a model for the study of hyporheic exchange during unsteady conditions has been developed. The model provides a sound analytical framework for the analysis of the effects of a varying stream discharge on the exchange between a stream and the hyporheic zone. The effects of the unsteadiness on the water exchange flux, the residence time of the solutes in the bed, and the stored mass are quantified. A synthetic example shows the substantial influence of a flood on the hyporheic exchange, and that the application of a steady model can lead to an underestimation of the exchanged mass, even after the flood has ended. (C) 2006 Elsevier Ltd. All rights reserved.Show less"
12,"Worman, A",Jan 2002 ,Effect of flow-induced exchange in hyporheic zones on longitudinal transport of solutes in streams and rivers,WATER RESOURCES RESEARCH,"[1] Temporary storage of solutes in streams is often controlled by flow-induced uptake in hyporheic zones. This phenomenon accounts for the tails that are generally observed following the passage of a solute pulse, and such exchange is particularly important for the transport of reactive substances that can be subject to various biogeochemical processes in the subsurface. Advective pumping, induced by streamflow over an irregular permeable bed, leads to a distribution of pore water flow paths in the streambed and a corresponding distribution of subsurface solute residence times. This paper describes a modeling framework that couples longitudinal solute transport in streams with solute advection along a continuous distribution of hyporheic flow paths. Moment methods are used to calculate the shape of solute breakthrough curves in the stream based on various representations of hypotheic exchange, including both advective pumping and several idealized formulations. Basic hydrodynamic principles are used to derive the distribution of solute residence times due to pumping. The model provides an accurate representation of the breakthrough curves of tritium along a 30 km reach of Sava Brook in Uppland County in Sweden. Both hydrodynamic theory for pumping exchange and pore water samples obtained from the bed during the tracer experiment suggest that the residence time for solutes in the hyporheic zone is characterized by a log normal probability density function. Closed-form solutions of the central temporal moments of solute breakthrough curves in the stream reveal a significant similarity between this new model and existing models of hyporheic exchange, including the Transient Storage Model. The new model is advantageous because its fundamentally derived exchange parameters can be expressed as functions of basic hydrodynamic quantities, which allows the model results to be generalized to conditions beyond those directly observed during tracer experiments. The utility of this approach is demonstrated by using the pumping theory to relate the spatial variation of hyporheic exchange rate along Sava Brook with the local Froude number, hydraulic conductivity and water depth.Show less"
13,"Cozzetto, KD",Sep 2013 ,The influence of stream thermal regimes and preferential flow paths on hyporheic exchange in a glacial meltwater stream,WATER RESOURCES RESEARCH,"Given projected increases in stream temperatures attributable to global change, improved understanding of relationships between stream temperatures and hyporheic exchange would be useful. We conducted two conservative tracer injection experiments in a glacial meltwater stream, to evaluate the effects of hyporheic thermal gradients on exchange processes, including preferential flow paths (PFPs). The experiments were conducted on the same day, the first (a stream injection) during a cool, morning period and the second (dual stream and hyporheic injections) during a warm, afternoon period. In the morning, the hyporheic zone was thermally uniform at 4 degrees C, whereas by the afternoon the upper 10 cm had warmed to 6-12 degrees C and exhibited greater temperature heterogeneity. Solute transport modeling showed that hyporheic cross-sectional areas (A(s)) at two downstream sites were two and seven times lower during the warm experiment. Exchange metrics indicated that the hyporheic zone had less influence on downstream solute transport during the warm, afternoon experiment. Calculated hyporheic depths were less than 5 cm, contrasting with tracer detection at 10 and 25 cm depths. The hyporheic tracer arrival at one downstream site was rapid, comparable to the in-stream tracer arrival, providing evidence for PFPs. We thus propose a conceptual view of the hyporheic zone in this reach as being dominated by discrete PFPs weaving through hydraulically isolated areas. One explanation for the simultaneous increase in temperature heterogeneity and A(s) decrease in a warmer hyporheic zone may be a flow path preferentiality feedback mechanism resulting from a combination of temperature-related viscosity decreases and streambed heterogeneity.Show less"
14,"Stewardson, MJ",MSSANZ 19th Biennial Congress on Modelling and Simulation (MODSIM),Modelling hyporheic exchange: From the boundary layer to the basin,,
15,"Wyatt, KH",Jul 2008 ,Benthic algal response to hyporheic-surface water exchange in an alluvial river,HYDROBIOLOGIA,"We studied the response of benthic algae to points of hyporheic-surface water exchange in the main channel of the Middle Fork Flathead River within the Nyack Flood Plain, Montana. We examined hyporheic exchange at 120 sites using piezometers and measuring vertical hydraulic gradient (VHG), hydraulic conductivity, and vertical discharge. We removed benthic algae from a single cobble at each site, and we used VHG to group sampling sites for statistical analysis. Algal cell density and chlorophyll a concentration were significantly higher at sites with hyporheic discharge (+VHG, upwelling) compared to both sites with hyporheic recharge (-VHG, downwelling) and sites with no hyporheic-surface water exchange (=VHG, neutral) (ANOVA, P < 0.05). The assemblages of algae at upwelling sites were also significantly different from downwelling and neutral exchange sites (ANOSIM, P < 0.05). Filamentous green algae Stigeoclonium sp. and Zygnema sp. and a chrysophyte, Hydrurus foetidus (Villars) Trevisan were abundant at upwelling sites, whereas an assemblage of diatoms Achnanthidium minutissimum (Kutzing) Czarnecki, Cymbella excisa Kutzing, Diatoma moniliformis Kutzing, and Gomphonema olivaceoides Hustedt, were the most abundant taxa at downwelling and neutral exchange sites, occurring attached to, or in close association with the stalks of Didymosphenia geminata (Lyngbye) Schmidt. These data show that benthic algal communities are structured differently depending on the direction of hyporheic flux in the main channel of a large alluvial river, suggesting that hyporheic-surface exchange may influence the spatial distribution of main-channel benthic algae in rivers with hyporheic-surface water connectivity.Show less"
16,"Di Lorenzo, T",Jun 2013 ,Incorporating the hyporheic zone within the river discontinuum: Longitudinal patterns of subsurface copepod assemblages in an Alpine stream,LIMNOLOGICA,"At coarse spatial scales, Alpine streams are patchy discontinuum environments from headwaters to mouth. This condition may have profound implications on the structure and function of the hyporheic ecotone. This study was aimed at assessing whether meiofaunal copepod assemblages displayed a longitudinal zonation corresponding to discontinuities along an Alpine stream profile determined by changes of geology and alternating canyon and floodplain segments. Moreover, the study aimed at testing, at a regional scale, the potential role of copepods as describers of surface-subsurface hydrological exchanges in the hyporheic zone. The results indicated that copepod assemblage compositions changed according to geomorphological and physicochemical stream longitudinal discontinuities. The headwater upwelling sector of the stream predominantly harboured stygobiotic species; the intermediate sector, where stream water is in hydrodynamic equilibrium with ground water, was characterised by the highest species richness and abundances both of stygobiotic and non-stygobiotic species; the downstream alluvial fan, where downwelling occurred, was defined by high non-stygobiotic species richness along with low occurrence of stygobionts. The different distribution of stygobiotic and non-stygobiotic species in gaining and losing sectors of this Alpine stream suggested the role of copepods as describers of the hydrological flowpaths in the hyporheic zone at the catchment scale. (c) 2013 Elsevier GmbH. All rights reserved.Show less"
17,"Sparacino, MS",Jan 2019 ,Form-based river restoration decreases wetland hyporheic exchange: Lessons learned from the Upper Colorado River,EARTH SURFACE PROCESSES AND LANDFORMS,"Restoration of river-wetland systems to recover lost ecosystem services and restore consistent flood regimes is commonly directed at modifying in-channel storage and hyporheic exchange. Here, we monitored the hydrologic response to channel realignment in a montane river-wetland system by comparing pre- and post-restoration measurements. In 2015, an earthen berm and 190 m segment of the Upper Colorado River were constructed to consolidate flow from multiple channels into the historic thalweg. We injected a sodium chloride tracer during baseflow and used mass-balance calculations and electrical resistivity imaging to assess changes in near-channel hyporheic exchange. Results indicate a decrease in hyporheic exchange within the wetland due to lost complexity along the consolidated flow path. Subsurface complexity appears to control hyporheic exchange more than surface complexity. Flow consolidation increased the area-adjusted wetland water yield by 231 mm, indicating a loss of wetland water storage capacity. One year of post-restoration monitoring suggests that the form-based channel restoration directed at consolidating flow into a single thread adversely affected the hyporheic exchange functioning in the pre-restoration system. Results from this case study are applicable to restoration planners as they consider the effects of form-based projects on water storage capacity in similar systems. (c) 2018 John Wiley & Sons, Ltd.Show less"
18,"Marzadri, A",Nov 27 2014 ,Multi-scale streambed topographic and discharge effects on hyporheic exchange at the stream network scale in confined streams,JOURNAL OF HYDROLOGY,"The hyporheic zone is the volume of the streambed sediment mostly saturated with stream water. It is the transitional zone between stream and shallow-ground waters and an important ecotone for benthic species, including macro-invertebrates, microorganisms, and some fish species that dwell in the hyporheic zone for parts of their lives. Most hyporheic analyses are limited in scope, performed at the reach scale with hyporheic exchange mainly driven by one mechanism, such as interaction between flow and ripples or dunes. This research investigates hyporheic flow induced by the interaction of flow and streambed topography at the valley-scale under different discharges. We apply a pumping based hyporheic model along a 37 km long reach of the Deadwood River for different flow releases from Deadwood Reservoir and at different discharges of its tributaries. We account for dynamic head variations, induced by interactions of small-scale topography and flow, and piezometric head variations, caused by reach-scale bathymetry-flow interactions. We model the dynamic head variations as those caused by dune-like bedforms and piezometric heads with the water surface elevation predicted with a 1-dimensional, 1D, hydraulic model supported by close-spaced cross-sections extracted every channel width from high-resolution bathymetry. Superposition of these two energy-head components provides the boundary condition at the water-sediment interface for the hyporheic model. Our results show that small- and large-scale streambed features induce fluxes of comparable magnitude but the former and the latter dominate fluxes with short and long residence times, respectively. In our setting, stream discharge and alluvium thickness have limited effects on hyporheic processes including the thermal regime of the hyporheic zone. Bed topography is a strong predictor of hyporheic exchange and the 10 wavelet is a convenient way to describe the bed topography quantitatively. Thus wavelet power could be a good index for hyporheic potential, with areas of high and low wavelet power coinciding with high and low hyporheic fluxes, respectively. (C) 2014 Elsevier B.V. All rights reserved.Show less"
19,"King, TV",Mar 2019 ,Quantifying Reach-Average Effects of Hyporheic Exchange on Arctic River Temperatures in an Area of Continuous Permafrost,WATER RESOURCES RESEARCH,"Hyporheic exchange has the potential to significantly influence river temperatures in regions of continuous permafrost under low-flow conditions given the strong thermal gradients that exist in river bed sediments. However, there is limited understanding of the impacts of hyporheic exchange on Arctic river temperatures. To address this knowledge gap, heat fluxes associated with hyporheic exchange were estimated in a fourth-order Arctic river using field observations coupled with a river temperature model that accounts for hyporheic exchange influences. Temperature time series and tracer study solute breakthrough curves were measured in the main channel and river bed at multiple locations and depths to characterize hyporheic exchange and provide parameter bounds for model calibration. Model results for low-flow periods from 3 years indicated that hyporheic exchange contributed up to 27% of the total river energy balance, reduced the main channel diel temperature range by up to 1.7 degrees C, and reduced mean daily temperatures by up to 0.21 degrees C over a 13.1-km study reach. These influences are due to main channel heat loss during the day and gain at night via hyporheic exchange and heat loss from the hyporheic zone to the ground below via conduction. Main channel temperatures were found to be sensitive to simulated changes in ground temperatures due to changes in hyporheic exchange heat flux and deeper ground conduction. These results suggest that the moderating influence of hyporheic exchange could be reduced if ground temperatures warm in response to projected increases in permafrost thaw below rivers.Show less"
20,"Mori, N",Jun 2011 ,The effect of in-stream gravel extraction in a pre-alpine gravel-bed river on hyporheic invertebrate community,HYDROBIOLOGIA,"We investigated the effect of in-stream gravel extraction in a pre-alpine gravel-bed river on hyporheic invertebrate community, together with changes in the hyporheic geomorphology, physico-chemistry and biofilm activity. Hyporheic invertebrates were collected, together with environmental data, on seven sampling occasions from June 2004 to May 2005, at two river reaches-at the site of in-stream gravel extraction and at a site 2.5 km upstream. The hyporheic samples were taken from the river bed and from the gravel bars extending laterally from the stream channel. The invertebrate community was dominated by insect larvae (occasional hyporheos), followed by meiofauna (permanent hyporheos). Stygobionts were present at low species richness and in low densities. Gravel extraction from the stream channel led to changes in the patterns of water exchange between surface and subsurface and changes in the sediment composition at the site. Immediate reductions in density and taxonomic richness of invertebrates were observed, together with changes in their community composition. The hyporheic invertebrate community in the river recovered relatively fast (in 2.5 months) by means of density and taxonomic richness, while by means of community composition invertebrates needed 5-7 months to recover. The impact of fine sediments (< 0.1 mm) on biofilm activity measured through ETS activity and hyporheic invertebrate density and taxonomic richness was strongly confirmed in this study.Show less"
21,"Argerich, A",Sep 2011 ,Temporal variation of hydrological exchange and hyporheic biogeochemistry in a headwater stream during autumn,JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,"The hyporheic zone is of great interest for stream ecologists because of its role in stream biogeochemical processing. Our study addresses the effects of leaf-litter inputs and varying discharge on surface-hyporheic water exchange and their possible consequences for the hyporheic zone biogeochemistry. Our study was conducted during autumn in Riera de Santa Fe (northeastern Iberian Peninsula), a stream with a well developed deciduous riparian canopy. We placed 15 wells spaced at 5-m intervals longitudinally down the study reach and measured surface and hyporheic nutrient and dissolved O-2 (DO) concentrations on 23 sampling dates (15 during the leaffall period and 8 after a flood that washed out 65% of the accumulated leaf biomass). We assessed changes in surface-water exchange and in hyporheic NH4-N and soluble reactive P (SRP) uptake via coinjection of a conservative tracer and nutrients. Compared to surface water, hyporheic water had lower DO, higher SRP and NO3-N concentrations, and similar NH4-N concentration. Hyporheic water had higher DO saturation (p = 0.00) and higher NH4-N concentration (p = 0.00) in downwelling than in upwelling wells, whereas SRP and NO3-N concentrations did not differ significantly between well types (p > 0.05). Hydrologic connectivity was higher in downwelling than in upwelling wells and decreased with leaf-litter accumulation in the stream channel and increased with stream discharge. Increased connectivity after a flood reduced the difference in DO between surface and hyporheic compartments in upwelling and downwelling wells and in NO3-N in upwelling wells. NH4-N and SRP uptake responded differently to these changes. Hyporheic SRP uptake rate was controlled by hyporheic SRP concentration, which did not vary with changes in connectivity, whereas NH4-N uptake rate was indirectly affected by changes in connectivity through the influence of connectivity on DO availability. Last, although no NO3-N was added during the solute injections, we observed an increase in hyporheic NO3-N that probably was caused by nitrification. Together these results illustrate how the combination of stream hydrology and organic matter accumulation can dictate seasonal changes in hyporheic biogeochemistry.Show less"
22,"Harvey, J",Apr 2019 ,How Hydrologic Connectivity Regulates Water Quality in River Corridors,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,"Downstream flow in rivers is repeatedly delayed by hydrologic exchange with off-channel storage zones where biogeochemical processing occurs. We present a dimensionless metric that quantifies river connectivity as the balance between downstream flow and the exchange of water with the bed, banks, and floodplains. The degree of connectivity directly influences downstream water quality - too little connectivity limits the amount of river water exchanged and leads to biogeochemically inactive water storage, while too much connectivity limits the contact time with sediments for reactions to proceed. Using a metric of reaction significance based on river connectivity, we provide evidence that intermediate levels of connectivity, rather than the highest or lowest levels, are the most efficient in removing nitrogen from Northeastern United States' rivers. Intermediate connectivity balances the frequency, residence time, and contact volume with reactive sediments, which can maximize the reactive processing of dissolved contaminants and the protection of downstream water quality. Our simulations suggest denitrification dominantly occurs in riverbed hyporheic zones of streams and small rivers, whereas vertical turbulent mixing in contact with sediments dominates in mid-size to large rivers. The metrics of connectivity and reaction significance presented here can facilitate scientifically based prioritizations of river management strategies to protect the values and functions of river corridors.Show less"
23,"Stonedahl, SH",Sep 2013 ,"Interactions between hyporheic flow produced by stream meanders, bars, and dunes",WATER RESOURCES RESEARCH,"Stream channel morphology from grain-scale roughness to large meanders drives hyporheic exchange flow. In practice, it is difficult to model hyporheic flow over the wide spectrum of topographic features typically found in rivers. As a result, many studies only characterize isolated exchange processes at a single spatial scale. In this work, we simulated hyporheic flows induced by a range of geomorphic features including meanders, bars and dunes in sand bed streams. Twenty cases were examined with 5 degrees of river meandering. Each meandering river model was run initially without any small topographic features. Models were run again after superimposing only bars and then only dunes, and then run a final time after including all scales of topographic features. This allowed us to investigate the relative importance and interactions between flows induced by different scales of topography. We found that dunes typically contributed more to hyporheic exchange than bars and meanders. Furthermore, our simulations show that the volume of water exchanged and the distributions of hyporheic residence times resulting from various scales of topographic features are close to, but not linearly additive. These findings can potentially be used to develop scaling laws for hyporheic flow that can be widely applied in streams and rivers.Show less"
24,"Lu, CP",Sep 2017 ,Heat tracing to determine spatial patterns of hyporheic exchange across a river transect,HYDROGEOLOGY JOURNAL,"Significant spatial variability of water fluxes may exist at the water-sediment interface in river channels and has great influence on a variety of water issues. Understanding the complicated flow systems controlling the flux exchanges along an entire river is often limited due to averaging of parameters or the small number of discrete point measurements usually used. This study investigated the spatial pattern of the hyporheic flux exchange across a river transect in China, using the heat tracing approach. This was done with measurements of temperature at high spatial resolution during a 64-h monitoring period and using the data to identify the spatial pattern of the hyporheic exchange flux with the aid of a one-dimensional conduction-advection-dispersion model (VFLUX). The threshold of neutral exchange was considered as 126 L m(-2) d(-1) in this study and the heat tracing results showed that the change patterns of vertical hyporheic flux varied with buried depth along the river transect; however, the hyporheic flux was not simply controlled by the streambed hydraulic conductivity and water depth in the river transect. Also, lateral flow dominated the hyporheic process within the shallow high-permeability streambed, while the vertical flow was dominant in the deep low-permeability streambed. The spatial pattern of hyporheic exchange across the river transect was naturally controlled by the heterogeneity of the streambed and the bedform of the stream cross-section. Consequently, a two-dimensional conceptual illustration of the hyporheic process across the river transect is proposed, which could be applicable to river transects of similar conditions.Show less"
25,"Stonedahl, F",14th International Conference on Genetic and Evolutionary Computation Conference (GECCO),Darwinian Rivers: Evolving Stream Topographies to Match Hyporheic Residence Time Distributions,,
