,First author,Year,Title,Journal,Abstract
10,"Glinska-Lewczuk, K",Jan 8 2009 ,Water quality dynamics of oxbow lakes in young glacial landscape of NE Poland in relation to their hydrological connectivity,ECOLOGICAL ENGINEERING,"In this paper, the functioning of floodplain lakes was documented on the basis of water quality and hydrological data in a postglacial river floodplain representative of the temperate climatic zone. Nine oxbow lakes in the middle section of the River Lyna floodplain located in north-eastern Poland were investigated. Three groups of oxbow lakes distinguished on the basis of hydrological connectivity and retention time (lotic, semi-lotic and lentic) showed significant spatial and temporal differences in chemical parameters of water and matter cycling in relation to water table fluctuations, sediment character and aquatic plant diversity. Lotic habitats had parameters similar to river water, in particular to EC, main cation and anion concentrations. When the connection to a river is maintained, oxbow lakes prolong their existence due to multiple exchanges of matter. Very short-term water retention in lotic habitats is not favorable for sedimentation of such particles as Ca or SO4, Na, K, Cl which are easily moved by river water. This is contrary to lentic (disconnected) water bodies, where retention time is incomparably longer and internal cycling limits ecosystem productivity. Disconnected oxbow lakes undergo the highest seasonal variations in nutrient availability related in summer to intensive development of free-floating phytocenoses that limit light and aeration conditions, whereas and in winter to long-term ice cover. The presented data indicate an important function of oxbow lakes that relies on the regulation of nutrient transfer towards rivers. The effectiveness of TIN withdrawal from lentic oxbow lakes is estimated as 75%, whereas and in other macroelements from 50% to 82%, when compared to the lotic type. The retention ability of natural riverine ecosystems should be considered in proper designs of created wetlands. (C) 2008 Elsevier B.V All rights reserved.Show less"
11,"Kurthen, AL",Oct 21 2020 ,"Metacommunity Structures of Macroinvertebrates and Diatoms in High Mountain Streams, Yunnan, China",FRONTIERS IN ECOLOGY AND EVOLUTION,"The metacommunity concept has received increasing interest in the past two decades. However, there has been limited research examining metacommunity structure of communities in high mountain streams. These ecosystems are often physically constrained and can display large environmental gradients within a relatively small spatial extent. Here, we examined metacommunity structures of stream organisms in a high mountain region, which is part of the Hengduan Mountains region in Southwest China. Macroinvertebrates and diatoms were collected from six streams in two opposite aspects of the same mountain with different connectivity between streams. On the west aspect, streams are tributaries of a river (i.e., river-connected) while streams flow into a lake (i.e., lake-connected) on the east aspect. We used Elements of Metacommunity Structure analysis to explore the metacommunity structuring of these two biological models. We also compared the contribution of dispersal and environmental filtering in structuring metacommunities by looking at Euclidean, network, topographic, and environmental distances. Communities of diatoms and macroinvertebrates were structured with clear turnover on both aspects. Further, diatom communities exhibited Clementsian structure on both aspects. Macroinvertebrates exhibited different metacommunity structures on the river-connected aspect (Quasi-Clementsian) and lake-connected aspect (Clementsian). Our results indicated that on the lake-connected aspect, environmental filtering had a stronger association with community dissimilarity than on the river-connected aspect for both macroinvertebrate and diatom communities. Diatom communities were more influenced by environmental filtering on the east aspect with weakened network connectivity compared with those on the west aspect. Our results also emphasized the potential effects of biotic interactions between macroinvertebrates and diatoms on shaping community structures of one other. Our study provides substantial elements to further understand metacommunity structure and highlights the necessity of future research to reveal the underlying mechanisms of community structuring in these remote ecosystems.Show less"
12,"Argent, DG",2009 ,Fish Assemblage Connectivity in the Monongahela River Basin,NORTHEASTERN NATURALIST,"Tributary and mainstem corridors represent important fish-connectivity avenues in large riverscapes. We evaluated the connectivity of 40 Monongahela River tributaries in southwestern Pennsylvania and their respective mainstem junctions using a variety of gears. Twelve tributaries were so fragmented by physical and water-quality impediments, comparisons could not be made. Among the 28 remaining tributaries, classified as adventitious (1(st)-3(rd) order) or ordered (4(th)-5(th) order), we evaluated fish communities using the Jaccard coefficient of similarity, a cluster analysis, and a Venn diagram. Adventitious tributaries shared 82% of their total faunal complement with ordered tributaries and 29% with the mainstem, while 70% of the ordered ichthyofauna was common to the mainstem. The ichthyofauna of the adventitious tributary network was more distinct and isolated from the mainstem than that of ordered tributaries. In fragmented riverscapes such as this, islands (tributaries) of biodiversity may warrant special protection.Show less"
13,"Coops, H",10th International Symposium on Regulated Streams,Trophic gradients in a large-river delta: Ecological structure determined by connectivity gradients in the Danube Delta (Romania),RIVER RESEARCH AND APPLICATIONS,
14,"Tillman, DC",Jan 2003 ,Subsurface hydrology and degree of burial affect mass loss and invertebrate colonisation of leaves in a woodland stream,FRESHWATER BIOLOGY,"1. In deciduous forest streams, fallen leaves form a large component of the total organic matter budget, and many leaves become buried within stream sediments. We examined the processing of buried leaves as compared with those at the surface, and the influence of subsurface hydrology on processing rates.2. Leaf packs were secured on the streambed surface or buried 10 cm deep in upwelling and downwelling reaches of a second-order stream in Michigan, U. S. A. Mass loss and invertebrate colonisation were measured from October to February.3. Leaves buried in upwelling reaches lost mass more slowly ( exponential decay coefficient, k = -0.0097) than did leaves from the other treatments (buried downwelling:) 0.017; surface upwelling:) 0.022; surface downwelling: -0.021).4. Initially, more invertebrates colonised surface leaf packs than buried packs. During the remainder of the study, however, hydrology had a greater effect on invertebrate abundance than did burial, as more invertebrates were found in packs in downwelling reaches than in upwelling reaches.5. Local subsurface hydrology and degree of burial, factors rarely considered in studies of detritus processing, can significantly influence mass loss and invertebrate colonisation of fallen leaves in streams. Furthermore, because of slower processing, subsurface zones may function as organic matter reservoirs that gradually 'spiral' carbon to downstream subsurface and surface habitats.Show less"
15,"Chin, A",37th Binghamton Geomorphology Symposium on Human Role in Changing Fluvial Systems,Urban transformation of river landscapes in a global context,GEOMORPHOLOGY,
16,"Preiner, S",Feb 2008 ,"The significance of side-arm connectivity for carbon dynamics of the River Danube, Austria",FRESHWATER BIOLOGY,"1. Side-arms connected to the main stem of the river are key areas for biogeochemical cycling in fluvial landscapes, exhibiting high rates of carbon processing.2. This work focused on quantifying autochthonous and allochthonous carbon pools and, thereby, on comparing transport and transformation processes in a restored side-arm system of the River Danube (Regelsbrunn). We established a carbon budget and quantified carbon processing from March to September 2003. In addition, data from previous studies during 1997 to 1999 were assessed.3. Gross primary production (GPP) and community respiration were estimated by diel oxygen time curves and an oxygen mass balance. Plankton primary production was determined to estimate its contribution to GPP under different hydrological conditions.4. Based on the degree of connectivity, three hydrological phases were differentiated. Most of the organic matter, dominated by allochthonous carbon, was transported in the main channel and through the side-arm during floods, while at intermediate and low flows (and thus connectivity), transformation processes became more important and autochthonous carbon dominated the carbon pool. The side-arm system functioned as a sink for particulate matter [total suspended solids and particulate organic carbon (POC)] and a source of dissolved organic carbon (DOC) and chlorophyll-a.5. Autochthonous primary production of 4.2 t C day(-1) in the side-arm was equivalent to about 20% of the allochthonous inputs of 20 t C day(-1) (POC and DOC) entering the area at mean flow (1% of the discharge of the main channel). Pelagic photosynthesis was generally high at mean flow (1.3-3.8 g C m(-2) day(-1)), and contributed up to 90% of system productivity. During long stagnant periods at low discharge, the side-arm was controlled by biological processes and a shift from planktonic to benthic activity occurred (benthic primary production of 0.4-14 g C m(-2) day(-1)).6. The transformation of the organic matter that passes through the side-arm under different hydrological conditions, points to the importance of these subsystems in contributing autochthonous carbon to the food web of the main channel.Show less"
17,"Stoffels, RJ",Apr 2016 ,Dynamics of fish dispersal during river-floodplain connectivity and its implications for community assembly,AQUATIC SCIENCES,"In river-floodplain ecosystems, overbank flows interact with floodplain geomorphology to generate a network of transient inter-waterbody connections. Heterogeneity in the characteristics of these connections may interact with species-specific dispersal capacity to affect the maintenance of diversity and community assembly on the floodplain. We modelled the immigration and emigration rates of nine species of fish entering and leaving a large floodplain lake during a hydrological connection with the parent river. Dispersal rates were modelled as a continuous function of time-since-connection over 3 months, with the aim of testing for species-specific patterns in (a) the timing and magnitudes of lateral dispersal, and (b) the balance between total immigration into, and emigration from, the lake. Significant interspecific variation in the timing and magnitude of lateral dispersal was evident. Magnitude of lateral dispersal was not a function of local abundance for all species. Further, the balance between immigration to, and emigration from, the lake varied significantly across species, and over time within species. The immigration-emigration balance of a species was not related to its magnitude of lateral dispersal, but may be related to its behavioural and life-history traits. Spatial heterogeneity in the duration of inter-waterbody connections may interact with species-specific dispersal functions to shape assembly of floodplain communities. Accordingly, habitat heterogeneity among floodplain waterbodies is not strictly necessary for heterogeneity in fish community composition. These dynamics have implications for the maintenance of diversity in river-floodplain fish metacommunities under both natural and managed connectivity regimes.Show less"
18,"Drummond, JD",Jul 7 2015 ,"Microbial Transport, Retention, and Inactivation in Streams: A Combined Experimental and Stochastic Modeling Approach",ENVIRONMENTAL SCIENCE & TECHNOLOGY,"Long-term survival of pathogenic microorganisms in streams enables long-distance disease transmission In order to manage water-borne diseases more effectively we need to better predict how microbes behave in freshwater systems, particularly how they are transported downstream in rivers. Microbes continuously immobilize and resuspend during downstream transport owing to a variety of processes including gravitational settling, attachment to in-stream structures such as submerged macrophytes, and hyporheic exchange and filtration within underlying sediments. We developed a stochastic model to describe these microbial transport and retention processes in rivers that also accounts for microbial inactivation. We used the model to assess the transport, retention, and inactivation stream and the underlying streambed sediments as measured from multitracer injection experiments. The results demonstrate that the combination of laboratory experiments on sediment cores, stream reach-scale tracer experiments, and multiscale stochastic modeling improves assessment of microbial transport in streams. This study (1) demonstrates new observations of microbial dynamics in streams with improved data quality than prior studies, (2) advances a stochastic modeling framework to include microbial inactivation processes that we observed to be important in these streams, and (3) synthesizes new and existing data to evaluate seasonal dynamics.Show less"
19,"Scheel, K",Apr 2019 ,Understanding the Large-Scale Influence of Levees on Floodplain Connectivity Using a Hydrogeomorphic Approach,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,"The widespread construction of levees has reduced river-floodplain connectivity and altered associated fluvial processes in many river systems. Despite the recognition that levees can alter floodplain connectivity, few studies have examined the role of levees in reducing floodplain areas at large watershed scales. This paper explores the application of a hydrogeomorphic floodplain inundation model in the Wabash Basin, located in the Midwestern United States, to assess changes in floodplain area in levee-protected areas. We evaluate 10- and 30-m topographic resolutions and spatially examine the influence of levees on floodplain area in relation to river network attributes. Generally, floodplains in levee-protected areas were influenced by topographic resolution, stream order, and elevation details of levees found in topography datasets. We show, when compared to Federal Emergency Management Agency maps, our approach underpredicts floodplain area when using 10-m resolution topography data but only slightly overpredicts when using 30-m resolution data. After removing details of levees from topography data, we found changes in floodplain area varied spatially, but basin-aggregate results changed little compared to topography datasets that contain levees, though larger floodplain areas were produced in some regions where levees were removed. This work contributes to a growing research emphasis on using hydrogeomorphic floodplain models to understand floodplain disconnectivity.Show less"
20,"Armfield, JR",Mar 5 2019 ,Does Stream Water Composition at Sleepers River in Vermont Reflect Dynamic Changes in Soils During Recovery From Acidification?,FRONTIERS IN EARTH SCIENCE,"Stream water pH and composition are widely used to monitor ongoing recovery from the deposition of strong anthropogenic acids in many forested headwater catchments in the northeastern United States. However, stream water composition is a function of highly complex and coupled processes, flowpaths, and variations in soil and bedrock composition. Spatial heterogeneity is especially pronounced in headwater catchments with steep topography, potentially limiting stream water composition as an indicator of changes in critical zone (CZ) dynamics during system recovery. To investigate the link between catchment characteristics, landscape position, and stream water composition we used long-term data (1991-2015) from the Sleepers River Research Watershed (SRRW) in northeastern Vermont. We investigated trends with time in stream water and trends with time, depth, and landscape position (upslope, midslope, and riparian zone) in groundwater (GW) and soil solution. We further determined soil elemental composition and mineralogy on archived (1996) and modern (2017) soil samples to assess changes in composition with time. SRRW is inherently well-buffered by calcite in bedrock and till, but soils had become acidified and are now recovering from acidification. Although base cations, especially Ca, decrease progressively with time in GW, riparian soils have become more enriched in Ca, due to a mixture of lateral and vertical transfers. At the same time stream water Ca fluxes increased over the past two decades, likely due to the leaching of (transient) legacy Ca from riparian zones and increased water fluxes. The stream water response therefore reflects the dynamic changes in soil chemistry, flow routing and water inputs.Show less"
21,"Burkhardt, P",Dec 2021 ,Graph Connectivity in Log Steps Using Label Propagation,PARALLEL PROCESSING LETTERS,"The fastest deterministic algorithms for connected components take logarithmic time and perform superlinear work on a Parallel Random Access Machine (PRAM). These algorithms maintain a spanning forest by merging and compressing trees, which requires pointer-chasing operations that increase memory access latency and are limited to shared-memory systems. Many of these PRAM algorithms are also very complicated to implement. Another popular method is ""leader-contraction"" where the challenge is to select a constant fraction of leaders that are adjacent to a constant fraction of non-leaders with high probability, but this can require adding more edges than were in the original graph. Instead we investigate label propagation because it is deterministic, easy to implement, and does not rely on pointer-chasing. Label propagation exchanges representative labels within a component using simple graph traversal, but it is inherently difficult to complete in a sublinear number of steps. We are able to overcome the problems with label propagation for graph connectivity.We introduce a surprisingly simple framework for deterministic, undirected graph connectivity using label propagation that is easily adaptable to many computational models. It achieves logarithmic convergence independently of the number of processors and without increasing the edge count. We employ a novel method of propagating directed edges in alternating direction while performing minimum reduction on vertex labels. We present new algorithms in PRAM, Stream, and MapReduce. Given a simple, undirected graph G = (V,E) with n = vertical bar V vertical bar vertices, m = vertical bar E vertical bar edges, our approach takes O(m) work each step, but we can only prove logarithmic convergence on a path graph. It was conjectured by Liu and Tarjan (2019) to take O(log n) steps or possibly O(log(2) n) steps. Our experiments on a range of difficult graphs also suggest logarithmic convergence. We leave the proof of convergence as an open problem.Show less"
22,"Worman, A",Oct 1998 ,Analytical solution and timescale for transport of reacting solutes in rivers and streams,WATER RESOURCES RESEARCH,"A number of biogeochemical reactions and lateral hydro:dynamic mixing affects the transport of solute elements in streams and rivers. The combination of the various mechanisms gives rise to an accumulation of the solute in temporary storage zones and a retardation of solute migration. A new model framework is proposed from which an analytical solution is derived describing the concentration as a function of distance along the stream, depth into storage zones, and time. The model includes the effects of sorption of solutes to suspended solids and bed sediments, a lateral exchange with the storage zones, first-order reactions, and dilution. The migration velocity is close to the advection velocity of the stream for a short travel distance, but it continuously decreases as the distance increases. The timescale of the process is linearly related to a modified Damkohler number; a dimensionless form of the lateral exchange coefficient. The analytical solution has been verified for two tracer experiments with both a sorbing and a nonreactive tracer and the Cr transport in the Vistula River, Poland. The lateral diffusion coefficient can be tentatively evaluated from the transport of Chernobyl Ca in several European rivers as a special case of the interpretative model. The lateral mixing coefficient varies with stream conditions in the order of 0.1 x 10(-6) < D-s < 10 x 10(-6) (m(2)/s).Show less"
23,"Batzer, DP",Feb 2018 ,A Floodplain Continuum for Atlantic Coast Rivers of the Southeastern US: Predictable Changes in Floodplain Biota along a River's Length,WETLANDS,"Floodplains are among the world's economically-most-valuable, environmentally-most-threatened, and yet conceptually-least-understood ecosystems. Drawing on concepts from existing riverine and wetland models, and empirical data from floodplains of Atlantic Coast rivers in the Southeastern US (and elsewhere when possible), we introduce a conceptual model to explain a continuum of longitudinal variation in floodplain ecosystem functions with a particular focus on biotic change. Our hypothesis maintains that major controls on floodplain ecology are either external (ecotonal interactions with uplands or stream/river channels) or internal (wetland-specific functions), and the relative importance of these controls changes progressively from headwater to mid-river to lower-river floodplains. Inputs of water, sediments, nutrients, flora, and fauna from uplands-to-floodplains decrease, while the impacts of wetland biogeochemistry and obligate wetland plants and animals within-floodplains increase, along the length of a river floodplain. Inputs of water, sediment, nutrients, and fauna from river/stream channels to floodplains are greatest mid-river, and lower either up- or down-stream. While the floodplain continuum we develop is regional in scope, we review how aspects may apply more broadly. Management of coupled floodplain-river ecosystems would be improved by accounting for how factors controlling the floodplain ecosystem progressively change along longitudinal riverine gradients.Show less"
24,"Woo, MK",Joint Meeting of the 32nd Annual Meeting of the Canadian-Geophysical-Union/Canadian-Society-of-Soil-Science,"An integrated framework of lake-stream connectivity for a semi-arid, subarctic environment",HYDROLOGICAL PROCESSES,
