,First author,Year,Title,Journal,Abstract
10,"Singley, JG",May 2021 ,The Role of Hyporheic Connectivity in Determining Nitrogen Availability: Insights From an Intermittent Antarctic Stream,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,"Due to widespread manipulation of nitrogen (N), much research has focused on processes controlling the fate of anthropogenic N in streams. Yet, in a variety of oligotrophic systems, N fixed by periphyton is a significant driver of ecosystem metabolism. Due to difficulties partitioning allochthonous and autochthonous sources, there is limited information regarding how the latter is processed. Autochthonous N may be particularly important in alpine, arid, or polar environments. We test the hypothesis that the availability of remineralized autochthonous N is controlled by connectivity between the hyporheic zone and main channel due to the contrasting biogeochemical functions of benthic autotrophs (including N-fixing Nostoc) and hyporheic heterotrophs in an intermittent Antarctic stream. There, we collected surface water and hyporheic water concurrently at 4-6 h intervals over a 32.5 h period during one flow season and opportunistically throughout a second. Hyporheic water had 7 to 30 times greater nitrate-N concentrations relative to surface water across all flow conditions. In contrast, ammonium concentrations were generally lower, although similar among locations. Additionally, nitrate in hyporheic water was positively correlated with silica, an indicator of hyporheic residence time. A laboratory assay confirmed prior inferences that hyporheic microbial communities possess the functional potential to perform nitrification. Together, these findings suggest that remineralized autochthonous N accumulates in the hyporheic zone even as streamflow varies and likely subsidizes stream N availability, which supports prior inferences from N stable isotope data at this site. These results highlight the importance of hyporheic connectivity in controlling autochthonous N cycling and availability in streams.Show less"
11,"Trauth, N",Sep 2013 ,Coupled 3-D stream flow and hyporheic flow model under varying stream and ambient groundwater flow conditions in a pool-riffle system,WATER RESOURCES RESEARCH,"Exchange of water and solutes across the stream-sediment interface is an important control for biogeochemical transformations in the hyporheic zone (HZ). In this paper, we investigate the interplay between turbulent stream flow and HZ flow in pool-riffle streams under various ambient groundwater flow conditions. Streambed pressures, derived from a computational fluid dynamics (CFD) model, are assigned at the top of the groundwater model, and fluxes at the bottom of the groundwater model domain represent losing and gaining conditions. Simulations for different Reynolds numbers (Re) and pool-riffle morphologies are performed. Results show increasing hyporheic exchange flows (m(3)/d) for larger Re and a concurrent decrease in residence time (RT). Losing and gaining conditions were found to significantly affect the hyporheic flow field and diminish its spatial extent as well as rates of hyporheic exchange flow. The fraction of stream water circulating through the hyporheic zone is in the range of 1 x 10(-5) to 1 x 10(-6) per meter stream length, decreasing with increasing discharge. Complex distributions of pressure across the streambed cause significant lateral hyporheic flow components with a mean lateral travel distance of 20% of the longitudinal flow paths length. We found that the relationship between pool-riffle height and hyporheic exchange flow is characterized by a threshold in pool-riffle amplitude, beyond which hyporheic exchange flow becomes independent of riffle height. Hyporheic residence time distributions (RTD) are log-normally distributed with medians ranging between 0.7 and 19 h.Show less"
12,"Cardenas, MB",Oct 2008 ,Residence time of bedform-driven hyporheic exchange,ADVANCES IN WATER RESOURCES,"Biogeochemical and ecological transformations in hyporheic zones are dependent on the timing of hyporheic exchange. We show through linked modeling of open channel turbulent flow, groundwater flow, and solute transport that the residence time distributions of solutes advected by hyporheic flow induced by current-bedform interaction follow power-laws. This tailing behavior of solutes exiting the sediments is explained by the presence of multiple path lengths coupled with very large variability in Darcy flow velocity, both occurring without heterogeneity in sediment permeability. Hyporheic exchange through bedforms will result in short-time fractal scaling of stream water chemistry. (C) 2008 Elsevier Ltd. All rights reserved.Show less"
13,"Betterle, A",Mar 2021 ,Hyporheic exchange in recirculating flumes under heterogeneous bacterial and morphological conditions,ENVIRONMENTAL EARTH SCIENCES,"Hyporheic exchange (HE) contributes to the biogeochemical turnover of macro- and micro-pollutants in rivers. However, the spatiotemporal complexity and variability of HE hinder understanding of its role in the overall functioning of riverine ecosystems. The present study focuses on investigating the role of bacterial diversity and sediment morphology on HE using a multi-flume experiment. A fully coupled surface-subsurface numerical model was used to highlight complex exchange patterns between surface water and the underlying flow field in the sediments. Under the experimental conditions, the surface water flow induced by bedforms has a prominent effect on both local trajectories and residence time distributions of hyporheic flow paths, whereas mean hyporheic retention times are mainly modulated by average surface flowrates. In case of complex bedform morphologies, the numerical model successfully reproduces the HE estimated by means of salt dilution tests. However, the 2D numerical representation of the system falls short in predicting HE in absence of bedforms, highlighting the intrinsic complexity of water circulation patterns in real scenarios. Finally, results show that higher bacterial diversities in the stream sediments can significantly reduce hyporheic fluxes. This work provides a framework to interpret micropollutants turnover in light of the underlying physical transport processes in the hyporheic zone. The study emphasizes the importance of better understanding the tradeoff between physically driven transport processes and bacterial dynamics in the hyporheic zone to quantify the fate of pollutants in streams and rivers.Show less"
14,"VALETT, HM",May 28 1993 ,SURFACE-HYPORHEIC INTERACTIONS IN A SONORAN DESERT STREAM - HYDROLOGIC EXCHANGE AND DIEL PERIODICITY,HYDROBIOLOGIA,"Diel variation in interstitial physical-chemical features and hydrologic exchange between the hyporheic zone and surface environment were studied in Sycamore Creek, Arizona. Wells were established beneath the wetted perimeter of the surface stream and beneath exposed alluvial sediments lateral to surface water. Dissolved oxygen (DO) was reduced in the interstitial environment (<50% saturation), but hyporheic water was enriched in nitrate nitrogen (NO3-N) and soluble reactive phosphorus (SRP). Time-of-day and location of wells interacted significantly to produce distinct patterns of diel variation in NO3-N and SRP in wells located beneath the wetted perimeter. In lateral wells, NO3-N concentration showed significant spatial variation, but exhibited no significant variation among sampling times within a day. Vertical hydraulic gradient varied from +0.29 to -0.84 over a 90 m study reach and hydraulic heads varied by as much as 9 cm on a diel basis. Concentration and flux of NO3-N was greatest in surface water overlying upwelling regions at night when upwelling heads were greatest. Downstream decreases in NO3-N reflected loss of groundwater discharge into surface water and strong assimilatory demand by surface algal communities. Hydrologically mediated exchange can have strong influence on physical-chemical and biologic conditions in the hyporheic zone, benthic environment and associated surface water.Show less"
15,"des Chatelliers, MC",Mar 2021 ,Are hyporheic oligochaetes efficient indicators of hydrological exchanges in river bed sediment? A test in a semi-natural and a regulated river,RIVER RESEARCH AND APPLICATIONS,"River-groundwater exchanges are crucial for several ecological processes, but difficult to localize. Hyporheic oligochaetes may represent efficient biological indicators of these exchanges, but hydrological disturbance may alter oligochaete distribution and blur the spatial patterns of river-groundwater exchanges. Oligochaete assemblages were compared in the Drome River, which is a semi-natural braided river with an unmodified discharge, and the Ain River, which has reduced sediment mobility and hydropeaking due to several upstream dams. In the semi-natural river, the oligochaete distribution was mostly controlled by the origin of the water: some stygoxene species (e.g., Chaetogaster spp. and Vejdovskyella intermedia) were restricted to or more abundant in downwellings, whereas a set of stygophiles (e.g., Stylodrilus sp. and Cernovitoviella sp.) and stygobites (e.g., Aberrantidrilus cuspis) were present or more abundant only in upwellings. Species living in fine sediment (e.g., Potamothrix sp. and Tubifex sp.) also occurred in upwellings due to their location at the border of the braided strip. Conversely, in the regulated river, oligochaete assemblages were abundant and diversified, with species living in fine sediment being dominant in the partially clogged stations. The spatial distribution of most species did not follow typical surface-hyporheic exchange patterns: most stygophiles (e.g., Proppapus volki and Marionina argentea) and some stygobites (e.g., Haber turquini) were found in both upwellings and downwellings or even at stations without water exchanges (e.g., Rhyacodrilus balmensis). In rivers subjected to hydrological disturbance and hydropeaking, oligochaetes became poor indicators of river-groundwater exchanges.Show less"
16,"Boano, F",Jul 2013 ,Modeling hyporheic exchange with unsteady stream discharge and bedform dynamics,WATER RESOURCES RESEARCH,"Water exchange between streams and hyporheic zones is highly dynamic, and its temporal variation is related to the hydrologic fluctuations of stream discharge and groundwater levels. Unfortunately, predictions of temporal patterns of exchange are difficult due to the many hydrodynamic and morphodynamic processes that are involved and also to their complex nonlinear interactions. Examples of these processes include the evolution of streambed morphology in response to changing streamflow as well as the feedback on surface flow induced by drag resistance due to evolving bed forms. In this work, we have employed a stochastic method to analyze the temporal dynamics of bed form-driven hyporheic exchange in a stream characterized by subcritical flow and daily discharge variations. The method is an extension of previous studies that includes current-induced alterations of bedform size and celerity and their effect on water exchange. The modeling results show that during high flows, stream water penetrates deeper and for longer times in the sediments. At the same time, the predicted rate of water exchange per unit streambed area decreases because the streambed area occupied by each bed form increases faster than the volumetric rate of stream water exchange induced by the same bed form. This reduction can be compensated by the increase in wetted area with discharge, which may provide additional streambed area for water exchange. One the main finding of the study is that the time-averaged values of exchange flux and depths are quite similar to those modeled for a steady mean discharge, while residence times are somewhat lower. Predicted temporal variations of exchange depths and times around their time-averaged values are moderate compared to steady state values.Show less"
17,"Burkholder, BK",General Assembly of the European-Geosciences-Union,"Influence of hyporheic flow and geomorphology on temperature of a large, gravel-bed river, Clackamas River, Oregon, USA",HYDROLOGICAL PROCESSES,
18,"Hancock, PJ",Jun 2002 ,Human impacts on the stream-groundwater exchange zone,ENVIRONMENTAL MANAGEMENT,"Active exchanges of water and dissolved material between the stream and groundwater in many porous sand- and gravel-bed rivers create a dynamic ecotone called the hyporheic zone. Because it lies between two heavily exploited freshwater resources-rivers and groundwater-the hyporheic zone is vulnerable to impacts coming to it through both of these habitats, This review focuses on the direct and indirect effects of human activity on ecosystem functions of the hyporheic zone, River regulation, mining, agriculture, urban, and industrial activities all have the potential to impair interstitial bacterial and invertebrate biota and disrupt the hydrological connections between the hyporheic zone and stream, groundwater, riparian, and floodplain ecosystems. Until recently, our scientific ignorance of hyporheic processes has perhaps excused the inclusion of this ecotone in river management policy, However, this no longer is the case as we become increasingly aware of the central role that the hyporheic zone plays in the maintenance of water quality and as a habitat and refuge for fauna. To fully understand the impacts of human activity on the hyporheic zone, river managers need to work with scientists to conduct long-term studies over large stretches of river. River rehabilitation and protection strategies need to prevent the degradation of linkages between the hyporheic zone and surrounding habitats while ensuring that it remains isolated from toxicants. Strategies that prevent anthropogenic restriction of exchanges may include the periodic release of environmental flows to flush silt and reoxygenate sediments, maintenance of riparian buffers, effective land use practices, and suitable groundwater and surface water extraction policies.Show less"
19,"Huang, P",Jul 2021 ,Hyporheic Exchange in a Straight Pool-Riffle Stream With Floodplain,WATER RESOURCES RESEARCH,"Hyporheic exchange (HE) is the exchange between surface water, including suspended and dissolved matter, and pore water in the sediment surrounding a stream. It is essential to physicochemical and biological processes in both the stream and the surrounding sediment. This study systematically investigated the effects of the stream characteristics (i.e., stream discharge, bedform amplitude and wavelength, stream bed slope and groundwater flow) on the characteristics of HE (i.e., flowrate, scale, and residence time) in a straight pool-riffle stream with floodplain using laboratory experiments and numerical simulations. The HE in the stream bank and streambed and its controlling factors were evaluated using numerical models. The results show that the HE flowrate and volume in the stream banks (i.e., in the floodplain) and streambed are significant and comparable at a high discharge. The discharge, bedform amplitude and bed slope directly affect the flow state in the pool, and the flow state determines the patterns of the effects of these three factors on the HE flowrate. The HE flowrate shows a linear relationship with discharge and bed slope when the surface flow in the pool remains subcritical. If the flow state in the pool changes from subcritical to supercritical conditions as discharge or bed slope increase, the HE flowrate becomes non-monotonic with discharge and it first increases and then decreases with increasing bed slope. The flowrate, scale, and flux-weighted mean residence time of HE linearly increase with bedform wavelength and exponentially decrease with both gaining and losing groundwater flow, independent of discharge.Show less"
20,"Siergieiev, D",Nov 15 2014 ,Flow regulation effects on the hydrogeochemistry of the hyporheic zone in boreal rivers,SCIENCE OF THE TOTAL ENVIRONMENT,"River-aquifer interfaces are essential for ecosystem functioning in terms of nutrient exchange and biological habitat, but are greatly threatened world-wide. This study examined geochemical aspects of river-aquifer interaction in one regulated and one unregulated boreal river in Northern Sweden to determine whether the geochemical functioning of the hyporheic zone is affected by hydrological alterations, e.g. regulated river discharge and river-aquifer connectivity. In the unregulated Kalix River, the hyporheic pore water was well-oxygenated with orthogonal fluxes (approximate to 0.6-0.7 m d(-1)) and acted as a sink for Fe, Mn, Al, NH4, and Ca, with fractional losses of 95%, 92%, 45%, 31%, and 15%, respectively. A corresponding elevation in the concentrations of these elements in the hyporheic sediment was observed, with higher saturation indices of Fe-, Mn-, and Al-bearing secondary minerals in hyporheic waters. In the regulated Lule River, hydraulic connectivity at the river-aquifer interface was altered by the presence of a clogging layer (0.04 m d(-1)). In addition, the river discharge oscillated daily, severely reducing exchange flows across the riverbed (<0.01 m d(-1)). As a result, the hyporheic pore water was suboxic, with elevated concentrations of filtered Fe and Mn (fractional increases of approximate to 3700% and approximate to 2500%, respectively) and other solutes (NH4, Si, S, Ca). A conceptual model revealed functional differences between geochemical features of the hyporheic zone of regulated and unregulated rivers. Overall, the results showed that hyporheic processes are altered along regulated rivers, with resulting impacts on the geochemistry of riverine, riparian and related marine ecosystems. (C) 2014 Elsevier B.V. All rights reserved.Show less"
21,"Gooseff, MN",Dec 7 2002 ,Weathering reactions and hyporheic exchange controls on stream water chemistry in a glacial meltwater stream in the McMurdo Dry Valleys,WATER RESOURCES RESEARCH,"[1] In the McMurdo Dry Valleys, Antarctica, dilute glacial meltwater flows down well-established streambeds to closed basin lakes during the austral summer. During the 6-12 week flow season, a hyporheic zone develops in the saturated sediment adjacent to the streams. Longer Dry Valley streams have higher concentrations of major ions than shorter streams. The longitudinal increases in Si and K suggest that primary weathering contributes to the downstream solute increase. The hypothesis that weathering reactions in the hyporheic zone control stream chemistry was tested by modeling the downstream increase in solute concentration in von Guerard Stream in Taylor Valley. The average rates of solute supplied from these sources over the 5.2 km length of the stream were 6.1 x 10(-9) mol Si L-1 m(-1) and 3.7 x 10(-9) mol K L-1 m(-1), yielding annual dissolved Si loads of 0.02-1.30 mol Si m(-2) of watershed land surface. Silicate minerals in streambed sediment were analyzed to determine the representative surface area of minerals in the hyporheic zone subject to primary weathering. Two strategies were evaluated to compute sediment surface area normalized weathering rates. The first applies a best linear fit to synoptic data in order to calculate a constant downstream solute concentration gradient, dC/dx (constant weathering rate contribution, CRC method); the second uses a transient storage model to simulate dC/dx, representing both hyporheic exchange and chemical weathering (hydrologic exchange, HE method). Geometric surface area normalized dissolution rates of the silicate minerals in the stream ranged from 0.6 x 10(-12) mol Si m(-2) s(-1) to 4.5 x 10(-12) mol Si m(-2) s(-1) and 0.4 x 10(-12) mol K m(-2) s(-1) to 1.9 x 10(-12) mol K m(-2) s(-1). These values are an order of magnitude lower than geometric surface area normalized weathering rates determined in laboratory studies and are an order of magnitude greater than geometric surface area normalized weathering rates determined in a warmer, wetter setting in temperate basins, despite the cold temperatures, lack of precipitation and lack of organic material. These results suggest that the continuous saturation and rapid flushing of the sediment due to hyporheic exchange facilitates weathering in Dry Valley streams.Show less"
22,"Stofleth, JM",Jun 15 2008 ,"Hyporheic and total transient storage in small, sand-bed streams",HYDROLOGICAL PROCESSES,"Key processes in stream ecosystems are linked to hydraulic retention, which is the departure of stream flow from ideal 'plug flow', and reflects fluid movement through surface and hyporheic storage zones. Most existing information about hyporheic exchange is based on flume studies or field measurements in relatively steep streams with beds coarser than sand. Stream tracer studies may be used to quantify overall hydraulic retention, but disaggregation of surface and hyporheic retention remains difficult. A stream tracer approach was used to compute the rates at which stream water is exchanged with water in storage zones (total storage) in short reaches of two small, sand-bed streams under free and obstructed flow conditions. Tracer curves were fit to the one-dimensional transport with inflow storage model OTIS-P. Networks of piezometers were used to measure specific discharge between the stream and the groundwater. In the sand-bed streams studied, parameters describing total retention were in the upper 50% of data compiled from the literature, most of which represented streams with beds coarser than sand. However, hyporheic storage was an insignificant component of total hydraulic retention, representing only 0.01-0-49% of total exchange, and this fraction did not increase after installation of flow obstructions. Total retention did not vary systematically with bed material size, but increased 50-100% following flow obstruction. Removal of roughness elements, such as large wood and debris dams, is detrimental to processes dependent upon transient storage in small, sand-bed streams. Copyright (c) 2007 John Wiley & Sons, Ltd.Show less"
23,"Zaramella, M",Jul 31 2003 ,Application of the transient storage model to analyze advective hyporheic exchange with deep and shallow sediment beds,WATER RESOURCES RESEARCH,"Hydrodynamic exchange between a stream and its bed plays an important role in solute transport in rivers. Stream-subsurface exchange is known to occur due to several different mechanisms and different approaches have been used to model the resulting solute transport, but there has been little investigation of the ability of the various models to represent specific exchange processes. This work evaluates the ability of the semiempirical transient storage model (TSM) to represent advective hyporheic exchange driven by bed form-induced pore water flows. The TSM is based on the idealized hypothesis that the flux of contaminants is proportional to the difference in concentration between the bed and the stream. To evaluate the ability of this simplified mass transfer relationship to reproduce advective hyporheic exchange, we apply the TSM to data sets for the exchange of conservative solutes with sand beds in laboratory flumes where bed form-induced pumping is the dominant exchange mechanism. The results show that the simplified expressions used in the TSM can represent some but not all aspects of the pumping process. The TSM can represent advective exchange with shallow beds that have a defined exchange layer restricted by the presence of an impermeable boundary. In this case, transient storage parameters can be directly related to the streamflow conditions and the channel geometry. However, the TSM does not do a good job of representing exchange with a relatively deep sediment bed, where flow along different advective paths in the bed yields a wide distribution of exchange timescales.Show less"
