,First author,Year,Title,Journal,Abstract
10,"Hill, AR",Feb 1998 ,Hyporheic zone chemistry and stream-subsurface exchange in two groundwater-fed streams,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,"Data from two headwater streams in southern Ontario provide support for conceptual models that suggest that hyporheic zone influence on stream nutrient retention is determined by the extent of surface-groundwater exchange and subsurface chemical transformation rates. The hyporheic zone (>10% stream water) was delineated by a chemical mixing equation using differences in background stream and groundwater chloride concentrations and by injections of chloride to stream flow. Good agreement between the two methods confirmed that the extent of stream-groundwater exchanges can be successfully estimated using background conservative ions as a tracer technique. During low stream flows in May-October the depth of the hyporheic zone was 2-15 cm in a 12-m sand-bottom pool, debris dam, pool reach of Glen Major stream and 15-20 cm in a 16-m gravel riffle reach of Duffin Creek. Differences between observed NO3 concentrations and concentrations predicted from background chloride indicated depletion of NO3 in the hyporheic zone at a few locations in Glen Major and at 5-10 cm depth throughout the Duffin Creek reach. NO3 and NH4 injected into stream water were reactive at only a few hyporheic sites in the streams. Upstream-downstream comparisons during injections indicated that stream retention was minor.Show less"
11,"Salehin, M",Nov 4 2004 ,Hyporheic exchange with heterogeneous streambeds: Laboratory experiments and modeling,WATER RESOURCES RESEARCH,"[ 1] Hyporheic exchange is generally analyzed with the assumption of a homogeneous hyporheic zone. In reality, streambed sediments have a heterogeneous structure, and this natural heterogeneity produces spatially variable interfacial fluxes and complex hyporheic exchange patterns. To assess the basic effects of sediment structure on hyporheic exchange, we performed salt and dye injection experiments in a recirculating laboratory flume with two heterogeneous sediment beds characterized by negative-exponential correlated random hydraulic conductivity fields. Dye injections showed that the hyporheic flow structure was controlled by the spatial relationship of bed forms to high-and low-permeability regions of the streambed. As no existing model could represent these effects, we developed a new finite element model to calculate the pore water flow field resulting from the interaction of the bed form-induced boundary head distribution and the heterogeneous sediment structure. A numerical particle-tracking approach was then used to assess the resulting hyporheic exchange. The combined flow-transport model did an excellent job of predicting the complex hyporheic flow pathways in the heterogeneous bed and the net hyporheic exchange up to t approximate to 30 hours. The heterogeneous hydraulic conductivity field caused both greater spatial variability in the water flux through the bed surface and a greater average interfacial flux than would have occurred with a homogeneous bed. The layered correlation structure of the streambed produced an effective anisotropy that favored longitudinal pore water flow and caused a relatively rapid decrease of the mean pore water velocity with depth. As a result, solute penetration into the bed was confined to a more shallow region than would have occurred with a homogeneous bed. The combination of faster near-surface transport and shallower solute penetration produced a shorter mean hyporheic residence time. On the basis of the combination of experimental results and model simulations we conclude that the structural heterogeneity of streambed sediments produces more spatially limited hyporheic exchange that occurs with greater spatial variability and at a higher overall rate.Show less"
12,"Ingendahl, D",Dec 2009 ,Vertical hydraulic exchange and the contribution of hyporheic community respiration to whole ecosystem respiration in the River Lahn (Germany),AQUATIC SCIENCES,"To quantify the contribution of hyporheic community respiration to whole running-water ecosystem respiration in a cultural landscape setting, we studied the vertical hydraulic exchange in riffle-pool sequences of the River Lahn (Germany). We used flow through curves from four tracer experiments to estimate flow velocities in the surface and subsurface water. Generally, vertical exchange velocities were higher in riffle sections and a high temporal variability was observed (range of values 0.11-1.08 m day(-1)). We then used (1) the exchange velocities and (2) time series of dissolved oxygen concentration in surface and subsurface water to calculate hyporheic respiration. Hyporheic respiration was estimated in a range of 10-50 mg O-2 m(-3) day(-1) for the upper sediment layer (first 20 cm). It was much lower in the deeper sediment layer (20-40 cm), ranging from 0 to 10 mg O-2 m(-3) day(-1) (volumes are volumes of interstitial water; the average porosity was 20%). We determined primary production and respiration of the biofilm growing on the sediment by modelling dissolved oxygen concentration time series for a 2,450 m long stream reach (dissolved oxygen concentrations with diurnal variations from 8 to 16 mg L-1). Modelled respiration rates ranged from 2 to 21 g O-2 m(2) day(-1). All information was integrated in a system analysis with numerical simulations of respiration with and without sediments. Results indicated that hyporheic respiration accounted for 6 to 14% of whole ecosystem respiration. These values are much lower than in other whole system respiration studies on more oligotrophic river systems.Show less"
13,"Lautz, LK",Jan 2006 ,Impact of debris dams on hyporheic interaction along a semi-arid stream,HYDROLOGICAL PROCESSES,"Hyporheic exchange increases the potential for solute retention in streams by slowing downstream transport and increasing solute contact with the substrate. Hyporheic exchange may be a major mechanism to remove nutrients in semi-arid watersheds, where livestock have damaged stream riparian zones and contributed nutrients to stream channels. Debris dams, such as beaver dams and anthropogenic log dams, may increase hyporheic interactions by slowing stream water velocity, increasing flow complexity and diverting water to the subsurface.Here, we report the results of chloride tracer injection experiments done to evaluate hyporheic interaction along a 320 m reach of Red Canyon Creek, a second order stream in the semi-arid Wind River Range of Wyoming. The study site is part of a rangeland watershed managed by The Nature Conservancy of Wyoming, and used as a hydrologic field site by the University of Missouri Branson Geologic Field Station. The creek reach we investigated has debris dams and tight meanders that hypothetically should enhance hyporheic interaction. Breakthrough curves of chloride measured during the field experiment were modelled with OTIS-P, a one-dimensional, surface-water, solute-transport model from which we extracted the storage exchange rate alpha and cross-sectional area of the storage zone A(s) for hyporheic exchange. Along gaining reaches of the stream reach, short-term hyporheic interactions associated with debris dams were comparable to those associated with severe meanders. In contrast, along the non-gaining reach, stream water was diverted to the subsurface by debris dams and captured by large-scale near-stream flow paths. Overall, hyporheic exchange rates along Red Canyon Creek during snowmelt recession equal or exceed exchange rates observed during baseflow at other streams. Copyright (c) 2005 John Wiley & Sons, Ltd.Show less"
14,"Fabian, MW",May 15 2011 ,"Seasonal variation in cascade-driven hyporheic exchange, northern Honduras",HYDROLOGICAL PROCESSES,"A characterization of hyporheic exchange for dry and wet season baseflow, as well as partially dewatered discharge, was done in Prieta Creek, a first-order cascade in northern Honduras. The cascade had discharges from 1 to 15 1 s(-1), had average slopes of 12%, pool spacing of 3 m, and shallow substrate of sand and gravel. Tracer tests were conducted in a 15-m sub-reach, a length considered to be adequate for the experiment based on the DaI test, a ratio of exchange and transport processes. In the three tests, between 9 and 18% of tracer was not recovered, possibly due to entrainment in flowpaths passing beneath the downstream monitoring location. Tracer data were analysed by the one-dimensional transport with inflow and storage (OTIS) transient storage model (TSM) to derive standard exchange parameters, and by the solute transport in rivers (STIR) model to examine hyporheic residence time distributions (RTDs). The best fit of the observed tracer breakthrough curves was obtained by using the STIR model with a combination of two exponential RTDs to represent hyporheic retention. With increasing discharge, the OTIS model predicted increasing storage exchange fluxes and exchange coefficients and decreasing storage zone areas and transient storage times, which are trends supported by riparian and streambed piezometric head data. Riparian water levels rose during the transition from the dry to wet season, which could constrict the hyporheic storage zone. Thirteen of the 19 streambed piezometers recorded seasonal changes in hydraulic gradients and flux direction, with fewer yet stronger upwelling zones during higher discharges. The MODFLOW model missed the observed seasonal changes, possibly due to subtle changes in the seasonal change in water surface profiles. We conclude that partially dewatered dry season exchange, compared to wet season exchange, was initiated and terminated with smaller pressure gradients and, in different streambed locations, was smaller in volume, had longer residence times, and may connect with deeper and longer flow paths. Copyright (C) 2010 John Wiley & Sons, Ltd.Show less"
15,"Ward, AS",Mar 30 2010 ,Imaging hyporheic zone solute transport using electrical resistivity,HYDROLOGICAL PROCESSES,"Traditional characterization of hyporheic processes relies upon modelling observed in-stream and subsurface breakthrough curves to estimate hyporheic zone size and infer exchange rates. Solute data integrate upstream behaviour and lack spatial coverage, limiting our ability to accurately quantify spatially heterogeneous exchange dynamics. Here, we demonstrate the application of near-surface electrical resistivity imaging (ERI) methods, coupled with experiments using an electrically conductive stream tracer (dissolved NaCl), to provide in situ imaging of spatial and temporal dynamics of hyporheic exchange. Tracer-labelled water in the stream enters the hyporheic zone, reducing electrical resistivity in the subsurface (to which subsurface ERI is sensitive). Comparison of background measurements with those recording tracer presence provides distributed characterization of hyporheic area (in this application, similar to 0.5 m(2)). Results demonstrate the first application of ERI for two-dimensional imaging of stream-aquifer exchange and hyporheic extent. Future application of this technique will greatly enhance our ability to quantify processes controlling solute transport and fate in hyporheic zones, and provide data necessary to inform more complete numerical models. Copyright (c) 2010 John Wiley & Sons, Ltd.Show less"
16,"Cardenas, MB",Jun 27 2009 ,Stream-aquifer interactions and hyporheic exchange in gaining and losing sinuous streams,WATER RESOURCES RESEARCH,"The irregular planform morphology of rivers leads to formation of hyporheic zones along its banks. This study investigates how hyporheic exchange in stream banks, whose planform is idealized as sinusoidal, is affected by net gains from and net losses of water to the adjacent aquifer. These effects are studied via numerical modeling of groundwater flow adjacent to sinuous channels across a broad range of sinuosity and gain/loss magnitude. Hyporheic zone areas and fluxes both decrease exponentially with increasing magnitude of net gain or loss relative to the case where the stream has no net flux of water (neutral). Residence time through the hyporheic zone also decreases with gain/loss magnitude. The hyporheic zones become constrained near the apex of bends, indicating that these areas could be hot spots for mixing and biogeochemical processing. Hyporheic zones in channels with smaller sinuosity are more prone to hyporheic flux and area reduction while very sinuous channels are able to maintain a hyporheic zone even under largely losing or gaining conditions. Equations fitted to the suite of simulation results allow for prediction of hyporheic flux, area, and residence time on the basis of aquifer hydraulic conductivity, channel sinuosity, and the ratio of along-valley and across-valley mean head gradients.Show less"
17,"Hanrahan, TP",Jan 1 2008 ,Effects of river discharge on hyporheic exchange flows in salmon spawning areas of a large gravel-bed river,HYDROLOGICAL PROCESSES,"The flow magnitude and timing from hydroelectric dams in the Snake River Basin of the Pacific north-western US is managed in part for the benefit of salmon. The objective of this research was to evaluate the effects of Hells Canyon Dam discharge operations on hydrologic exchange flows between the river and riverbed in Snake River fall Chinook salmon spawning areas. Interactions between river water and pore water within the upper 1 m of the riverbed were quantified through the use of self-contained temperature and water level data loggers suspended inside of piezometers. The data were recorded at 20 min intervals over a period of 200 days when the mean daily discharge was 218-605 m(3) s(-1), with hourly stage changes as large as 1.9 m. Differences in head pressure between the river and rivet-bed were small, often within +/- 2 cm. Measured temperature gradients in the riverbed indicated significant interactions between the surface and subsurface water. At the majority of sites, neither hydraulic not, temperature gradients were significantly affected by either short- or long-term changes in discharge operations from Hells Canyon Dam. Only 2 of 14 study sites exhibited acute flux reversals between the river and riverbed resulting from short-term, large magnitude changes in discharge. The findings suggest that local scale measurements may not be wholly explanatory of the hydrological exchange between the river and riverbed. The processes controlling surface water exchange at the Study sites are likely to be bedform-induced advective pumping, turbulence at the riverbed surface, and large-scale hydraulic gradients along the longitudinal profile of the riverbed. By incorporating the knowledge of hydrological exchange processes into water management planning, regional agencies will be better prepared to manage the limited water resources among competing priorities that include salmon recovery, flood control, irrigation supply, hydropower production, and recreation. Copyright (C) 2007 John Wiley & Sons, Ltd.Show less"
18,"Doughty, M",Aug 2020 ,Mapping increases in hyporheic exchange from channel-spanning logjams,JOURNAL OF HYDROLOGY,"Human impacts such as timber harvesting, channel engineering, beaver removal, and urbanization alter the physical and chemical characteristics of streams. These anthropogenic changes have reduced the number of fallen trees and amount of loose wood that form blockages in streams. Logjams increase hydraulic resistance and create hydraulic head gradients along the streambed that drive groundwater-surface water exchange. Here, we quantify changes in hyporheic exchange flow (HEF) due to a channel-spanning logjam using field measurements and numerical modeling in MODFLOW and MT3DMS. Electrical resistivity (ER) imaging was used to monitor the transport of solutes into the hyporheic zone during a series of in-stream tracer tests supplemented by in-stream monitoring. We conducted experiments in two reaches in Lithe Beaver Creek, Colorado (USA): one with a single, channel-spanning logjam and the second at a control reach with no logjams. Our results show that 1) higher HEF occurred at the reach with a logjam, 2) logjams created complex HEF pathways that caused bimodal solute breakthrough behavior downstream, and 3) higher discharge rates associated with spring snowmelt increased the extent and magnitude of HEF. Our numerical modeling supported all three field findings, and also suggested that lower flows increased solute retention in streams, although this last conclusion was not supported by field results. This study represents the first use of ER to explore HEF around a naturally occurring logjam over different stream discharges, and has implications for understanding how logjams influence the transport of solutes, the health of stream ecosystems, and stream restoration and conservation efforts.Show less"
19,"Toran, L",Feb 2012 ,Using Hydrogeophysics to Monitor Change in Hyporheic Flow around Stream Restoration Structures,ENVIRONMENTAL & ENGINEERING GEOSCIENCE,"Hyporheic exchange is important because water flux through the streambed influences microbial communities and water quality, but little is known about the way in which it changes over time, particularly in response to stream restoration. We used tracer tests and geophysical monitoring, along with streambed characterization, to examine the evolution of the hyporheic zone after construction of a stream restoration structure at Crabby Creek, an urbanized watershed in southeastern Pennsylvania. Changes were assessed by comparing data from 2009 and 2010 over a 13.5 m reach centered on a J-hook. The breakthrough curves from streambed well sampling were remarkably similar in 2009 and 2010, with steep rising and falling limbs indicating rapid exchange followed by a short period (less than 2 hours) of slightly elevated concentration before returning to background levels. The resistivity tomographs of the subsurface showed areas of lingering tracer after the injection stopped. Upstream of the J-hook, there was an area of lingering tracer that persisted for more than 3 hours after the injection stopped. This upstream region of slow exchange was similar for both years. Downstream of the structure, there was lingering tracer in 2009, but a smaller, less intense region in 2010. Streambed characterization showed that 20 cm of erosion occurred in the downstream section between the two years, along with an increased proportion of fines, which was associated with inhibited hyporheic flux. The resistivity profiles showed areas of lingering tracer and helped map changes in the hyporheic zone that were not apparent from well sampling alone.Show less"
20,"Biehler, A",Nov 2020 ,Hydrological connectivity in the aquifer-river continuum: Impact of river stages on the geochemistry of groundwater floodplains,JOURNAL OF HYDROLOGY,"The study is based on a complex and unique data set of Rn-222 activity, water stable isotopes, and physicochemical parameters (i.e., temperature, electrical conductivity, pH) produced to better understand the hydrogeochemical connectivity between groundwater and river water in a meander floodplain of the Matane River, QC, Canada. Using an array of 21 piezometers implanted into an 18 ha meander floodplain, the geochemical properties of shallow groundwater were investigated over nine sampling campaigns between 2011 and 2017. The river is in gaining conditions most of the year, although losing conditions are temporally observed along high river discharge. The objective was to explore the seasonal geochemical variations in response to river discharge with a specific focus on the spatial extent of the hyporheic zone. A thorough examination of temperature, delta O-18, electrical conductivity, and Rn-222 in groundwater indicated that the geochemical properties of shallow groundwater varied in space and time. Multivariate statistical analyses (i.e., clustering and canonical redundancy analysis) showed that river discharge is a key factor controlling shallow groundwater geochemistry, whatever the season. The hyporheic zone, where groundwater mixes with river water, extended far from the riverbank. These results support the concept of the hyporheic corridor and integrated river management by providing a geochemical viewpoint on river-aquifer connectivity.Show less"
