,First author,Year,Title,Journal,Abstract
10,"Barragan, VM",Feb 15 2006 ,Streaming potential across cation-exchange membranes in methanol-water electrolyte solutions,JOURNAL OF COLLOID AND INTERFACE SCIENCE,"Streaming potential measurements across charged membranes separating two equal solutions have been carried out. Two cation-exchange membranes with different cross-linked and swelling properties (Ionics and Nafion membranes) and methanol-water electrolyte solutions of KCl have been used in the experiments. The obtained results show that the streaming potential is higher for the Ionics membrane and that the values depend on the methanol content of the solutions. A different behavior is found in the dependence of the streaming potential on the methanol percentage for each membrane. The study of the relaxation times in the decay of electrokinetic steady states of streaming potential has been carried out from the time dependence of the streaming potential when the pressure difference through the membrane is suppressed. The results show the existence of two different parts or partial relaxations, mechanical and electric. A different behavior of the mechanical relaxation time with the methanol percentage has been found for the two membranes, but any significant difference between their electric relaxation times. These differences have been explained in terms of the different degree of swelling of the membranes used. (c) 2005 Elsevier Inc. All rights reserved.Show less"
11,"Beatty, SJ",Dec 2010 ,Groundwater contribution to baseflow maintains habitat connectivity for Tandanus bostocki (Teleostei: Plotosidae) in a south-western Australian river,ECOLOGY OF FRESHWATER FISH,"A global biodiversity hotspot, south-western Australia is characterised by a highly endemic freshwater fish fauna that is severely impacted by habitat alterations. As is the case with many rivers in this region, the Blackwood River is secondarily salinised as a consequence of agricultural practices and this has caused population depletions of halo-intolerant fishes. This study is the first to examine the role that groundwater intrusion has in maintaining habitat connectivity for an obligate freshwater fish in a secondarily salinised river. We determined the significance of nonsaline groundwater intrusion in maintaining habitat and migratory routes of the freshwater cobbler, Tandanus bostocki during prolonged annual dry periods; characteristic of Mediterranean climatic zones. Tandanus bostocki undertook large, yet spatially and temporally variable, localised movements through riffles. During baseflow, the period of major groundwater influence, movements were significantly associated with discharge. Analysis of gonadal development suggested that such movements were not strictly related to reproduction and were probably for foraging purposes. The study reveals groundwater is crucial in maintaining migratory routes through riffles and suggests T. bostocki may be reliably used as an indicator of aquatic habitat connectivity in light of groundwater extractions and also continued rainfall reductions in this region due to climate change.Show less"
12,"Chakareski, J",31st ACM Workshop on Network and Operating Systems Support for Digital Audio and Video (NOSSDAV) as part of MMSys Conference,WiFi-VLC Dual Connectivity Streaming System for 6DOF Multi-User Virtual Reality,,
13,"Grapes, TR",Jun 30 2005 ,"Dynamics of river-aquifer interactions along a chalk stream: the River Lambourn, UK",HYDROLOGICAL PROCESSES,"This paper describes the spatial and temporal pattern of groundwater flow accretion to the River Lambourn, a 234 km(2) chalk catchment of the West Berkshire Downs, UK, which has been largely unaffected by groundwater abstraction. Variations in the discharge measured at four fixed gauges in the catchment, coupled with information on the length of flowing channel over the period 1983-2001, are used to describe regional patterns in flow accretion. Mean catchment accretion generally exceeds 0.15 m(3) s(-1) km(-1), but there are significant differences between perennial reaches indicating how the combination of local structural controls and seasonal changes in the drainage net affect flow accretion. Data from current meter surveys were used to determine the spatial variability in flow accretion: 505 paired observations along 12 reaches between 1 and 2.95 kin in length indicated a consistent spatial trend in accretion. Accretion was high in upstream and downstream channel reaches, and in middle reaches where dry valleys intersected the main valley. A flow accretion index was developed to describe the relationship of flow accretion in each of the 12 study reaches to catchment discharge. The relationship varied from a strong positive correlation with catchment discharge (two reaches), a weak positive correlation (three reaches), a strong negative correlation (two reaches), to no relationship to catchment discharge (four reaches). The results highlight the need to reconsider the usual assumption of uniform, or uniformly increasing, flow accretion in chalk catchments. Moreover, they emphasize the importance of catchment topography, and illustrate how flow accretion in individual reaches may vary between high and low groundwater levels. Copyright (c) 2005 John Wiley & Sons, Ltd.Show less"
14,"Xie, YQ",Sep 2017 ,Limits of heat as a tracer to quantify transient lateral river-aquifer exchanges,WATER RESOURCES RESEARCH,"The application of heat as a tracer for assessing river-aquifer exchanges has been mainly limited to vertical flow through the riverbed. Lateral river-aquifer exchanges become more important than vertical riverbed exchanges if the river is deeply incised into an aquifer. Few studies have examined lateral river-aquifer exchanges and the ability of heat to constrain such exchanges. This study aims to perform a robust assessment of the limits of heat as a tracer to quantify lateral river-aquifer exchanges. The study is based on a section of the Meuse River in Belgium, a river predominantly gaining in the studied area and becoming intermittently losing in the winter time. A calibrated transect model shows that river temperature can affect groundwater temperature up to 9 m into the aquifer. An accompanying synthetic modeling investigation using Monte Carlo simulation shows that heat data for distances between 4 and 9 m from the river can reduce the uncertainty of river-aquifer exchanges for conditions similar to those of the transect model. The ability of heat to reduce the river-aquifer exchange uncertainty improves with distance from the river because of the reduction in the number of acceptable model realizations. The optimal distance is 8 m from the river where the groundwater temperature is no longer affected by the river temperature. The synthetic modeling also indicates that heat alone cannot constrain river-aquifer exchanges better than the commonly used hydraulic head. However, when combined with hydraulic head, heat can significantly reduce the uncertainty of river-aquifer lateral exchanges under gaining conditions.Show less"
15,"Romeijn, P",Apr 20 2021 ,Macrophyte Controls on Urban Stream Microbial Metabolic Activity,ENVIRONMENTAL SCIENCE & TECHNOLOGY,"Urban rivers worldwide are affected directly by macrophyte growth, causing reduced flow velocity and risks of flooding. Therefore, cutting macrophytes is a common management practice to ensure free drainage. The impacts of macrophyte removal on transient storage dynamics and microbial metabolic activity of wastewater-fed urban streams are unknown, preventing any assessment of the hydrodynamic and biogeochemical consequences of this management practice. Slug tracer injections were performed with the conservative tracer uranine and the reactive tracer resazurin to quantify the implications of macrophyte cutting on stream flow dynamics and metabolism. Macrophyte cutting reduced mean tracer arrival times in managed stream reaches but did not significantly decrease whole-stream microbial metabolic activity. In fact, transient storage indices were found to have increased after cutting, suggesting that macrophyte removal and the resulting increase in flow velocity may have enhanced hyporheic exchange flow through streambed sediments. Our results evidence that macrophyte cutting in nutrient-rich urban streams does not necessarily lead to lower in-stream storage and metabolism but that the gain in hyporheic exchange and streambed microbial metabolic activity can compensate for reduced in-stream storage. Increased stream flow resulting from macrophyte removal may therefore even enhance nutrient and pollutant attenuation capacity of streambed sediments.Show less"
16,"Kim, H",Apr 2019 ,Culturable bacteria diversity in surface water-groundwater exchange zones by 16S rRNA gene analysis,JOURNAL OF THE GEOLOGICAL SOCIETY OF KOREA,"This study identified 16S rRNA genes using PCR to find out culturable microorganisms living in the samples of surface water, surface water-groundwater exchange zones (hyporheic zones), ground water collected in the Haean bain, Yanggu-gun, Gangwon-do. Bacterial count of culturable microorganisms was 2.5x10(5) CFU/ml in the hyporheic water, which was over 10 times higher than those in the surface water and the ground water. Moreover, measurements of bacterial counts by separation into aerobic and anaerobic microorganisms found 10-100 times more aerobic bacteria than anaerobic bacteria. Identification through sequencing of 16S rRNA gene resulted in 40 genera of aerobic bacteria and 21 genera of anaerobic bacteria in the hyporheic water. Of the aerobic bacteria, the Pseudomonas genus was most dominant with about 29.3% in proportion, followed by the Flavobacterium genus with about 15.3%. Excluding genera separated from the surface water and the ground water, a total of 31 aerobic genera and 16 anaerobic genera were identified in the hyporheic water. It is expected that a comparative analysis between metagenomics data obtained from samples in the hyporheic water by pyrosequencing and culturable microorganisms of the present study should be able to provide more solid fundamental data on physiological characteristics and roles of microorganisms living in hyporheic zones and would enable to conduct more quantitative study.Show less"
17,"Akhtar, N",Feb 2022 ,Upscaling of Surface Water and Groundwater Interactions in Hyporheic Zone from Local to Regional Scale,WATER,"The groundwater (GW) and surface water (SW) interaction (SW-GW) through the hyporheic zone is a significant component in sustainable water resource management. The complexities in SW-GW interactions increase from a local to a regional scale and are affected by variation in hydraulic, hydrologic, and hydrogeologic (3H) processes. Controlling factors and their upscaling of these processes to assess SW-GW interaction have not been addressed sufficiently in previous studies. Additionally, it is unclear what the effective factors are at different scales during the upscaling. Therefore, the present review focused on controlling factors of 3H processes in SW-GW interaction and their upscaling techniques. Relevancy of controlling factors was identified at different scales. Applications of different approaches and their uncertainties were also discussed for the characterization of SW-GW interactions. The study revealed that the improved data from different approaches is crucial for machine learning training and its application in the SW and GW assessment at local, sub-catchment, and catchment scales. Based on the outcomes, a framework has been proposed to execute modalities of controlling factors using remote sensing, geophysics, and artificial intelligence. The proposed framework could help in handling big data and accurate upscaling for water resource management.Show less"
18,"Cheng, ZL",Jul 2022 ,Recession and hysteresis effects of hyporheic zone permeability changes on baseflow in seasonal freeze-thaw mountainous areas,JOURNAL OF HYDROLOGY,"Baseflow is the main groundwater discharge mode from mountainous areas to rivers and is an important component of river runoff. Temperature changes in the hyporheic zone in seasonal freeze-thaw areas cause changes in its permeability, which then affect the recession of baseflow. It is critical to study underground surface water transformation processes in cold regions to explore baseflow recession and hysteresis effects caused by permeability changes in the hyporheic zone under variable temperatures. In this study, we investigated the Hanyangtun Basin in the Changbai Mountain District to determine the functional relationship between permeability and temperature in the hyporheic zone using theoretical analysis combined with laboratory saturated permeability experiments using medium-and fine-grained sand at variable temperatures. We then calculated and analyzed the recession amplitude and hysteresis time of the baseflow caused by permeability changes in the hyporheic zone of this freeze-thaw mountainous area using water temperature and reference baseflow data. The results indicate that owing to large temperature changes in the study area, the permeability of the hyporheic zone changed substantially. Lower permeability leads to the blocking of groundwater discharging to surface water, i. e., the baseflow hysteresis effect. The recession amplitude of the baseflow caused by lower permeability increased with decreasing temperatures, reaching a maximum of 41.67%. The groundwater discharge hysteresis time increased with decreasing temperature. The hysteresis effect was most obvious during the stable melting period, with a maximum hysteresis time of 16 days, while the total annual hysteresis time was 60 days. This study provides a new perspective for qualitative and quantitative studies of the relationship between groundwater and surface water in the mountainous areas that experience seasonal freeze-thaw.Show less"
19,"Van den Brink, FWB",Oct 2013 ,Seasonal changes in caddis larvae assemblages in river-floodplain habitats along a hydrological connectivity gradient,HYDROBIOLOGIA,"In order to assess the impact of seasonality versus connectivity on the ecological quality of the Lower Rhine river-floodplain habitats, we studied the seasonal variation in diversity and species assemblages of caddis larvae by monthly sampling of the littoral zone of four water bodies over a lateral connectivity gradient. Seasonal variation in diversity showed a general pattern in these floodplain habitats and could be related to caddisfly life history and habitat preferences. Despite this seasonal variation, caddis larvae species assemblages in the water bodies appeared to be rather stable and could be firmly related to the position of their habitats over the connectivity gradient. The main channel (lotic habitat) was clearly separated from the lentic water bodies, and also the sparsely vegetated water bodies from the well-vegetated water bodies. It is concluded that the impact of connectivity, and related parameters such as stream velocity and vegetation coverage, outweighed the impact of season on the caddis larvae assemblages.Show less"
20,"Deng, XJ",Nov 2018 ,"Spatial-temporal changes in the longitudinal functional connectivity of river systems in the Taihu Plain, China",JOURNAL OF HYDROLOGY,"The longitudinal functional connectivity of river systems refers to the process-based connections between upstream and downstream areas and is fundamental to understanding the dynamic and nonlinear hydrological behaviour of river basins. However, the quantification of such connectivity remains a challenge due to the absence of a consensus on the appropriate data and methods, especially in delta plains. In this study, based on the difference between water level fluctuations at adjacent stations, a new and quantitative longitudinal functional connectivity index (LFCI) was developed for delta plains. Focusing on the Taihu Plain, we then analysed the spatial-temporal changes in the LFCI during 1960-2012 and investigated the correlations between the LFCI and climate change and human activities. We found that the decadal, annual and seasonal changes in the average LFCI all presented slightly increasing trends in the recent 50 period, but the annual average LFCI increased significantly after 1978; the average LFCIs in June, July, and August of the flood season were less than those in other months in the Taihu Plain. We also found that the spatial-temporal changes in the average LFCI exhibited larger differences at the subregional and station scales; those in the Wu-Cheng-Xi-Yu subregion were least, and the average LFCIs at stations near the borders of adjacent subregions were less than those at other stations. Moreover, we found that the average LFCI had significant correlations with precipitation, river density and water surface ratio. Our results were consistent with common sense facts, which demonstrated that the indicator developed in this study can quite effectively quantify the longitudinal functional connectivity of river systems in delta plains.Show less"
21,"Sullivan, SMP",May 2009 ,"Stream-floodplain connectivity and fish assemblage diversity in the Champlain Valley, Vermont, USA",JOURNAL OF FISH BIOLOGY,"To evaluate the influence of main channel-floodplain connectivity on fish assemblage diversity in floodplains associated with streams and small rivers, fish assemblages and habitat characteristics were surveyed at 24 stream reaches in the Champlain Valley of Vermont, U.S.A. Fish assemblages differed markedly between the main channel and the floodplain. Fish assemblage diversity was greatest at reaches that exhibited high floodplain connectivity. Whereas certain species inhabited only main channels or floodplains, others utilized both main channel and floodplain habitats. Both floodplain fish alpha-diversity and gamma-diversity of the entire stream corridor were positively correlated with connectivity between the main channel and its floodplain. Consistent with these results, species turnover (as measured by beta-diversity) was negatively correlated with floodplain connectivity. Floodplains with waterbodies characterized by a wide range of water depths and turbidity levels exhibited high fish diversity. The results suggest that by separating rivers from their floodplains, incision and subsequent channel widening will have detrimental effects on multiple aspects of fish assemblage diversity across the stream-floodplain ecosystem.Show less"
