,First author,Year,Title,Journal,Abstract
10,"Malcolm, IA",Nov 2005 ,Catchment-scale controls on groundwater-surface water interactions in the hyporheic zone: Implications for salmon embryo survival,RIVER RESEARCH AND APPLICATIONS,"The spatial and temporal variability of groundwater-surface water (GW-SW) interactions in the hyporheic zone were investigated in a semi-pristine upland salmon spawning catchment (Girnock Burn) in the Cairngorm Mountains, northeast Scotland. Stream and hyporheic water quality (200-300 mm depth) were monitored fortnightly at 16 spawning locations distributed throughout the catchment. Hydrochemical tracers were used to assess local GW-SW interactions. Stratified streambed incubators (50-300 mm) provided information on salmon embryo mortality at a sub-set of ten locations. Hyporheic water quality varied both temporally and spatially according to local GW-SW interactions. It was possible to categorize sites into three broad typologies reflecting local stream-aquifer interactions: (1) groundwater-dominated; (2) surface water-dominated; and (3) sites exhibiting transient water table features. Groundwater upwelling occurred in areas where low permeability glacial moraine features caused substantive valley constriction. These locations were also conducive to accumulation of spawning grade gravels and consequently were utilized heavily by spawning salmon. Long residence groundwater was typically characterized by low dissolved oxygen (DO), of sufficiently low quality to be detrimental to salmon embryo survival. At sites dominated by surface water, hyporheic DO remained high throughout and rates of embryo survival were correspondingly high. Survival rates were also high at sites where hydrochemical characteristics indicated a transient water table. This is probably attributable to the hydrological conditions which resulted in increasing DO concentrations towards hatch time when embryo oxygen demand is at its maximum. The degree to which the findings of this study are directly applicable to other catchments is currently unknown. However, similar effects have been observed elsewhere, and based on the information presented here, there are clear implications for fisheries managers who may wish to consider the use of surface incubation facilities to negate the effects of low DO groundwater upwelling where it dominates available spawning habitat. It is suggested that future research should aim to integrate across spatial scales and disciplines to obtain a better understanding of the ways in which hillslope and riparian zone hydrology affect GW-SW interactions, hyporheic zone processes and stream ecology. (c) Crown copyright 2005. Reproduced with the permission of Her Majesty's Stationery Office. Published by John Wiley & Sons, Ltd.Show less"
11,"Bertoldi, W",4th European-Center-for-River-Restoration Conference,"UNDERSTANDING REFERENCE PROCESSES: LINKAGES BETWEEN RIVER FLOWS, SEDIMENT DYNAMICS AND VEGETATED LANDFORMS ALONG THE TAGLIAMENTO RIVER, ITALY",RIVER RESEARCH AND APPLICATIONS,
12,"Descloux, S",Oct 2013 ,Benthic and hyporheic invertebrate assemblages along a gradient of increasing streambed colmation by fine sediment,AQUATIC SCIENCES,"Streambed colmation by fine sediment, e.g. the deposition, accumulation and storage of fines in the substrate, is a major environmental concern throughout the world. Nevertheless, the ecological effects of streambed colmation on both benthic and hyporheic invertebrate assemblages have rarely been considered simultaneously. We studied a continuum of a naturally increasing percentage of fine sediment in three temperate rivers and hypothesized that the increasing percentage of fine sediment would decrease both benthic and hyporheic invertebrate densities and diversities, and reduce the similarities between them. To test these hypotheses, we first compared heavily, moderately and lightly clogged reaches located in downwelling areas and sampled invertebrates in the benthic zone and at 3 different depths (10, 30 and 50 cm) in the hyporheic zone. Secondly, we modified the sediment grain size distribution experimentally by increasing the percentage of fine sediment and using artificial substrates. The increasing colmation halved the hyporheic taxonomic richness and reduced benthic and hyporheic densities to a third. Some taxa were found in both zones, mainly in high colmation (e.g. Baetidae) or low colmation contexts (e.g. Orthocladiinae, Cyclopoida and Harpacticoida). The dissimilarity between benthic and hyporheic fauna (only at -50 cm) was significantly higher in heavily clogged reaches than in moderately and lightly clogged ones, suggesting reduced vertical exchange of invertebrates or differential impacts between zones. The total abundance, taxonomic richness, percentage of EPT taxa and densities of most organisms observed using the artificial substrates decreased linearly with the increasing percentage of fine sediment in the experiment. Only the Ephemeroptera Caenis spp. and Heptageniidae disappeared above 30 and 50 % of fine sediment, respectively, suggesting that the response to increasing colmation are strongly taxon-specific. High amount of fine sediments within the substrate significantly decreased habitat quality for benthic and hyporheic invertebrates and thus limit the production of streams and their capacity to recover after disturbance. Moreover, the use of hyporheic invertebrates seems more relevant than benthic invertebrates to assess the effect of colmation and thus could be tested in future research as indicators.Show less"
13,"Tsai, CH",Jul 2022 ,Transient Storage Model Parameter Optimization Using the Simulated Annealing Method,WATER RESOURCES RESEARCH,"Hyporheic exchange in streams is critical to ecosystem functions such as nutrient cycling along river corridors, especially for slowly moving or small stream systems. The transient storage model (TSM) has been widely used for modeling of hyporheic exchange. TSM calibration, for hyporheic exchange, is typically used to estimate four parameters, including the mass exchange rate coefficient, the dispersion coefficient, stream cross-sectional area, and hyporheic zone cross-sectional area. Prior studies have raised concerns regarding the non-uniqueness of the inverse problem for the TSM, that is, the occurrence of different parameter vectors resulting in TSM solution that reproduces the observed in-stream tracer break through curve (BTC) with the same error. This leads to practical non-identifiability in determining the unknown parameter vector values even when global-optimal values exist, and the parameter optimization becomes practically non-unique. To address this problem, we applied the simulated annealing method to calibrate the TSM to BTCs, because it is less susceptible to local minima-induced non-identifiability. A hypothetical (or synthetic) tracer test data set with known parameters was developed to demonstrate the capability of the simulated annealing method to find the global minimum parameter vector, and it identified the ""hypothetically-true"" global minimum parameter vector even with input data that were modified with up to 10% noise without increasing the number of iterations required for convergence. The simulated annealing TSM was then calibrated using two in-stream tracer tests conducted in East Fork Poplar Creek, Tennessee. Simulated annealing was determined to be appropriate for quantifying the TSM parameter vector because of its search capability for the global minimum parameter vector.Show less"
14,"Lisuzzo, NJ",2008 ,"Hydrologic controls on nitrogen availability in a high-latitude, semi-arid floodplain",ECOSCIENCE,"Past research shows a discrepancy between apparent nitrogen supply and the annual growth requirements for early successional plant Communities along the Tanana River floodplain in interior Alaska. Because previous measurements of nitrogen fixation, mineralization, and deposition can only account for approximately 26% of these communities' nitrogen requirements, other mechanisms of nitrogen supply should be operating. This study examined the potential for Subsurface hydrology to supply nitrogen to the rooting zones of early Successional plant communities. Three transects of ground water wells were established along the floodplain, and hydrologic characteristics and soil/water chemistry were measured for 2 y. Hydrologic measurements were then used to model the potential nitrogen contributions from advective flow and capillary rise. Ion exchange membranes and stable isotope tracers were used to identify the use of hyporheic nitrogen by vegetation. Nitrogen accumulation on ion exchange membranes showed a large input of nitrogen during a period of high water in 2003. Plants showed uptake of hyporheic N-15-labelled nitrogen at 2 of 4 locations. Models of capillary rise and advective flow estimated that nitrogen supply from subsurface water equalled or exceeded total nitrogen supply from nitrogen mineralization and processes in controlling nutrient supply nitrogen fixation combined. These findings underscore the of hyporheic to early successional vegetation on the Tanana River floodplain.Show less"
15,"Granados, V",Apr 15 2020 ,The interruption of longitudinal hydrological connectivity causes delayed responses in dissolved organic matter,SCIENCE OF THE TOTAL ENVIRONMENT,"Hydrology is the main driver of dissolved organic matter (DOM) dynamics in intermittent rivers and ephemeral streams. However, it is still unclear how the timing and the spatial variation in flow connectivity affect the dynamics of DOM and inorganic solutes.This study focuses on the impact of flow cessation on the temporal and spatial heterogeneity of DOM quantity and quality along an intermittent stream. We monitored a headwater intermittent stream at high spatial and temporal frequencies during a summer drying episode and analysed dissolved organic carbon (DOC) and its spectroscopic properties, inorganic solutes and dissolved CO2. The drying period determined the disruption of the fluvial continuum with a recession of stream continuum at a rate of similar to 60 m/d and the gradual formation of a patched system of isolated pools of different sizes. Our results showed that the period of time that had elapsed since isolated pool formation (CI-days) was an essential factor for understanding how drying shaped the biogeochemistry of the fluvial system. Overall, drying caused a high DOC concentration and an increase in the humic-like fluorescence signal. Additionally, solutes showed contrasting responses to hydrological disconnection. Electrical conductivity, for instance, is a clear ""sentinel"" of the fragmentation process because it starts to increase before the hydrological disruption occurs. In contrast, DOC. most spectroscopic DOM descriptors and CO2 showed delayed responses of approximately 5-21 days after the formation of isolated pools. Furthermore, the spatial location and volume of each isolated pool seemed to exert a significant impact on most variables. In contrast, the temperature did not follow a dear pattern. These findings indicate that the fragmentation of longitudinal hydrological connectivity does not induce a single biogeochemical response but rather stimulates a set of solute-specific responses that generates a complex biogeochemical mosaic in a single fluvial unit. (C) 2020 Elsevier B.V. All rights reserved.Show less"
16,"Huang, ZH",Aug 2022 ,The Coupling Coordination Evolutionary Analysis of Tourism-Ecological Environment-Public Service for the Yellow River Basin of China,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,"In the context of the global pandemic, the development of tourism in the Yellow River Basin is constrained by the dual mechanisms of the decline in the quality of public service and the deterioration of the ecological environment. In order to promote the high-quality development of the ecological environment in the Yellow River Basin, this paper studies the coordinated development of tourism, the ecological environment and public service in the Yellow River Basin by treating tourism, the ecological environment and public service as a whole. Based on the coupling coordination function GM (1,1) grey prediction method and PVAR model, we discuss the characteristics of spatio-temporal differences, evolutionary trends and the interaction mechanism of the coupling coordination degree (CCD) of tourism-ecological environment-public service in nine provinces along the Yellow River Basin in China from 2008 to 2019. The results show that tourism and public service in the Yellow River Basin are closely related, and the protection of the ecological environment and tourism development are not contradictory. In terms of time, the overall trend is stable and upward from the perspective of the CCD of the three systems; in terms of space, Henan, Shandong, and Sichuan provinces have a relatively high level of CCD. While Qinghai, Gansu, Ningxia, Inner Mongolia, Shaanxi and Shanxi provinces have a lower level of CCD, which shows an upward trend from upstream to downstream in the space. The evolutionary trend of the CCD of the three systems in the basin will be upward in all provinces except for the Shandong province in the next five years. Tourism can promote both the ecological environment and public service from the perspective of the mutual influence mechanism.Show less"
17,"Argentina, JE",Oct 2018 ,Spatial extent of analysis influences observed patterns of population genetic structure in a widespread darter species (Percidae),FRESHWATER BIOLOGY,"1. Connectivity among stream fish populations allows for exchange of genetic material and helps maintain genetic diversity, adaptive potential and population stability over time. Changes in species demographics and population connectivity have the potential to permanently alter the genetic patterns of stream fish, although these changes through space and time are variable and understudied in small-bodied freshwater fish.2. As a spatially widespread, common species of benthic freshwater fish, the variegate darter (Etheostoma variatum) is a model species for documenting how patterns of genetic structure and diversity respond to increasing isolation due to large dams and how scale of study may shape our understanding of these patterns. We sampled variegate darters from 34 sites across their range in the North American Ohio River basin and examined how patterns of genetic structure and diversity within and between populations responded to historical population changes and dams within and between populations.3. Spatial scale and configuration of genetic structure varied across the eight identified populations, from tributaries within a watershed, to a single watershed, to multiple watersheds that encompass Ohio River mainstem habitats. This multiwatershed pattern of population structuring suggests genetic dispersal across large distances was and may continue to be common, although some populations remain isolated despite no apparent structural dispersal barriers. Populations with low effective population sizes and evidence of past population bottlenecks showed low allelic richness, but diversity patterns were not related to watershed size, a surrogate for habitat availability. Pairwise genetic differentiation (F-ST) increased with fluvial distance and was related to both historic and contemporary processes. Genetic diversity changes were influenced by underlying population size and stability, and while instream barriers were not strong determinants of genetic structuring or loss of genetic diversity, they reduce population connectivity and may impact long-term population persistence.4. The broad spatial scale of this study demonstrated the large spatial extent of some variegate darter populations and indicated that dispersal is more extensive than expected given the movement patterns typically observed for small-bodied, benthic fish. Dam impacts depended on underlying population size and stability, with larger populations more resilient to genetic drift and allelic richness loss than smaller populations.5. Other darters that inhabit large river habitats may show similar patterns in landscape-scale studies, and large river barriers may impact populations of small-bodied fish more than previously expected. Estimation of dispersal rates and behaviours is critical to conservation of imperilled riverine species such as darters.Show less"
18,"Lasne, E",Sep 2015 ,The Effects of DAM Removal on River Colonization by Sea Lamprey Petromyzon Marinus,RIVER RESEARCH AND APPLICATIONS,"Habitat fragmentation is an important cause of biodiversity loss in freshwater systems, as worldwide rivers have been fragmented by dams and other hydraulic structures. To restore freshwater fish populations, some barriers have been removed, but the long-term ecological effects of this removal have been rarely quantified. In the present study, we quantified the effects of barrier removal on river colonization by anadromous sea lamprey (Petromyzon marinus) by analyzing the spatial distribution and nest density in a small coastal river (France) from 1994 to 2011. Our results demonstrated the benefit of dam removal within few years after restoration. Indeed, the spatial distribution of nests shifted significantly upstream and was more uniform throughout the river after removal. Our results also suggest that the spatial patterns of habitat colonization were affected by the density of nests, river flow and connectivity. Finally, although the number of nests was significantly higher after removal, it was not possible to clearly identify the contribution of intrinsic versus external factors involved in this pattern. Further investigations are therefore needed to quantify the potential subsequent effects on juvenile recruitment and the overall population dynamics. Copyright (c) 2014 John Wiley & Sons, Ltd.Show less"
19,"Xu, YJ",Oct 2018 ,Assessing Resilience and Sustainability of the Mississippi River Delta as a Coupled Natural-Human System,WATER,"This book contains 14 articles selected from a special issue on the assessment of resilience and sustainability of the Mississippi River Delta as a coupled natural-human system. This effort is supported in part by a U. S. National Science Foundation grant. The goal of this book is to present some of the recent advances in research and research methodologies, major discoveries, and new understanding of the Mississippi River Delta, which represents one of the most challenging cases in finding the pathways for coastal resilience and sustainability because of the complexity of environmental and socioeconomic interactions. The articles are contributed by 39 researchers and they studied the deltaic system from five aspects including 1) riverine processes and sediment availability, 2) sediment deposition and land creation, 3) wetland loss, saltwater intrusion, and subsidence, 4) community resilience and planning, and 5) review and synthesis. As editors, by reviewing and putting these papers together, we have realized a major challenge in conducting an interdisciplinary assessment of resilience: How to identify a ""Common Threshold"" from different scientific disciplines for a highly nature-human intertwined river delta system? For instance, the threshold for sustaining a river delta in the view of physical sciences is different from that of social sciences. Such a common threshold would be a radical change and/or a collapse of a coupled natural-human delta system if nothing can be or will be done. Identifying the common threshold would help guide assessment and evaluation of the resilience of a CNH system as well as the feasibility and willingness of protecting the system's resilience. We hope this book will be a first step toward inspiring researchers from different disciplines to work closely together to solve real problems in sustaining precious river delta ecosystems across the globe.Show less"
20,"Gregory, MD",Dec 2019 ,Williams syndrome hemideletion and LIMK1 variation both affect dorsal stream functional connectivity,BRAIN,"Williams syndrome is a rare genetic disorder caused by hemizygous deletion of similar to 1.6 Mb affecting 26 genes on chromosome 7 (7q11.23) and is clinically typified by two cognitive/behavioural hallmarks: marked visuospatial deficits relative to verbal and nonverbal reasoning abilities and hypersocial personality. Clear knowledge of the circumscribed set of genes that are affected in Williams syndrome, along with the well-characterized neurobehavioural phenotype, offers the potential to elucidate neurogenetic principles that may apply in genetically and clinically more complex settings. The intraparietal sulcus, in the dorsal visual processing stream, has been shown to be structurally and functionally altered in Williams syndrome, providing a target for investigating resting-state functional connectivity and effects of specific genes hemideleted in Williams syndrome. Here, we tested for effects of the LIMK1 gene, deleted in Williams syndrome and important for neuronal maturation and migration, on intraparietal sulcus functional connectivity. We first defined a target brain phenotype by comparing intraparietal sulcus resting functional connectivity in individuals with Williams syndrome, in whom LIMK1 is hemideleted, with typically developing children. Then in two separate cohorts from the general population, we asked whether intraparietal sulcus functional connectivity patterns similar to those found in Williams syndrome were associated with sequence variation of the LIMK1 gene. Four independent between-group comparisons of resting-state functional MRI data (total n = 510) were performed: (i) 20 children with Williams syndrome compared to 20 age- and sex-matched typically developing children; (ii) a discovery cohort of 99 healthy adults stratified by LIMK1 haplotype; (iii) a replication cohort of 32 healthy adults also stratified by LIMK1 haplotype; and (iv) 339 healthy adolescent children stratified by LIMK1 haplotype. For between-group analyses, differences in intraparietal sulcus resting-state functional connectivity were calculated comparing children with Williams syndrome to matched typically developing children and comparing LIMK1 haplotype groups in each of the three general population cohorts separately. Consistent with the visuospatial construction impairment and hypersocial personality that typify Williams syndrome, the Williams syndrome cohort exhibited opposite patterns of intraparietal sulcus functional connectivity with visual processing regions and social processing regions: decreased circuit function in the former and increased circuit function in the latter. All three general population groups also showed LIMK1 haplotype-related differences in intraparietal sulcus functional connectivity localized to the fusiform gyrus, a visual processing region also identified in the Williams syndrome-typically developing comparison. These results suggest a neurogenetic mechanism, in part involving LIMK1, that may bias neural circuit function in both the general population and individuals with Williams syndrome.Show less"
21,"Schopper, N",Mar 25 2019 ,Analysis of lateral sediment connectivity and its connection to debris flow intensity patterns at different return periods in the Fella River system in northeastern Italy,SCIENCE OF THE TOTAL ENVIRONMENT,"A wide variety of issues are now being addressed using the concept of connectivity, which has initiated the development of various methods to assess a river's relationship to its catchment. This study tests two well established methods, the Effective Catchment Area (ECA) and the Index of Connectivity (IC) in the study area of the Fella River in northeastern Italy, to gain an idea of their potentials, limitations and ability to represent connectivity patterns observable in the field. The results show that both methods provide largely agreeing outputs, which widely match field observations. Disagreement is mainly found where human-induced features, especially roads, encroach the rivers system. Focusing on a natural hazard background, the study furthermore approaches the issue of events of different frequencies and magnitudes and their representation in terms of connectivity. This is done by correlating debris flows at varying return periods with the IC, which seemed more fitting for this comparison due to the differentiation between different intensities of connectivity. Over the entire catchment, patterns of debris flow intensities (DFI) only agree weakly with the patterns of the IC, however, debris flows reaching the main channel show strong correlations with IC values. This can be traced back to the fact that connectivity focuses on a catchment's relationship with the river anti does not include processes that happen in those parts of the catchment not directly linked to the main channel network. The IC is therefore able to represent patterns of processes reaching the main valley very well but cannot be used to explain or even predict the occurrence of processes that have no direct spatial connection to the river. (C) 2018 Elsevier B.V. All rights reserved.Show less"
22,"Anibas, C",May 2018 ,"Delineation of spatial-temporal patterns of groundwater/surface-water interaction along a river reach (Aa River, Belgium) with transient thermal modeling",HYDROGEOLOGY JOURNAL,"Among the advances made in analytical and numerical analysis methods to quantify groundwater/surface-water interaction, one methodology that stands out is the use of heat as an environmental tracer. A large data set of river and riverbed temperature profiles from the Aa River in Belgium has been used to examine the spatial-temporal variations of groundwater/surface-water interaction. Exchange fluxes were calculated with the numerical heat-transport code STRIVE. The code was applied in transient mode to overcome previous limitations of steady-state analysis, and allowed for the calculation of model quality. In autumn and winter the mean exchange fluxes reached -90 mm d(-1), while in spring and early summer fluxes were -42 mm d(-1). Predominantly gaining conditions occurred along the river reach; however, in a few areas the direction of flow changed in time. The river banks showed elevated fluxes up to a factor of 3 compared to the center of the river. Higher fluxes were detected in the upstream section of the reach. Due to the influence of exchange fluxes along the river banks, larger temporal variations were found in the downstream section. The exchange fluxes at the river banks seemed more driven by variable local exchange flows, while the center of the river was dominated by deep and steady regional groundwater flows. These spatial and temporal differences in groundwater/surface-water exchange show the importance of long-term investigations on the driving forces of hyporheic processes across different scales.Show less"
