,First author,Year,Title,Journal,Abstract
10,"Laruelle, GG",Apr 26 2019 ,Carbon Dynamics Along the Seine River Network: Insight From a Coupled Estuarine/River Modeling Approach,FRONTIERS IN MARINE SCIENCE,"The Seine river discharges over 700 Gg of carbon (C) every year into the sea mostly under the form of dissolved inorganic carbon (DIC) and emits 445 Gg under the form of carbon dioxide (CO2) to the atmosphere over its entire river network. The watershed, which drains 76,000 km(2) , is heavily populated with 18 10(6) inhabitants and is thus submitted to large anthropic pressure. The offline coupling of two Reactive Transport Models is used to understand the complex spatial and temporal dynamics of carbon, oxygen and nutrients and quantify the CO2 exchange at the air-water interface along the main axis of the river. The estuarine section of the Seine is simulated by the generic estuarine model C-GEM (for Carbon Generic Estuarine Model), while the upstream part of the network, devoid of tidal influence is simulated by the pyNuts-Riverstrahler modeling platform which also includes an explicit representation of the drainage network ecological functioning. Our simulations provide a process-based representation of nutrients, oxygen, total organic carbon (TOC) and the carbonate system (DIC and alkalinity) over the entire year 2010. Our coupled modeling chain allows quantifying the respective contributions of the estuarine and freshwater sections of the system in the removal of carbon as well as following the fate of TOC and DIC along the river network. Our results also allow calculating an integrated carbon budget of the Seine river network for year 2010.Show less"
11,"Atkinson, S",Jun 1 2020 ,"An inspection-based assessment of obstacles to salmon, trout, eel and lamprey migration and river channel connectivity in Ireland",SCIENCE OF THE TOTAL ENVIRONMENT,"Knowledge of the location, physical attributes and impacts of obstades on river connectivity is a requirement for any mitigating action aimed at restoring the connectivity of a river system. Here, we present a study that recorded the numbers and physical diversity of obstades in 10 river catchments in Ireland, together with the impact these structures had on overall river connectivity. A total of 372 obstacles were recorded, 3 of these were dams, and the remainder were low-head weirs/sluices, obstacles associated with mad or rail crossings of rivers and natural structures. The degree of fragmentation was estimated in each catchment by calculating obstacle density and the Dendrific Connectivity Index (DCI). DCI scores were calculated for 4 native Irish fish species with different life-histories, namely diadromous (Atlantic salmon, sea trout, European eel, sea lamprey) and potamodromous (brown trout). Obstacle density ranged between 12 and 0.02 obstades/km of river. Six of the 10 catchments had at least one obstacle located on the mainstem river at least 5 km from its mouth/confluence. These 6 catchments typically had the lowest connectivity scores for diadromous species and ranged between 0.6 and 44.1 (a fully connected river would receive a maximum score of 100). While there was no significant correlation between obstacle density and the DCI score for diadromous fish, a significant negative correlation was detected between obstacle density and the DCI score for potamodromous brown trout Here, we highlight the merit of these obstacle assessments and associated challenges for decision-making relating to prioritisation of obstacles for removal or modification. (C) 2020 Elsevier B.V. All rights reserved.Show less"
12,"Makrakis, S",Jul 1 2019 ,Hydropower Development and Fishways: A Need for Connectivity in Rivers of the Upper Parana Basin,SUSTAINABILITY,"South American rivers have become intensely affected by the construction of hydroelectric dams that block the river's connectivity for migratory fish species. In order to mitigate the problems caused by dams and to reestablish connections between habitats, fishways are implemented. Fishways are structures that aid fish in overcoming obstacles and help preserve migratory, reproductive, and feeding routes. This study performed an inventory of all hydropower plants-present and future-in the Upper Parana River, with the objective of identifying fishways unknown to scientific literature, as well as the task of mapping them. By doing so, the current situation of structural connectivity via fishways in the Upper Parana River Basin was described. Overall, 389 dams along 209 rivers were identified; of these, only 9% (35 dams) have fishways. In addition, an alarming explosion of future medium-sized hydropower plants was observed, with an expectation of an almost 500% increase in relation to those existing. This data reveals a trend of reduction of free-flowing river stretches, which are crucial habitats for Neotropical potamodromous species, and point to a deficiency in the structural connectivity of existing hydropower dams. Furthermore, if the implementations of these expected constructions are associated with limited connectivity as a result of the absence of fishways, the management of fisheries and their resources in the Upper Parana River may become unsustainable.Show less"
13,"Bellmore, JR",Jun 2014 ,EFFECTS OF GEOMORPHIC PROCESS DOMAINS ON RIVER ECOSYSTEMS: A COMPARISON OF FLOODPLAIN AND CONFINED VALLEY SEGMENTS,RIVER RESEARCH AND APPLICATIONS,"The geomorphic template of streams and rivers exerts strong controls on the structure and function of aquatic ecosystems. However, relationships between stream geomorphology and ecosystem structure and function are not always clear and have not been investigated equally across spatial scales. In montane regions, rivers often alternate between canyon-confined segments and unconfined floodplain segments. Yet, few studies have evaluated how this pattern influences aquatic ecosystems. Here, we compared five confined river segments to five paired floodplain segments in terms of allochthonous inputs, aquatic primary producer and invertebrate production, stream retentive capacity, and aquatic invertebrate community composition. We found that floodplains had a higher (up to 4x) retentive capacity, a greater richness (58%) of aquatic invertebrates, and a distinctly different invertebrate community, relative to confined segments. Contrary to our expectations, allochthonous inputs were approximately 2x greater for confined segments, and aquatic primary and invertebrate production exhibited no consistent differences between segment types. However, results did indicate that floodplains had greater overall community respiration than confined segments. Together, these findings suggest that floodplain and confined segments do indeed differ in terms of aquatic ecosystem structure and function but not entirely as expected. Confined segments had greater allochthonous inputs but a lower capacity to retain those inputs, whereas floodplains had a high capacity to retain transported organic matter and also a more diverse community of invertebrates and higher overall community respiration to digest' retained organic matter. If these findings are generalizable, then they would indicate that confined segments are sources for organic matter within river networks, whereas floodplains act as filters, removing and processing organic matter transported from upstream confined segments. Copyright (c) 2013 John Wiley & Sons, Ltd.Show less"
14,"Hall, RO",Nov 2009 ,"Hydrologic control of nitrogen removal, storage, and export in a mountain stream",LIMNOLOGY AND OCEANOGRAPHY,"Nutrient cycling and export in streams and rivers should vary with flow regime, yet most studies of stream nutrient transformation do not include hydrologic variability. We used a stable isotope tracer of nitrogen (N-15) to measure nitrate (NO3-) uptake, storage, and export in a mountain stream, Spring Creek, Idaho, U. S. A. We conducted two tracer tests of 2-week duration during snowmelt and baseflow. Dissolved and particulate forms of N-15 were monitored over three seasons to test the hypothesis that stream N cycling would be dominated by export during floods, and storage during low flow. Floods exported more N than during baseflow conditions; however, snowmelt floods had higher than expected demand for NO3- because of hyporheic exchange. Residence times of benthic N during both tracer tests were longer than 100 d for ephemeral pools such as benthic algae and wood biofilms. Residence times were much longer in fine detritus, insects, and the particulate N from the hyporheic zone, showing that assimilation and hydrologic storage can be important mechanisms for retaining particulate N. Of the tracer N stored in the stream, the primary form of export was via seston during periods of high flows, produced by summer rainstorms or spring snowmelt the following year. Spring Creek is not necessarily a conduit for nutrients during high flow; hydrologic exchange between the stream and its valley represents an important storage mechanism.Show less"
15,"Taube, N",Mar 20 2019 ,"Phosphorus and nitrogen storage, partitioning, and export in a large gravel bed river",SCIENCE OF THE TOTAL ENVIRONMENT,"Nutrient dynamics in a 25 km long treated wastewater effluent impacted reach of a large, gravel-bed river were evaluated in five river compartments: surficial sediment, surface water, hyporheic zone water, and aquatic biomass (including epilithic algae and macrophyles). Nutrient. storage within, and export from, the river reach, was quantified to assess the impact of WWTP effluent on nutrient dynamics.More than 98% of N and P storage was found in he surficial river bed sediment, where it is available to support epilithic algal and macrophyte growth. Nutrient export from the river reach by sediment, hyporheic water, and biomass were small compared to water column transport. The N:P ratios for the five different compartments suggested that the wafer column was severely P limited, whereas sediment, hyporheic water, and aquatic biomass tended towards co-limitation and N limitation.Within the river reach, he majority of P was stored immediately downstream of he WWTP effluent outfall, whereas N was retained at a higher rate relative to Pin the remainder of the reach. Correlation analysis of nutrient exchange between different compartments suggested that multiple nutrient compartments should be considered when establishing nutrient loading criteria. Nutrient analysis in multiple compartments in the river can add valuable insight into nutrient dynamics and nutrient limitation. (C) 2018 Elsevier B.V. All rights reserved.Show less"
16,"Chaput-Bardy, A",Dec 24 2009 ,Modelling the effect of in-stream and overland dispersal on gene flow in river networks,ECOLOGICAL MODELLING,"Modelling gene flow across natural landscapes is a current challenge of population genetics. Models are essential to make clear predictions about conditions that cause genetic differentiation or maintain connectivity between populations. River networks are a special case of landscape matrix. They represent stretches of habitat connected according to a branching pattern where dispersal is usually limited to upstream or downstream movements. Because of their peculiar topology, and the increasing concern about conservation issues in hydrosystems, there has been a recent revival of interest in modelling dispersal in river networks. Network complexity has been shown to influence global population differentiation. However, geometric characteristics are likely to interact with the way individuals move across space. Studies have focused on in-stream movements. None of the work published so far took into consideration the ability of many species to disperse overland between branches of the same network though. We predicted that the relative contribution of these two dispersal modalities (in-stream and overland) would affect the overall genetic structure. We simulated dispersal in synthetic river networks using an individual-based model. We tested the effect of dispersal modalities, i.e. the ratio of overland/in-stream dispersal, and two geometric parameters, bifurcation angle between branches and network complexity. Data revealed that if geometrical parameters affected population differentiation, dispersal parameters had the strongest effect. Interestingly, we observed a quadratic relationship between p the proportion of overland dispersers and population differentiation. We interpret this U-shape pattern as a balance between isolation by distance caused by in-stream movements at low values of p and intense migrant exchanges within the same branching unit at high values of p. Our study is the first attempt to model out-of-network movements. It clearly shows that both geometric and dispersal parameters interact. Both should be taken into consideration in order to refine predictions about dispersal and gene flow in river network. (C) 2009 Elsevier B.V. All rights reserved.Show less"
17,"Rajbanshi, J",Apr 15 2022 ,"Planform changes and alterations of longitudinal connectivity caused by the 2019 flood event on the braided Brahmaputra River in Assam, India",GEOMORPHOLOGY,"The longitudinal connectivity of rivers facilitates the downstream transfer of discharge and sediment. Any alterations to this component can potentially impair/block sediment movement, resulting in deposition and planform alterations. This effect is more enhanced in braided rivers, which usually convey large sediment volumes. In this study, we use Graph Theory to analyze the impact of a big flood event (July 2019 flood) on the channel planform configuration of the Brahmaputra River in the eastern Indian state of Assam. The inbetweenness centrality and structural sediment connectivity of the nodes (channel confluences/diffluences) and links were computed using different indices. The node accessibility was enumerated using the Shimbel Index. Sedimentographs were devised to simulate the likely sediment outflow volumes and its duration in the post-flood scenario. Our results reveal that significant changes in the channel planform were caused by this flood event, which repositioned mid-channel and bank-attached bar deposits and realigned the river's entwined multiple threads. These engendered alterations in the existing channel bifurcations and inter-node connections, thereby impacting on how the sediment was transferred and its pathways. The enumerated accessibility index and simulated sediment volumes reflected the above changes, with reach-wise variations apparent in these aspects. This study helps comprehend the flood-induced planform morphological changes in braided streams, which has implications for navigation. The framework used here can also be applied to assess other braided rivers.Show less"
18,"Dai, ML",Dec 2017 ,Impact of the Three Gorges Project operation on the water exchange between Dongting Lake and the Yangtze River,INTERNATIONAL JOURNAL OF SEDIMENT RESEARCH,"The Three Gorges Project (TGP) is a world known project to utilize and manage the water resources of the Yangtze River. The reservoir stores water at the end of the flood season, and replenishes downstream reaches with water in dry seasons. In addition to such benefits, the TGP has irreversibly changed the hydrological process and the river-lake relation of the middle and lower reaches. In this paper, a hydrodynamic model was established to quantify the impact of the TGP's operation on the water exchange between Dongting Lake and the Yangtze River during 2009-2013. The results indicated that: the operation of the TGP has considerably reduced the peak discharge and the flood volume of the main stream and the Dongting Lake area. The inflow volume from the Yangtze River to Dongting Lake via three outlets decreased by 1.9-3.5 billion m(3)/yr, while the outflow volume from Dongting Lake to the Yangtze River at Chenglingji increased by 0.3-1.6 billion m(3) in September and 0.4-0.6 billion m(3) in October, respectively. This research provides valuable information for flood control, irrigation, and water allocation in the middle and lower reaches of the Yangtze River, and serves as a typical case for investigating the impact of other hydropower projects around the world. (C) 2017 International Research and Training Centre on Erosion and Sedimentation/the World Association for Sedimentation and Erosion Research. Published by Elsevier B.V. All rights reserved.Show less"
19,"Liu, SL",Jan 8 2021 ,Multi-Scale Ecological Connectivity Dynamics Associated With Hydropower Station: A Case Study in the Lancang River Valley,FRONTIERS IN ECOLOGY AND EVOLUTION,"Dam construction is a major threat to terrestrial ecological processes that exhibit spatial variation. As an effective indicator of species movements at large scales, the dynamics of forest landscape connectivity for the dispersal abilities of local species such as primates both upstream and downstream of the Manwan hydropower station were compared in three periods: before, during, and after dam construction (in 1974, 1988, and 2004, respectively). The equivalent connected area (ECA) index which was modified from the probability of connectivity (PC) index based on the graph theory was applied in this study. We used this method to analyze the spatial and temporal changes in the overall forest landscape connectivity due to dam construction. The results showed that forest connectivity decreased after dam construction. The forest connectivity upstream was much greater than that downstream in 1974 but was lower in 1988 and 2004. The importance of connectivity increased with increasing dispersal distance. Only 8, 12, and 18% of forest patches of small area exhibited changes in 1974, 1988, and 2004, respectively. Most of the large habitat patches (i.e., those with dECA values >50%) remained stable, and the greatest patch changes were found at a dispersal distance of 400 m in all three periods. These large forest patch changes often occurred near the boundary of the study area. The Betweenness Centrality indicator, which identifies patches as stepping stones while accounting for ecological processes and biological flows at a larger scale, indicated that some habitat patches near Manwan Dam acted as stepping stones in maintaining the forest connectivity. Furthermore, rank correlations between the forest patch area and the three dPC ((intra, flux, connector)) fractions indicated that the dPC(flux) indicator can be used to measure the prioritization of habitat patches.Show less"
20,"Shogren, AJ",Mar 1 2020 ,Controls on fine particle retention in experimental streams,FRESHWATER SCIENCE,"The transport and retention of fine particulate organic matter (FPOM) in headwater streams plays a significant role in organic matter processing and represents a critical link between upstream and downstream systems. Benthic biofilms potentially alter substrate characteristics and dynamics. However, the influence of biofilm colonization on FPOM retention has not been well documented, likely due to inherent heterogeneity of natural systems. We expected that biofilm growth would either enhance or diminish FPOM retention in the streambed, whereas biofilm growth would vary depending on the underlying substrate template. We used a short-term FPOM addition technique to estimate transport distances of a fine particle analog (corn pollen: 70 mu m) in four 50-m experimental streams (Q = 1.5 L/s) at the Notre Dame Linked Experimental Ecosystem Facility. Streams varied in substrate size (1-cm pea gravel vs 10-cm small cobble) and complexity (homogenous 50/50 mix vs alternating sections). We sampled streams on multiple dates over 5 mo (June-October) of biofilm colonization and senescence. While FPOM transport distances generally increased as biofilm colonization occurred, retention was variable across streams and over time. We found no consistent or simple pattern of FPOM retention in our streams. Rather, one of the strongest effects was an indirect relationship between FPOM removal and transient storage, a factor that is strongly driven by biofilm colonization. These results emphasize the dynamic feedback of the physical and biological environments influencing FPOM retention in streams.Show less"
21,"Cho, EB",May 2020 ,"Enhanced Exchange Flow During Spring Tide and Its Cause in the Sumjin River Estuary, Korea",ESTUARIES AND COASTS,"Knowledge of exchange flow and its variations is important, because it determines the distribution of salt, nutrient, pollutant, and suspended sediment in estuaries. Although exchange flow has been studied extensively, their variations over the spring-neap tidal cycle remain unclear. Many studies have indicated that the exchange flow is weaker during spring tides than neap tides, but others have reported that it might be stronger during spring tides. Therefore, we investigated the spring-neap variation of an exchange flow and its cause based on intensive observational data and an analytical model applied to the Sumjin River estuary (SRE), Korea. The observations revealed that exchange flow increased during the spring tide but decreased during the neap tide. The horizontal salinity gradient increased about seven times more during spring tide than during neap tide in the middle of the estuary. The analytical model implied that the exchange flow in the SRE is mainly driven by the horizontal salinity gradient. The large horizontal salinity gradient and tidal current amplitude ratio in the SRE between the spring and neap tides suggests that the horizontal pressure gradient driven by the salinity gradient overwhelms vertical mixing in driving exchange flow in the SRE.Show less"
22,"Cooper, AR",Feb 2016 ,Identifying indicators and quantifying large-scale effects of dams on fishes,ECOLOGICAL INDICATORS,"Although localized effects of individual dams on stream fish assemblages have been relatively well-studied, less is known about the effects of multiple dams within a stream network on fishes and the patterns that emerge when the combined effects of individual and multiple dams are viewed across entire river basins, ecoregions, and states. This study evaluated multiple stream network fragmentation metrics representing localized (e.g., distance-to-dams) and cumulative (e.g., total upstream reservoir storage) dam influences on streams in Michigan, Wisconsin, and Minnesota, developing an approach for identifying suitable fish indicators of dam effects. We used change point and correlation analyses to determine associations of stream fish catch per unit effort and various stream network fragmentation metrics with data from more than 2000 fish survey sites stratified by stream size, thermal regime, and ecoregion. Of the identified indicator species, predominantly warmwater, large river, and/or lentic species were positively associated with stream network fragmentation, whereas cold and coolwater lotic species were negatively associated with fragmentation. These results suggest a combination of downstream thermal effects and upstream influences from impoundments generated by dams. Variance partitioning analyses based on identified indicator species revealed greater upstream-dominated dam influences in headwaters than mid-sized streams, and a greater relative influence of dams vs. other non-dam anthropogenic influences in cold streams than warm streams. Overall, a combination of localized and cumulative fragmentation metrics, as well as upstream and downstream-oriented measures, were influential in indicator species responses, emphasizing the importance of selecting a diversity of fragmentation metrics when assessing effects of dams on stream fishes. Understanding multiple dam influences on stream fishes, including localized effects from individual dams and cumulative effects from all dams within a river basin, would provide useful information for a variety of management activities, including dam operation and dam removal prioritization. Dams significantly affect conservation and management options for stream fishes, with identification of multi-scale dam influences on fishes being critical to restoration and maintenance of aquatic biodiversity throughout the world. (c) 2015 Elsevier Ltd. All rights reserved.Show less"
23,"Xue, XS",1st International Yellow River Forum,Discussion on Counter Measures to the Phenomena of Tearing River Bed Off in the River Reach of Yumenkou - Tongguan,,
24,"Massicotte, P",Oct 2011 ,Spatial connectivity in a large river system: resolving the sources and fate of dissolved organic matter,ECOLOGICAL APPLICATIONS,"Large rivers are generally heterogeneous and productive systems that receive important inputs of dissolved organic matter (DOM) from terrestrial and in situ sources. Thus, they are likely to play a significant role in the biogeochemical cycling of the DOM flowing to the oceans. The asymmetric spatial gradient driven by directional flow and environmental heterogeneity contributes to the fate of DOM flowing downstream. Yet, the relative effects of spatial connectivity and environmental heterogeneity on DOM dynamics are poorly understood. For example, since environmental variables show spatial heterogeneity, the variation explained by environmental and spatial variables may be redundant. We used the St. Lawrence River (SLR) as a representative large river to resolve the unique influences of environmental heterogeneity and spatial connectivity on DOM dynamics. We used three-dimensional fluorescence matrices combined with parallel factor analysis (PARAFAC) to characterize the DOM pool in the SLR. Seven fluorophores were modeled, of which two were identified to be of terrestrial origin and three from algal exudates. We measured a set of environmental variables that are known to drive the fate of DOM in aquatic systems. Additionally, we used asymmetric eigenvector map (AEM) modeling to take spatial connectivity into account. The combination of spatial and environmental models explained 85% of the DOM variation. We show that spatial connectivity is an important driver of DOM dynamics, as a large fraction of environmental heterogeneity was attributable to the asymmetric spatial gradient. Along the longitudinal axis, we noted a rapid increase in dissolved organic carbon (DOC), mostly controlled by terrestrial input of DOM originating from the tributaries. Variance partitioning demonstrated that freshly produced protein-like DOM was found to be the preferential substrate for heterotrophic bacteria undergoing rapid proliferation, while humic-like DOM was more correlated to the diffuse attenuation coefficient of UVA radiation.Show less"
25,"Yu, L",2nd International Yellow River Forum,Flow Modelling for Natural River,,
