,First author,Year,Title,Journal,Abstract
10,"FREEMAN, C",Feb 3 1995 ,ION-EXCHANGE MECHANISMS AND THE ENTRAPMENT OF NUTRIENTS BY RIVER BIOFILMS,HYDROBIOLOGIA,"Biofilms envelop all surfaces in aquatic ecosystems.  They possess an extremely efficient nutrient entrapment mechanism which is widely believed to be mediated through ion exchange processes.  During a field experiment, potassium and bromide were transported along a 105 m reach at different rates.  The distance between the two solute pulses increased with increasing distance downstream.  And, in a laboratory experiment, changing the ionic composition of waters overlying the biofilm influenced the retention of (phenolic) material by that biofilm.  An analogy was drawn with ion chromatography (IC):  In IC, different ions show different rates of progress through the column (retention times), and also show increasing separation between peaks with increasing distance from the point of injection (column length).  Likewise, the affinity of a given ion for the column can be modified by manipulation of the ionic composition of overlying waters (eluent).  The observed similarities between IC columns and the biofilm-coated stream channel may therefore represent a degree of experimental support for the putative involvement of ion exchange in the biofilm nutrient entrapment mechanism.Show less"
11,"Buchanan, BP",Jan 15 2022 ,A machine learning approach to identify barriers in stream networks demonstrates high prevalence of unmapped riverine dams,JOURNAL OF ENVIRONMENTAL MANAGEMENT,"Restoring stream ecosystem integrity by removing unused or derelict dams has become a priority for watershed conservation globally. However, efforts to restore connectivity are constrained by the availability of accurate dam inventories which often overlook smaller unmapped riverine dams. Here we develop and test a machine learning approach to identify unmapped dams using a combination of publicly available topographic and geospatial habitat data. Specifically, we trained a random forest classification algorithm to identify unmapped dams using digitally engineered predictor variables and known dam sites for validation. We applied our algorithm to two subbasins in the Hudson River watershed, USA, and quantified connectivity impacts, as well as evaluated a range of predictor sets to examine tradeoffs between classification accuracy and model parameterization effort. The random forest classifier achieved high accuracy in predicting dam sites (true positive rate = 89%, false positive rate = 1.2%) using a subset of variables related to stream slope and presence of upstream lentic habitats. Unmapped dams were prevalent throughout the two test watersheds. In fact, existing dam inventories underestimated the true number of dams by similar to 80-94%. Accounting for previously unmapped dams resulted in a 62-90% decrease in dendritic connectivity indices for migratory fishes. Unmapped dams may be pervasive and can dramatically bias stream connectivity information. However, we find that machine learning approaches can provide an accurate and scalable means of identifying unmapped dams that can guide efforts to develop accurate dam inventories, thereby informing and empowering efforts to better manage them.Show less"
12,"Dudley-Southern, M",Feb 2015 ,Temporal responses of groundwater-surface water exchange to successive storm events,WATER RESOURCES RESEARCH,"Groundwater-surface water exchange within the hyporheic zone is widely recognized as a key mechanism controlling the fate of nutrients within catchments. In gaining river systems, groundwater-surface water interactions are constrained by upwelling groundwater but there is increasing evidence that a rapid rise in river stage during storm events can result in a temporary reversal of vertical hydraulic gradients, leading to surface water infiltration into the subsurface and supply of surface-borne reactive solutes to this biogeochemically active interface. At a UK study site, using logged hydraulic heads in the surface water, riverbed, and riverbanks and logged electrical conductivity at multiple depths in the riverbed we show that storm events can lead to a temporary reversal of vertical hydraulic gradient with mixing evident up to 30 cm beneath the riverbed. Cross-channel variability is evident, with the center of the channel consistently having shorter reversals of hydraulic gradient, compared to the channel margins. The direction of shallow subsurface riverbank flow at the site is also reactive to storm events, temporarily aligning with the surface flow direction and then reverting back to preevent conditions. Such a transition of flow paths during events is also likely to lead to expansion of lateral hyporheic exchange. This study provides evidence that storm events can be a key driver of enhanced hyporheic exchange in gaining river systems, which may support nutrient reactions beyond the duration of event-driven change. Our observations demonstrate the dynamic nature of the hyporheic zone, which should be considered when evaluating its biogeochemical function.Show less"
13,"Miller, RL",Feb 2022 ,Reduced-complexity model of stream temperature,RIVER RESEARCH AND APPLICATIONS,"In this article, a process-based model of time-varying stream temperatures is developed. The integrated compartment-based model balances a need to account for the major physical components of the heat balance at specific sites while maintaining computational efficiency. The ability of the model to simulate instantaneous temperatures is demonstrated at six study locations in the sub-tropical, low-gradient region of Southern Louisiana, USA. The model yielded Nash-Sutcliffe efficiency (NSE) scores of 0.9 and above and an average root mean squared error (RMSE) of 1.07 degrees C for hourly water temperature over a six-month period. The parameter sensitivity analysis demonstrates the variable significance of vaporization and bed sediment conduction across the different study locations. The results show that the sediment heat exchange may have a significant seasonal effect on the energy budgets of streams where flows are a large component of the heat balance in temperate climates. The model is well-suited to serve as a simple physically based thermal impact assessment tool for streams and potentially many other types of waterbodies as well. The model also complements the widely used meteorological- and statistical-based methodologies applied in the development of tributary and headwater temperature boundary conditions for large-scale river temperature studies.Show less"
14,"Van Looy, K",Aug 2013 ,A scale-sensitive connectivity analysis to identify ecological networks and conservation value in river networks,LANDSCAPE ECOLOGY,"Existing methods for connectivity analysis still encounter difficulties in explaining functional relationships between network structure and ecological patterns over larger territories or complex structures like dendritic river networks. We propose a method that addresses the problem of scale and resolution in the connectivity analysis of dendritic network structures, illustrated here for the re-colonization of the French Loire river basin by the European otter. The ecological niche factor approach is applied to infer favourable habitat in the river network based on large scale data of land use and hydro-morphology of river segments for the entire river basin. These analyses identified the stressors to the riparian zone of channel straightening, urbanisation and forest fragmentation as the principal factors explaining otter occurrence. Using this estimate of habitat favourability, we used the Integral Index of Connectivity to quantify habitat availability and connectivity in the dendritic river network. When we calculate the integral index of connectivity over different spatial extents by constraining network distances, the scale-sensitivity of the network's connectivity emerges. Accounting for high mobility by entering larger network distances in the analysis identifies conservation networks and priorities mainly in downstream parts of the river basin, whereas with smaller network distances, more restricted high quality areas in central and upstream parts are highlighted. The presented approach performed better than distribution modelling approaches in explaining species occurrence over the river network and confirms the crucial aspect of connectivity in otter re-colonization.Show less"
15,"Hudson, PF",Jul 15 2013 ,A new longitudinal approach to assess hydrologic connectivity: Embanked floodplain inundation along the lower Mississippi River,HYDROLOGICAL PROCESSES,"Hydrologic connectivity is fundamental to understanding floodplain processes along meandering river corridors. This study contributes to understanding hydrologic connectivity by utilizing a high resolution Light Detection and Ranging DEM with a new GIS-based approach for identifying the precise elevation of flood stage. The method created a high-resolution longitudinal channel bank profile, enabling a detailed examination of embanked floodplain hydrologic connectivity. A simple channel cross-section approach is likely to result in a large underestimation of floodplain inundation and hydrologic connectivity along meandering river floodplains because of differences in the elevation of the natural levee surface relative to floodplain bottoms and the considerable variability in the elevation of the channel bank profile. There is a large disparity in discharge duration associated with floodplain inundation in comparison to river channel bank inundation. A discharge duration of 10% is associated with inundation of 87% of the floodplain surface whereas only 53% of the channel bank profile is overtopped. An apparent threshold in inundation occurs as the discharge duration decreases below about 35%. While a duration of 25% results in very little of the channel bank being overtopped, it inundates 50% of the floodplain surface. Floodplain borrow pits, which are created in association with dike construction, represent a constant anthropogenic influence on the lower Mississippi embanked floodplain morphology, and are inundated by low discharge magnitudes. The results of the investigation shed new light on the topic of hydrologic connectivity for an important embanked fluvial system that has previously received little attention concerning its physical floodplain processes. Copyright (c) 2013 John Wiley & Sons, Ltd.Show less"
16,"Lamontagne, S",Nov 2007 ,Estimation of hyporheic water residence time in situ using Rn-222 disequilibrium,LIMNOLOGY AND OCEANOGRAPHY-METHODS,"Radon-222 is a naturally occurring radioactive gas (half-life = 3.8 d) that is emitted by virtually all geologic materials. Stream sediment porewater tends to approach an equilibrium Rn-222 activity determined by the Rn-222 production rate of the sediments and radon half-life. However, this equilibrium may not be reached when porewaters are diluted with low Rn-222 surface waters by hyporheic exchange. Thus, the hyporheic water residence time (t(h)) can be estimated in situ based on the difference in measured hyporheic Rn-222 activity relative to Rn-222 activity in the absence of hyporheic exchange. To validate Rn-222-derived t(h) estimates, a pulse in-stream bromide injection and a continuous in-stream injection of sulfur hexafluoride (SF6) were made in a subtropical stream (Swamp Oak Creek, Australia) along a reach with a sand, gravel, and cobble streambed. The bromide injection estimated t(h) indirectly from the shape of upstream and downstream in-stream breakthrough curves, whereas the SF6 injection estimated t(h) directly by the determination of hyporheic breakthrough curves. The average t(h) obtained with Rn-222 disequilibrium (0.095 +/- 0.086 d; +/- SD) was similar to that obtained using bromide injection (0.10 +/- 0.026 d) and within the range estimated from SF6 injection (0.05-0.2 d). Unlike the commonly used in-stream breakthough curves of injected tracers, the Rn-222 disequilibrium technique is advantageous because it measures t(h) of transient storage for the hyporheic zone only. The Rn-222 disequilibrium technique is only applicable to estimate t(h) in the range of hours to days, but this is the range of interest in many hyporheic studies.Show less"
17,"Stelzer, RS",Oct 2011 ,The dark side of the hyporheic zone: depth profiles of nitrogen and its processing in stream sediments,FRESHWATER BIOLOGY,"1. Although it is well known that sediments can be hot spots for nitrogen transformation in streams, many previous studies have confined measurements of denitrification and nitrate retention to shallow sediments (<5 cm deep). We determined the extent of nitrate processing in deeper sediments of a sand plains stream (Emmons Creek) by measuring denitrification in core sections to a depth of 25 cm and by assessing vertical nitrate profiles, with peepers and piezometers, to a depth of 70 cm.2. Denitrification rates of sediment slurries based on acetylene block were higher in shallower core sections. However, core sections deeper than 5 cm accounted for 68% of the mean depth-integrated denitrification rate.3. Vertical hydraulic gradient and vertical profiles of pore water chloride concentration suggested that deep ground water upwelled through shallow sediments before discharging to the stream channel. The results of a two-source mixing model based on chloride concentrations suggested that the hyporheic zone was very shallow (<5 cm) in Emmons Creek.4. Vertical profiles showed that nitrate concentration in shallow ground water was about 10-60% of the nitrate concentration of deep ground water. The mean nitrate concentrations of deep and shallow ground water were 2.17 and 0.73 mg NO3-N L-1, respectively.5. Deep ground water tended to be oxic (6.9 mg O-2 L-1) but approached anoxia (0.8 mg O-2 L-1) after passing through shallow, organic carbon-rich sediments, which suggests that the decline in the nitrate concentrations of upwelling ground water was because of denitrification.6. Collectively, our results suggest that there is substantial nitrate removal occurring in deep sediments, below the hyporheic zone, in Emmons Creek. Our findings suggest that not accounting for nitrate removal in deep sediments could lead to underestimates of nitrogen processing in streams and catchments.Show less"
18,"Higashino, M",Jun 2013 ,Quantifying a significance of sediment particle size to hyporheic sedimentary oxygen demand with a permeable stream bed,ENVIRONMENTAL FLUID MECHANICS,"A mechanistic model of sedimentary oxygen demand (SOD) for hyporheic flow is presented. The permeable sediment bed, e.g. sand or fine gravel, is considered with hydraulic conductivity in the range cm/s. Hyporheic pore water flow is induced by pressure fluctuations at the sediment/water interface due to near-bed turbulent coherent motions. A 2-D advection-diffusion equation is linked to the pore water flow model to simulate the effect of advection-dispersion driven by interstitial flow on oxygen transfer through the permeable sediment. Microbial oxygen uptake in the sediment is expressed as a function of the microbial growth rate, and is related to the sediment properties, i.e. the grain diameter and porosity . The model describes the significance of sediment particle size to oxygen transfer through the sediment and microbial oxygen uptake: With increasing grain diameter , the hydraulic conductivity increases so does the oxygen transfer rate, while particle surface area per volume (the available surface area for colonization by biofilms) decreases reducing the microbial oxygen uptake rate. Simulation results show that SOD increases as the hydraulic conductivity increases before a threshold has been reached. After that, SOD diminishes with the increment of the hydraulic conductivity (K).Show less"
19,"Castella, E",Jun 2015 ,Realised and predicted changes in the invertebrate benthos after restoration of connectivity to the floodplain of a large river,FRESHWATER BIOLOGY,"River-floodplain interactions (i.e. lateral connectivity) are a major driver of the structure and function of the biota in floodplain waterbodies. Therefore, the enhancement of lateral connectivity is a key focus of large river restoration. The Rhone River restoration project in France includes an array of floodplain habitats and restoration measures, offering opportunities to test the predictability of changes in taxon abundance after connectivity restoration. Quantitative samples of benthic macroinvertebrates taken before restoration were used to derive generalised additive models (GAMs) relating the density of taxa to an index of lateral connectivity. The index combined the diversity of sediment grain size, its organic content, vegetation cover and the water's electrical conductivity. GAMs were used to predict changes in taxon density and between-site (i.e. beta) diversity 2 and 4years after restoration at 34 sites (14 unrestored, eight reconnected to the river, six dredged, six restored by increasing river flow). Observed post-restoration changes included an increase in the density of rheophilous taxa and an increase of beta-diversity among restored sites. Fifty-four GAMs (27% of the taxa) were selected for post-restoration predictions. Predictions from these models matched observations for a set of Trichoptera and other taxa with large density changes after restoration. The quality of predictions of density changes was poor on average among sites, but higher for sites where large changes in lateral connectivity occurred. Taxon-level predictions partly explained increased beta-diversity in restored sites, suggesting that predictions based on a subset of individual taxa can be used to predict community-level changes. Our models can guide restoration measures in the Rhone and other rivers. Our results also show the benefit of diversifying restoration actions at the scale of entire floodplains. Post-restoration trajectories should be monitored over long periods to improve the identification of the key environmental predictors of biotic changes, especially at the less connected floodplain sites.Show less"
20,"Leach, JA",Aug 15 2010 ,Above-stream microclimate and stream surface energy exchanges in a wildfire-disturbed riparian zone,HYDROLOGICAL PROCESSES,"Stream temperature and riparian microclimate were characterized for a 1.5 km wildfire-disturbed reach of Fishtrap Creek, located north of Kamloops, British Columbia. A deterministic net radiation model was developed using hemispherical canopy images coupled with on-site microclimate measurements. Modelled net radiation agreed reasonably with measured net radiation. Air temperature and humidity measured at two locations above the stream, separated by 900 m, were generally similar, whereas wind speed was poorly correlated between the two sites. Modelled net radiation varied considerably along the reach, and measurements at a single location did not provide a reliable estimate of the modelled reach average. During summer, net radiation dominated the surface heat exchanges, particularly because the sensible and latent heat fluxes were normally of opposite sign and thus tended to cancel each other. All surface heat fluxes shifted to negative values in autumn and were of similar magnitude through winter. In March, net radiation became positive, but heat gains were cancelled by sensible and latent heat fluxes, which remained negative. A modelling exercise using three canopy cover scenarios (current, simulated pre-wildfire and simulated complete vegetation removal) showed that net radiation under the standing dead trees was double that modelled for the pre-fire canopy cover. However, post-disturbance standing dead trees reduce daytime net radiation reaching the stream surface by one-third compared with complete vegetation removal. The results of this study have highlighted the need to account for reach-scale spatial variability of energy exchange processes, especially net radiation, when modelling stream energy budgets. Copyright (C) 2010 John Wiley & Sons, Ltd.Show less"
21,"Blanco, JE",Mar 2006 ,"Hierarchical contribution of river-ocean connectivity, water chemistry, hydraulics, and substrate to the distribution of diadromous snails in Puerto Rican streams",JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,"Diadromous faunas dominate most tropical coastal streams and rivers, but the factors controlling their distribution are not well understood. Our study documents abiotic variables controlling the distribution and abundance of the diadromous snail Neritina virginea (Gastropoda:Neritidae) in the Caribbean island of Puerto Rico. An intensive survey of N. virginea density and shell size, and channel substrate, velocity, and depth was conducted at microhabitat, habitat, and reach scales of a coastal plain reach of the Rio Mameyes between August and December 2000. In addition, the inland extent of distribution (stream-network scale) and presence (regional scale) of N. virginea were surveyed in 32 coastal rivers around the island during summer 2001 and 2003. At the microhabitat scale, snail density and microhabitat electivity were greater in patches consisting of a mix of boulders and cobbles than in other types of substrate. At the habitat scale, snail density increased with depth. At the reach scale, snail density increased with fast and turbulent flows (riffle > pools > pond), whereas snail size showed the opposite pattern. At the regional scale, populations were present in 13 of 32 streams. Populations of N. virginea were not found in rivers that were disconnected from the ocean for most of the year because of channel dewatering, formation of sediment bars at their mouths, and low mean monthly discharge (Q = 0.69 m(3)/s). In contrast, rivers with N. virginea populations had a permanent (Q = 4.04 m(3)/s) or seasonal (Q = 2.88 m(3)/s) connection to the ocean over the year. At the regional scale, the inland distribution of populations was not correlated with stream gradient, but was negatively correlated with concentrations of SiO2, P, and acid neutralizing capacity of the water. Populations colonized montane reaches in only 5 rivers, all of which were forested and protected. Our study highlights the importance of taking a hierarchical approach in managing tropical coastal rivers, and the usefulness of neritid snails as biological indicators of the physical and chemical integrity of rivers.Show less"
22,"Murgulet, D",Dec 1 2016 ,"Impact of hydrological alterations on river-groundwater exchange and water quality in a semi-arid area: Nueces River, Texas",SCIENCE OF THE TOTAL ENVIRONMENT,"There is a lack of understanding and methods for assessing the effects of anthropogenic disruptions, (i.e. river fragmentation due to dam construction) on the extent and degree of groundwater-surface water interaction and geochemical processes affecting the quality of water in semi-arid, coastal catchments. This study applied a novel combination of electrical resistivity tomography (ERT) and elemental and isotope geochemistry in a coastal river disturbed by extended drought and periodic flooding due to the operation of multiple dams. Geochemical analyses show that the saltwater barrier causes an increase in salinity in surface water in the downstream river as a result of limited freshwater inflows, strong evaporation effects on shallow groundwater and mostly stagnant river water, and is not due to saltwater intrusion by tidal flooding. Discharge from bank storage is dominant (similar to 84%) in the downstream fragment and its contribution could increase salinity levels within the hyporheic zone and surface water. When surface water levels go up due to upstream freshwater releases the river temporarily displaces high salinity water trapped in the hyporheic zone to the underlying aquifer. Geochemical modeling shows a higher contribution of distant and deeper groundwater (similar to 40%) in the upstream river and lower discharge from bank storage (similar to 13%) through the hyporheic zone. Recharge frombank storage is a source of high salt to both upstream and downstream portions of the river but its contribution is higher below the dam. Continuous ERT imaging of the river bed complements geochemistry findings and indicate that while lithologically similar, downstream of the dam, the shallow aquifer is affected by salinization while fresher water saturates the aquifer in the upstream fragment. The relative contribution of flows (i.e. surface water releases or groundwater discharge) as related to the river fragmentation control changes of streamwater chemistry and likely impact the interpretation of seasonal trends. (C) 2016 Elsevier B.V. All rights reserved.Show less"
