,First author,Year,Title,Journal,Abstract
10,"Baratelli, F",Nov 2016 ,"Estimation of stream-aquifer exchanges at regional scale using a distributed model: Sensitivity to in-stream water level fluctuations, riverbed elevation and roughness",JOURNAL OF HYDROLOGY,"Several studies on stream-aquifer interactions focus on the local scale. However, the estimation of stream-aquifer exchanges for a regional river network remains challenging. This study aims at assessing the sensitivity of distributed stream-aquifer exchanges to in-stream water level fluctuations, riverbed elevation and Manning roughness coefficient.An integrated distributed surface-subsurface model is applied to the Loire river basin (117,480 km(2), France), where in-stream water level fluctuations are taken into account with a simplified Manning-Strickler approach. The stream-aquifer exchanges are analyzed at pluri-annual and annual scales, as well as during short-term hydrological events.The model simulates the spatio-temporal variability of in-stream water levels accurately, with Nash coefficients up to 0.96 for the Loire river. The river network mainly drains the aquifer system. The average net exchanged flow is 2.10(-2) m(3) s(-1) km(-1), which corresponds to 12% of the averaged discharge at the outlet of the basin.The assumption of constant river stages significantly impacts the total infiltration (-70%) and exfiltration (-10%) in the basin, whereas it has a negligible influence on the average net flux. The river fluctuations increase the time variability of the stream-aquifer exchanges and may determine flow reversals during flood events and also more frequently for river stretches at equilibrium with its nearby aquifer.This study highlights the importance of accounting for river stage fluctuations in the modeling of regional hydrosystems. Moreover, a sensitivity analysis indicates that it is mandatory to develop new methodologies to better estimate the riverbed elevation at high resolution for a river network at regional scale. In a lesser extent, errors on Manning coefficient affect the timing of infiltration and exfiltration, leading to temporally localized discrepancies. However it does not affect the estimates of the global net exchanges significantly. (C) 2016 Elsevier B.V. All rights reserved.Show less"
11,"Laube, G",Dec 2018 ,The systematic effect of streambed conductivity heterogeneity on hyporheic flux and residence time,ADVANCES IN WATER RESOURCES,"A systematic understanding of hyporheic flux (HF) and residence times (RT) is important as they are a major control of biogeochemical processing in streambeds. Previous studies addressing the effect of heterogeneity in streambed hydraulic conductivity (K) on HF and RT have come to deviating conclusions depending on the specific study design and the selection of heterogeneity cases being investigated. To more systematically evaluate the effects of conductivity heterogeneity on HF and RT, we simulated hyporheic exchange induced by idealized streambed ripples over a large range of heterogeneities. Conductivity heterogeneity was represented in the simulations in terms of 10,000 different heterogeneity realizations from a geostatistical model based on continuous Gaussian and discrete indicator random fields. We demonstrate that any isotropic homogeneous K-field, as an average of a heterogeneous K-field, can only match RT or HF of the respective heterogeneous K-field, but never both. We found exponential correlations of RT and HF with the variance of heterogeneous conductivity. Based on these correlations, an equivalent anisotropic homogeneous conductivity tensor K can be derived. This equivalent anisotropic K efficiently accounts for the effects of small scale heterogeneity on HF and RT. It can be calculated from the median and variance of the hydraulic conductivity distribution of the targeted heterogeneous sediment, without explicitly characterizing the sediment texture.Show less"
12,"Grodzka-Lukaszewska, M",2021 ,Spatial distribution of the water exchange through river cross-section - measurements and the numerical model,ARCHIVES OF ENVIRONMENTAL PROTECTION,"The aspects of surface stability and groundwater exchange recognized by many researchers due to the intensification of agriculture and industry (manifested in, e.g., regulation and dredging of riverbed sediments of rivers) are now widely discussed on the international forum of water policy and management. It is essential to assess the spatial variability of water exchange through the river length and cross sections for the preparation of data and calculation of the groundwater flow model. This article presents research which describes the spatial distribution of the surface water-groundwater interaction within the river cross-section. Two measurement series were carried out to describe its variability. Additionally, a groundwater flow model was developed to simulate and represent the variable nature of water exchange in the hyporheic zone in the river's cross-section. The model was successfully verified by means of measurements of water flux in the hyporheic zone. The precise spatial description of this variability is the first step to determine the possibility of introducing this variable in an accurate manner, within the limits of measurement uncertainties or simulation assumptions, in the construction of mathematical models of groundwater flow.Show less"
13,"Jing, YR",Jun 20 2022 ,Effects of road and river networks on sediment connectivity in mountainous watersheds,SCIENCE OF THE TOTAL ENVIRONMENT,"Road and river networks in mountainous watersheds play an important role in transporting eroded sediments. However, the underlying transport mechanisms remain poorly understood, particularly in terms of how alterations to flow paths caused by road and river networks influence sediment connectivity. Therefore, using data from the Dongshuanghe (DSH) watershed in the Dabie Mountain in Central China, this study investigated the spatial relationships between road and river networks, analyzed the effects of road and river networks on the spatial distribution of sediment connectivity, and determined the primary factors influencing sediment connectivity. The primary factors were identified using the index of connectivity (IC), buffer analysis, a random forest (RF) model, and a geographical detector model (GDM). The results indicated that road and river networks were spatially closely associated: closer to rivers, the density of high-grade roads increased, while farther from road-river crossings, the length and density of rivers and high-grade roads decreased. Both road and river networks affected the IC. In particular, for permanent drainage lines or local sinks, the average value of ICR (i.e., IC affected by road networks, -0.97) was higher than that of IC (-2.17). Thus, values of ICR decreased substantially with increasing distance to the closest roads (R2 = 0.73). However, beyond a threshold of 150 m, the effect of roads on ICR gradually diminished. In addition, the structural characteristics of road networks, particularly slope (Road_S), had greater explanatory power for spatial variation in the ICR. In conclusion, compared to the river networks, the effect of road networks on ICR was more important, which was not only reflected in the spatial distribution of ICR, but also in the factors influencing ICR.Show less"
14,"Brooks, AC",May 2022 ,"Evaluating Spatial and Temporal Dynamics of River-Floodplain Surface Water Connectivity Using Hydrometric, Geochemical and Microbial Indicators",WATER RESOURCES RESEARCH,"Water-mediated linkages that connect landscape components are collectively referred to as hydrologic connectivity. In river-floodplain systems, quantifying hydrologic connectivity is challenging yet enables descriptions of hydrologic function that emerge from complex, heterogeneous interactions of underlying geomorphic, climatic and biologic controls. Here, we quantify surface water hydrologic connectivity using field indicators and develop a connectivity strength metric across a river-floodplain system. To measure connectivity strength, we analyzed hydrometric data, conservative tracers, and natural occurring geochemical and microbial tracers across streamflows. We developed empirical models of hydrologic connectivity and predicted daily connectivity strength values across sites and assessed the sensitivity of connectivity to streamflow variability. Some floodplain areas were consistently connected or disconnected to the river, while other floodplain areas exhibited variable connectivity strength through the season. Of the locations with intermittent connectivity, some disconnected quickly and others had a prolonged disconnection phase. At the river-floodplain system scale, we found hydrologic connectivity always increased with streamflow while across-system variance in connectivity peaked at intermediate streamflow. Floodplain locations with intermittent surface connectivity demonstrated inter-annual variability in hydrologic connectivity as a function of climate variability. Our results suggest that intermediate flows are critical periods for seasonal connectivity regimes and understanding the influence of changing climate on full flow durations will be required to predict impacts on river-floodplain connectivity.Show less"
15,"Korkmaz, S",Mar 15 2009 ,Application of the coupled model to the Somme river basin,JOURNAL OF HYDROLOGY,"Hydrological modeling of the Somme river basin situated in the north of France was made with special emphasis on the stream-aquifer interaction. Due to immense groundwater storage in the chalk aquifer, a damaging flood took place in the basin in spring 2001. To best represent the phenomena occurring in the basin, the coupled model also known as MODCOU was selected to be applied to this particular basin. The whole model structure consists of several components, namely, surface model, groundwater model, unsaturated zone model, and the coupled model. In order to run the surface model, meteorological forcing, land use, and soil type data were acquired. By using land use and soil type data, production zones were obtained. The surface model partitions the precipitation between surface runoff, infiltration, and actual evapotranspiration according to the parameters of production zones. The unsaturated zone model computes the recharge of groundwater by using infiltration from the surface using a Nash cascade model. By using the groundwater model, a steady-state piezometric head distribution is obtained to serve as an initial condition to the coupled model. The unsteady groundwater and surface flow simulations are carried out by the coupled model. Initially, spatial information on the basin was extracted by using Digital Elevation Model (DEM) analysis. After acquiring the necessary spatial data, the surface and aquifer grids were generated by using nested grid generators which make refinement on the stream network and sub-catchment boundaries in order to increase the accuracy of numerical solution. A very detailed calibration was performed by following a step-by-step procedure in which the best fit in flow and piezometric head hydrographs was sought. In the surface model, concentration time and parameters of production zones are calibrated. For coupled surface-groundwater flows transmissivity, specific yield and discharge coefficient; and for flow in unsaturated zone storage constant were calibrated. During the simulations, intense and interrupted exfiltrations were observed over the basin. Two algorithms were developed in order to correct the issue caused by the coarse resolution of the DEM: (1) a 'fill' algorithm was used to remove the sinks and obtain a smoother surface; and (2) a correction procedure for river cell elevations is proposed to acquire continuous exfiltration along the stream network. Validation of the model was made using the discharges at two points on the Somme, namely, Hangest-Sur-Somme and Peronne, which had not been used in any stage of the modeling process and satisfactory results were obtained. The groundwater behavior, its effect on the surface flow and the flood of 2001 are satisfactorily represented. (C) 2008 Elsevier B.V. All rights reserved.Show less"
16,"Wu, LW",Dec 2018 ,Impact of Dynamically Changing Discharge on Hyporheic Exchange Processes Under Gaining and Losing Groundwater Conditions,WATER RESOURCES RESEARCH,"Channel discharge, geomorphological setting, and regional groundwater flow determine the spatiotemporal variability of bedform-induced hyporheic exchange and the emergence of biogeochemical hot spots and hot moments that it drives. Of particular interest, and significantly understudied, is the role that dynamically changing discharge has on the hyporheic exchange process and how regional groundwater flow modulates the effects of transience. In this study, we use a reduced-complexity model to systematically explore the bedform-induced hyporheic responses to dynamically changing discharge events in systems with different bedform geometries exposed to varying degrees of groundwater flow (under both upwelling and downwelling conditions). With this in mind, we define metrics to quantify the effects of transience: spatial extent of the hyporheic zone, net hyporheic flux, mean residence time, and denitrification efficiency. We find that regional groundwater flow and geomorphological settings greatly modulate the temporal evolution of bedform-induced hyporheic responses driven by a single-peak discharge event. Effects of transience diminish with increasing groundwater upwelling or downwelling fluxes, decreasing bedform aspect ratios, and decreasing channel slopes. Additionally, we notice that increasing discharge intensities can reduce the modulating impacts of regional groundwater flow on the effects of transience but hardly overcomes the geomorphological controls. These findings highlight the necessities of evaluating hyporheic exchange processes in a more comprehensive framework.Show less"
17,"Paris, CB",Dec 2008 ,River-reef connectivity in the Meso-American Region,CORAL REEFS,"The accumulation and seasonal impact of riverine discharge on coral reefs of the Meso-American Region (MAR) were estimated using a numerical simulation of river runoff dispersion. River-reef connectivity, or source-sink dynamics of terrestrial runoff was further assessed from more than 400 watersheds of the region onto discrete coral reef areas. Using land use for 2003 and 2004 in the MAR, this work builds upon a Regional Ocean Modeling System simulation of the MAR validated by ocean color satellite data, and on the monthly river nutrient and sediment load and discharge provided by the World Resources Institute using the N-SPECT model. Analysis of the variability of simulated runoff transport to the reefs showed that reefs of the Mesoamerican Barrier Reef System (MBRS) were mostly impacted from June to September, following the peak time of river discharge. At that time, the coastal and oceanic circulations contribute quickly to expel the runoff from the MBRS. High runoff concentration waters leaving the eastern coast of Honduras during the months of October to December return to the southwestern MAR in March as they are entrained in a cyclonic gyre. Coral reefs of the MAR are thus impacted twice, first from the coastal side with runoff of local origin and later from the oceanic side with runoff from mixed origin. High probability of connectivity between rivers and remote reefs is established as this study revealed that river runoff from the north shore of Honduras has a wide-spread impact on most of the coral reefs of southern Belize, while watersheds on the Gulf of Honduras are mostly connected to coral reefs in the northern shore of Honduras. Although the level of remote influence (or runoff concentration reaching the reef) is lower than the local, the cumulative effect of numerous remote river-reef connections remains significant.Show less"
18,"Ward, AS",Jun 15 2018 ,"Streambed restoration to remove fine sediment alters reach-scale transient storage in a low-gradient fifth-order river, Indiana, USA",HYDROLOGICAL PROCESSES,"Hyporheic restoration is of increasing interest given the role of hyporheic zones in supporting ecosystem services and functions. Given the prevalence of sediment pollution to waterways, an emerging restoration technique involves the removal of sediment from the interstices of gravel-bed streams. Here, we document streambed sediment removal following a large, accidental release of fine sediment into a gravel-bed river. We use this as a natural experiment to assess the impact of fine sediment removal on reach-scale measures of transient storage and to document the responses of reaches with contrasting morphology (restored vs. unrestored) to changing discharge one-field season. We conducted a series of conservative solute tracer experiments in each reach, interpreting both summary statistics for the recovered in-stream solute tracer time series. Additionally, we applied the transient storage model to interpret the results via model parameters, including a Monte Carlo analysis to measure parameter identifiability and sensitivity in each experiment. Despite the restoration effort resulting in an open matrix gravel bed in the restored reach, we did not find the significant differences in most time series metrics describing reach-scale transport and transient storage. We hypothesize that this is due to enhanced vertical exchange with the gravel bed in the restored reach replacing lateral exchange with macrophyte beds in the unrestored reach, developing a conceptual model to explain our findings. Consequently, we found that the impact of reach-scale removal of fine sediment is not measureable using reach-scale solute tracer studies. We offer recommendations for future studies seeking to measure the impacts of stream restoration at the reach scale.Show less"
19,"Perez, ABA",Jun 2020 ,Connectivity of Ephemeral and Intermittent Streams in a Subtropical Atlantic Forest Headwater Catchment,WATER,"Stream network extension and contraction depend on landscape features and the characteristics of precipitation events. Although this dependency is widely recognized, the interaction among overland-flow generation processes, drainage active length, and frequency in temporary streams remains less understood. We studied a forest headwater catchment with wide variation in soil depth to investigate the runoff generation processes that lead to the occurrence of ephemeral and intermittent flow and connectivity between hillslope and outlet. We used low-cost equipment to monitor the variation in the length of the active drainage network and to measure the water table development. The flow in the channels can develop even under light rainfall conditions, while the connectivity is controlled by antecedent wetness, total precipitation, and active contribution area thresholds. Runoff permanence and fragmentation were related to soil depth variation; flow being usually more disconnected due to deeper water tables in deeper soil locations. Our findings emphasized the impact of soil structure on runoff generation in hillslopes and can be useful in the management of the most active areas and their impact on the quality of available water.Show less"
20,"Ali, G",Aug 2017 ,Groundwater-Driven Wetland-Stream Connectivity in the Prairie Pothole Region: Inferences Based on Electrical Conductivity Data,WETLANDS,"This study examined the potential for electrical conductivity (EC) to serve as an indicator of groundwater-driven wetland-stream connectivity in the Prairie Pothole Region. Focus was on the Broughton's Creek Watershed (Manitoba, Canada) where thirteen wetlands and a creek were monitored in 2013-2014. A connectivity index (CI), computed by incorporating EC data in a hyperbolic solute export model, identified a potential for both shallow and deep groundwater-driven wetland-stream connectivity to occur, although shallower connections were rarer. Both raw EC and CI values were strongly correlated to wetland volume capacity, indicating the importance of storage and flow generation processes for wetland-stream connectivity potential. The proposed CI was instrumental in reaching that conclusion, making it a simple yet physically-based metric of wetland behavior that should be tested in multiple environments to confirm or infirm its validity.Show less"
21,"Harrison, AM",Nov 2019 ,Hyporheic Interactions Increase Zinc Exposure and Effects on Hyalella azteca in Sediments under Flow-Through Conditions,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Groundwater-surface water interactions in the hyporheic transition zone can influence contaminant exposure to benthic macroinvertebrates. In streams, hyporheic flows are subject to varying redox conditions, which influence biogeochemical cycling and metal speciation. Despite these relationships, little is known about how these interactions influence the ecological risk of contaminants. The present study investigated the effects of hyporheic flows and zinc (Zn)-contaminated sediments on the amphipod Hyalella azteca. Hyporheic flows were manipulated in laboratory streams during 10-d experiments. Zinc toxicity was evaluated in freshly spiked and aged sediments. Hyporheic flows altered sediment and porewater geochemistry, oxidizing the sediments and causing changes to redox-sensitive endpoints. Amphipod survival was lowest in the Zn sediment exposures with hyporheic flows. In freshly spiked sediments, porewater Zn drove mortality, whereas in aged sediments simultaneously extracted metals (SEM) in excess of acid volatile sulfides (AVS) normalized by the fraction of organic carbon (fOC) [(SEM-AVS)/fOC] influenced amphipod responses. The results highlight the important role of hyporheic flows in determining Zn bioavailability to benthic organisms, information that can be important in ecological risk assessments. Environ Toxicol Chem 2019;00:1-12. (c) 2019 SETACShow less"
22,"Swanson, TE",Jul 2010 ,Diel heat transport within the hyporheic zone of a pool-riffle-pool sequence of a losing stream and evaluation of models for fluid flux estimation using heat,LIMNOLOGY AND OCEANOGRAPHY,"Hyporheic water is thought to infiltrate at the head of a riffle, which in turn is complemented by upwelling back to the stream at the tail of the riffle in a pool-riffle-pool (PRP) sequence. Heat tracing is a potentially useful method to characterize these hyporheic flow paths and quantify associated fluxes. Temperature was monitored within a PRP sequence for several days. Temperature in the hyporheic zone reflected the diel temperature change in the river but not uniformly. The observed thermal pattern exhibited deeper penetration of thermal oscillations below the head pool and shallower penetration below the tail pool. This pattern is consistent with the conceptual model of hyporheic exchange over a PRP sequence. One-dimensional analytical heat transport models were used at different points below the PRP sequence to estimate distributed vertical fluid fluxes. The calculated fluxes exhibit a trend that follows the expected distribution for a PRP sequence but modified for a losing stream (net fluid flux into the streambed). Deviation of both magnitude and distribution of fluxes from the conceptual ""downwelling-to-upwelling"" model is due partly to the dominantly losing conditions at the study site, but the trends are consistent with a losing stream undergoing hyporheic exchange. Violation of the assumptions in the analytical models most likely adds error to flux estimates. For this study, flux estimation methods using a temperature time-series amplitude analysis more closely matched field measurements than phase methods.Show less"
