,First author,Year,Title,Journal,Abstract,wos_link,fulltext_link
10,"Flury, S",Jun 28 2019 ,Exploring the Sources of Unexpected High Methane Concentrations and Fluxes From Alpine Headwater Streams,GEOPHYSICAL RESEARCH LETTERS,"The dynamics of methane generation and evasion from well-oxygenated, oligotrophic streams have been traditionally neglected. We estimated evasion of methane and assessed its sources and production pathways using a stable isotope approach in 16 oxygen-rich and C-poor (dissolved organic carbon: 55.32 +/- 57.56 mu mol/L) Alpine headwater streams. Methane was often supersaturated relative to the atmosphere (0.093 +/- 0.179 mu mol/L). Fluxes (0.87 +/- 1.34 mmol.m(-2).day(-1)) were unexpectedly high and comparable to those from high-latitude lakes and reservoirs. Our findings suggest that methane in the streambed was largely produced from carbon dioxide reduction, whereas acetoclastic pathways and major deliveries from adjacent soils, assessed from a mass balance, may have contributed to stream water methane. This study sheds new light on high-alpine streams as a hitherto unaccounted source of methane to the atmosphere.Plain Language Summary The greenhouse gas methane is naturally produced and emitted from organic matter rich freshwater ecosystems. Normally, this gas is produced in places where oxygen is absent. However, recent studies have shown that methane is also emitted from oxygen-rich rivers and streams. But the knowledge and understanding of the underlying processes that cause this paradox is currently poor. In this light, we investigated organic matter-poor and oxygen-rich Alpine streams to better understand the methane dynamics in those systems. We found that methane emissions from these streams are similar to emissions from organic-rich lakes and reservoirs at high latitudes, probably due to high gas exchange velocities in these steep environments. Methane that is found in the streambed of these streams is likely produced from inorganic carbon in oxygen-depleted sediment pockets, while in the stream water it likely originates mainly from adjacent soils. Headwater streams are most numerous in river networks worldwide, often organic matter poor and oxygen rich. Together with the strong potential for methane emissions, it is clear that Alpine streams should be considered in future methane emission budgets and knowledge about methane sources should be improved for effective mitigation of methane emissions.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000477616300051,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DExploring%2Bthe%2BSources%2Bof%2BUnexpected%2BHigh%2BMethane%2BConcentrations%2Band%2BFluxes%2BFrom%2BAlpine%2BHeadwater%2BStreams%26rft.aufirst%3DS.%26rft.auinit%3DS%26rft.aulast%3DFlury%26rft.date%3D2019%26rft_id%3Dinfo%3Adoi%2F10.1029%252F2019GL082428%26rft.eissn%3D1944-8007%26rft.epage%3D6625%26rft.genre%3Darticle%26rft.issn%3D0094-8276%26rft.issue%3D12%26rft.jtitle%3DGEOPHYSICAL%2BRESEARCH%2BLETTERS%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D6614-6625%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D6614%26rft.stitle%3DGEOPHYS%2BRES%2BLETT%26rft.volume%3D46%26rft.au%3DFlury%252C%2BS%26rft.au%3DUlseth%252C%2BAJ&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6F0AOwgVwm9KDMIQcxgqv&SrcJTitle=GEOPHYSICAL+RESEARCH+LETTERS&SrcPubType=MD_FORMAT
11,"Onusluel Gul, G",Mar 2010 ,Assessing climate change impacts on river flows and environmental flow requirements at catchment scale,ECOHYDROLOGY,"The fourth assessment report of Intergovernmental Panel on Climate Change (IPCC) suggests studies that increase the spatial resolution to solve the scale mismatch between large-scale climatic models and the catchment scale while addressing climate change impacts on aquatic ecosystems. Impacts occur mostly at the local scale. though potential changes in the hydrological cycle and eco-hydrological processes are more difficult to model and analyse at this level. The difficulty is even greater for studies on lowland river systems, which require the modelling of hydrological processes in greater detail. In this Study, the regional impacts of climate change on river flow and environmental flow requirement. which is a negotiated trade-off between water uses, are analysed for a lowland catchment in Denmark through MIKE SHE/MIKE 11 coupling. The Coupled model possesses an important capacity for simulating stream flows and groundwater head levels in a dynamic system. Although the simulation results from different global circulation models (GCMs) indicate different responses in flows to the climate change, there are obvious deviations of the river flows and environmental flow potentials computed for all the scenario cases from the averages of the base period with current conditions. Copyright (C) 2010 John Wile), & Sons. Ltd.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000275808800004,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DAssessing%2Bclimate%2Bchange%2Bimpacts%2Bon%2Briver%2Bflows%2Band%2Benvironmental%2Bflow%2Brequirements%2Bat%2Bcatchment%2Bscale%26rft.aufirst%3DGulay%26rft.auinit%3DG%26rft.aulast%3DOnusluel%2BGul%26rft.date%3D2010%26rft_id%3Dinfo%3Adoi%2F10.1002%252Feco.92%26rft.eissn%3D1936-0592%26rft.epage%3D40%26rft.genre%3Darticle%26rft.issn%3D1936-0584%26rft.issue%3D1%26rft.jtitle%3DECOHYDROLOGY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D28-40%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D28%26rft.stitle%3DECOHYDROLOGY%26rft.volume%3D3%26rft.au%3DOnusluel%2BGul%252C%2BG%26rft.au%3DRosbjerg%252C%2BD%26rft.au%3DDikgola%252C%2BK&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6F0AOwgVwm9KDMIQcxgqv&SrcJTitle=ECOHYDROLOGY&SrcPubType=MD_FORMAT
12,"Federman, CE",Feb 2023 ,Impact of floodplain and Stage 0 stream restoration on flood attenuation and floodplain exchange during small frequent storms,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,"River flooding impacts human life and infrastructure, yet provides habitat and ecosystem services. Traditional flood control (e.g., levees, dams) reduces habitat and ecosystem services, and exacerbates flooding elsewhere. Floodplain restoration (i.e., bankfull floodplain reconnection and Stage 0) can also provide flood management, but has not been sufficiently evaluated for small frequent storms. We used 1D unsteady Hydrologic Engineering Center's River Analysis System to simulate small storms in a 5 km-long, second-order generic stream from the Chesapeake Bay watershed, and varied % channel restored (starting at the upstream end), restoration location, restoration bank height (distinguishes bankfull from Stage 0 restoration), and floodplain width/Manning's n. Stream restoration decreased (attenuated) peak flow up to 37% and increased floodplain exchange by up to 46%. Floodplain width and % channel restored had the largest impact on flood attenuation. The incremental effects of new restoration projects on flood attenuation were greatest when little prior restoration had occurred. By contrast, incremental effects on floodplain exchange were greatest in the presence of substantial prior restoration, setting up a tradeoff. A similar tradeoff was revealed between attenuation and exchange for project location, but not bank height or floodplain width. In particular, attenuation and exchange were always greater for Stage 0 than for bankfull floodplain restoration. Stage 0 thus may counteract human impacts such as urbanization.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000877953500001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DImpact%2Bof%2Bfloodplain%2Band%2BStage%2B0%2Bstream%2Brestoration%2Bon%2Bflood%2Battenuation%2Band%2Bfloodplain%2Bexchange%2Bduring%2Bsmall%2Bfrequent%2Bstorms%26rft.aufirst%3DCarly%2BE.%26rft.auinit%3DCE%26rft.aulast%3DFederman%26rft.date%3D2023%26rft_id%3Dinfo%3Adoi%2F10.1111%252F1752-1688.13073%26rft.eissn%3D1752-1688%26rft.epage%3D48%26rft.genre%3Darticle%26rft.issn%3D1093-474X%26rft.issue%3D1%26rft.jtitle%3DJOURNAL%2BOF%2BTHE%2BAMERICAN%2BWATER%2BRESOURCES%2BASSOCIATION%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D29-48%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D29%26rft.stitle%3DJ%2BAM%2BWATER%2BRESOUR%2BAS%26rft.volume%3D59%26rft.au%3DFederman%252C%2BCE%26rft.au%3DScott%252C%2BDT%26rft.au%3DHester%252C%2BET&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6F0AOwgVwm9KDMIQcxgqv&SrcJTitle=JOURNAL+OF+THE+AMERICAN+WATER+RESOURCES+ASSOCIATION&SrcPubType=MD_FORMAT
13,"Alexander, RB","Workshop on Denitrification Modeling Across Terrestrial, Freshwater and Marine Systems",Dynamic modeling of nitrogen losses in river networks unravels the coupled effects of hydrological and biogeochemical processes,BIOGEOCHEMISTRY,,https://www.webofscience.com/wos/woscc/full-record/WOS:000263981900006,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DDynamic%2Bmodeling%2Bof%2Bnitrogen%2Blosses%2Bin%2Briver%2Bnetworks%2Bunravels%2Bthe%2Bcoupled%2Beffects%2Bof%2Bhydrological%2Band%2Bbiogeochemical%2Bprocesses%26rft.aufirst%3DRichard%2BB.%26rft.auinit%3DRB%26rft.aulast%3DAlexander%26rft.date%3D2009%26rft_id%3Dinfo%3Adoi%2F10.1007%252Fs10533-008-9274-8%26rft.eissn%3D1573-515X%26rft.epage%3D116%26rft.genre%3Darticle%26rft.issn%3D0168-2563%26rft.issue%3D1-2%26rft.jtitle%3DBIOGEOCHEMISTRY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D91-116%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D91%26rft.stitle%3DBIOGEOCHEMISTRY%26rft.volume%3D93%26rft.au%3DAlexander%252C%2BRB%26rft.au%3DBohlke%252C%2BJK%26rft.au%3DWollheim%252C%2BWM&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6F0AOwgVwm9KDMIQcxgqv&SrcJTitle=BIOGEOCHEMISTRY&SrcPubType=MD_FORMAT
14,"Song, XH",Sep 2020 ,River Dynamics Control Transit Time Distributions and Biogeochemical Reactions in a Dam-Regulated River Corridor,WATER RESOURCES RESEARCH,"Transit time distributions (TTDs) exert important controls on biogeochemical processes in watershed systems. TTDs are often assumed to follow time-invariant exponential, lognormal, or heavy-tailed power law distributions in headwater or low-order streams. However, under dynamic hydrological forcing, transit time could exhibit more complex distribution patterns with strong spatial and temporal variability. In this study, we used a numerical particle tracking approach to characterize TTDs along the Hanford Reach of the Columbia River under the influences of river stage fluctuations and evaluate the associated effects on biogeochemical reaction potentials within the river corridor. Particle tracking was conducted using velocity fields simulated by high-resolution three-dimensional groundwater flow models that capture both the river stage fluctuations and physical heterogeneity. Our results revealed that multifrequency flow variations led to multimodal TTDs that varied in time and space. Such characteristics can only be captured by multiyear numerical simulations supported by multiyear field monitoring. Dam-induced high-frequency (subweekly) flow variations increased additional hydrologic exchange flows with short (subweekly) transit times, which accounted for up to 44% of reactant consumption in the river corridor along the Hanford Reach. The dam-induced river stage fluctuations have more significant impacts on faster biogeochemical reactions because they cause a larger fraction of shorter transit times. Numerical particle tracking provides an efficient alternative for characterizing TTDs for large complex systems where in situ field experiments are not feasible. Such a numerical approach is thus essential for improving large-scale biogeochemical modeling from watersheds to basins.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000578452200022,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2Be2019WR026470%26rft.atitle%3DRiver%2BDynamics%2BControl%2BTransit%2BTime%2BDistributions%2Band%2BBiogeochemical%2BReactions%2Bin%2Ba%2BDam-Regulated%2BRiver%2BCorridor%26rft.aufirst%3DXuehang%26rft.auinit%3DXH%26rft.aulast%3DSong%26rft.date%3D2020%26rft_id%3Dinfo%3Adoi%2F10.1029%252F2019WR026470%26rft.eissn%3D1944-7973%26rft.genre%3Darticle%26rft.issn%3D0043-1397%26rft.issue%3D9%26rft.jtitle%3DWATER%2BRESOURCES%2BRESEARCH%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DWATER%2BRESOUR%2BRES%26rft.volume%3D56%26rft.au%3DSong%252C%2BXH%26rft.au%3DChen%252C%2BXY%26rft.au%3DHammond%252C%2BGE&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6F0AOwgVwm9KDMIQcxgqv&SrcJTitle=WATER+RESOURCES+RESEARCH&SrcPubType=MD_FORMAT
15,"Altaf, Y",Apr 2 2020 ,Modelling snowmelt runoff in Lidder River Basin using coupled model,INTERNATIONAL JOURNAL OF RIVER BASIN MANAGEMENT,"A major proportion of discharge in the Udder River is contributed by snowmelt runoff in its catchment which is situated in the West Himalayan region. It is, therefore, quite essential to estimate the contribution of snowmelt runoff to discharge along with other hydrological components. The MIKE SHE-MIKE-11 integrated coupled model along with the moderate resolution imaging spectroradiometer (MODIS) remote sensing snow cover products was selected and used in the Lidder Basin to ascertain the snowmelt contribution to runoff along with baseflow and drainage, as well as the percentage of snow-covered areas in the Basin around the year. The model was calibrated by trying to match simulated discharge against observed stream flow discharge at the Sheeshnag gauging station. Sensitivity analysis was carried out by varying three unknown parameters, viz., degree day coefficient, temperature lapse rate and precipitation lapse rate. The three parameters were unknown in the region. The cumulative volume of the simulated runoff was further validated with the observed runoff which showed an excellent comparison. The snow-covered areas obtained from the output of the model were validated with the data obtained from MODIS data sets. The data showed an excellent comparison. The ET losses at Sheeshnag represented 19.65% of the total rainfall, while the runoff at the Sheeshnag catchment of the Lidder Basin represented 40% of the total rainfall. Snowmelt contribution to the total streamflow in the Lidder River at Sheeshnag was found to be 54.19%. The total error percentage of the model was about 0.11 of the total rainfall, indicating a good interaction among different hydrological components of the model. The results obtained suggest that the MIKESHE-MIKE-11 integrated coupled model can be used efficiently in the sub-catchments of the upper Indus Basin in which snowfall and snowmelt runoff are significant.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000477004200001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DModelling%2Bsnowmelt%2Brunoff%2Bin%2BLidder%2BRiver%2BBasin%2Busing%2Bcoupled%2Bmodel%26rft.aufirst%3DYasir%26rft.auinit%3DY%26rft.aulast%3DAltaf%26rft.date%3D2020%26rft_id%3Dinfo%3Adoi%2F10.1080%252F15715124.2019.1634082%26rft.eissn%3D1814-2060%26rft.epage%3D175%26rft.genre%3Darticle%26rft.issn%3D1571-5124%26rft.issue%3D2%26rft.jtitle%3DINTERNATIONAL%2BJOURNAL%2BOF%2BRIVER%2BBASIN%2BMANAGEMENT%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D167-175%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D167%26rft.stitle%3DINT%2BJ%2BRIVER%2BBASIN%2BMA%26rft.volume%3D18%26rft.au%3DAltaf%252C%2BY%26rft.au%3DAhangar%252C%2BM%26rft.au%3DFahimuddin%252C%2BM&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6F0AOwgVwm9KDMIQcxgqv&SrcJTitle=INTERNATIONAL+JOURNAL+OF+RIVER+BASIN+MANAGEMENT&SrcPubType=MD_FORMAT
16,"Zhang, JW",Dec 15 2018 ,Maximizing streaming efficiency of multiple streams in peer-to-peer networks,JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,"Nowadays, multi-channel streaming and multi-file sharing are attracting increasing attention. To maximize the streaming efficiency of multiple streams, the multi-stream live streaming problem is studied from a practical point of view in this paper. The problem is modeled in a two-layer fully-connected network: the server network and the peer-to-peer (P2P) network. We first formulate the optimal non-forwarding (ONF) and optimal forwarding (OF) strategies into linear programs (LPs) to get the de facto upper bounds. Then, to facilitate the collaboration among servers while keeping as even load distribution as possible, we propose a novel water-filling (WF) algorithm that converts the original problem into solving a series of small linear systems (LSs). The WF algorithm proves to be of near-optimal efficiency and pretty low time complexity. Finally, we evaluate the obtained theoretical bounds, strategies and algorithm with key parameters, such as the bandwidths of the servers and P2P nodes, and the P2P network size. To expand the applicability, we also briefly discuss how to extend the proposed solutions to general networks. The flow-based method that we use is insightful for studying the intrinsic features of the problems related to multiple streams, and the obtained results are expected to be widely used for content distribution in datacenter networks (DCNs) and P2P networks.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000453494900008,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DMaximizing%2Bstreaming%2Befficiency%2Bof%2Bmultiple%2Bstreams%2Bin%2Bpeer-to-peer%2Bnetworks%26rft.aufirst%3DJianwei%26rft.auinit%3DJW%26rft.aulast%3DZhang%26rft.date%3D2018%26rft_id%3Dinfo%3Adoi%2F10.1016%252Fj.jnca.2018.09.021%26rft.eissn%3D1095-8592%26rft.epage%3D120%26rft.genre%3Darticle%26rft.issn%3D1084-8045%26rft.jtitle%3DJOURNAL%2BOF%2BNETWORK%2BAND%2BCOMPUTER%2BAPPLICATIONS%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D108-120%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D108%26rft.stitle%3DJ%2BNETW%2BCOMPUT%2BAPPL%26rft.volume%3D124%26rft.au%3DZhang%252C%2BJW%26rft.au%3DZhang%252C%2BXC%26rft.au%3DYang%252C%2BCL&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6F0AOwgVwm9KDMIQcxgqv&SrcJTitle=JOURNAL+OF+NETWORK+AND+COMPUTER+APPLICATIONS&SrcPubType=MD_FORMAT
17,"Story, A",Meeting on Small Stream Channels and Their Riparian Zones,Stream temperatures in two shaded reaches below cutblocks and logging roads: downstream cooling linked to subsurface hydrology,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,,https://www.webofscience.com/wos/woscc/full-record/WOS:000184755600005,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DStream%2Btemperatures%2Bin%2Btwo%2Bshaded%2Breaches%2Bbelow%2Bcutblocks%2Band%2Blogging%2Broads%253A%2Bdownstream%2Bcooling%2Blinked%2Bto%2Bsubsurface%2Bhydrology%26rft.aufirst%3DA%26rft.auinit%3DA%26rft.aulast%3DStory%26rft.date%3D2003%26rft_id%3Dinfo%3Adoi%2F10.1139%252FX03-087%26rft.eissn%3D1208-6037%26rft.epage%3D1396%26rft.genre%3Darticle%26rft.issn%3D0045-5067%26rft.issue%3D8%26rft.jtitle%3DCANADIAN%2BJOURNAL%2BOF%2BFOREST%2BRESEARCH-REVUE%2BCANADIENNE%2BDE%2BRECHERCHE%2BFORESTIERE%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D1383-1396%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D1383%26rft.stitle%3DCAN%2BJ%2BFOREST%2BRES%26rft.volume%3D33%26rft.au%3DStory%252C%2BA%26rft.au%3DMoore%252C%2BRD%26rft.au%3DMacdonald%252C%2BJS&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6F0AOwgVwm9KDMIQcxgqv&SrcJTitle=CANADIAN+JOURNAL+OF+FOREST+RESEARCH-REVUE+CANADIENNE+DE+RECHERCHE+FORESTIERE&SrcPubType=MD_FORMAT
18,"Vallaeys, V",Apr 2018 ,Discontinuous Galerkin modeling of the Columbia River's coupled estuary-plume dynamics,OCEAN MODELLING,"The Columbia River (CR) estuary is characterized by high river discharge and strong tides that generate high velocity flows and sharp density gradients. Its dynamics strongly affects the coastal ocean circulation. Tidal straining in turn modulates the stratification in the estuary. Simulating the hydrodynamics of the CR estuary and plume therefore requires a multi-scale model as both shelf and estuarine circulations are coupled. Such a model has to keep numerical dissipation as low as possible in order to correctly represent the plume propagation and the salinity intrusion in the estuary. Here, we show that the 3D baroclinic discontinuous Galerkin finite element model SLIM 3D is able to reproduce the main features of the CR estuary-to-ocean continuum. We introduce new vertical discretization and mode splitting that allow us to model a region characterized by complex bathymetry and sharp density and velocity gradients. Our model takes into account the major forcings, i.e. tides, surface wind stress and river discharge, on a single multi-scale grid. The simulation period covers the end of spring-early summer of 2006, a period of high river flow and strong changes in the wind regime. SLIM 3D is validated with in-situ data on the shelf and at multiple locations in the estuary and compared with an operational implementation of SELFE. The model skill in the estuary and on the shelf indicate that SLIM 3D is able to reproduce the key processes driving the river plume dynamics, such as the occurrence of bidirectional plumes or reversals of the inner shelf coastal currents.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000427635500008,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DDiscontinuous%2BGalerkin%2Bmodeling%2Bof%2Bthe%2BColumbia%2BRiver%2527s%2Bcoupled%2Bestuary-plume%2Bdynamics%26rft.aufirst%3DValentin%26rft.auinit%3DV%26rft.aulast%3DVallaeys%26rft.date%3D2018%26rft_id%3Dinfo%3Adoi%2F10.1016%252Fj.ocemod.2018.02.004%26rft.eissn%3D1463-5011%26rft.epage%3D124%26rft.genre%3Darticle%26rft.issn%3D1463-5003%26rft.jtitle%3DOCEAN%2BMODELLING%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D111-124%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D111%26rft.stitle%3DOCEAN%2BMODEL%26rft.volume%3D124%26rft.au%3DVallaeys%252C%2BV%26rft.au%3DKarna%252C%2BT%26rft.au%3DHanert%252C%2BE&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6F0AOwgVwm9KDMIQcxgqv&SrcJTitle=OCEAN+MODELLING&SrcPubType=MD_FORMAT
19,"Bogan, MT",May 2013 ,Flow intermittency alters longitudinal patterns of invertebrate diversity and assemblage composition in an arid-land stream network,FRESHWATER BIOLOGY,"1. Temporary streams comprise a large proportion of the total length of most stream networks, and the great majority of arid-land stream networks, so it is important to understand their contribution to biotic diversity at both local and landscape scales. 2. In late winter 2010, we sampled invertebrate assemblages in 12 reaches of a large arid-land stream network (including perennial and intermittent headwaters, intermittent middle reaches and perennial rivers) in south-east Arizona, U.S.A. Intermittent reaches had then been flowing for c.60days, following a dry period of more than 450days. We sampled a subset of the perennial study reaches three more times between 2009 and 2011. Since intermittent reaches were dry during these additional sampling periods, we used assemblage data from two other intermittent streams in the study network (sampled in 200405 and 2010) to explore interannual variability in intermittent stream assemblage composition. 3. Invertebrate richness was lowest in intermittent reaches, despite their often being connected to species-rich perennial reaches. The assemblages of these intermittent reaches were not simply a subset of the species in perennial streams, but rather were dominated by a suite of stoneflies, blackflies and midges with adaptations to intermittency (e.g. egg and/or larval diapause). On average, 86% of individuals in these samples were specialists or exclusive to intermittent streams. Predators were 714 times more abundant in perennial than in intermittent reaches. 4. Despite being separated by long distances (1225km) and having very different physical characteristics, the assemblages of perennial headwaters and rivers were more similar to one another than to intervening intermittent reaches, emphasising the prime importance of local hydrology in this system. 5. The duration and recurrence intervals of dry periods, and the relative importance of dispersal from perennial refuges, probably influence the magnitude of biological differences between neighbouring perennial and temporary streams. Although perennial headwaters supported the highest diversity of invertebrates, intermittent reaches supported a number of unique or locally rare species and as such contribute to regional species diversity and should be included in conservation planning.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000317625900014,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DFlow%2Bintermittency%2Balters%2Blongitudinal%2Bpatterns%2Bof%2Binvertebrate%2Bdiversity%2Band%2Bassemblage%2Bcomposition%2Bin%2Ban%2Barid-land%2Bstream%2Bnetwork%26rft.aufirst%3DMichael%2BT.%26rft.auinit%3DMT%26rft.aulast%3DBogan%26rft.date%3D2013%26rft_id%3Dinfo%3Adoi%2F10.1111%252Ffwb.12105%26rft.eissn%3D1365-2427%26rft.epage%3D1028%26rft.genre%3Darticle%26rft.issn%3D0046-5070%26rft.issue%3D5%26rft.jtitle%3DFRESHWATER%2BBIOLOGY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D1016-1028%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D1016%26rft.stitle%3DFRESHWATER%2BBIOL%26rft.volume%3D58%26rft.au%3DBogan%252C%2BMT%26rft.au%3DBoersma%252C%2BKS%26rft.au%3DLytle%252C%2BDA&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0E6F0AOwgVwm9KDMIQcxgqv&SrcJTitle=FRESHWATER+BIOLOGY&SrcPubType=MD_FORMAT
