,First author,Year,Title,Journal,Abstract,wos_link,fulltext_link
10,"Arango, CP",Mar 2008 ,Land use influences the spatiotemporal controls on nitrification and denitrification in headwater streams,JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,"N and C cycles in headwater streams are coupled, and land use can modify these cycles by increasing N availability and removing riparian vegetation. To increase our understanding of how land use modifies the controls on N cycling, we quantified rates of 2 microbial N transformations in a total of 18 agricultural and urban streams (with and without riparian buffers) for 3 y to examine how riparian vegetation and land use influence sediment nitrification and denitrification. Nitrification rates were highest in agricultural streams in late spring. Nitrification was not related to streamwater NH4+ concentrations but was positively related to sediment C content (linear regression, r(2) = 0.72, p < 0.001). This result suggests that benthic decomposition provided NH4+ (via mineralization) to increase sediment nitrification. Denitrification rates did not differ among landuse types but were positively related to sediment C content and streamwater NO3- concentration (multiple linear regression, R-2 = 0.78, p < 0.001). Sediment C content, the primary predictor of denitrification rates, did not differ among land uses, but strearnwater NO3- concentration, the secondary predictor of denitrification rates, was highest in winter and in agricultural streams, indicating that land use and season were more important determinants of denitrification than coupled nitrification. Substrate availability (N and Q for N transformations generally did not differ between buffered and unbuffered streams within a similar landuse type, probably because of the confounding influence of tile drainage systems, which effectively decouple stream channels from their riparian zones. Land use influenced the delivery of the necessary substrates for N transformations but decreased the role of riparian zones in stream N cycling by simplifying the drainage network of headwater streams.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000253203100008,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DLand%2Buse%2Binfluences%2Bthe%2Bspatiotemporal%2Bcontrols%2Bon%2Bnitrification%2Band%2Bdenitrification%2Bin%2Bheadwater%2Bstreams%26rft.aufirst%3DC.%2BP.%26rft.auinit%3DCP%26rft.aulast%3DArango%26rft.date%3D2008%26rft_id%3Dinfo%3Adoi%2F10.1899%252F07-024.1%26rft.epage%3D107%26rft.genre%3Darticle%26rft.issn%3D0887-3593%26rft.issue%3D1%26rft.jtitle%3DJOURNAL%2BOF%2BTHE%2BNORTH%2BAMERICAN%2BBENTHOLOGICAL%2BSOCIETY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D90-107%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D90%26rft.stitle%3DJ%2BN%2BAM%2BBENTHOL%2BSOC%26rft.volume%3D27%26rft.au%3DArango%252C%2BCP%26rft.au%3DTank%252C%2BJL&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0A84zRrfeQWL39e2KcJixyK&SrcJTitle=JOURNAL+OF+THE+NORTH+AMERICAN+BENTHOLOGICAL+SOCIETY&SrcPubType=MD_FORMAT
11,"Feng, L",Dec 2011 ,Water quality modeling for a tidal river network: A case study of the Suzhou River,FRONTIERS OF EARTH SCIENCE,"Combined with the basic characteristics of Suzhou plain river network, two modules are established, one of which is the hydrodynamic module using the water level node method involving gate operation, while the other is the water quality module based on the principle of WASP5 (water quality analysis simulation program5). These two modules were coupled and verified by the monitoring data of Suzhou River network. The results showed that calculation errors of NH4+-N and DO for the model were in the ranges of -15%-13% and -18%-16%, respectively. Despite of the deviations between the monitoring data and simulation result, the calculation accuracy of the model conforms to the practical engineering requirement. Therefore, the proposed coupling model may be useful for water quality simulation and assessment for river network under tidal influences.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000308556600013,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DWater%2Bquality%2Bmodeling%2Bfor%2Ba%2Btidal%2Briver%2Bnetwork%253A%2BA%2Bcase%2Bstudy%2Bof%2Bthe%2BSuzhou%2BRiver%26rft.aufirst%3DLe%26rft.auinit%3DL%26rft.aulast%3DFeng%26rft.date%3D2011%26rft_id%3Dinfo%3Adoi%2F10.1007%252Fs11707-011-0204-z%26rft.epage%3D431%26rft.genre%3Darticle%26rft.issn%3D2095-0195%26rft.issue%3D4%26rft.jtitle%3DFRONTIERS%2BOF%2BEARTH%2BSCIENCE%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D428-431%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D428%26rft.stitle%3DFRONT%2BEARTH%2BSCI-PRC%26rft.volume%3D5%26rft.au%3DFeng%252C%2BL%26rft.au%3DWang%252C%2BDG%26rft.au%3DChen%252C%2BB&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0A84zRrfeQWL39e2KcJixyK&SrcJTitle=FRONTIERS+OF+EARTH+SCIENCE&SrcPubType=MD_FORMAT
12,"Gomez, JD",Sep 20 2012 ,Residence time distributions in sinuosity-driven hyporheic zones and their biogeochemical effects,WATER RESOURCES RESEARCH,"Hyporheic exchange plays a key role in the biogeochemical evolution of water and in ecosystem functioning at the local, reach, and watershed scales. Residence time is a fundamental metric to describe the possible transformation taking place in this exchange zone. With this in mind, we use a simple conceptual model to explore the residence time distributions (RTDs) of sinuosity-driven hyporheic zones (HZs) and to discriminate the individual effect of sinuosity (sigma), valley slope (J(x)), hydraulic conductivity (K), aquifer dispersivity (alpha(L)), and the biogeochemical timescales ( BTSs) that characterize the degradation of dissolved organic carbon in these hydrologic systems. We find that RTDs are characterized by one early mode and a late time power law behavior. For a given aquifer dispersivity, the shape of these distributions is stretched or compressed by changes in J(x), K, and sigma, having a strong influence on the net biogeochemical transformations within the HZ. Using BTSs proposed in previous studies and sensitivity analyses, we show the potential of sigma, J(x), and K to classify meander HZs as net sinks of nitrates or only modulators of the residence times in the subsurface where nitrate reduction is negligible. These findings can be used as predictive tools to quantify the potential of meanders as biogeochemical reactors at the watershed scale with the aid of remote sensing data and GIS processing techniques. These tools can guide experimental design, suggesting important locations to visit, sample, and/or instrument. Also, hyporheic restoration projects can use them for initial site selection and design of channel modifications.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000309137400005,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2BW09533%26rft.atitle%3DResidence%2Btime%2Bdistributions%2Bin%2Bsinuosity-driven%2Bhyporheic%2Bzones%2Band%2Btheir%2Bbiogeochemical%2Beffects%26rft.aufirst%3DJesus%2BD.%26rft.auinit%3DJD%26rft.aulast%3DGomez%26rft.date%3D2012%26rft_id%3Dinfo%3Adoi%2F10.1029%252F2012WR012180%26rft.eissn%3D1944-7973%26rft.genre%3Darticle%26rft.issn%3D0043-1397%26rft.jtitle%3DWATER%2BRESOURCES%2BRESEARCH%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DWATER%2BRESOUR%2BRES%26rft.volume%3D48%26rft.au%3DGomez%252C%2BJD%26rft.au%3DWilson%252C%2BJL%26rft.au%3DCardenas%252C%2BMB&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0A84zRrfeQWL39e2KcJixyK&SrcJTitle=WATER+RESOURCES+RESEARCH&SrcPubType=MD_FORMAT
13,"Sauvage, S",Aug 1 2018 ,Modelling the role of riverbed compartments in the regulation of water quality as an ecological service,ECOLOGICAL ENGINEERING,"Water quality is strongly related to a river's ecosystem composition at landscape scale. Key water/sediment interfaces, referred to here as functional compartments (FCs), are the epilithic biofilm, the fine sediment at the bottom of the river and the macroporous medium or hyporheic zone, which is primarily located in the active channel where subsurface flow occurs. The function of each FC (consumption or production of organic matter and nitrate) at river reach scale was examined through modelling and calibrated within field measurements to quantify the regulation service for water quality improvement. These functions were tested on a river reach of a dominant interface function (DIF) river, the Garonne River in south-west France. It was found that: a) functions differed between the FCs as a result of biotic (organisms involved) and abiotic (hydrological and morphological) conditions, b) functions varied within each FC over time (measured, but not discussed) and c) FCs acted as transient storage zones and contributed to the development of the river's self-purification capacity. It was concluded that in relation to the concept of river continuum, the upper reaches in the catchment were dominated by epilithic biofilm, where the main function was the production of organic matter (OM) (mean of 0.3 g.m(-2).d(-1), range from 0.08 to -1.7), the middle course was dominated by the hyporheic zone, where the most important function was to serve as a nitrate sink (-1.25 g.m(-2).d(-1), range from -45.6 to -0.19), and the downstream parts of the river, whose main function was the degradation of OM within the fine sediment FC (mean of - 1000 g.m(-2).d(-1), range from - 960 to - 1440). Hence, the morphological heterogeneity of rivers that mimic the natural mosaic of functional compartments with exchanges of water, organic matter and nutrients between compartments could contribute to enhancing their self-purification function and thus to improving water quality and system health. This study is a first step in testing the influence of the different FCs on the water quality regulation service provided by a river reach. The final objective was to be able to upscale the modelling of the different interfaces involved in a watershed's water quality regulation service. The present study demonstrates the need to take the biophysical diversity of reaches into account in order to accurately model this regulation service. Thus the BIODIF concept of BIO-physical (biological and physical) Diversity for rivers Dominated by river-bed Interface Functions (DIF rivers) was investigated for its ability to identify the theoretical relationships between the structure and the function of regulation of a river.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000432518800003,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DModelling%2Bthe%2Brole%2Bof%2Briverbed%2Bcompartments%2Bin%2Bthe%2Bregulation%2Bof%2Bwater%2Bquality%2Bas%2Ban%2Becological%2Bservice%26rft.aufirst%3DSabine%26rft.auinit%3DS%26rft.aulast%3DSauvage%26rft.date%3D2018%26rft_id%3Dinfo%3Adoi%2F10.1016%252Fj.ecoleng.2018.02.018%26rft.eissn%3D1872-6992%26rft.epage%3D30%26rft.genre%3Darticle%26rft.issn%3D0925-8574%26rft.jtitle%3DECOLOGICAL%2BENGINEERING%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D19-30%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D19%26rft.stitle%3DECOL%2BENG%26rft.volume%3D118%26rft.au%3DSauvage%252C%2BS%26rft.au%3DSanchez-Perez%252C%2BJM%26rft.au%3DGerino%252C%2BM&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0A84zRrfeQWL39e2KcJixyK&SrcJTitle=ECOLOGICAL+ENGINEERING&SrcPubType=MD_FORMAT
14,"Shi, WQ",Apr 2020 ,Enhanced riparian denitrification in reservoirs following hydropower production,JOURNAL OF HYDROLOGY,"It is commonly assumed that dams retain nutrients and cause eutrophication in reservoirs after impoundment. In this study, we explored denitrification in a riparian zone at the land-water interface in a hydropower reservoir of the upper Mekong River. Results demonstrated that hydropower production intensified water level fluctuations in the reservoir and significantly accelerated riparian denitrification process at the land-water interface; the denitrification rate exhibited a strong positive relationship with the period of water level rising-falling cycle (r(2) = 0.98, P < 0.05). Intensified water level fluctuations created frequently alternate wetting-drying cycles and enhanced hyporheic exchanges in the riparian zone, which accelerated organic carbon mineralization and thereby increased carbon source supply to fuel denitrification. In addition, river impoundment after dam construction appreciably enlarged the hot spots for riparian denitrification. The accelerated denitrification as well as the enlarged hot spots area jointly enhanced nitrogen removal from impounded rivers. These findings could advance fundamental knowledge on the environmental impacts of hydropower development on rivers.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000527388300027,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2B124305%26rft.atitle%3DEnhanced%2Briparian%2Bdenitrification%2Bin%2Breservoirs%2Bfollowing%2Bhydropower%2Bproduction%26rft.aufirst%3DWenqing%26rft.auinit%3DWQ%26rft.aulast%3DShi%26rft.date%3D2020%26rft_id%3Dinfo%3Adoi%2F10.1016%252Fj.jhydrol.2019.124305%26rft.eissn%3D1879-2707%26rft.genre%3Darticle%26rft.issn%3D0022-1694%26rft.jtitle%3DJOURNAL%2BOF%2BHYDROLOGY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DJ%2BHYDROL%26rft.volume%3D583%26rft.au%3DShi%252C%2BWQ%26rft.au%3DChen%252C%2BQW%26rft.au%3DChen%252C%2BYC&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0A84zRrfeQWL39e2KcJixyK&SrcJTitle=JOURNAL+OF+HYDROLOGY&SrcPubType=MD_FORMAT
15,"Pessoa-Lopes, M",Jun 22 2016 ,Arsenate removal from sulphate-containing water streams by an ion-exchange membrane process,SEPARATION AND PURIFICATION TECHNOLOGY,"A possible limitation of applying Donnan dialysis for arsenate removal from drinking water supplies is when sulphate is present as an accompanying anion in the water to be treated, due to strong competition between arsenate and sulphate transport through standard grade anion-exchange membranes. This work aims at evaluating the feasibility of employing an ion-exchange membrane Donnan dialysis based process with a new strategy of using sulphate as the driving counter-ion for arsenate counter-transport and removal from sulphate-containing drinking water streams. The process performance with different arsenate receiving solutions (containing chloride or sulphate as driving counter-ions and with or without arsenic precipitation) was investigated and compared. Experiments were carried out to separate arsenate from contaminated water comparing the performance of three anion-exchange membranes: one with mono-valent anion permselective properties and two standard grade membranes. As selection criteria, the transport rate of arsenate and its membrane retention were investigated. The effects of pH variation and co-ion (cation) leakage on the Donnan dialysis process efficiency were also studied. Efficient arsenic removal was achieved through integrating Donnan dialytic transport of arsenate with its simultaneous precipitation in the receiving compartment with FeSO4. The process proposed is environmentally friendly and with minimal maintenance requirements, which makes it especially attractive to be applied in rural areas located far from centralized drinking water supply infrastructures. (C) 2016 Elsevier B.V. All rights reserved.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000376834400016,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DArsenate%2Bremoval%2Bfrom%2Bsulphate-containing%2Bwater%2Bstreams%2Bby%2Ban%2Bion-exchange%2Bmembrane%2Bprocess%26rft.aufirst%3DMafalda%26rft.auinit%3DM%26rft.aulast%3DPessoa-Lopes%26rft.date%3D2016%26rft_id%3Dinfo%3Adoi%2F10.1016%252Fj.seppur.2016.04.032%26rft.eissn%3D1873-3794%26rft.epage%3D134%26rft.genre%3Darticle%26rft.issn%3D1383-5866%26rft.jtitle%3DSEPARATION%2BAND%2BPURIFICATION%2BTECHNOLOGY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D125-134%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D125%26rft.stitle%3DSEP%2BPURIF%2BTECHNOL%26rft.volume%3D166%26rft.au%3DPessoa-Lopes%252C%2BM%26rft.au%3DCrespo%252C%2BJG%26rft.au%3DVelizarov%252C%2BS&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0A84zRrfeQWL39e2KcJixyK&SrcJTitle=SEPARATION+AND+PURIFICATION+TECHNOLOGY&SrcPubType=MD_FORMAT
16,"Tockner, K",May 1999 ,"Hydrological connectivity, and the exchange of organic matter and nutrients in a dynamic river-floodplain system (Danube, Austria)",FRESHWATER BIOLOGY,"1. The relationship between hydrological connectivity, and the exchange processes of suspended sediments, organic matter and nutrients (NO3-N) was investigated in a dynamically connected river-floodplain segment of the Danube over a 15-month period in 1995 and 1996 in the Alluvial Zone National Park, Austria.2. Based on water level dynamics and water retention times, three phases of river-floodplain connectivity were identified: disconnection (phase I), seepage inflow (phase II) and upstream surface connection (phase III). The frequency of occurrence of these phases was 67.5%, 29.3% and 3.2%, respectively, during the study period.3. A conceptual model is presented linking hydrological connectivity with ecological processes. Generally, the floodplain shifts from a closed and mainly biologically controlled ecosystem during phase I to an increasingly open and more hydrologically controlled system during phases II and III. Phase I, with internal processes dominating, is designated the 'biotic interaction phase'.4. Phase II, with massive nutrient inputs to the floodplain yet relatively high residence times, and therefore, high algal biomass, is classified as the 'primary production phase'. This demonstrates that water level fluctuations well below bankfull may considerably enhance floodplain productivity.5. Finally, since transport of particulate matter is mainly restricted to short flood pulses above bankfull level, phase III has been defined as the 'transport phase'.6. The floodplain served as a major sink for suspended sediments (250 mt ha(-1) year(-1)), FPOM (96 mt ha(-1) year(-1)), particulate organic carbon (POC; 2.9 mt ha(-1) year(-1)) and nitrate-nitrogen (0.96 mt ha(-1) year(-1)), but was a source for dissolved organic carbon (DOC; 240 kg ha(-1) year(-1)), algal biomass (chlorophyll-a; 0.5 kg ha(-1) year(-1)) and CPOM (21 kg ha(-1) year(-1)). Considerable quantities of DOC and algal biomass were exported to the river channel during phase II, whereas particulate matter transport was largely restricted to the short floods of phase III.7. The Danube Restoration Project will create a more gradual change between the individual phases by increasing hydrological connectivity between the river channel and the floodplain, and is predicted to enhance productivity by maintaining a balance between retention and export of nutrients and organic matter.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000081362000004,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DHydrological%2Bconnectivity%252C%2Band%2Bthe%2Bexchange%2Bof%2Borganic%2Bmatter%2Band%2Bnutrients%2Bin%2Ba%2Bdynamic%2Briver-floodplain%2Bsystem%2B%2528Danube%252C%2BAustria%2529%26rft.aufirst%3DK%26rft.auinit%3DK%26rft.aulast%3DTockner%26rft.date%3D1999%26rft_id%3Dinfo%3Adoi%2F10.1046%252Fj.1365-2427.1999.00399.x%26rft.eissn%3D1365-2427%26rft.epage%3D535%26rft.genre%3Darticle%26rft.issn%3D0046-5070%26rft.issue%3D3%26rft.jtitle%3DFRESHWATER%2BBIOLOGY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D521-535%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D521%26rft.stitle%3DFRESHWATER%2BBIOL%26rft.volume%3D41%26rft.au%3DTockner%252C%2BK%26rft.au%3DPennetzdorfer%252C%2BD%26rft.au%3DWard%252C%2BJV&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0A84zRrfeQWL39e2KcJixyK&SrcJTitle=FRESHWATER+BIOLOGY&SrcPubType=MD_FORMAT
17,"Li, HY",Dec 2015 ,Modeling stream temperature in the Anthropocene: An earth system modeling approach,JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS,"A new large-scale stream temperature model has been developed within the Community Earth System Model (CESM) framework. The model is coupled with the Model for Scale Adaptive River Transport (MOSART) that represents river routing and a water management model (WM) that represents the effects of reservoir operations and water withdrawals on flow regulation. The coupled models allow the impacts of reservoir operations and withdrawals on stream temperature to be explicitly represented in a physically based and consistent way. The models have been applied to the Contiguous United States driven by observed meteorological forcing. Including water management in the models improves the agreement between the simulated and observed streamflow at a large number of stream gauge stations. It is then shown that the model is capable of reproducing stream temperature spatiotemporal variation satisfactorily by comparing against the observed data from over 320 USGS stations. Both climate and water management are found to have important influence on the spatiotemporal patterns of stream temperature. Furthermore, it is quantitatively estimated that reservoir operation could cool down stream temperature in the summer low-flow season (August-October) by as much as 1 approximate to 2 degrees C due to enhanced low-flow conditions, which have important implications to aquatic ecosystems. Sensitivity of the simulated stream temperature to input data and reservoir operation rules used in the WM model motivates future directions to address some limitations in the current modeling framework.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000368739800009,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DModeling%2Bstream%2Btemperature%2Bin%2Bthe%2BAnthropocene%253A%2BAn%2Bearth%2Bsystem%2Bmodeling%2Bapproach%26rft.aufirst%3DHong-Yi%26rft.auinit%3DHY%26rft.aulast%3DLi%26rft.date%3D2015%26rft_id%3Dinfo%3Adoi%2F10.1002%252F2015MS000471%26rft.eissn%3D1942-2466%26rft.epage%3D1679%26rft.genre%3Darticle%26rft.issue%3D4%26rft.jtitle%3DJOURNAL%2BOF%2BADVANCES%2BIN%2BMODELING%2BEARTH%2BSYSTEMS%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D1661-1679%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D1661%26rft.stitle%3DJ%2BADV%2BMODEL%2BEARTH%2BSY%26rft.volume%3D7%26rft.au%3DLi%252C%2BHY%26rft.au%3DLeung%252C%2BLR%26rft.au%3DYang%252C%2BXF&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0A84zRrfeQWL39e2KcJixyK&SrcJTitle=JOURNAL+OF+ADVANCES+IN+MODELING+EARTH+SYSTEMS&SrcPubType=MD_FORMAT
18,"Rao, NM",Jul 2005 ,Comparison of dynamic performance for direct and fluid coupled indirect heat exchange systems,INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER,"Three different arrangements of heat exchange from a hot fluid stream to a cold fluid stream such as, direct heat exchanger and fluid coupled indirect heat exchanger both with forced circulation loop as well as thermally driven natural circulation loop have been considered in the present work. Dynamic performance of these three arrangements has been studied for four different excitations namely, step, ramp, exponential and sinusoidal. These excitations are imposed at the hot fluid inlet temperature. Finite element technique is used to solve the transient one-dimensional conservation equations. A thorough comparison of the dynamic performance of these three arrangements is made. It is found that the direct heat exchanger does not have any time delay between the response and the excitation function. Moreover, the phase difference between the sinusoidal excitation and response is the lowest in this case. (c) 2005 Elsevier Ltd. All rights reserved.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000229920900019,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DComparison%2Bof%2Bdynamic%2Bperformance%2Bfor%2Bdirect%2Band%2Bfluid%2Bcoupled%2Bindirect%2Bheat%2Bexchange%2Bsystems%26rft.aufirst%3DNM%26rft.auinit%3DNM%26rft.aulast%3DRao%26rft.date%3D2005%26rft_id%3Dinfo%3Adoi%2F10.1016%252Fj.ijheatmasstransfer.2005.02.021%26rft.eissn%3D1879-2189%26rft.epage%3D3252%26rft.genre%3Darticle%26rft.issn%3D0017-9310%26rft.issue%3D15%26rft.jtitle%3DINTERNATIONAL%2BJOURNAL%2BOF%2BHEAT%2BAND%2BMASS%2BTRANSFER%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D3244-3252%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D3244%26rft.stitle%3DINT%2BJ%2BHEAT%2BMASS%2BTRAN%26rft.volume%3D48%26rft.au%3DRao%252C%2BNM%26rft.au%3DMaiti%252C%2BB%26rft.au%3DDas%252C%2BPK&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0A84zRrfeQWL39e2KcJixyK&SrcJTitle=INTERNATIONAL+JOURNAL+OF+HEAT+AND+MASS+TRANSFER&SrcPubType=MD_FORMAT
19,"Augustsson, P",Mar 2009 ,Buffer medium exchange in continuous cell and particle streams using ultrasonic standing wave focusing,MICROCHIMICA ACTA,"A microfluidic strategy to perform buffer exchange of particle and cell suspensions in a continuous flow format on, chip is presented. Ultrasonic standing wave technology is utilized to confine particulate matter to the centre of a buffer exchange channel while particle free buffer is sequentially aspirated via capillaries that branch off from the buffer exchange channel. At each such branch, clean buffer is supplied at an equal flow-rate from a capillary at the opposing channel wall, generating a sideways translation of the original buffer, laminated with a wash buffer stream. Each such junction increases the buffer exchange ratio accordingly. The reported buffer exchange system provides means to adjust buffer exchange conditions on-line by tuning the ratio of the cross-flow wash buffer relative the sample suspension flow, rate. The system performance was evaluated using 5 mu m polystyrene microbeads and a dye as the model contaminant. Wash efficiencies up to 96.4% were accomplished with a 0.2% solid content bead suspension, using eight cross-flow junctions, effectively exchanging the carrier buffer twice. The corresponding data for erythrocyte washing was recorded to be 98.3% at a haematocrit of 2%.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000263381600006,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DBuffer%2Bmedium%2Bexchange%2Bin%2Bcontinuous%2Bcell%2Band%2Bparticle%2Bstreams%2Busing%2Bultrasonic%2Bstanding%2Bwave%2Bfocusing%26rft.aufirst%3DPer%26rft.auinit%3DP%26rft.aulast%3DAugustsson%26rft.date%3D2009%26rft_id%3Dinfo%3Adoi%2F10.1007%252Fs00604-008-0084-4%26rft.epage%3D277%26rft.genre%3Darticle%26rft.issn%3D0026-3672%26rft.issue%3D3-4%26rft.jtitle%3DMICROCHIMICA%2BACTA%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D269-277%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D269%26rft.stitle%3DMICROCHIM%2BACTA%26rft.volume%3D164%26rft.au%3DAugustsson%252C%2BP%26rft.au%3DAberg%252C%2BLB%26rft.au%3DLaurell%252C%2BT&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0A84zRrfeQWL39e2KcJixyK&SrcJTitle=MICROCHIMICA+ACTA&SrcPubType=MD_FORMAT
