,First author,Year,Title,Journal,Abstract,wos_link,fulltext_link
10,"Allen, DC",Sep 2020 ,River ecosystem conceptual models and non-perennial rivers: A critical review,WILEY INTERDISCIPLINARY REVIEWS-WATER,"Conceptual models underpin river ecosystem research. However, current models focus on continuously flowing rivers and few explicitly address characteristics such as flow cessation and drying. The applicability of existing conceptual models to nonperennial rivers that cease to flow (intermittent rivers and ephemeral streams, IRES) has not been evaluated. We reviewed 18 models, finding that they collectively describe main drivers of biogeochemical and ecological patterns and processes longitudinally (upstream-downstream), laterally (channel-riparian-floodplain), vertically (surface water-groundwater), and temporally across local and landscape scales. However, perennial rivers are longitudinally continuous while IRES are longitudinally discontinuous. Whereas perennial rivers have bidirectional lateral connections between aquatic and terrestrial ecosystems, in IRES, this connection is unidirectional for much of the time, from terrestrial-to-aquatic only. Vertical connectivity between surface and subsurface water occurs bidirectionally and is temporally consistent in perennial rivers. However, in IRES, this exchange is temporally variable, and can become unidirectional during drying or rewetting phases. Finally, drying adds another dimension of flow variation to be considered across temporal and spatial scales in IRES, much as flooding is considered as a temporally and spatially dynamic process in perennial rivers. Here, we focus on ways in which existing models could be modified to accommodate drying as a fundamental process that can alter these patterns and processes across spatial and temporal dimensions in streams. This perspective is needed to support river science and management in our era of rapid global change, including increasing duration, frequency, and occurrence of drying.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000567408700005,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2Be1473%26rft.atitle%3DRiver%2Becosystem%2Bconceptual%2Bmodels%2Band%2Bnon-perennial%2Brivers%253A%2BA%2Bcritical%2Breview%26rft.aufirst%3DDaniel%2BC.%26rft.auinit%3DDC%26rft.aulast%3DAllen%26rft.date%3D2020%26rft_id%3Dinfo%3Adoi%2F10.1002%252Fwat2.1473%26rft.genre%3Darticle%26rft.issn%3D2049-1948%26rft.issue%3D5%26rft.jtitle%3DWILEY%2BINTERDISCIPLINARY%2BREVIEWS-WATER%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DWIRES%2BWATER%26rft.volume%3D7%26rft.au%3DAllen%252C%2BDC%26rft.au%3DDatry%252C%2BT%26rft.au%3DZimmer%252C%2BM&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=WILEY+INTERDISCIPLINARY+REVIEWS-WATER&SrcPubType=MD_FORMAT
11,"Robertson, AL",Apr 2010 ,"Ecology of the hyporheic zone: origins, current knowledge and future directions",FUNDAMENTAL AND APPLIED LIMNOLOGY,"Traian Orghidan's seminal paper on the hyporheic zone was published in German in Archiv fur Hydrobiologie 50 years ago. To celebrate this anniversary, it has now been translated into English and republished in Fundamental and Applied Limnology, the successor to Archiv fur Hydrobiologie, as part of this special issue on hyporheic zone ecology. Here we examine the development and current state of knowledge of four aspects of hyporheic zone ecology first articulated by Orghidan. First, we consider the ecotonal nature of the hyporheic zone (HZ) and its relationship to the wider stream ecosystem; second, surface water and groundwater habitat interconnectivity within the hyporheic zone; third, the spatial and temporal heterogeneity of the HZ and how this may influence its function as a refugium for taxa during disturbances; and lastly interactions between hyporheic invertebrates and pore water volume, bacterial densities and particulate organic carbon. We outline the characteristics of the hyporheic zone that may determine how effective it will be as a refugium for benthic taxa during disturbances and consider the biological traits of benthic species most able to utilise the HZ as a refugium. Finally, we examine an important avenue of research that has developed since Orghidans paper reflecting significant scientific and technological advances; the role of the hyporheic zone in stream nutrient dynamics. We conclude by considering some areas where further research is likely to advance our understanding of the hyporheic zone and its interaction with the wider stream ecosystemShow less",https://www.webofscience.com/wos/woscc/full-record/WOS:000281759300001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DEcology%2Bof%2Bthe%2Bhyporheic%2Bzone%253A%2Borigins%252C%2Bcurrent%2Bknowledge%2Band%2Bfuture%2Bdirections%26rft.aufirst%3DA.%2BL.%26rft.auinit%3DAL%26rft.aulast%3DRobertson%26rft.date%3D2010%26rft_id%3Dinfo%3Adoi%2F10.1127%252F1863-9135%252F2010%252F0176-0279%26rft.epage%3D289%26rft.genre%3Darticle%26rft.issn%3D1863-9135%26rft.issue%3D4%26rft.jtitle%3DFUNDAMENTAL%2BAND%2BAPPLIED%2BLIMNOLOGY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D279-289%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D279%26rft.stitle%3DFUND%2BAPPL%2BLIMNOL%26rft.volume%3D176%26rft.au%3DRobertson%252C%2BAL%26rft.au%3DWood%252C%2BPJ&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=FUNDAMENTAL+AND+APPLIED+LIMNOLOGY&SrcPubType=MD_FORMAT
12,"Twigt, DJ",14th International Biennial Conference of the Joint-Numerical-Sea-Modelling-Group,"Coupled 1D-3D hydrodynamic modelling, with application to the Pearl River Delta",OCEAN DYNAMICS,,https://www.webofscience.com/wos/woscc/full-record/WOS:000271549300018,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DCoupled%2B1D-3D%2Bhydrodynamic%2Bmodelling%252C%2Bwith%2Bapplication%2Bto%2Bthe%2BPearl%2BRiver%2BDelta%26rft.aufirst%3DDaniel%2BJ.%26rft.auinit%3DDJ%26rft.aulast%3DTwigt%26rft.date%3D2009%26rft_id%3Dinfo%3Adoi%2F10.1007%252Fs10236-009-0229-y%26rft.eissn%3D1616-7228%26rft.epage%3D1093%26rft.genre%3Darticle%26rft.issn%3D1616-7341%26rft.issue%3D6%26rft.jtitle%3DOCEAN%2BDYNAMICS%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D1077-1093%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D1077%26rft.stitle%3DOCEAN%2BDYNAM%26rft.volume%3D59%26rft.au%3DTwigt%252C%2BDJ%26rft.au%3DDe%2BGoede%252C%2BED%26rft.au%3DChiu%252C%2BAYW&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=OCEAN+DYNAMICS&SrcPubType=MD_FORMAT
13,"Mulholland, PJ",Mar 2010 ,Nutrient dynamics in streams and the role of J-NABS,JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,"Nutrient dynamics in streams has been an important topic of research since the 1960s Here we review this topic and the significant role played by J-NABS in its development. We limit this review almost exclusively to Studies of N and P because these elements have been shown to limit productivity in streams. We use the expression nutrient dynamics for Studies that Included some measures of biological processes occurring within streams Prior to the 1970s, instream biological processes were little studied, but through 1985 conceptual advances were made, and 4 types of studies made important contributions to Our understanding of instream processes 1) evidence of increased plant production and decomposition in response to nutrient addition, 2) studies showing a downstream decrease in nutrient concentrations, 3) studies using radioisotopes, and 4) budget studies Beginning with the first paper printed in its first Issue, J-NABS has been the outlet for key papers advancing our understanding of rates and controls of nutrient dynamics in streams. In the first few years, an important review and a conceptual model for conducting experiments to study nutrient dynamics in streams were published in J-NABS In the 1990s, J-NABS published a number of papers on nutrient recycling within algal communities, the role of the hyporheic zone, the role of spawning fish, and the coupling of data from field N-15 additions and a N-cycling model to provide a synoptic view of N dynamics in streams Since 2000, J-NABS has published influential studies on nutrient criteria for streams, rates of and controls on nitrification and denitrification, uptake of stream nutrients by riparian vegetation, and nutrient dynamics in urban streams Nutrient dynamics will certainly continue to be an important topic in J-NABS Topics needing further study include. techniques for study in nutrient dynamics, nutrient dynamics in larger streams and rivers, the ultimate fate of nutrients taken up by plants and microbes in streams, ecological stoichiometry, the effects of climate change, and the role of streams and rivers in nutrient transformation and retention at the landscape scale.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000275023500007,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DNutrient%2Bdynamics%2Bin%2Bstreams%2Band%2Bthe%2Brole%2Bof%2BJ-NABS%26rft.aufirst%3DPatrick%2BJ.%26rft.auinit%3DPJ%26rft.aulast%3DMulholland%26rft.date%3D2010%26rft_id%3Dinfo%3Adoi%2F10.1899%252F08-035.1%26rft.epage%3D117%26rft.genre%3Darticle%26rft.issn%3D0887-3593%26rft.issue%3D1%26rft.jtitle%3DJOURNAL%2BOF%2BTHE%2BNORTH%2BAMERICAN%2BBENTHOLOGICAL%2BSOCIETY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D100-117%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D100%26rft.stitle%3DJ%2BN%2BAM%2BBENTHOL%2BSOC%26rft.volume%3D29%26rft.au%3DMulholland%252C%2BPJ%26rft.au%3DWebster%252C%2BJR&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=JOURNAL+OF+THE+NORTH+AMERICAN+BENTHOLOGICAL+SOCIETY&SrcPubType=MD_FORMAT
14,"Marzadri, A",Jul 24 2010 ,Semianalytical analysis of hyporheic flow induced by alternate bars,WATER RESOURCES RESEARCH,"We investigate the effects of alternate bar morphology on the hyporheic flow in gravel bed rivers. Our goal is to investigate the relations between residence time distribution of a conservative tracer and the parameters controlling bed form morphology. We assume homogeneous, isotropic or anisotropic hydraulic properties of the streambed sediment and constant flow regime in equilibrium with the bed form, which is considered fixed because its formation timescale is much longer than that of the subsurface flow. Under these assumptions, we solve the in-stream and hyporheic flow fields analytically in a three-dimensional domain. We approximate the former with the shallow water equations and model the latter as a Darcian flow. The two systems are linked through the hydraulic head distribution, which is predicted at the streambed by the surface model and applied as a boundary condition to the hyporheic flow model. We solve the solute transport equation in the hyporheic zone for a conservative tracer by means of particle tracking. Our model predicts that the mean value and variance of the hyporheic residence time depend on the alternate bar amplitude at equilibrium. This result is found to be applicable also to discharges that are lower (70% in our simulations) than the formative and submerge the bars entirely. Moreover, our analysis shows that 95% of the hyporheic flow is confined in a near-bed layer, whose depth is about the width of the channel and shallows from low to steep gradient streams. This causes the hyporheic mean residence time to reach a threshold when the alluvial depth is deeper than the channel width. Our results also show that as the stream slope increases, the streamlines compact near to the streambed, thereby reducing the mean residence time and its variance. Finally, we observe that the hyporheic residence time of pulse injections of passive solutes is lognormally distributed, with the mean value depending in a simple manner on the amplitude of the alternate bars.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000280340200001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2BW07531%26rft.atitle%3DSemianalytical%2Banalysis%2Bof%2Bhyporheic%2Bflow%2Binduced%2Bby%2Balternate%2Bbars%26rft.aufirst%3DA.%26rft.auinit%3DA%26rft.aulast%3DMarzadri%26rft.date%3D2010%26rft_id%3Dinfo%3Adoi%2F10.1029%252F2009WR008285%26rft.eissn%3D1944-7973%26rft.genre%3Darticle%26rft.issn%3D0043-1397%26rft.jtitle%3DWATER%2BRESOURCES%2BRESEARCH%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DWATER%2BRESOUR%2BRES%26rft.volume%3D46%26rft.au%3DMarzadri%252C%2BA%26rft.au%3DTonina%252C%2BD%26rft.au%3DTubino%252C%2BM&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=WATER+RESOURCES+RESEARCH&SrcPubType=MD_FORMAT
15,"Fisher, SG",3rd Symposium on New Concepts in Stream Ecology: An Integrated Approach,"Creativity, idea generation, and the functional morphology of streams",JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,,https://www.webofscience.com/wos/woscc/full-record/WOS:A1997XD62000002,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DCreativity%252C%2Bidea%2Bgeneration%252C%2Band%2Bthe%2Bfunctional%2Bmorphology%2Bof%2Bstreams%26rft.aufirst%3DSG%26rft.auinit%3DSG%26rft.aulast%3DFisher%26rft.date%3D1997%26rft_id%3Dinfo%3Adoi%2F10.2307%252F1468020%26rft.epage%3D318%26rft.genre%3Darticle%26rft.issn%3D0887-3593%26rft.issue%3D2%26rft.jtitle%3DJOURNAL%2BOF%2BTHE%2BNORTH%2BAMERICAN%2BBENTHOLOGICAL%2BSOCIETY%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D305-318%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D305%26rft.stitle%3DJ%2BN%2BAM%2BBENTHOL%2BSOC%26rft.volume%3D16&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=JOURNAL+OF+THE+NORTH+AMERICAN+BENTHOLOGICAL+SOCIETY&SrcPubType=MD_FORMAT
16,"McKnight, DM",Jan 2002 ,In-stream sorption of fulvic acid in an acidic stream: A stream-scale transport experiment,WATER RESOURCES RESEARCH,"[1] The variation of concentration and composition of dissolved organic carbon (DOC) in stream waters cannot be explained solely on the basis of soil processes in contributing subcatchments. To investigate in-stream processes that control DOC, we injected DOC-enriched water into a reach of the Snake River (Summit County, Colorado) that has abundant iron oxyhydroxides coating the streambed. The injected water was obtained from the Suwannee River (Georgia), which is highly enriched in fulvic acid. The fulvic acid from this water is the standard reference for aquatic fulvic acid for the International Humic Substances Society and has been well characterized. During the experimental injection, significant removal of sorbable fulvic acid occurred within the first 141 m of stream reach. We coinjected a conservative tracer (lithium chloride) and analyzed the results with the one-dimensional transport with inflow and storage (OTIS) stream solute transport model to quantify the physical transport mechanisms. The downstream transport of fulvic acid as indicated by absorbance was then simulated using OTIS with a first-order kinetic sorption rate constant applied to the sorbable fulvic acid. The ""sorbable"" fraction of injected fulvic acid was irreversibly sorbed by streambed sediments at rates (kinetic rate constants) of the order of 10(-4)-10(-3) s(-1). In the injected Suwannee River water, sorbable and nonsorbable fulvic acid had distinct chemical characteristics identified in C-13-NMR spectra. The C-13-NMR spectra indicate that during the experiment, the sorbable ""signal"" of greater aromaticity and carboxyl content decreased downstream; that is, these components were preferentially removed. This study illustrates that interactions between the water and the reactive surfaces will modify significantly the concentration and composition of DOC observed in streams with abundant chemically reactive surfaces on the streambed and in the hyporheic zone.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000176039700006,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2B1005%26rft.atitle%3DIn-stream%2Bsorption%2Bof%2Bfulvic%2Bacid%2Bin%2Ban%2Bacidic%2Bstream%253A%2BA%2Bstream-scale%2Btransport%2Bexperiment%26rft.aufirst%3DDM%26rft.auinit%3DDM%26rft.aulast%3DMcKnight%26rft.date%3D2002%26rft_id%3Dinfo%3Adoi%2F10.1029%252F2001WR000269%26rft.eissn%3D1944-7973%26rft.genre%3Darticle%26rft.issn%3D0043-1397%26rft.issue%3D1%26rft.jtitle%3DWATER%2BRESOURCES%2BRESEARCH%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DWATER%2BRESOUR%2BRES%26rft.volume%3D38%26rft.au%3DMcKnight%252C%2BDM%26rft.au%3DHornberger%252C%2BGM%26rft.au%3DBoyer%252C%2BEW&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=WATER+RESOURCES+RESEARCH&SrcPubType=MD_FORMAT
17,"Zheng, LZ",Aug 2019 ,Ripple Effects: Bed Form Morphodynamics Cascading Into Hyporheic Zone Biogeochemistry,WATER RESOURCES RESEARCH,"The water quality and ecosystem health of river corridors depend on the biogeochemical processes occurring in the hyporheic zones (HZs) of the beds and banks of rivers. HZs in riverbeds often form because of bed forms. Despite widespread and persistent variation in river flow, how the discharge- and grain size-dependent geometry of bed forms and how bed form migration collectively and systematically affects hyporheic exchange flux, solute transport, and biogeochemical reaction rates are unknown. We investigated these linked processes through morphodynamically consistent multiphysics numerical simulation experiments. Several realistic ripple geometries based on bed form stability criteria using mean river flow velocity and median sediment grain size were designed. Ripple migration rates were estimated based primarily on the river velocity. The ripple geometries and migration rates were used to drive hyporheic flow and reactive transport models which quantified HZ nitrogen transformation. Results from fixed bed form simulations were compared with matching migrating bed form scenarios. We found that the turnover exchange due to ripple migration has a large impact on reactant supply and reaction rates. The nitrate removal efficiency increased asymptotically with Damkohler number for both mobile and immobile ripples, but the immobile ripple always had a higher nitrate removal efficiency. Since moving ripples remove less nitrogen, and may even be net nitrifying at times, consideration for bed form morphodynamics may therefore lead to reduction of model-based estimates of denitrification. The connection between nitrate removal efficiency and Damkohler number can be integrated into frameworks for quantifying transient, network-scale, HZ nitrate dynamics.Plain Language Summary Sandy riverbeds are very rarely flat. They are typically covered by ripples and dunes. Because of their topography, these ripples and dunes drive variations in water pressure across their surfaces due to deflection, acceleration, and deceleration of the river flow. These pressure variations drive river water to infiltrate into the porous and permeable sediment where pressure is high and exit from the sediment where it is low. This pressure-driven flow, called hyporheic exchange, is critical to the water quality of rivers since it allows river water to undergo biogeochemical reactions that take place within the sediment. Ripples are highly dynamic however and respond readily to changes in river flow. How the migration and variable shape of ripples affect hyporheic exchange and the biogeochemical reactions it dictates is poorly understood and seldom studied. Here we bring concepts from ripple dynamics, river and groundwater hydraulics, and biogeochemistry into a unified modeling framework. The modeling was used to assess the effects of ripple migration on hyporheic zone biogeochemistry. We found that migrating ripples generally process less nitrate, a widespread pollutant, compared to their stationary counterparts. Thus, investigations and applications of hyporheic zone biogeochemical processes should pay attention to the dynamics of ripples.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000490973700054,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DRipple%2BEffects%253A%2BBed%2BForm%2BMorphodynamics%2BCascading%2BInto%2BHyporheic%2BZone%2BBiogeochemistry%26rft.aufirst%3DLizhi%26rft.auinit%3DLZ%26rft.aulast%3DZheng%26rft.date%3D2019%26rft_id%3Dinfo%3Adoi%2F10.1029%252F2018WR023517%26rft.eissn%3D1944-7973%26rft.epage%3D7342%26rft.genre%3Darticle%26rft.issn%3D0043-1397%26rft.issue%3D8%26rft.jtitle%3DWATER%2BRESOURCES%2BRESEARCH%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D7320-7342%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D7320%26rft.stitle%3DWATER%2BRESOUR%2BRES%26rft.volume%3D55%26rft.au%3DZheng%252C%2BLZ%26rft.au%3DCardenas%252C%2BMB%26rft.au%3DMohrig%252C%2BD&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=WATER+RESOURCES+RESEARCH&SrcPubType=MD_FORMAT
18,"Voltz, T",Jun 2013 ,Riparian hydraulic gradient and stream-groundwater exchange dynamics in steep headwater valleys,JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE,"Patterns of riparian hydraulic gradients and stream-groundwater exchange in headwater catchments provide the hydrologic context for important ecological processes. Although the controls are relatively well understood, their dynamics during periods of hydrologic change is not. We investigate riparian hydraulic gradients over three different time scales in two steep, forested, headwater catchments in Oregon (WS01 and WS03) to determine the potential controls of reach-scale valley slope and cross-sectional valley geometry. Groundwater and stream stage data collected at high spatial and temporal resolutions over a period encompassing a 1.25 year storm and subsequent seasonal baseflow recession indicate that hydraulic gradients in both riparian aquifers exhibit strong persistence of down-valley dominance. Responses to rainfall do not support the simple conceptual models of increased riparian hydraulic gradient toward streams. Hydraulic gradient response in WS01 to both the seasonal baseflow recession and the storm suggested the potential for increased stream-groundwater exchange, but there was less evidence for this in WS03. Results from four constant-rate tracer injections in each stream showed a high baseline level of exchange overall, and both a slight seasonal increase (WS01) and slight decrease (WS03) in the riparian intrusion of tracer-labeled stream water as stream discharge receded. These results indicate that steep headwater valley floors host extensive stream water exchange and very little change in the water table gradients over 3 orders of magnitude of stream discharge.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000324993900039,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.atitle%3DRiparian%2Bhydraulic%2Bgradient%2Band%2Bstream-groundwater%2Bexchange%2Bdynamics%2Bin%2Bsteep%2Bheadwater%2Bvalleys%26rft.aufirst%3DThomas%26rft.auinit%3DT%26rft.aulast%3DVoltz%26rft.date%3D2013%26rft_id%3Dinfo%3Adoi%2F10.1002%252Fjgrf.20074%26rft.epage%3D969%26rft.genre%3Darticle%26rft.issn%3D2169-9003%26rft.issue%3D2%26rft.jtitle%3DJOURNAL%2BOF%2BGEOPHYSICAL%2BRESEARCH-EARTH%2BSURFACE%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rft.pages%3D953-969%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.spage%3D953%26rft.stitle%3DJ%2BGEOPHYS%2BRES-EARTH%26rft.volume%3D118%26rft.au%3DVoltz%252C%2BT%26rft.au%3DGooseff%252C%2BM%26rft.au%3DWagener%252C%2BT&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=JOURNAL+OF+GEOPHYSICAL+RESEARCH-EARTH+SURFACE&SrcPubType=MD_FORMAT
19,"Endreny, T",Feb 12 2011 ,Hyporheic flow path response to hydraulic jumps at river steps: Hydrostatic model simulations,WATER RESOURCES RESEARCH,"This research examined hydrostatic groundwater model (MODFLOW) predictive adequacy and sensitivity in simulating hyporheic flow paths across a river step with a hydraulic jump. In a companion paper, we used flume and hydrodynamic model analysis to develop a refined conceptual model depicting these flow paths with zones of downwelling and upstream-directed flux below the step. The previous coarse conceptual model predicted uniform downstream-directed upwelling below the step. The hydrostatic model accurately predicted the downwelling and upstream-directed fluxes beneath the wave and jump but failed to predict the plunge pool downwelling, which is driven by dynamic pressures. Sensitivity tests varied riverbed topography and water surface profile geometry for a river with 1% slopes, 10 cm flow depths, and 50-150 cm long jets and jumps. The flow paths below the jet-jump region were driven by hydrostatic pressures and were highly sensitive to water surface profile and riverbed topography parameters. Failure to simulate the hydraulic jump caused errors in hyporheic flow path predictions beneath the jump region (similar to 1 m long by similar to 0.5 m deep). If the jump was poorly parameterized, several meters of riverbed flow paths could be erroneously modeled as pointing upstream. The hyporheic zone may contain a spatial mosaic of aerobic and anaerobic waters regulating nutrient transformations and biologic productivity. Accurate parameterization of hydraulic jumps in hyporheic simulation has the potential to improve predictions and explain heterogeneous subsurface flow paths and associated nutrient patterns and ecosystem functions.Show less",https://www.webofscience.com/wos/woscc/full-record/WOS:000287327200002,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=OpenURL&SrcApp=WOS&DestURL=https%3A%2F%2Fwww.redi-bw.de%2Flinks%2Funist%3Furl_ver%3DZ39.88-2004%26url_ctx_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Actx%26rft.artnum%3DARTN%2BW02518%26rft.atitle%3DHyporheic%2Bflow%2Bpath%2Bresponse%2Bto%2Bhydraulic%2Bjumps%2Bat%2Briver%2Bsteps%253A%2BHydrostatic%2Bmodel%2Bsimulations%26rft.aufirst%3DT.%26rft.auinit%3DT%26rft.aulast%3DEndreny%26rft.date%3D2011%26rft_id%3Dinfo%3Adoi%2F10.1029%252F2010WR010014%26rft.eissn%3D1944-7973%26rft.genre%3Darticle%26rft.issn%3D0043-1397%26rft.jtitle%3DWATER%2BRESOURCES%2BRESEARCH%26rft_val_fmt%3Dinfo%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal%26rfr_id%3Dinfo%3Asid%2Fwebofscience.com%3AWOS%3AWOS%26rft.stitle%3DWATER%2BRESOUR%2BRES%26rft.volume%3D47%26rft.au%3DEndreny%252C%2BT%26rft.au%3DLautz%252C%2BL%26rft.au%3DSiegel%252C%2BD&DestApp=OTHER_OpenURL&SrcAppSID=EUW1ED0C9340pYd4oZb1ROb8FcSvP&SrcJTitle=WATER+RESOURCES+RESEARCH&SrcPubType=MD_FORMAT
